participant,xai,selected model family,testing cases,mean selection F1,mean amount MAE,mean direction accuracy,observed success,simulated success,observed target confidence gain,simulated target confidence gain,observed boundary improvement,simulated boundary improvement,observed plausibility,simulated plausibility,observed actionability,simulated actionability,observed edit L1,simulated edit L1
R_7L78tZJ3cQDgpFH,counterfactual,feature contribution,20,0.8305555555555554,0.4358823183301193,0.1666666666666666,0.1,0.2,0.1086442102872763,0.2086270428946177,-0.212362355640535,0.0343310499393307,0.90249376617305,0.9583310804546736,0.25,1.0,1.5582995320756452,0.24681608986525
