instance id,original label,target label,feature_pair,cf_specific_score,cf_minus_none_boundary_improvement,cf_minus_attr_boundary_improvement,cf_minus_none_success,cf_minus_attr_success,distance_to_nearest_training
160212,Diabetes,No Diabetes,Blood Pressure|Insulin,0.1379752507858824,0.10581655596184827,0.09035975302509233,-0.30687830687830686,-0.2751322751322751,0.1118
160210,Diabetes,No Diabetes,Blood Pressure|Insulin,0.12270547981260557,0.08620060977502214,0.07671651024922366,-0.21693121693121692,-0.18518518518518517,0.0661
160205,No Diabetes,Diabetes,Glucose|BMI,0.08953932986730295,0.03838295897676952,0.035812455546618105,0.037037037037037035,0.1164021164021164,0.0474
160215,No Diabetes,Diabetes,Glucose|Insulin,0.0646209606856055,0.011994911013539472,-0.0005485535025371458,0.23015873015873015,0.30158730158730157,0.1462
160214,Diabetes,No Diabetes,Insulin|BMI,0.046887476514649834,0.01751885650636975,0.006617297256957335,0.08994708994708994,0.13756613756613756,0.1066
160217,No Diabetes,Diabetes,Glucose|Age,0.04553786119089345,0.04016594036281027,0.0059010213571837125,-0.018518518518518545,0.013227513227513227,0.1436
160211,Diabetes,No Diabetes,Glucose|Blood Pressure,0.027457416755887167,0.019384579697006788,0.018125747111790436,-0.06613756613756613,-0.03439153439153439,0.0838
160204,Diabetes,No Diabetes,Glucose|Insulin,0.017458149146295076,0.002853538650354117,-0.007617611726281261,0.07936507936507933,0.14285714285714285,0.0706
160219,No Diabetes,Diabetes,BMI|Age,0.016265951458853477,-0.0002690325789654231,-0.003835386332551472,0.10582010582010581,0.09788359788359788,0.1365
160209,No Diabetes,Diabetes,Glucose|Insulin,-0.006082312800510577,-0.0021598932952641495,-0.008155223738050658,-0.034391534391534445,0.07671957671957672,0.0625
160213,Diabetes,No Diabetes,Blood Pressure|Insulin,-0.01005425581625362,0.010535563875176554,0.013008063906453428,-0.19576719576719578,-0.1402116402116402,0.0977
160200,Diabetes,No Diabetes,Glucose|Blood Pressure,-0.010868475371813239,0.0066954420181686465,0.005716505890441394,-0.1164021164021164,-0.1164021164021164,0.0674
160218,No Diabetes,Diabetes,Glucose|BMI,-0.013823342291715389,-0.032471440851726485,-0.032145552233639706,0.25396825396825395,0.25396825396825395,0.1533
160202,Diabetes,No Diabetes,Glucose|Insulin,-0.015160161795248407,0.007766168542176575,0.007232399821305177,-0.15079365079365079,-0.15079365079365079,0.0725
160207,No Diabetes,Diabetes,Glucose|Insulin,-0.02578382294609107,-0.01564669026271824,-0.0178090903553305,0.018518518518518517,0.0582010582010582,0.0576
160216,No Diabetes,Diabetes,Insulin|BMI,-0.026612001584074663,-0.008748918416450473,-0.013630278934819953,-0.0291005291005291,-0.013227513227513255,0.1
160203,Diabetes,No Diabetes,Glucose|BMI,-0.029663197928355714,-0.004571185780258693,-0.01715550421158909,-0.0952380952380952,0.0158730158730159,0.0762
160201,Diabetes,No Diabetes,Blood Pressure|Insulin,-0.033498433739826874,-0.0020635925208059153,0.004543994759815019,-0.18783068783068782,-0.17195767195767195,0.0877
160206,No Diabetes,Diabetes,Glucose|Age,-0.05520556190269335,-0.036670906991442084,-0.03017486655146292,0.042328042328042326,0.07407407407407407,0.0582
160208,No Diabetes,Diabetes,Glucose|BMI,-0.06162678281335045,-0.03697393189850786,-0.03946766572965741,0.07407407407407407,0.07407407407407407,0.0682
