variant,representation,scope,lapse_global,decay,distance,selection_spread,edit_blend,age_actionable,margin,in_sample_selection_nll,in_sample_expected_selection_f1,in_sample_map_selection_f1,in_sample_exact_subset_accuracy,in_sample_cardinality_mae,in_sample_amount_mae,in_sample_direction_accuracy,in_sample_zero_amount_mae,cv_selection_nll,cv_expected_selection_f1,cv_map_selection_f1,cv_exact_subset_accuracy,cv_cardinality_mae,cv_amount_mae,cv_direction_accuracy,cv_zero_amount_mae,participant,xai,testing_cases,selected_by_cv,locked_feature,fixed_cardinality
base_prototype,base,prototype,0.5,0.0,nan,8.0,0.0,1,0.05,1.3371244605431034,0.2718334038308313,0.3,0.3,0.0,0.21858468605672673,0.7,0.27589411490278903,1.3371244605431034,0.2718334038308313,0.3,0.3,0.0,0.2306154746017602,0.7,0.275894114902789,R_1TwJkRL8eUlAzCN,counterfactual,20,1,glucose,1
counterfactual_exemplar,counterfactual,exemplar,0.5,2.0,24.0,0.5,0.25,1,0.0,1.346408053201893,0.27417078850989385,0.4,0.4,0.0,0.24905812046786435,0.4,0.27589411490278903,1.4696761530674523,0.24406171031840956,0.15,0.15,0.0,0.24132026918925686,0.45,0.275894114902789,R_1TwJkRL8eUlAzCN,counterfactual,20,0,glucose,1
counterfactual_prototype,counterfactual,prototype,0.5,0.0,nan,0.25,0.5,1,0.0,1.3737959264603328,0.2563257898048411,0.3,0.3,0.0,0.26055972117447335,0.4,0.27589411490278903,1.4733642657417767,0.23271465696366786,0.2,0.2,0.0,0.2601146958917697,0.4,0.275894114902789,R_1TwJkRL8eUlAzCN,counterfactual,20,0,glucose,1
additive_exemplar,additive,exemplar,0.5,0.5,24.0,0.025,0.0,1,0.025,1.3860172529859147,0.2501658385579888,0.25,0.25,0.0,0.16777231159543357,0.7,0.20251322148032505,1.4279351381003447,0.240151080528123,0.15,0.15,0.0,0.17305170475152357,0.8,0.202513221480325,R_3NUkdGnuz9p3nf5,attribution,20,0,glucose,1
additive_prototype,additive,prototype,0.5,0.0,nan,0.025,0.0,1,0.025,1.3931718848895456,0.24835399413522224,0.15,0.15,0.0,0.17199053269775372,0.8,0.20251322148032505,1.3931718848895454,0.2483539941352222,0.15,0.15,0.0,0.1765633059486637,0.7,0.202513221480325,R_3NUkdGnuz9p3nf5,attribution,20,1,glucose,1
base_exemplar,base,exemplar,0.5,0.5,24.0,0.25,0.0,1,0.0,1.3683133101923315,0.2592341412586327,0.3,0.3,0.0,0.2034599094365343,0.7,0.20251322148032505,1.5777212038198054,0.22780186755636964,0.25,0.25,0.0,0.20750143968499452,0.7,0.202513221480325,R_3NUkdGnuz9p3nf5,attribution,20,0,glucose,1
base_prototype,base,prototype,0.5,1.0,nan,0.25,0.0,1,0.0,1.3692499103377285,0.25838067177021495,0.25,0.25,0.0,0.1840390273641335,0.8,0.20251322148032505,1.4694058606985163,0.24191276508328946,0.15,0.15,0.0,0.1987220697713022,0.8,0.202513221480325,R_3NUkdGnuz9p3nf5,attribution,20,0,glucose,1
base_exemplar,base,exemplar,0.5,0.0,24.0,8.0,0.0,1,0.4,1.3447350865511027,0.27803435228553963,0.15,0.15,0.0,0.21186569860367316,0.9,0.57638672489825,1.421158153874356,0.2616189003202901,0.2,0.2,0.0,0.26123718112896166,0.85,0.5763867248982499,R_3UcmaOi84C8MhhC,none,20,1,glucose,1
base_prototype,base,prototype,0.5,4.0,nan,0.25,0.0,1,0.4,1.3671104294108485,0.2602193125700264,0.3,0.3,0.0,0.24963119636267878,0.9,0.57638672489825,1.4465671574701475,0.2416243787712397,0.3,0.3,0.0,0.2309245700732505,0.9,0.5763867248982499,R_3UcmaOi84C8MhhC,none,20,0,glucose,1
base_exemplar,base,exemplar,0.5,4.0,0.0,2.0,0.0,1,0.025,1.1731858978883247,0.3357144647395879,0.55,0.55,0.0,0.2769187159521464,0.7,0.3736755323154,1.1731858978883245,0.3357144647395879,0.55,0.55,0.0,0.297784616941982,0.7,0.37367553231539996,R_3VBHYmh8hIFVlOz,none,20,0,glucose,1
base_prototype,base,prototype,0.5,4.0,nan,2.0,0.0,1,0.025,1.1731858978883247,0.3357144647395879,0.55,0.55,0.0,0.2769187159521464,0.7,0.3736755323154,1.1731858978883245,0.3357144647395879,0.55,0.55,0.0,0.297784616941982,0.7,0.37367553231539996,R_3VBHYmh8hIFVlOz,none,20,1,glucose,1
additive_exemplar,additive,exemplar,0.5,0.0,0.0,4.0,0.0,1,0.0,0.9733973441240739,0.4299041055418319,0.55,0.55,0.0,0.1207159844184718,0.9,0.15542440232822,1.0027020961500797,0.4149025135187435,0.55,0.55,0.0,0.12320664738440498,0.85,0.15542440232822,R_3dT6KvtzeQrM7gk,counterfactual,20,0,glucose,1
additive_prototype,additive,prototype,0.5,0.0,nan,4.0,0.0,1,0.0,0.9733973441240739,0.4299041055418319,0.55,0.55,0.0,0.1207159844184718,0.9,0.15542440232822,1.0027020961500797,0.4149025135187435,0.55,0.55,0.0,0.12320664738440498,0.85,0.15542440232822,R_3dT6KvtzeQrM7gk,counterfactual,20,1,glucose,1
base_exemplar,base,exemplar,0.5,0.5,0.0,4.0,0.0,1,0.0,1.1868952954576477,0.32228505412962616,0.35,0.35,0.0,0.11204645491468349,0.95,0.15542440232822,1.325844096391799,0.29582263792035496,0.4,0.4,0.0,0.11854783055148232,0.95,0.15542440232822,R_3dT6KvtzeQrM7gk,counterfactual,20,0,glucose,1
base_prototype,base,prototype,0.5,0.5,nan,4.0,0.0,1,0.0,1.1868952954576477,0.32228505412962616,0.35,0.35,0.0,0.11204645491468349,0.95,0.15542440232822,1.3052485564112741,0.3018535764518163,0.4,0.4,0.0,0.12383050632694596,0.95,0.15542440232822,R_3dT6KvtzeQrM7gk,counterfactual,20,0,glucose,1
