lapse,pooled_cv_selection_nll
0.0,1.4255739306597481
0.01,1.3432696171449519
0.025,1.314650331102124
0.05,1.342931333385602
0.1,1.3453907697947758
0.15,1.3411804985053006
0.2,1.3342389237149366
0.3,1.3079523344897541
0.4,1.2904421074228904
0.5,1.278780903302496
0.55,1.2795865137262168
0.6,1.2804516065548746
0.65,1.2859630371352846
0.7,1.2921458964092363
0.8,1.3125940923490131
