best_k,cluster,n,xai_counts,mean_boundary_distance,success_rate,mean_proximity,direction_rate,feature_change_prevalence_1,mean_signed_change_x1,feature_change_prevalence_2,mean_signed_change_x2,feature_change_prevalence_3,mean_signed_change_x3,feature_change_prevalence_4,mean_signed_change_x4,feature_change_prevalence_5,mean_signed_change_x5
2,1,61,"{'counterfactual': 26, 'none': 19, 'attribution': 16}",0.12438740399981667,0.519672131147541,0.49743044358501204,0.7950819672131147,0.4909836065573771,-0.013310438450020124,0.451639344262295,-0.06311475409835493,0.4172131147540984,0.059658040602944246,0.4819672131147541,-0.0160025541342575,0.07540983606557376,-0.004607886575096475
2,2,1,{'counterfactual': 1},0.3352399012387815,0.1,1.5582995320753499,0.35,0.75,-0.013866689338475008,0.95,-0.09239130434779,0.6,0.22009816052132497,0.8,0.04784602416414998,0.75,-0.02567567567570499
