variant,representation,scope,lapse_global,decay,distance,selection_spread,edit_blend,age_actionable,margin,in_sample_selection_nll,in_sample_expected_selection_f1,in_sample_map_selection_f1,in_sample_exact_subset_accuracy,in_sample_cardinality_mae,in_sample_amount_mae,in_sample_direction_accuracy,in_sample_zero_amount_mae,cv_selection_nll,cv_expected_selection_f1,cv_map_selection_f1,cv_exact_subset_accuracy,cv_cardinality_mae,cv_amount_mae,cv_direction_accuracy,cv_zero_amount_mae,participant,xai,testing_cases,selected_by_cv
base_exemplar,base,exemplar,0.01,0.0,0.0,0.05,0.0,1,0.1,1.2602492365678102,0.31530588465643417,0.4,0.4,0.0,0.15443661141868031,0.8,0.30514930803040496,1.300935500716069,0.30357228869223,0.35,0.35,0.0,0.16463255796571166,0.8,0.305149308030405,R_19vxEDR7cSM6KtE,none,20,0
base_prototype,base,prototype,0.01,0.0,nan,0.05,0.0,1,0.1,1.2602492365678102,0.31530588465643417,0.4,0.4,0.0,0.15443661141868031,0.8,0.30514930803040496,1.2844663560343654,0.30744385920141704,0.4,0.4,0.0,0.1668124143017331,0.8,0.305149308030405,R_19vxEDR7cSM6KtE,none,20,1
