group,instance_ids,n_rows,n_participants,mean_boundary,median_boundary,mean_orig_boundary,mean_improvement,success_rate,mean_proximity,mean_sparsity,mean_n_features_changed,move_toward_target_rate,mean_helpful_shap,Glucose_change_prevalence,Glucose_mean_abs_change,Glucose_mean_signed_change,Blood Pressure_change_prevalence,Blood Pressure_mean_abs_change,Blood Pressure_mean_signed_change,Insulin_change_prevalence,Insulin_mean_abs_change,Insulin_mean_signed_change,BMI_change_prevalence,BMI_mean_abs_change,BMI_mean_signed_change,Age_change_prevalence,Age_mean_abs_change,Age_mean_signed_change
easy_lowest_boundary,"160200,160216,160217,160218,160219",310,62,0.09398521694101464,0.07198471522159999,0.05685610836596,-0.03712910857505464,0.4645161290322581,0.46189648437739267,0.616774193548387,1.9161290322580644,0.7129032258064516,0.44379111983552716,0.535483870967742,0.1464278074279829,-0.04484315263477387,0.4161290322580645,0.09291725105188613,0.01465638148668226,0.4258064516129032,0.09710946667624161,0.07643429045828806,0.47096774193548385,0.1059999365534643,0.005604047893151418,0.06774193548387097,0.019442022667814193,0.011421098517863871
difficult_highest_boundary,"160205,160206,160207,160208,160209",310,62,0.1772280415227177,0.146243016195,0.27056474871554004,0.09333670719282232,0.2870967741935484,0.5883776443436118,0.6296774193548387,1.8516129032258064,0.7516129032258064,0.3160947806774087,0.46774193548387094,0.17231543900256965,0.1561891493107871,0.3580645161290323,0.0935483870967713,-0.06605890603084742,0.49032258064516127,0.1638974702844319,0.1634052041840042,0.4774193548387097,0.14362070715769804,0.11968516890394519,0.05806451612903226,0.014995640802080646,0.006625980819525807
