participant,xai,selected model family,testing cases,mean selection F1,mean amount MAE,mean direction accuracy,observed success,simulated success,observed target confidence gain,simulated target confidence gain,observed boundary improvement,simulated boundary improvement,observed plausibility,simulated plausibility,observed actionability,simulated actionability,observed edit L1,simulated edit L1,observed target-confidence non-increase trials,observed target-confidence increase rate
R_12myev0XH9WOz3H,counterfactual,weighted examples,20,0.5174032845633773,0.19722314668753788,0.5,0.5,0.4389485797684413,0.4727554595378599,0.3950449606107152,-0.06941875274556715,0.014166553477601906,0.9493031861073501,0.9603345313601641,1.0,1.0,0.470038349281925,0.1772155463882484,9,0.55
R_3Fo0QmOVx6lcU4W,counterfactual,feature contribution,20,0.38747306906684953,0.3043851843760157,0.0,0.1,0.29300931973407124,0.13327786190573784,0.28455419170087365,0.006765518007536699,-0.011092415551602484,0.9600288036128498,0.9422035349168528,1.0,1.0,0.17676166366351,0.29578133358636977,9,0.55
R_5L0xQQar3o8Bvr3,counterfactual,feature contribution,20,0.4866259203064784,0.22594708983013093,0.5,0.35,0.39179121745671164,0.30668771535452943,0.35405259937328226,-0.007685442626257496,0.012360450641339402,0.9431552136363001,0.941427501852161,0.9,0.8789340937710138,0.28131281515434,0.3255152594311612,9,0.55
R_7DtIw0Gr58M4CAa,counterfactual,feature contribution,20,0.6467373470907051,0.2140004549234722,0.5293675036044811,0.5,0.5617012078617603,0.48323880372874956,0.48915255401819185,-0.07128671290151449,0.04142396895633717,0.9438254754589501,0.9462337588641703,1.0,1.0,0.4975655246689049,0.3750000597865302,8,0.6
R_7IXNpixLXSjItSq,none,feature contribution,20,0.24992420961028108,0.23221786976578923,0.95,0.3,0.31620877925081803,0.2776305040637021,0.2947035658505635,-0.009160366704504,-0.016025068813982298,0.9524411925198502,0.9447572639644722,0.85,0.6360620606490885,0.24171502812495502,0.2874399916535974,8,0.6
R_7L78tZJ3cQDgpFH,counterfactual,feature contribution,20,0.7529212930248974,0.42682902809309475,0.16457960801640087,0.1,0.26075547024950624,0.1086442102872763,0.2605590852971619,-0.21236235564053502,0.03848323206782431,0.9024937661730501,0.9570306157904062,0.25,1.0,1.5582995320756452,0.261886358006456,13,0.35
