model family,model family label,xai,xai label,parameter,parameter label,parameter value,metric,metric label,factorial case-evaluations,mean,10th percentile,90th percentile
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),0.2,success,Counterfactual success rate,360,0.6361111111111111,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),0.2,target confidence gain,Target-confidence gain,360,0.586939289028039,-0.002731597234267671,0.9921951490560736
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),0.3,actionability,Actionability rate,360,0.675,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),0.3,boundary improvement,Boundary-distance improvement,360,-0.06508046604037003,-0.3847593177867119,0.15083289416942317
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),0.3,edit L1,Normalized edit distance (L1),360,1.1275628437806378,0.8042075423046122,1.4147122087095898
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),0.3,plausibility,Plausibility,360,0.9141462624637774,0.8897168604169585,0.9473825211056969
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),0.3,success,Counterfactual success rate,360,0.6805555555555556,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),0.3,target confidence gain,Target-confidence gain,360,0.6456082730472544,-0.0070248891891782055,0.9979351838406388
weighted examples,Weighted-example family,counterfactual,Counterfactual example,age actionable,Age actionable,0.0,actionability,Actionability rate,3780,1.0,1.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,age actionable,Age actionable,0.0,boundary improvement,Boundary-distance improvement,3780,0.015556204578298066,-0.10998208805941401,0.1792313767782897
weighted examples,Weighted-example family,counterfactual,Counterfactual example,age actionable,Age actionable,0.0,edit L1,Normalized edit distance (L1),3780,0.36276096023108634,0.0,0.8482395252626004
weighted examples,Weighted-example family,counterfactual,Counterfactual example,age actionable,Age actionable,0.0,plausibility,Plausibility,3780,0.9519760481645513,0.9125432803637585,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,age actionable,Age actionable,0.0,success,Counterfactual success rate,3780,0.394973544973545,0.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,age actionable,Age actionable,0.0,target confidence gain,Target-confidence gain,3780,0.37568428499149886,0.0,0.984594176317176
weighted examples,Weighted-example family,counterfactual,Counterfactual example,age actionable,Age actionable,1.0,actionability,Actionability rate,3780,0.8420634920634921,0.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,age actionable,Age actionable,1.0,boundary improvement,Boundary-distance improvement,3780,0.01950723872276557,-0.1012597483249612,0.18151537807855003
weighted examples,Weighted-example family,counterfactual,Counterfactual example,age actionable,Age actionable,1.0,edit L1,Normalized edit distance (L1),3780,0.37287154502528275,0.0,0.8604908978625821
weighted examples,Weighted-example family,counterfactual,Counterfactual example,age actionable,Age actionable,1.0,plausibility,Plausibility,3780,0.9524921121955043,0.915976612167594,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,age actionable,Age actionable,1.0,success,Counterfactual success rate,3780,0.394973544973545,0.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,age actionable,Age actionable,1.0,target confidence gain,Target-confidence gain,3780,0.3812565445344773,0.0,0.9844982646588033
weighted examples,Weighted-example family,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),0.0,actionability,Actionability rate,2520,0.8285714285714286,0.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),0.0,boundary improvement,Boundary-distance improvement,2520,0.03780239216810628,-0.09566627056570114,0.21902006442690963
weighted examples,Weighted-example family,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),0.0,edit L1,Normalized edit distance (L1),2520,0.46623052809107995,0.0,0.9848897955962568
weighted examples,Weighted-example family,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),0.0,plausibility,Plausibility,2520,0.9474734718477681,0.9124347482148215,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),0.0,success,Counterfactual success rate,2520,0.4126984126984127,0.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),0.0,target confidence gain,Target-confidence gain,2520,0.39863076479583653,0.0,0.9826203798754982
weighted examples,Weighted-example family,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),0.5,actionability,Actionability rate,2520,0.9345238095238095,1.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),0.5,boundary improvement,Boundary-distance improvement,2520,0.024767886352696163,-0.09297749846422992,0.19549842734028305
weighted examples,Weighted-example family,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),0.5,edit L1,Normalized edit distance (L1),2520,0.34560071108873275,0.0,0.8324259787926751
weighted examples,Weighted-example family,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),0.5,plausibility,Plausibility,2520,0.9556490206357694,0.9182820267291423,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),0.5,success,Counterfactual success rate,2520,0.4015873015873016,0.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),0.5,target confidence gain,Target-confidence gain,2520,0.3819235890715151,0.0,0.9840937247610385
weighted examples,Weighted-example family,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),1.0,actionability,Actionability rate,2520,1.0,1.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),1.0,boundary improvement,Boundary-distance improvement,2520,-0.009975113569206991,-0.15956180711483578,0.11475429440695843
weighted examples,Weighted-example family,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),1.0,edit L1,Normalized edit distance (L1),2520,0.2916175187047409,0.0,0.723367876057561
weighted examples,Weighted-example family,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),1.0,plausibility,Plausibility,2520,0.9535797480565458,0.9090066378851475,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),1.0,success,Counterfactual success rate,2520,0.37063492063492065,0.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),1.0,target confidence gain,Target-confidence gain,2520,0.3548568904216126,0.0,0.9846156412632773
weighted examples,Weighted-example family,counterfactual,Counterfactual example,eta,Explanation reliance (η),0.0,actionability,Actionability rate,2520,0.9285714285714286,1.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,eta,Explanation reliance (η),0.0,boundary improvement,Boundary-distance improvement,2520,0.01895086983355424,-0.10098618083171745,0.1792313767782897
weighted examples,Weighted-example family,counterfactual,Counterfactual example,eta,Explanation reliance (η),0.0,edit L1,Normalized edit distance (L1),2520,0.3719352584462806,0.0,0.8594387637761804
weighted examples,Weighted-example family,counterfactual,Counterfactual example,eta,Explanation reliance (η),0.0,plausibility,Plausibility,2520,0.9522494578811239,0.9145449105754131,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,eta,Explanation reliance (η),0.0,success,Counterfactual success rate,2520,0.3888888888888889,0.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,eta,Explanation reliance (η),0.0,target confidence gain,Target-confidence gain,2520,0.3714522578783813,0.0,0.9840169596868658
weighted examples,Weighted-example family,counterfactual,Counterfactual example,eta,Explanation reliance (η),0.5,actionability,Actionability rate,2520,0.9194444444444444,1.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,eta,Explanation reliance (η),0.5,boundary improvement,Boundary-distance improvement,2520,0.017513425438430857,-0.1052525517317281,0.17976037872858722
weighted examples,Weighted-example family,counterfactual,Counterfactual example,eta,Explanation reliance (η),0.5,edit L1,Normalized edit distance (L1),2520,0.3674361718365671,0.0,0.8530163194391973
weighted examples,Weighted-example family,counterfactual,Counterfactual example,eta,Explanation reliance (η),0.5,plausibility,Plausibility,2520,0.9521604286379847,0.9142336647489185,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,eta,Explanation reliance (η),0.5,success,Counterfactual success rate,2520,0.39325396825396824,0.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,eta,Explanation reliance (η),0.5,target confidence gain,Target-confidence gain,2520,0.37649847044598156,0.0,0.9845907097513464
weighted examples,Weighted-example family,counterfactual,Counterfactual example,eta,Explanation reliance (η),1.0,actionability,Actionability rate,2520,0.915079365079365,1.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,eta,Explanation reliance (η),1.0,boundary improvement,Boundary-distance improvement,2520,0.016130869679610353,-0.11323228918399192,0.1826566920632107
weighted examples,Weighted-example family,counterfactual,Counterfactual example,eta,Explanation reliance (η),1.0,edit L1,Normalized edit distance (L1),2520,0.3640773276017059,0.0,0.8507660681940021
weighted examples,Weighted-example family,counterfactual,Counterfactual example,eta,Explanation reliance (η),1.0,plausibility,Plausibility,2520,0.9522923540209745,0.9139752784524783,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,eta,Explanation reliance (η),1.0,success,Counterfactual success rate,2520,0.4027777777777778,0.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,eta,Explanation reliance (η),1.0,target confidence gain,Target-confidence gain,2520,0.38746051596460135,0.0,0.984594297810783
weighted examples,Weighted-example family,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),0.0,actionability,Actionability rate,2520,0.9297619047619048,1.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),0.0,boundary improvement,Boundary-distance improvement,2520,0.018207828843397493,-0.08911458589810409,0.17621407018667173
weighted examples,Weighted-example family,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),0.0,edit L1,Normalized edit distance (L1),2520,0.380142178749626,0.0,0.881923726204023
weighted examples,Weighted-example family,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),0.0,plausibility,Plausibility,2520,0.9515292281115452,0.9139798728417959,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),0.0,success,Counterfactual success rate,2520,0.3678571428571429,0.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),0.0,target confidence gain,Target-confidence gain,2520,0.3534508389826664,0.0,0.981857354119903
weighted examples,Weighted-example family,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),2.0,actionability,Actionability rate,2520,0.9242063492063493,1.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),2.0,boundary improvement,Boundary-distance improvement,2520,0.019157009817546304,-0.09953113331627428,0.17973926144194638
weighted examples,Weighted-example family,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),2.0,edit L1,Normalized edit distance (L1),2520,0.3686728098498497,0.0,0.8530163194391973
weighted examples,Weighted-example family,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),2.0,plausibility,Plausibility,2520,0.9520403263316705,0.9139339289486188,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),2.0,success,Counterfactual success rate,2520,0.39880952380952384,0.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),2.0,target confidence gain,Target-confidence gain,2520,0.3799723379283371,0.0,0.9844400400233911
weighted examples,Weighted-example family,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),6.0,actionability,Actionability rate,2520,0.9091269841269841,1.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),6.0,boundary improvement,Boundary-distance improvement,2520,0.015230326290651656,-0.12242761757381936,0.19081330108461247
weighted examples,Weighted-example family,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),6.0,edit L1,Normalized edit distance (L1),2520,0.3546337692850779,0.0,0.8445119034217354
weighted examples,Weighted-example family,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),6.0,plausibility,Plausibility,2520,0.9531326860968676,0.9149108290961143,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),6.0,success,Counterfactual success rate,2520,0.41825396825396827,0.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),6.0,target confidence gain,Target-confidence gain,2520,0.40198806737796067,0.0,0.9854360206092675
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.3,actionability,Actionability rate,1080,0.9907407407407407,1.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.3,boundary improvement,Boundary-distance improvement,1080,0.009559655128343532,0.0,0.009648993171726655
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.3,edit L1,Normalized edit distance (L1),1080,0.012843365108458222,0.0,0.055237884637030055
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.3,plausibility,Plausibility,1080,0.9819917651226661,0.9338094401439703,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.3,success,Counterfactual success rate,1080,0.014814814814814815,0.0,0.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.3,target confidence gain,Target-confidence gain,1080,0.010714267671335344,0.0,6.563731816577878e-05
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.2,actionability,Actionability rate,1080,0.9888888888888889,1.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.2,boundary improvement,Boundary-distance improvement,1080,0.025205965868713886,0.0,0.09530113413058017
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.2,edit L1,Normalized edit distance (L1),1080,0.04339714543582051,0.0,0.17092138415306488
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.2,plausibility,Plausibility,1080,0.97834069021859,0.9326486293480933,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.2,success,Counterfactual success rate,1080,0.05555555555555555,0.0,0.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.2,target confidence gain,Target-confidence gain,1080,0.056309733316003044,0.0,0.18584172437379684
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.1,actionability,Actionability rate,1080,0.9231481481481482,1.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.1,boundary improvement,Boundary-distance improvement,1080,0.04268827859648368,-0.03011118515988378,0.18495908615094314
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.1,edit L1,Normalized edit distance (L1),1080,0.1265868641624599,0.0,0.33523930769866234
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.1,plausibility,Plausibility,1080,0.9684103004171153,0.9339384191212899,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.1,success,Counterfactual success rate,1080,0.16666666666666666,0.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.1,target confidence gain,Target-confidence gain,1080,0.16887107848893626,-1.9213725362783365e-05,0.6180628693058852
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.0,actionability,Actionability rate,1080,0.8861111111111111,0.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.0,boundary improvement,Boundary-distance improvement,1080,0.049094416878597724,-0.05168063099145742,0.21625695023938216
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.0,edit L1,Normalized edit distance (L1),1080,0.30441645155518143,0.14443416177291574,0.5251757453763914
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.0,plausibility,Plausibility,1080,0.9506811696060079,0.931072193295246,0.971110437970249
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.0,success,Counterfactual success rate,1080,0.5101851851851852,0.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.0,target confidence gain,Target-confidence gain,1080,0.4778701508341852,-1.2620077331826351e-05,0.9410398777323024
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.1,actionability,Actionability rate,1080,0.8861111111111111,0.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.1,boundary improvement,Boundary-distance improvement,1080,0.03355755452672642,-0.10852759044021304,0.20839965215018566
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.1,edit L1,Normalized edit distance (L1),1080,0.5044033932462892,0.34443416177291575,0.7251757453763914
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.1,plausibility,Plausibility,1080,0.9395742394287112,0.9199416806500557,0.9595043690477232
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.1,success,Counterfactual success rate,1080,0.6129629629629629,0.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.1,target confidence gain,Target-confidence gain,1080,0.5813014637784153,0.0006148885238046399,0.9854752245058125
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.2,actionability,Actionability rate,1080,0.8861111111111111,0.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.2,boundary improvement,Boundary-distance improvement,1080,0.003852645482759471,-0.18769134761759984,0.21796697508822085
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.2,edit L1,Normalized edit distance (L1),1080,0.6993289989082473,0.5320804579062063,0.9251757453763914
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.2,plausibility,Plausibility,1080,0.9294604462185715,0.8975077951930192,0.9548730598852819
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.2,success,Counterfactual success rate,1080,0.6851851851851852,0.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.2,target confidence gain,Target-confidence gain,1080,0.6560944597452238,0.013604959872893665,0.9880382834281867
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.3,actionability,Actionability rate,1080,0.8861111111111111,0.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.3,boundary improvement,Boundary-distance improvement,1080,-0.04123646492790199,-0.25797867898361676,0.20609574671068542
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.3,edit L1,Normalized edit distance (L1),1080,0.8837375499808353,0.6824274453691898,1.1251757453763915
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.3,plausibility,Plausibility,1080,0.9171799502485323,0.8872796924459023,0.9479164251282578
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.3,success,Counterfactual success rate,1080,0.7194444444444444,0.0,1.0
weighted examples,Weighted-example family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.3,target confidence gain,Target-confidence gain,1080,0.6981317495068176,2.5666512692979045e-09,0.9978842312574059
weighted examples,Weighted-example family,none,No XAI,age actionable,Age actionable,0.0,actionability,Actionability rate,420,1.0,1.0,1.0
weighted examples,Weighted-example family,none,No XAI,age actionable,Age actionable,0.0,boundary improvement,Boundary-distance improvement,420,0.02255355877344598,-0.13269077593176257,0.20264300204494368
weighted examples,Weighted-example family,none,No XAI,age actionable,Age actionable,0.0,edit L1,Normalized edit distance (L1),420,0.5321736023232427,0.0,1.0917841802298727
weighted examples,Weighted-example family,none,No XAI,age actionable,Age actionable,0.0,plausibility,Plausibility,420,0.9445459048476411,0.9061222122722298,0.9947118818599191
weighted examples,Weighted-example family,none,No XAI,age actionable,Age actionable,0.0,success,Counterfactual success rate,420,0.44047619047619047,0.0,1.0
weighted examples,Weighted-example family,none,No XAI,age actionable,Age actionable,0.0,target confidence gain,Target-confidence gain,420,0.4317695473618179,0.0,0.987551893352967
weighted examples,Weighted-example family,none,No XAI,age actionable,Age actionable,1.0,actionability,Actionability rate,420,0.3904761904761905,0.0,1.0
weighted examples,Weighted-example family,none,No XAI,age actionable,Age actionable,1.0,boundary improvement,Boundary-distance improvement,420,0.02438538910856507,-0.11555582280323907,0.1684505628266851
weighted examples,Weighted-example family,none,No XAI,age actionable,Age actionable,1.0,edit L1,Normalized edit distance (L1),420,0.6384506060476209,0.09722628899314043,1.235750322158446
weighted examples,Weighted-example family,none,No XAI,age actionable,Age actionable,1.0,plausibility,Plausibility,420,0.9426147315032178,0.9098348188440841,0.9754757244357922
weighted examples,Weighted-example family,none,No XAI,age actionable,Age actionable,1.0,success,Counterfactual success rate,420,0.45,0.0,1.0
weighted examples,Weighted-example family,none,No XAI,age actionable,Age actionable,1.0,target confidence gain,Target-confidence gain,420,0.4222850961599463,-1.8806226437817487e-05,0.9845188689516371
weighted examples,Weighted-example family,none,No XAI,lambda,Exemplar locality (λ),0.0,actionability,Actionability rate,280,0.675,0.0,1.0
weighted examples,Weighted-example family,none,No XAI,lambda,Exemplar locality (λ),0.0,boundary improvement,Boundary-distance improvement,280,0.022020398703853993,-0.12419667796319045,0.2000788389271208
weighted examples,Weighted-example family,none,No XAI,lambda,Exemplar locality (λ),0.0,edit L1,Normalized edit distance (L1),280,0.5954594028782761,0.03985507246376811,1.1808867671454415
weighted examples,Weighted-example family,none,No XAI,lambda,Exemplar locality (λ),0.0,plausibility,Plausibility,280,0.9431136356160613,0.906735367089452,0.9769776926570068
weighted examples,Weighted-example family,none,No XAI,lambda,Exemplar locality (λ),0.0,success,Counterfactual success rate,280,0.4714285714285714,0.0,1.0
weighted examples,Weighted-example family,none,No XAI,lambda,Exemplar locality (λ),0.0,target confidence gain,Target-confidence gain,280,0.4448323671619983,-9.868039718696553e-12,0.9854776316300885
weighted examples,Weighted-example family,none,No XAI,lambda,Exemplar locality (λ),2.0,actionability,Actionability rate,280,0.675,0.0,1.0
weighted examples,Weighted-example family,none,No XAI,lambda,Exemplar locality (λ),2.0,boundary improvement,Boundary-distance improvement,280,0.023910459936627226,-0.11998671971519367,0.19897079732325765
weighted examples,Weighted-example family,none,No XAI,lambda,Exemplar locality (λ),2.0,edit L1,Normalized edit distance (L1),280,0.5872069457501323,0.03645944822985906,1.1741829430857518
weighted examples,Weighted-example family,none,No XAI,lambda,Exemplar locality (λ),2.0,plausibility,Plausibility,280,0.943959701028397,0.9079313037606639,0.9792851644489372
weighted examples,Weighted-example family,none,No XAI,lambda,Exemplar locality (λ),2.0,success,Counterfactual success rate,280,0.45357142857142857,0.0,1.0
weighted examples,Weighted-example family,none,No XAI,lambda,Exemplar locality (λ),2.0,target confidence gain,Target-confidence gain,280,0.424826575806759,-1.639537596950235e-05,0.985477631629784
weighted examples,Weighted-example family,none,No XAI,lambda,Exemplar locality (λ),6.0,actionability,Actionability rate,280,0.7357142857142858,0.0,1.0
weighted examples,Weighted-example family,none,No XAI,lambda,Exemplar locality (λ),6.0,boundary improvement,Boundary-distance improvement,280,0.024477563182535342,-0.11959775257058966,0.1723696866220901
weighted examples,Weighted-example family,none,No XAI,lambda,Exemplar locality (λ),6.0,edit L1,Normalized edit distance (L1),280,0.5732699639278872,0.027245926645492875,1.167716679835658
weighted examples,Weighted-example family,none,No XAI,lambda,Exemplar locality (λ),6.0,plausibility,Plausibility,280,0.9436676178818301,0.9071704969881691,0.98143636403937
weighted examples,Weighted-example family,none,No XAI,lambda,Exemplar locality (λ),6.0,success,Counterfactual success rate,280,0.4107142857142857,0.0,1.0
weighted examples,Weighted-example family,none,No XAI,lambda,Exemplar locality (λ),6.0,target confidence gain,Target-confidence gain,280,0.411423022313889,-1.576098953905979e-05,0.9854776316317609
weighted examples,Weighted-example family,none,No XAI,rho,Signed change margin (ρ),-0.3,actionability,Actionability rate,120,0.775,0.0,1.0
weighted examples,Weighted-example family,none,No XAI,rho,Signed change margin (ρ),-0.3,boundary improvement,Boundary-distance improvement,120,0.04100942175927428,-0.01938255758247398,0.14072973956545315
weighted examples,Weighted-example family,none,No XAI,rho,Signed change margin (ρ),-0.3,edit L1,Normalized edit distance (L1),120,0.08788036906688763,0.0,0.21897646348876965
weighted examples,Weighted-example family,none,No XAI,rho,Signed change margin (ρ),-0.3,plausibility,Plausibility,120,0.9732360451569521,0.9359478015496385,1.0
weighted examples,Weighted-example family,none,No XAI,rho,Signed change margin (ρ),-0.3,success,Counterfactual success rate,120,0.05,0.0,0.0
weighted examples,Weighted-example family,none,No XAI,rho,Signed change margin (ρ),-0.3,target confidence gain,Target-confidence gain,120,0.06720037849625758,-0.000900528265077639,0.215176188862393
weighted examples,Weighted-example family,none,No XAI,rho,Signed change margin (ρ),-0.2,actionability,Actionability rate,120,0.7166666666666667,0.0,1.0
weighted examples,Weighted-example family,none,No XAI,rho,Signed change margin (ρ),-0.2,boundary improvement,Boundary-distance improvement,120,0.05531228352770371,-0.030936582890645953,0.1790010744493575
weighted examples,Weighted-example family,none,No XAI,rho,Signed change margin (ρ),-0.2,edit L1,Normalized edit distance (L1),120,0.20276479269513883,0.0002738846520753847,0.41602131887677246
weighted examples,Weighted-example family,none,No XAI,rho,Signed change margin (ρ),-0.2,plausibility,Plausibility,120,0.9621659368259768,0.9328883728347602,0.9976191814180013
weighted examples,Weighted-example family,none,No XAI,rho,Signed change margin (ρ),-0.2,success,Counterfactual success rate,120,0.2916666666666667,0.0,1.0
weighted examples,Weighted-example family,none,No XAI,rho,Signed change margin (ρ),-0.2,target confidence gain,Target-confidence gain,120,0.26084353443778824,-0.0020303043745345155,0.8672851332518353
weighted examples,Weighted-example family,none,No XAI,rho,Signed change margin (ρ),-0.1,actionability,Actionability rate,120,0.675,0.0,1.0
weighted examples,Weighted-example family,none,No XAI,rho,Signed change margin (ρ),-0.1,boundary improvement,Boundary-distance improvement,120,0.05388645575180743,-0.0722713489809981,0.24325276481799554
weighted examples,Weighted-example family,none,No XAI,rho,Signed change margin (ρ),-0.1,edit L1,Normalized edit distance (L1),120,0.3737058882331488,0.11397690147823612,0.6160213188767725
weighted examples,Weighted-example family,none,No XAI,rho,Signed change margin (ρ),-0.1,plausibility,Plausibility,120,0.9508682511750753,0.9298387690238591,0.9719452245923338
weighted examples,Weighted-example family,none,No XAI,rho,Signed change margin (ρ),-0.1,success,Counterfactual success rate,120,0.4083333333333333,0.0,1.0
weighted examples,Weighted-example family,none,No XAI,rho,Signed change margin (ρ),-0.1,target confidence gain,Target-confidence gain,120,0.3934497656061413,-6.257924610034311e-07,0.9410966158036864
weighted examples,Weighted-example family,none,No XAI,rho,Signed change margin (ρ),0.0,actionability,Actionability rate,120,0.675,0.0,1.0
weighted examples,Weighted-example family,none,No XAI,rho,Signed change margin (ρ),0.0,boundary improvement,Boundary-distance improvement,120,0.05898068985875349,-0.03750965448852953,0.20196762554866587
weighted examples,Weighted-example family,none,No XAI,rho,Signed change margin (ρ),0.0,edit L1,Normalized edit distance (L1),120,0.5688029671716532,0.29246673767076653,0.8160213188767724
weighted examples,Weighted-example family,none,No XAI,rho,Signed change margin (ρ),0.0,plausibility,Plausibility,120,0.9450883616584483,0.923071524604552,0.9651720974877182
