model family,model family label,xai,xai label,parameter,parameter label,parameter value,metric,metric label,factorial case-evaluations,mean,10th percentile,90th percentile
feature contribution,Feature-contribution family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.1,boundary improvement,Boundary-distance improvement,360,0.02366457012158227,-0.12262607776281367,0.19943860827975796
feature contribution,Feature-contribution family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.1,edit L1,Normalized edit distance (L1),360,0.5112216738386045,0.22262735097934477,0.8181503229191212
feature contribution,Feature-contribution family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.1,plausibility,Plausibility,360,0.9371567929802198,0.9071187930025845,0.9584803526870579
feature contribution,Feature-contribution family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.1,success,Counterfactual success rate,360,0.6138888888888889,0.0,1.0
feature contribution,Feature-contribution family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.1,target confidence gain,Target-confidence gain,360,0.6056179396282014,1.1060388958705744e-06,0.9957855025518421
feature contribution,Feature-contribution family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.2,actionability,Actionability rate,360,0.7777777777777778,0.0,1.0
feature contribution,Feature-contribution family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.2,boundary improvement,Boundary-distance improvement,360,-0.025105259698193376,-0.23312182872074758,0.170276685046691
feature contribution,Feature-contribution family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.2,edit L1,Normalized edit distance (L1),360,0.7024185114040316,0.4203919298806558,1.009417654685435
feature contribution,Feature-contribution family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.2,plausibility,Plausibility,360,0.9216967952350199,0.8868276678093434,0.9521880531588556
feature contribution,Feature-contribution family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.2,success,Counterfactual success rate,360,0.7166666666666667,0.0,1.0
feature contribution,Feature-contribution family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.2,target confidence gain,Target-confidence gain,360,0.6804072650118135,3.4735438969590794e-10,0.9974022838459454
feature contribution,Feature-contribution family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.3,actionability,Actionability rate,360,0.7777777777777778,0.0,1.0
feature contribution,Feature-contribution family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.3,boundary improvement,Boundary-distance improvement,360,-0.05989304337587848,-0.27814169890919077,0.14883170306946208
feature contribution,Feature-contribution family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.3,edit L1,Normalized edit distance (L1),360,0.8721756097727016,0.5613720728286373,1.180919816845641
feature contribution,Feature-contribution family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.3,plausibility,Plausibility,360,0.9074774547807275,0.8666812395879766,0.9458909039225448
feature contribution,Feature-contribution family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.3,success,Counterfactual success rate,360,0.7194444444444444,0.0,1.0
feature contribution,Feature-contribution family,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.3,target confidence gain,Target-confidence gain,360,0.6918524926527705,-1.878831149557669e-05,0.9979351837476539
feature contribution,Feature-contribution family,none,No XAI,age actionable,Age actionable,0.0,actionability,Actionability rate,420,1.0,1.0,1.0
feature contribution,Feature-contribution family,none,No XAI,age actionable,Age actionable,0.0,boundary improvement,Boundary-distance improvement,420,-0.031969487487655004,-0.26242397950017465,0.10657034442131882
feature contribution,Feature-contribution family,none,No XAI,age actionable,Age actionable,0.0,edit L1,Normalized edit distance (L1),420,0.4032840580649781,0.0,0.9046929477283152
feature contribution,Feature-contribution family,none,No XAI,age actionable,Age actionable,0.0,plausibility,Plausibility,420,0.9424596959344079,0.8869494546062339,1.0
feature contribution,Feature-contribution family,none,No XAI,age actionable,Age actionable,0.0,success,Counterfactual success rate,420,0.39285714285714285,0.0,1.0
feature contribution,Feature-contribution family,none,No XAI,age actionable,Age actionable,0.0,target confidence gain,Target-confidence gain,420,0.3773822261576946,-0.006291027078177993,0.9923972791509109
feature contribution,Feature-contribution family,none,No XAI,age actionable,Age actionable,1.0,actionability,Actionability rate,420,0.34523809523809523,0.0,1.0
feature contribution,Feature-contribution family,none,No XAI,age actionable,Age actionable,1.0,boundary improvement,Boundary-distance improvement,420,0.02330926478701496,-0.05551380850074685,0.11063721378025008
feature contribution,Feature-contribution family,none,No XAI,age actionable,Age actionable,1.0,edit L1,Normalized edit distance (L1),420,0.36484872094102755,0.0,0.8625567850876799
feature contribution,Feature-contribution family,none,No XAI,age actionable,Age actionable,1.0,plausibility,Plausibility,420,0.9485773083162025,0.9004856889032237,1.0
feature contribution,Feature-contribution family,none,No XAI,age actionable,Age actionable,1.0,success,Counterfactual success rate,420,0.3476190476190476,0.0,1.0
feature contribution,Feature-contribution family,none,No XAI,age actionable,Age actionable,1.0,target confidence gain,Target-confidence gain,420,0.3229347601603805,-1.8631643941002807e-05,0.9387134749324803
feature contribution,Feature-contribution family,none,No XAI,alpha,Global relevance reliance (α),0.0,actionability,Actionability rate,280,0.7,0.0,1.0
feature contribution,Feature-contribution family,none,No XAI,alpha,Global relevance reliance (α),0.0,boundary improvement,Boundary-distance improvement,280,0.006017161076725102,-0.14343874751124427,0.14986548217595114
feature contribution,Feature-contribution family,none,No XAI,alpha,Global relevance reliance (α),0.0,edit L1,Normalized edit distance (L1),280,0.42968026310327473,0.0,0.977718944098296
feature contribution,Feature-contribution family,none,No XAI,alpha,Global relevance reliance (α),0.0,plausibility,Plausibility,280,0.9487999173069137,0.9105387376357879,1.0
feature contribution,Feature-contribution family,none,No XAI,alpha,Global relevance reliance (α),0.0,success,Counterfactual success rate,280,0.3821428571428571,0.0,1.0
feature contribution,Feature-contribution family,none,No XAI,alpha,Global relevance reliance (α),0.0,target confidence gain,Target-confidence gain,280,0.36011055732059544,-1.871690356479716e-05,0.9828764741550774
feature contribution,Feature-contribution family,none,No XAI,alpha,Global relevance reliance (α),0.5,actionability,Actionability rate,280,0.6678571428571428,0.0,1.0
feature contribution,Feature-contribution family,none,No XAI,alpha,Global relevance reliance (α),0.5,boundary improvement,Boundary-distance improvement,280,4.865348082935103e-05,-0.13441992639996403,0.11859574499630954
feature contribution,Feature-contribution family,none,No XAI,alpha,Global relevance reliance (α),0.5,edit L1,Normalized edit distance (L1),280,0.3753712200187632,0.0,0.8819044849071942
feature contribution,Feature-contribution family,none,No XAI,alpha,Global relevance reliance (α),0.5,plausibility,Plausibility,280,0.9475036678910497,0.8958853617492546,1.0
feature contribution,Feature-contribution family,none,No XAI,alpha,Global relevance reliance (α),0.5,success,Counterfactual success rate,280,0.37857142857142856,0.0,1.0
feature contribution,Feature-contribution family,none,No XAI,alpha,Global relevance reliance (α),0.5,target confidence gain,Target-confidence gain,280,0.3517388822598906,-1.406918722477445e-05,0.9854774549485686
feature contribution,Feature-contribution family,none,No XAI,alpha,Global relevance reliance (α),1.0,actionability,Actionability rate,280,0.65,0.0,1.0
feature contribution,Feature-contribution family,none,No XAI,alpha,Global relevance reliance (α),1.0,boundary improvement,Boundary-distance improvement,280,-0.01905614860851451,-0.17197078138700192,0.08731890567589323
feature contribution,Feature-contribution family,none,No XAI,alpha,Global relevance reliance (α),1.0,edit L1,Normalized edit distance (L1),280,0.3471476853869706,0.0,0.8339233995578158
feature contribution,Feature-contribution family,none,No XAI,alpha,Global relevance reliance (α),1.0,plausibility,Plausibility,280,0.940251921177952,0.8804815682156324,1.0
feature contribution,Feature-contribution family,none,No XAI,alpha,Global relevance reliance (α),1.0,success,Counterfactual success rate,280,0.35,0.0,1.0
feature contribution,Feature-contribution family,none,No XAI,alpha,Global relevance reliance (α),1.0,target confidence gain,Target-confidence gain,280,0.33862603989662665,-0.001111844416842853,0.9855139403693323
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),-0.3,actionability,Actionability rate,120,0.9166666666666666,1.0,1.0
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),-0.3,boundary improvement,Boundary-distance improvement,120,0.003416140800717897,-0.0020493756744445813,0.019688416094212634
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),-0.3,edit L1,Normalized edit distance (L1),120,0.03551623146446882,0.0,0.11070886804131724
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),-0.3,plausibility,Plausibility,120,0.9779944380517683,0.9326486293480933,1.0
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),-0.3,success,Counterfactual success rate,120,0.025,0.0,0.0
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),-0.3,target confidence gain,Target-confidence gain,120,0.024377631401927887,-1.0509247125090012e-06,0.011416171741756206
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),-0.2,actionability,Actionability rate,120,0.825,0.0,1.0
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),-0.2,boundary improvement,Boundary-distance improvement,120,0.006804524919639477,-0.022235258509027855,0.02970274100333472
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),-0.2,edit L1,Normalized edit distance (L1),120,0.08196393332421151,0.0,0.2465655528558529
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),-0.2,plausibility,Plausibility,120,0.9725485236185569,0.9284948791649524,1.0
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),-0.2,success,Counterfactual success rate,120,0.09166666666666666,0.0,0.0
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),-0.2,target confidence gain,Target-confidence gain,120,0.09713594299989058,-1.7404357695227633e-05,0.3647242871827607
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),-0.1,actionability,Actionability rate,120,0.7333333333333333,0.0,1.0
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),-0.1,boundary improvement,Boundary-distance improvement,120,0.013175741081553642,-0.054591524757345786,0.08744614535680002
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),-0.1,edit L1,Normalized edit distance (L1),120,0.1675599350000375,0.0,0.43624452094048843
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),-0.1,plausibility,Plausibility,120,0.96362211126482,0.9208368428664911,1.0
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),-0.1,success,Counterfactual success rate,120,0.16666666666666666,0.0,1.0
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),-0.1,target confidence gain,Target-confidence gain,120,0.17648434730292148,-1.8417526258707185e-05,0.9184972884256355
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),0.0,actionability,Actionability rate,120,0.5583333333333333,0.0,1.0
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),0.0,boundary improvement,Boundary-distance improvement,120,0.02656140928856547,-0.10475611000523907,0.20297949034255744
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),0.0,edit L1,Normalized edit distance (L1),120,0.31919320059886275,0.034051000830538414,0.635449504255084
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),0.0,plausibility,Plausibility,120,0.9494123314575372,0.9160836167945051,0.9845210975613296
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),0.0,success,Counterfactual success rate,120,0.35833333333333334,0.0,1.0
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),0.0,target confidence gain,Target-confidence gain,120,0.340475627888632,-0.003952666666425147,0.9845580316001225
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),0.1,actionability,Actionability rate,120,0.5583333333333333,0.0,1.0
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),0.1,boundary improvement,Boundary-distance improvement,120,0.0012914565009014814,-0.18473523588283264,0.1842094458719593
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),0.1,edit L1,Normalized edit distance (L1),120,0.5169233266089652,0.23405100083053837,0.835449504255084
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),0.1,plausibility,Plausibility,120,0.9330552032581161,0.9055509281326203,0.9583426422881414
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),0.1,success,Counterfactual success rate,120,0.625,0.0,1.0
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),0.1,target confidence gain,Target-confidence gain,120,0.5899916651309783,-1.8805254283171813e-05,0.9972598886623485
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),0.2,actionability,Actionability rate,120,0.5583333333333333,0.0,1.0
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),0.2,boundary improvement,Boundary-distance improvement,120,-0.02620486114678972,-0.27152924088280933,0.17027668504669097
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),0.2,edit L1,Normalized edit distance (L1),120,0.7021010006296564,0.43111583400791315,1.0277400516597506
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),0.2,plausibility,Plausibility,120,0.9186138271973481,0.8849936922762408,0.9515984659135656
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),0.2,success,Counterfactual success rate,120,0.6666666666666666,0.0,1.0
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),0.2,target confidence gain,Target-confidence gain,120,0.6097673000261561,-0.0006394362184934921,0.9979351667164282
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),0.3,actionability,Actionability rate,120,0.5583333333333333,0.0,1.0
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),0.3,boundary improvement,Boundary-distance improvement,120,-0.055355190896828395,-0.2819719019060522,0.1198704777756807
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),0.3,edit L1,Normalized edit distance (L1),120,0.865207098894818,0.5774419248737499,1.2112246388458652
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),0.3,plausibility,Plausibility,120,0.9033830800289901,0.8608444384376778,0.9501667057527458
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),0.3,success,Counterfactual success rate,120,0.6583333333333333,0.0,1.0
feature contribution,Feature-contribution family,none,No XAI,rho,Signed change margin (ρ),0.3,target confidence gain,Target-confidence gain,120,0.6128769373627565,-0.01492014228966698,0.9979351837476539
weighted examples,Weighted-example family,attribution,Feature attribution,age actionable,Age actionable,0.0,actionability,Actionability rate,1260,1.0,1.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,age actionable,Age actionable,0.0,boundary improvement,Boundary-distance improvement,1260,0.019991689617852672,-0.1319341484171769,0.2000788389271208
weighted examples,Weighted-example family,attribution,Feature attribution,age actionable,Age actionable,0.0,edit L1,Normalized edit distance (L1),1260,0.5216010667354439,0.0,1.0733113955929587
weighted examples,Weighted-example family,attribution,Feature attribution,age actionable,Age actionable,0.0,plausibility,Plausibility,1260,0.9459201586630902,0.9067732897249865,0.9980472281114245
weighted examples,Weighted-example family,attribution,Feature attribution,age actionable,Age actionable,0.0,success,Counterfactual success rate,1260,0.403968253968254,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,age actionable,Age actionable,0.0,target confidence gain,Target-confidence gain,1260,0.39423969989826685,-0.0009242101358060849,0.985477631631805
weighted examples,Weighted-example family,attribution,Feature attribution,age actionable,Age actionable,1.0,actionability,Actionability rate,1260,0.3896825396825397,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,age actionable,Age actionable,1.0,boundary improvement,Boundary-distance improvement,1260,0.021150954912305977,-0.12003630075962737,0.17056302915941718
weighted examples,Weighted-example family,attribution,Feature attribution,age actionable,Age actionable,1.0,edit L1,Normalized edit distance (L1),1260,0.6319020251270853,0.0848610765771421,1.2271716136699269
weighted examples,Weighted-example family,attribution,Feature attribution,age actionable,Age actionable,1.0,plausibility,Plausibility,1260,0.9426355275989314,0.9106233528386001,0.9764866054442527
weighted examples,Weighted-example family,attribution,Feature attribution,age actionable,Age actionable,1.0,success,Counterfactual success rate,1260,0.44285714285714284,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,age actionable,Age actionable,1.0,target confidence gain,Target-confidence gain,1260,0.41638249342596634,-1.8806226576462137e-05,0.9845924809796046
weighted examples,Weighted-example family,attribution,Feature attribution,eta,Explanation reliance (η),0.0,actionability,Actionability rate,840,0.6952380952380952,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,eta,Explanation reliance (η),0.0,boundary improvement,Boundary-distance improvement,840,0.02346947394100552,-0.1241404989348821,0.1968288496622595
weighted examples,Weighted-example family,attribution,Feature attribution,eta,Explanation reliance (η),0.0,edit L1,Normalized edit distance (L1),840,0.5853121041854319,0.03131965908026563,1.1693562072289652
weighted examples,Weighted-example family,attribution,Feature attribution,eta,Explanation reliance (η),0.0,plausibility,Plausibility,840,0.9435803181754294,0.9067862788662704,0.9810619007376673
weighted examples,Weighted-example family,attribution,Feature attribution,eta,Explanation reliance (η),0.0,success,Counterfactual success rate,840,0.4452380952380952,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,eta,Explanation reliance (η),0.0,target confidence gain,Target-confidence gain,840,0.4270273217608821,-7.1743979045583644e-06,0.9854776316315775
weighted examples,Weighted-example family,attribution,Feature attribution,eta,Explanation reliance (η),0.5,actionability,Actionability rate,840,0.6952380952380952,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,eta,Explanation reliance (η),0.5,boundary improvement,Boundary-distance improvement,840,0.019652271898396637,-0.12542984806222882,0.18550806535780912
weighted examples,Weighted-example family,attribution,Feature attribution,eta,Explanation reliance (η),0.5,edit L1,Normalized edit distance (L1),840,0.5760546131331727,0.026133112832909717,1.1611497609876777
weighted examples,Weighted-example family,attribution,Feature attribution,eta,Explanation reliance (η),0.5,plausibility,Plausibility,840,0.9444044776832995,0.9080600562725837,0.9837233799344174
weighted examples,Weighted-example family,attribution,Feature attribution,eta,Explanation reliance (η),0.5,success,Counterfactual success rate,840,0.4238095238095238,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,eta,Explanation reliance (η),0.5,target confidence gain,Target-confidence gain,840,0.40250040633985706,-3.650413098211413e-05,0.9854776316315738
weighted examples,Weighted-example family,attribution,Feature attribution,eta,Explanation reliance (η),1.0,actionability,Actionability rate,840,0.694047619047619,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,eta,Explanation reliance (η),1.0,boundary improvement,Boundary-distance improvement,840,0.01859222095583582,-0.12419667796319045,0.18278418114247308
weighted examples,Weighted-example family,attribution,Feature attribution,eta,Explanation reliance (η),1.0,edit L1,Normalized edit distance (L1),840,0.5688879204751892,0.018402281666995198,1.1532577305670395
weighted examples,Weighted-example family,attribution,Feature attribution,eta,Explanation reliance (η),1.0,plausibility,Plausibility,840,0.9448487335343034,0.9103362813764484,0.9881734536929142
weighted examples,Weighted-example family,attribution,Feature attribution,eta,Explanation reliance (η),1.0,success,Counterfactual success rate,840,0.4011904761904762,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,eta,Explanation reliance (η),1.0,target confidence gain,Target-confidence gain,840,0.3864055618856106,-0.0010140129024754593,0.9854775963356244
weighted examples,Weighted-example family,attribution,Feature attribution,lambda,Exemplar locality (λ),0.0,actionability,Actionability rate,840,0.675,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,lambda,Exemplar locality (λ),0.0,boundary improvement,Boundary-distance improvement,840,0.022020398703854,-0.12419667796319045,0.2000788389271208
weighted examples,Weighted-example family,attribution,Feature attribution,lambda,Exemplar locality (λ),0.0,edit L1,Normalized edit distance (L1),840,0.595459402878276,0.03985507246376814,1.1808867671454417
weighted examples,Weighted-example family,attribution,Feature attribution,lambda,Exemplar locality (λ),0.0,plausibility,Plausibility,840,0.9431136356160612,0.906735367089452,0.9769776926570068
weighted examples,Weighted-example family,attribution,Feature attribution,lambda,Exemplar locality (λ),0.0,success,Counterfactual success rate,840,0.4714285714285714,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,lambda,Exemplar locality (λ),0.0,target confidence gain,Target-confidence gain,840,0.44483236716199837,-9.868039718696203e-12,0.9854776316300885
weighted examples,Weighted-example family,attribution,Feature attribution,lambda,Exemplar locality (λ),2.0,actionability,Actionability rate,840,0.6869047619047619,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,lambda,Exemplar locality (λ),2.0,boundary improvement,Boundary-distance improvement,840,0.021239800378978806,-0.125878688952258,0.18164555637318622
weighted examples,Weighted-example family,attribution,Feature attribution,lambda,Exemplar locality (λ),2.0,edit L1,Normalized edit distance (L1),840,0.5805997136583116,0.02524502066156976,1.1677967710538673
weighted examples,Weighted-example family,attribution,Feature attribution,lambda,Exemplar locality (λ),2.0,plausibility,Plausibility,840,0.9440955825019277,0.9083520406752319,0.9837694061537476
weighted examples,Weighted-example family,attribution,Feature attribution,lambda,Exemplar locality (λ),2.0,success,Counterfactual success rate,840,0.4238095238095238,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,lambda,Exemplar locality (λ),2.0,target confidence gain,Target-confidence gain,840,0.40133865234504734,-0.0005479299225226542,0.9854776316296266
weighted examples,Weighted-example family,attribution,Feature attribution,lambda,Exemplar locality (λ),6.0,actionability,Actionability rate,840,0.7226190476190476,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,lambda,Exemplar locality (λ),6.0,boundary improvement,Boundary-distance improvement,840,0.018453767712405176,-0.1232219675976887,0.17679928965716307
weighted examples,Weighted-example family,attribution,Feature attribution,lambda,Exemplar locality (λ),6.0,edit L1,Normalized edit distance (L1),840,0.554195521257206,0.005912511071574297,1.1219326337748634
weighted examples,Weighted-example family,attribution,Feature attribution,lambda,Exemplar locality (λ),6.0,plausibility,Plausibility,840,0.9456243112750433,0.9106522539447146,0.9913709205389036
weighted examples,Weighted-example family,attribution,Feature attribution,lambda,Exemplar locality (λ),6.0,success,Counterfactual success rate,840,0.375,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,lambda,Exemplar locality (λ),6.0,target confidence gain,Target-confidence gain,840,0.3697622704793041,-0.0012542099242718366,0.9854776316290959
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),-0.3,actionability,Actionability rate,360,0.775,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),-0.3,boundary improvement,Boundary-distance improvement,360,0.03963692442490722,-0.019408191612307005,0.14072973956545318
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),-0.3,edit L1,Normalized edit distance (L1),360,0.08415623005977266,0.0,0.21977415877826534
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),-0.3,plausibility,Plausibility,360,0.974045385060092,0.9359478015496385,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),-0.3,success,Counterfactual success rate,360,0.04722222222222222,0.0,0.0
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),-0.3,target confidence gain,Target-confidence gain,360,0.06334005109622225,-0.0009956252905899826,0.2087079717404228
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),-0.2,actionability,Actionability rate,360,0.7138888888888889,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),-0.2,boundary improvement,Boundary-distance improvement,360,0.05491388760543303,-0.02823167348227329,0.17764154227674192
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),-0.2,edit L1,Normalized edit distance (L1),360,0.19545741799128322,0.0,0.41471220870958997
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),-0.2,plausibility,Plausibility,360,0.9633232830771669,0.937361872424037,0.9983099979711745
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),-0.2,success,Counterfactual success rate,360,0.26666666666666666,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),-0.2,target confidence gain,Target-confidence gain,360,0.2326467174722423,-0.001966067694839926,0.8537741890679561
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),-0.1,actionability,Actionability rate,360,0.675,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),-0.1,boundary improvement,Boundary-distance improvement,360,0.049400553593325416,-0.07209638762331258,0.23377110595204997
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),-0.1,edit L1,Normalized edit distance (L1),360,0.36496411065045514,0.10414969738497959,0.61471220870959
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),-0.1,plausibility,Plausibility,360,0.9515990207742553,0.930682033440099,0.9729635106137163
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),-0.1,success,Counterfactual success rate,360,0.39166666666666666,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),-0.1,target confidence gain,Target-confidence gain,360,0.3759740191587979,-1.694937682843456e-05,0.9413328785212922
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),0.0,actionability,Actionability rate,360,0.675,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),0.0,boundary improvement,Boundary-distance improvement,360,0.05777164628420709,-0.053902132779184146,0.21336498641829083
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),0.0,edit L1,Normalized edit distance (L1),360,0.560176339378078,0.2913106253597009,0.8147122087095899
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),0.0,plausibility,Plausibility,360,0.9459025908941356,0.923071524604552,0.9653322642813388
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),0.0,success,Counterfactual success rate,360,0.4027777777777778,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),0.0,target confidence gain,Target-confidence gain,360,0.4216142426424793,0.004252041620461246,0.9419554191462098
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),0.1,actionability,Actionability rate,360,0.675,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),0.1,boundary improvement,Boundary-distance improvement,360,0.0234443109412664,-0.11867964658771948,0.20872139051144237
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),0.1,edit L1,Normalized edit distance (L1),360,0.7601624825773954,0.49131062535970094,1.01471220870959
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),0.1,plausibility,Plausibility,360,0.9334414078121431,0.911347970930707,0.9565135252142823
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),0.1,success,Counterfactual success rate,360,0.5388888888888889,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),0.1,target confidence gain,Target-confidence gain,360,0.5110550841897807,1.194522236680484e-09,0.9909672092697905
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),0.2,actionability,Actionability rate,360,0.675,0.0,1.0
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),0.2,boundary improvement,Boundary-distance improvement,360,-0.016087600953213838,-0.26666124298243843,0.19889504702556834
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),0.2,edit L1,Normalized edit distance (L1),360,0.9447813970812302,0.6741823111273024,1.21471220870959
weighted examples,Weighted-example family,attribution,Feature attribution,rho,Signed change margin (ρ),0.2,plausibility,Plausibility,360,0.9274869518355053,0.9067862788662704,0.9502098657127297
