participant,xai,case,instance id,selected model family,possible subsets,mean selection F1,mean amount MAE,mean direction accuracy,observed success,simulated success,observed target confidence gain,simulated target confidence gain,observed boundary improvement,simulated boundary improvement,observed plausibility,simulated plausibility,observed actionability,simulated actionability,observed edit L1,simulated edit L1
R_1ihbKBZG0EAXF8D,counterfactual,7,160213,feature contribution,6,0.7329510991960143,0.11998822117514675,1.0,0.0,0.5788095811829579,-0.000867000198718,0.5682131482165347,-0.0290405923401,-0.007962712567777697,0.95652479928,0.9577142055693494,1.0,1.0,0.43609294257,0.4446113889623418
R_1ihbKBZG0EAXF8D,counterfactual,8,160204,feature contribution,6,0.5962361123050736,0.06533250136737694,1.0,1.0,1.0,0.968367074224,0.9152002951435898,-0.0971792415691,-0.009074650873682762,0.958609523669,0.9796701540314219,1.0,1.0,0.2069523816568,0.10164922984289002
R_1ihbKBZG0EAXF8D,counterfactual,9,160201,feature contribution,6,0.6761015339585573,0.12634810670308816,1.0,0.0,0.5447500725545498,0.370017697002,0.5199308690582186,0.268705242987,0.23536246606496028,0.939603374027,0.9338030356080959,1.0,0.9999999999999998,0.710574887942,0.6984669156694101
R_1ihbKBZG0EAXF8D,counterfactual,10,160214,feature contribution,6,0.7793543473735957,0.14511294303974662,1.0,1.0,0.7602429293501194,0.995958162369,0.7113431597358417,-0.126784455131,0.023817323710828845,0.93074538668,0.977456077217344,1.0,0.9999999999999999,0.4126991812189,0.11271961391328025
R_1ihbKBZG0EAXF8D,counterfactual,11,160217,feature contribution,6,0.6452372353500653,0.1980177284932618,1.0,1.0,0.6458016791052181,0.806441806391,0.470079513938113,-0.0426094029943,-0.10333480905397073,0.929131454433,0.9306727528346103,1.0,1.0,0.43747366241999996,0.6569417794009537
R_1ihbKBZG0EAXF8D,counterfactual,12,160216,feature contribution,6,0.7906344607616915,0.0879444565671577,1.0,1.0,0.9838289680696006,0.941551446102,0.9121693486302963,-0.100888236006,-0.060747606801746845,0.94624468058,0.9476289738045505,1.0,1.0,0.37351746052269996,0.3725197357399587
R_1ihbKBZG0EAXF8D,counterfactual,13,160219,feature contribution,6,0.47132924711908514,0.2067516684088328,1.0,1.0,0.10256036593169376,0.946467782751,0.13959611298673869,-0.138598415943,-0.02873822799625228,0.931605465895,0.9477702696813088,1.0,1.0000000000000002,0.37779169757100006,0.6081539970964814
R_1ihbKBZG0EAXF8D,counterfactual,14,160209,feature contribution,6,0.6318352020529766,0.20588264808741813,1.0,0.0,0.49192347474807435,0.000351086054888,0.5855799633903968,0.0947415065319,0.11613848676891095,0.927626556193,0.9379796975931569,1.0,1.0,0.593482590628,0.6420606057709897
R_1ihbKBZG0EAXF8D,counterfactual,15,160218,feature contribution,6,0.4755527441012759,0.1400360225898055,1.0,0.0,0.8930066827224631,0.421649077723,0.5868984958951302,0.0780130682016,0.06393257017503912,0.936954114174,0.9746042139422413,1.0,1.0,0.42413907722199995,0.12697893028879362
R_1ihbKBZG0EAXF8D,counterfactual,16,160207,feature contribution,6,0.6187401454677758,0.17181777205197482,1.0,0.0,0.45314021883219346,0.00668224774941,0.6546465460465899,0.134099210809,0.11682397206013406,0.955557448201,0.9324380578649619,1.0,0.9999999999999999,0.45784423185,0.5975593495577566
R_1ihbKBZG0EAXF8D,counterfactual,17,160208,feature contribution,6,0.7856590332793643,0.09546811873458834,1.0,1.0,0.7501581885927443,0.561806794661,0.6279706749722673,0.0836962861772,0.02335686894414197,0.93316238105,0.9379167434868985,1.0,1.0,0.485846155394,0.44633540118739845
R_1ihbKBZG0EAXF8D,counterfactual,18,160205,feature contribution,6,0.7133031447895417,0.272256371324071,1.0,0.0,0.3335739429923305,0.0632713815637,0.2864422850558935,0.228573216602,0.16014954190895764,0.93377952387,0.9317973237670429,1.0,1.0,0.909755011136,1.1324893069519648
R_1ihbKBZG0EAXF8D,counterfactual,19,160215,feature contribution,6,0.48082930448568634,0.277620638278901,1.0,1.0,0.4885033767203124,0.911354477363,0.27389003889257946,-0.0237367917492,-0.0037041222950381075,0.933585001854,0.9499502197755769,1.0,1.0000000000000002,0.5362768122799999,0.7227819949152591
R_1ihbKBZG0EAXF8D,counterfactual,20,160206,feature contribution,6,0.5577979802132111,0.3420840511892018,1.0,0.0,0.0,2.32584519422e-08,0.018094497899029865,0.349051020566,0.3950413801989262,0.870810766871,0.9051810562390601,1.0,0.9999999999999999,0.871797931655,1.0316684430899505
R_1myAGA2v3gStUIS,attribution,1,160202,feature contribution,10,0.5470217605124794,0.2588333894056189,0.24182353474938217,1.0,1.0,0.957110111486,0.977065997706728,-0.0537814520554,-0.16917549232847606,0.94790774186,0.9243323406386887,0.0,0.22948181392720104,0.33607520564,0.5033758517100486
R_1myAGA2v3gStUIS,attribution,2,160214,feature contribution,10,0.5183497534660254,0.2849070323374802,0.5653022539018724,1.0,1.0,0.924521046449,0.9956734044652379,-0.00264865901936,-0.23625422693609396,0.932705970291,0.9199493508591626,0.0,0.5427663417770396,0.628672150411,0.49895100277023496
R_1myAGA2v3gStUIS,attribution,3,160200,feature contribution,10,0.6125321389427034,0.22765745335685095,1.0,1.0,0.5382211428160466,0.98785806086,0.6154072452918771,-0.0131347779405,0.03252286751968101,0.937287459421,0.9508138296883574,1.0,0.6085485325865008,0.771955375823,0.48544432092078976
R_1myAGA2v3gStUIS,attribution,4,160210,feature contribution,10,0.44565016626007264,0.2806011817787106,1.0,0.0,0.8959227711683706,0.0798211960169,0.9190286063976635,0.0451155732514,-0.15697139170455152,0.932245794666,0.9235794000946431,1.0,0.7273104446788144,0.830365759801,0.7081123466179331
R_1myAGA2v3gStUIS,attribution,5,160213,feature contribution,10,0.4522753369112522,0.20531486985347314,1.0,1.0,0.9886859350932794,0.992391264247,0.9790873116419485,-0.066017940644,-0.09262076722074129,0.93645179799,0.9129404628800053,1.0,0.7044077695174724,0.778734761169,0.7273505042156101
R_1myAGA2v3gStUIS,attribution,6,160204,feature contribution,10,0.36592107844821986,0.20063277082698777,1.0,1.0,1.0,0.968511305543,0.9684393654506614,-0.179653729118,-0.18191365446730876,0.916327611274,0.9153713694078321,1.0,0.12500742463948147,0.519694964625,0.4798510538094924
R_1myAGA2v3gStUIS,attribution,7,160212,feature contribution,10,0.2757288462535731,0.37973450519699603,0.4740947888662383,0.0,0.9907465722746699,0.00964161490238,0.974536768625428,-0.00310645293241,-0.24763670360444986,0.889781804675,0.9106992989194799,0.0,0.7137447286487454,0.8666274970629999,0.5647939248318175
R_1myAGA2v3gStUIS,attribution,8,160201,feature contribution,10,0.4142049351447094,0.286930140879926,1.0,0.0,0.9184967782018365,0.131400114132,0.8995249643014706,0.257820455929,0.0865447257909,0.88908403493,0.9214658554545491,1.0,0.8317175820699729,0.9712670870819999,1.0462611308291399
R_1myAGA2v3gStUIS,attribution,9,160211,feature contribution,10,0.5694311256990819,0.2898195308937127,1.0,1.0,0.9942996970787044,0.982619676378,0.9646031084628747,-0.10294761871,-0.10175318919575174,0.893615359619,0.9227940782710999,1.0,0.8249142585428277,1.019587766056,0.8302785315369927
R_1myAGA2v3gStUIS,attribution,10,160203,feature contribution,10,0.5466777451678788,0.2287841946673551,1.0,1.0,0.9268580696332562,0.984594581534,0.9108246504639324,-0.12315129485,-0.10509562181690668,0.932029300539,0.9219860880517197,1.0,0.5235321314156801,0.753014497682,0.4851360274011682
R_1myAGA2v3gStUIS,attribution,11,160209,feature contribution,10,0.7389531315270772,0.29424360735996585,1.0,1.0,0.4433760104046531,0.761392299335,0.4495870160877719,0.171007439774,-0.011377577295126458,0.934928891039,0.8922401741118061,1.0,0.8137683175210857,0.491631201878,0.9914213568954467
R_1myAGA2v3gStUIS,attribution,12,160205,feature contribution,10,0.6245957006269229,0.3697927601407066,1.0,0.0,0.17474369425671898,-4.43048402454e-06,0.1623836979322916,0.0467114553849,0.08053574280531638,0.914082141388,0.920636281435437,1.0,0.8698709927718166,0.831566703714,1.1374131196796793
R_1myAGA2v3gStUIS,attribution,13,160219,feature contribution,10,0.23288695300012852,0.37481851455985005,1.0,1.0,0.1223466892080715,0.904654660463,0.06738537926246618,-0.0197548455933,-0.04890149645677253,0.913165971793,0.93583619863172,0.0,0.79172359438491,0.823812676819,0.7491298435707578
R_1myAGA2v3gStUIS,attribution,14,160216,feature contribution,10,0.7182727362233046,0.16325194424409478,1.0,0.0,0.4205636932835917,0.15035433107,0.5617213684689653,0.0128218132132,-0.03218390140309304,0.947738175179,0.9426106370363104,1.0,0.7071398387490808,0.7698033561790001,0.618126490621234
R_1myAGA2v3gStUIS,attribution,15,160208,feature contribution,10,0.5835971323992605,0.19903679198953547,1.0,0.0,0.08952674105554996,-0.00800309088769,0.09253409033211864,-0.0825523199418,-0.02356238686813775,0.925647405321,0.9075987856178971,1.0,0.8228449097715802,0.733741267296,0.7843533876309524
R_1myAGA2v3gStUIS,attribution,16,160206,feature contribution,10,0.5657504352128006,0.3295544935275607,1.0,0.0,0.28584715998261234,2.45512721264e-10,0.2607070887993618,0.216403308001,0.34434487412985404,0.854436394991,0.8854485606299445,1.0,0.8169060840354958,0.819810329039,1.0709442063852113
R_1myAGA2v3gStUIS,attribution,17,160218,feature contribution,5,0.0,0.34843052187414003,nan,0.0,0.797208789454748,-0.0179740693548,0.7909346130583207,-0.022201626886,0.022357794694824025,0.914625092799,0.9484840464860194,1.0,0.760923619044125,0.426874536006,0.2575797675699033
R_1myAGA2v3gStUIS,attribution,18,160215,feature contribution,10,0.46191929661855363,0.326379075158477,1.0,1.0,0.5108575089689993,0.916409018166,0.43530085893881904,-0.0556693277309,-0.10516099205802053,0.961343759086,0.9195021874416156,1.0,0.845051486683031,0.738118831094,0.9132279298590582
R_1myAGA2v3gStUIS,attribution,19,160207,feature contribution,10,0.7628361962084963,0.24824091476273186,1.0,0.0,0.45187315689561924,0.0767812752011,0.45109844347957084,0.135978162746,0.02757421027219096,0.890425185125,0.9116446974657801,1.0,0.8382509729536446,0.723177116021,0.9414123993052562
R_1myAGA2v3gStUIS,attribution,20,160217,feature contribution,10,0.6858811809669304,0.1814086346369911,1.0,1.0,0.6691573014089761,0.814445463499,0.5008548232847404,-0.0498695073806,-0.10815187422385107,0.935316360956,0.9305850600569987,1.0,0.854355899125407,0.798138863533,0.7899324026824828
R_1vbS8BCLvmrwGHr,attribution,1,160200,feature contribution,4,0.09767175982196348,0.1485697980124104,1.0,1.0,0.0,0.639295417141,0.17705507613601867,0.0812781442854,0.05774652046785106,0.928342551832,0.9372067497065726,1.0,1.0000000000000002,0.192832256252,0.1112340389579036
R_1vbS8BCLvmrwGHr,attribution,2,160202,feature contribution,6,0.7142497510377951,0.08656814514485597,1.0,1.0,0.9303858720350447,0.976047712505,0.8769797633021043,-0.111669683301,-0.0008571600213712954,0.934403655155,0.9588997881975594,1.0,1.0,0.327981724226,0.20550105901220328
R_1vbS8BCLvmrwGHr,attribution,3,160213,feature contribution,6,0.7275765849861392,0.16266030854051025,1.0,1.0,0.5849228882056361,0.984235945703,0.5558092259703729,0.0174806941368,-0.008140665566819638,0.924046754906,0.9564812987071231,1.0,0.9999999999999999,0.738266855614,0.4505715461433976
R_1vbS8BCLvmrwGHr,attribution,4,160204,feature contribution,6,0.5971666407929209,0.0736193647908888,1.0,1.0,1.0,0.967712294445,0.96391949999456,-0.127193759715,-0.08145229900269167,0.948205260393,0.9600013434078277,1.0,1.0,0.258973698035,0.19999328296086183
R_1vbS8BCLvmrwGHr,attribution,5,160210,feature contribution,6,0.5403519878765601,0.16718469150042914,1.0,0.0,0.8703150453547471,0.0511758370576,0.9203702306305632,0.0256396348307,-0.04083265032816026,0.95892686157,0.9555309673391333,1.0,1.0,0.529496194583,0.3934499819346051
R_1vbS8BCLvmrwGHr,attribution,6,160211,feature contribution,6,0.7532565906929176,0.12148144602180243,1.0,0.0,0.5068113166840289,0.299410441559,0.4724922128273736,0.0498477856556,0.02197923069946623,0.946142320733,0.931256454990854,1.0,1.0,0.614204160914,0.5353663573926565
R_1vbS8BCLvmrwGHr,attribution,7,160212,feature contribution,6,0.5065632904150774,0.12646852785774165,1.0,1.0,1.0,0.943098151139,0.980454697995621,0.00553377935205,-0.09887403695661638,0.925909158655,0.9334279789686374,1.0,1.0,0.370454206726,0.3328601051568132
R_1vbS8BCLvmrwGHr,attribution,8,160201,feature contribution,4,0.6052886355609982,0.17452314491362425,1.0,0.0,0.2770922083437941,0.0144441257509,0.5981777081279521,0.168007350807,0.2640880782330447,0.920428435653,0.9572917122584504,1.0,0.9999999999999998,0.6216979592909999,0.887965922825868
R_1vbS8BCLvmrwGHr,attribution,9,160203,feature contribution,6,0.6565825590250935,0.13654987492992046,1.0,1.0,0.9007207357041129,0.983537245252,0.678969416496823,-0.108680609844,0.02448656112323104,0.922998293427,0.9574106523924344,1.0,0.9999999999999998,0.4535090897,0.2129467380378266
R_1vbS8BCLvmrwGHr,attribution,10,160214,feature contribution,6,0.5744832651062279,0.0679424411984676,1.0,1.0,1.0,0.988205196132,0.9817261788559961,-0.0384156505124,-0.05210482217931007,0.953528641411,0.9582065434663748,1.0,1.0,0.232356792944,0.20896728266812614
R_1vbS8BCLvmrwGHr,attribution,11,160208,feature contribution,4,0.2014768922886745,0.34615782836715736,1.0,0.0,0.09622215517359035,0.40961421757,0.07935259798102794,0.0831486579034,-0.04029281999171999,0.957055320463,0.9205589705908946,1.0,1.0,0.216827760607,0.43454182170453326
R_1vbS8BCLvmrwGHr,attribution,12,160219,feature contribution,4,0.6885681806664754,0.16144552336265727,1.0,0.0,0.18192075452425283,0.374619327685,0.20414517176566888,0.0327012155881,-0.014832963826440268,0.952228997823,0.9655542459278511,1.0,0.9999999999999999,0.282608695652,0.3625352730595755
R_1vbS8BCLvmrwGHr,attribution,13,160215,feature contribution,6,0.44068458919380915,0.19199388053757177,1.0,0.0,0.4539744216768878,-0.0742408366078,0.37427376854626854,-0.0978166251668,-0.04481611870422252,0.967408134752,0.9430013411519804,1.0,1.0000000000000002,0.473710006475,0.6269099630794776
R_1vbS8BCLvmrwGHr,attribution,14,160206,feature contribution,6,0.6769374507743287,0.1926963169137945,1.0,0.0,0.2878478390975148,3.13680391217e-07,0.18299069499122195,0.365767421269,0.33573767775357205,0.927149673088,0.9019975547204637,1.0,1.0,0.595712282438,0.7453154954544275
R_1vbS8BCLvmrwGHr,attribution,15,160205,feature contribution,6,0.7116371582091243,0.2513655192873072,1.0,0.0,0.16479802008525357,0.054955062761,0.15912078700185545,0.244248173526,0.04005566895711736,0.951912702103,0.8943617438473817,1.0,1.0,0.649836674091,0.8710097113925258
R_1vbS8BCLvmrwGHr,attribution,16,160209,feature contribution,4,0.4814570946133007,0.41322302596089144,1.0,1.0,0.8509879128330515,0.992528072523,0.8285314695877444,0.0574823624978,0.08648349918080184,0.905151396652,0.9242838622878456,1.0,1.0,0.544125148784,0.6347300210232718
R_1vbS8BCLvmrwGHr,attribution,17,160218,feature contribution,4,0.6289176027512485,0.1538335170333086,1.0,1.0,0.7204409638609072,0.941307612444,0.5958013682057449,0.0266695828904,0.049784945024854414,0.948517561112,0.9770673930862375,1.0,1.0,0.257412194437,0.1146630345688127
R_1vbS8BCLvmrwGHr,attribution,18,160216,feature contribution,6,0.809228562316293,0.16386623661835148,1.0,0.0,1.0,0.323664852952,0.9081383887524819,0.0281626440835,-0.08375961723356426,0.969700740049,0.9421270276021404,1.0,1.0,0.618746615309,0.30641966844596247
R_1vbS8BCLvmrwGHr,attribution,19,160217,feature contribution,4,0.2903324339504567,0.3335550985263411,1.0,1.0,0.0,0.519521507227,0.021778229156849294,0.0154706424519,-0.014062090949130088,0.940486311851,0.9488825783890786,1.0,1.0,0.297568440741,0.4319066045523868
R_1vbS8BCLvmrwGHr,attribution,20,160207,feature contribution,4,0.539944458271234,0.3913790593625718,1.0,1.0,0.8727595903620504,0.975009572602,0.8717121332411427,0.073771116438,0.0746925124832877,0.927020755365,0.934150603098533,1.0,1.0,0.476109505186,0.6147682912092229
R_1yltjaSsgo0dVO7,none,1,160202,weighted examples,10,0.7309884220820719,0.24503511851853485,0.7542771347679054,1.0,0.7934988372631232,0.97738972643,0.7469781054669773,-0.236698446299,-0.012769244134356829,0.941615879339,0.9360222490979981,0.0,0.059126477884722674,0.8691986207989999,1.009643132863451
R_1yltjaSsgo0dVO7,none,2,160214,weighted examples,5,0.7645107500963964,0.2883458933598993,0.6819472890433473,1.0,0.7337189296371013,0.995960243626,0.7300043503508149,-0.422349816063,-0.13531303094213906,0.906559010459,0.9126359967209744,1.0,0.058043000385585776,0.878786920518,1.5168200988207392
R_1yltjaSsgo0dVO7,none,3,160212,weighted examples,10,0.5828612974325396,0.397593716132223,0.7248908292252023,1.0,0.9209030669206697,0.985477631632,0.8918130887439282,-0.489332917141,-0.098424031025464,0.872702890062,0.931330508328475,1.0,0.06045358140088438,1.115733357557,1.6891865323340558
R_1yltjaSsgo0dVO7,none,4,160211,weighted examples,5,0.7858977729219773,0.21680251973339768,1.0,1.0,1.0,0.982624043098,0.9399118108560556,-0.249491917502,-0.12661673558187236,0.929207076696,0.9431410366366946,1.0,0.14359109168790893,1.4610004216426,1.7305708119358751
R_1yltjaSsgo0dVO7,none,5,160200,weighted examples,10,0.6586896849990992,0.18583921171327475,1.0,1.0,0.9785145540067216,0.988213966435,0.9614374910406632,-0.31099959165,-0.1950489717454867,0.932901810865,0.9436064848621142,1.0,0.3901127588582695,1.201064145238,1.019821767758829
R_1yltjaSsgo0dVO7,none,6,160210,weighted examples,10,0.7383050450188671,0.26194924802836433,0.7046593116288834,1.0,0.7125521752399091,0.99793518384,0.7436414596692086,-0.391778434496,-0.07776061489358213,0.915889901373,0.9211822531527516,1.0,0.3774736810088649,1.0408529306515,1.5105604560510528
R_1yltjaSsgo0dVO7,none,7,160203,weighted examples,5,0.7564735144850818,0.3461769481022668,0.553855842780067,1.0,0.5178807219789636,0.984594604182,0.6613460833356128,-0.368478569309,-0.06914810360937944,0.884665683585,0.9437011731814128,1.0,0.02589405794032772,1.1501506228876,1.6096170343664613
R_1yltjaSsgo0dVO7,none,8,160201,weighted examples,10,0.6492145926400397,0.27995576028778263,1.0,1.0,0.9158511305631593,0.999989337366,0.8983805518735073,-0.0176678635002,0.10150243244497474,0.899410576636,0.9277507244281729,1.0,0.849104670534221,1.337657016832,1.0062244721776896
R_1yltjaSsgo0dVO7,none,9,160213,weighted examples,10,0.6801780360646129,0.2364897294900974,0.8122593004055763,1.0,0.9803208615528851,0.992397341685,0.9458409785581302,-0.169157770718,-0.13108466662387097,0.948171263221,0.9232982286060726,1.0,0.4278732844364299,1.258207046206,1.4314445140236645
R_1yltjaSsgo0dVO7,none,10,160204,weighted examples,10,0.27882492591753083,0.3547288998053679,0.40915076493109825,1.0,0.9539037462454417,0.968511305087,0.7828435195408814,-0.318967848727,-0.06579814269790514,0.893078137676,0.9471072502181747,1.0,0.11474223552652975,0.534609311617,0.7771630815895891
R_1yltjaSsgo0dVO7,none,11,160207,weighted examples,1,1.0,0.12064425930855749,1.0,1.0,1.0,0.999991754782,0.9999805064477989,-0.258872126747,-0.09057989204404893,0.858156391886,0.8966253154025678,0.0,0.0,2.370443736363,2.1817822334589883
R_1yltjaSsgo0dVO7,none,12,160209,weighted examples,5,0.8838143343426331,0.16029756486758354,1.0,1.0,1.0,0.994133724096,0.8337804412157439,0.0565017224619,0.11456289024527175,0.875598608041,0.9046547272635057,0.0,0.18849257120321405,2.449802194338,1.9443451581870346
R_1yltjaSsgo0dVO7,none,13,160216,weighted examples,10,0.4114562397000923,0.44280671449722947,0.46350652952805116,1.0,0.6238583313520265,0.942413497572,0.5415967402424078,-0.39177950972,-0.07148085215382358,0.871226309523,0.9188340623128343,1.0,0.0997473153096684,1.022795650543,1.4977974309670572
R_1yltjaSsgo0dVO7,none,14,160206,weighted examples,5,0.8883987670152851,0.2635575037944439,1.0,1.0,0.9553048284299015,0.935786725033,0.9129561580761626,0.496347861387,0.4467003102871754,0.868997330034,0.8980615356184232,0.0,0.038028680616201155,2.581917967903,2.4230526352292583
R_1yltjaSsgo0dVO7,none,15,160219,weighted examples,5,0.7569211734345692,0.35889151601374214,1.0,1.0,1.0,0.945231287579,0.9051265379892439,-0.160289598689,-0.18730217587250705,0.886154916917,0.9036456715786423,1.0,0.027684693738277047,1.870956636674,1.9217302019314797
R_1yltjaSsgo0dVO7,none,16,160205,weighted examples,10,0.6990539519514632,0.35088914122798587,1.0,1.0,0.8051271365812903,0.999319623696,0.734311335976234,0.139767129547,0.13813624081911594,0.906566247097,0.906497057929615,1.0,0.25494488384011876,2.139355479121,1.8461654173001518
R_1yltjaSsgo0dVO7,none,17,160218,weighted examples,10,0.45214196691235836,0.28737532471401384,1.0,1.0,0.409715019639375,0.975643164628,0.50852825280365,-0.234259737884,-0.022819236563556264,0.90945303985,0.9070327253185324,1.0,0.7645205822933024,0.913124476875,0.792283652361857
R_1yltjaSsgo0dVO7,none,18,160208,weighted examples,10,0.7396129113150786,0.27088922025205087,1.0,1.0,0.9031355783620488,0.981047718464,0.8573740635201829,-0.209777156319,-0.0327485908505025,0.875288298199,0.907332567618014,1.0,0.5824081848093228,1.601079574291,1.3161250525348775
R_1yltjaSsgo0dVO7,none,19,160215,weighted examples,5,0.7593386068392802,0.3531343295651918,1.0,1.0,0.9999999999999999,0.918462621856,0.9161380306480156,-0.139597933445,-0.16018099625622398,0.919567407217,0.9109144782186995,1.0,0.03735442735712092,1.57747622086,2.0426344510043415
R_1yltjaSsgo0dVO7,none,20,160217,weighted examples,10,0.4916338781648609,0.38616902598660047,1.0,1.0,0.6707015513585282,0.840174514554,0.5796856663121207,-0.0740256740355,-0.17295864103282524,0.936837327584,0.8942380911722421,1.0,0.07814613564061039,1.326716362151,1.5349075699133323
R_3ENoszlL5q7JglI,none,1,160203,weighted examples,4,0.7337753583256976,0.18796219770960107,1.0,1.0,0.7337753583256976,0.984593504464,0.7349209630251282,-0.120615287283,-0.08319771896411085,0.90487508161,0.9339458170396926,1.0,0.9999999999999999,0.544125148784,0.38053493543943745
R_3ENoszlL5q7JglI,none,2,160212,weighted examples,4,0.8985310121777489,0.22240742289299537,0.702272971451291,1.0,0.9166121684120149,0.985477631627,0.9296509349284706,-0.243779265934,-0.13176127969977153,0.892859491365,0.9006111677763208,1.0,1.0000000000000002,0.778285688765,1.1918005180397266
R_3ENoszlL5q7JglI,none,3,160210,weighted examples,6,0.6705562935953426,0.20886370013994854,1.0,1.0,0.8587884087881694,0.997934314939,0.8740880793446733,-0.087905064372,-0.16365205022087986,0.93324295751,0.9210204542631166,1.0,1.0,0.696929639455,0.9457189990262032
R_3ENoszlL5q7JglI,none,4,160214,weighted examples,4,0.7612673707600609,0.24702881909078514,0.5648988531497157,1.0,0.7161978877198173,0.99578680175,0.7742312890526808,-0.0965070163166,-0.05678928676739399,0.950420153074,0.9014584815923598,1.0,1.0,0.2478992346275,0.9696323174242388
R_3ENoszlL5q7JglI,none,5,160201,weighted examples,4,0.884305455736187,0.13542496982424757,1.0,1.0,1.0,0.999985502334,0.9989502336059398,-0.0143808069287,0.09722094987122615,0.952387069292,0.9398045712943424,1.0,1.0,1.368098484392,1.3329781793233058
R_3ENoszlL5q7JglI,none,6,160200,weighted examples,6,0.7240409070705826,0.14875683644661541,1.0,1.0,0.9567121562519664,0.988212624487,0.9502990300861197,-0.198092049194,-0.05460632749720081,0.945548998464,0.9591792147905028,1.0,1.0000000000000002,0.777443716888,0.6102038841941239
R_3ENoszlL5q7JglI,none,7,160204,weighted examples,4,0.828103555793045,0.22457556531007625,0.6126120234622687,1.0,1.0,0.968474742512,0.9204385328636373,-0.122080825703,-0.05307688076913364,0.944623077058,0.8999072410790209,1.0,1.0,0.2768846147102,0.6639752718104869
R_3ENoszlL5q7JglI,none,8,160213,weighted examples,1,1.0,0.3014102671455545,0.75,1.0,1.0,0.99239700755,0.9875127567892195,-0.156538163476,-0.13322614896589563,0.919060555763,0.8660165551987862,1.0,1.0,0.7856832709302,1.5832304779244177
R_3ENoszlL5q7JglI,none,9,160202,weighted examples,4,0.8814721038478985,0.21064556404239826,0.655926028767252,1.0,0.9999999999999999,0.977391200543,0.6645265604325222,-0.252575420163,-0.04248891154415001,0.92376836431,0.8940954875399323,1.0,0.9999999999999999,0.5098537860949,0.7327089692122296
R_3ENoszlL5q7JglI,none,10,160211,weighted examples,1,1.0,0.15619466801077658,1.0,1.0,1.0,0.982620884491,0.9826240383070282,-0.171574246393,-0.3826242693533072,0.957695904499,0.9144536839174009,1.0,1.0,1.0374765307057,1.4642786403336023
R_3ENoszlL5q7JglI,none,11,160217,weighted examples,6,0.6532389764069241,0.2931091971112046,1.0,1.0,0.6580840240103702,0.844093565816,0.5198135489562992,-0.126448431525,-0.11683541530345803,0.890306394467,0.929793233956435,1.0,1.0,1.120527291515,0.7993594166417652
R_3ENoszlL5q7JglI,none,12,160216,weighted examples,1,1.0,0.378407084634664,0.5,1.0,0.0,0.942137748158,-0.05717686397998678,-0.238418553689,-0.09947021312226739,0.924703372823,0.9082400125975915,1.0,1.0,1.06962726025,1.4059968698461236
R_3ENoszlL5q7JglI,none,13,160205,weighted examples,1,1.0,0.2183787053187921,1.0,1.0,1.0,0.999973554523,0.7785960835700056,0.141385205793,0.26377685129081463,0.89893204942,0.9431650371337635,1.0,1.0,1.8835611377273,1.9731749047604041
R_3ENoszlL5q7JglI,none,14,160206,weighted examples,4,0.8697405380587184,0.3518466643743614,1.0,1.0,0.0,0.986987087947,0.017773808660502086,0.496146237889,0.4609842067710681,0.82842397626,0.9233406879716396,1.0,1.0,1.3910149378160002,1.5149213726298318
R_3ENoszlL5q7JglI,none,15,160215,weighted examples,6,0.4835824385474857,0.33979152818200525,1.0,1.0,0.4922541422119659,0.921382206722,0.4205526380223532,-0.0631261071754,-0.06767380207727153,0.930736719467,0.9347407917210928,1.0,1.0,0.89115402919,0.9034026505227384
R_3ENoszlL5q7JglI,none,16,160218,weighted examples,6,0.39946731434835886,0.2992778617154759,0.15195322167477715,1.0,0.41991520134617083,0.67930419341,0.5625737951353923,0.0650289831079,-0.02509243192903212,0.94351056183,0.912518154014751,1.0,1.0,0.28244719085000003,0.7025397791589306
R_3ENoszlL5q7JglI,none,17,160207,weighted examples,6,0.7268872615972769,0.2504098037458661,1.0,1.0,0.5096054328851124,0.994730241026,0.6424946439291933,0.133529996005,0.1038945578768085,0.891089646047,0.9238978289620502,1.0,1.0,1.285139329468,0.9396073906818726
R_3ENoszlL5q7JglI,none,18,160219,weighted examples,4,0.6813978486443126,0.2843357103005488,1.0,1.0,0.37806805784960307,0.702729874559,0.3159176733239412,0.0122055200124,-0.12125826983182324,0.927532425312,0.9314079102076631,1.0,0.9999999999999999,0.6098514043155999,1.128033875711767
R_3ENoszlL5q7JglI,none,19,160209,weighted examples,6,0.7150957632635905,0.3153937141029652,1.0,1.0,0.5313619511539156,0.99998399295,0.6279371455888665,0.0110899177636,0.11175229580598271,0.878776878058,0.9104426678768132,1.0,1.0,1.4840491800289999,1.0058200474509373
R_3ENoszlL5q7JglI,none,20,160208,weighted examples,4,0.8306037556706326,0.2470846316286369,1.0,0.0,0.9560046071194788,0.261308520116,0.8977942482597742,0.0674933634111,-0.019396046535650354,0.903737140445,0.9215478955334742,1.0,1.0,0.9169481128939,1.1839908057338249
R_3Fo0QmOVx6lcU4W,counterfactual,1,160212,feature contribution,4,0.048363573146592245,0.26027176420996484,0.0,0.0,1.0,0.0490141540213,0.9224982164706717,-0.0348715033683,-0.15147622963873908,0.98129569801,0.9185051427557192,1.0,1.0,0.0935215099473,0.4074742862214048
