participant,xai,wave,slope_type,outcome,slope
R_5faag2PFpaGyI6V,counterfactual,new_26,test_trial,cf_demo_cosine,0.12054495539246382
R_5faag2PFpaGyI6V,counterfactual,new_26,test_trial,attribution_feature_overlap,0.028181074009533905
R_5faag2PFpaGyI6V,counterfactual,new_26,test_trial,response_time,-2.9827715841660214
R_5gkJQXcSCkjRBmu,none,original_36,test_trial,boundary_new,-0.029919829458324294
R_5gkJQXcSCkjRBmu,none,original_36,test_trial,boundary_improvement,0.05769890194157621
R_5gkJQXcSCkjRBmu,none,original_36,test_trial,success,-0.2471263413143743
R_5gkJQXcSCkjRBmu,none,original_36,test_trial,confidence_gain,-0.26345697154542363
R_5gkJQXcSCkjRBmu,none,original_36,test_trial,edit_l1,0.10126652030905306
R_5gkJQXcSCkjRBmu,none,original_36,test_trial,target_helpful_shap,-0.049970356739386136
R_5gkJQXcSCkjRBmu,none,original_36,test_trial,cf_demo_cosine,0.06030169707827193
R_5gkJQXcSCkjRBmu,none,original_36,test_trial,attribution_feature_overlap,0.020955157596832873
R_5gkJQXcSCkjRBmu,none,original_36,test_trial,response_time,-2.357481242942789
R_5tEkygPCjFKzz2T,counterfactual,original_36,test_trial,boundary_new,0.002962006783798867
R_5tEkygPCjFKzz2T,counterfactual,original_36,test_trial,boundary_improvement,-0.0029752661321652695
R_5tEkygPCjFKzz2T,counterfactual,original_36,test_trial,success,-0.15607979451434167
R_5tEkygPCjFKzz2T,counterfactual,original_36,test_trial,confidence_gain,-0.16111756776551808
R_5tEkygPCjFKzz2T,counterfactual,original_36,test_trial,edit_l1,-0.019664044579021742
R_5tEkygPCjFKzz2T,counterfactual,original_36,test_trial,target_helpful_shap,-0.14727264011121405
R_5tEkygPCjFKzz2T,counterfactual,original_36,test_trial,cf_demo_cosine,-0.09465142308937678
R_5tEkygPCjFKzz2T,counterfactual,original_36,test_trial,attribution_feature_overlap,-0.04732975250319156
R_5tEkygPCjFKzz2T,counterfactual,original_36,test_trial,response_time,0.10965906229586822
R_60Vourt3Kluat5u,attribution,new_26,test_trial,boundary_new,0.0021171257020779093
R_60Vourt3Kluat5u,attribution,new_26,test_trial,boundary_improvement,0.05224835979849286
R_60Vourt3Kluat5u,attribution,new_26,test_trial,success,-0.4335549847620602
R_60Vourt3Kluat5u,attribution,new_26,test_trial,confidence_gain,-0.4042960908065982
R_60Vourt3Kluat5u,attribution,new_26,test_trial,edit_l1,-0.02928787394613676
R_60Vourt3Kluat5u,attribution,new_26,test_trial,target_helpful_shap,-0.24613617296876505
R_60Vourt3Kluat5u,attribution,new_26,test_trial,cf_demo_cosine,-0.2903827785113786
R_60Vourt3Kluat5u,attribution,new_26,test_trial,attribution_feature_overlap,-0.101162829777814
R_60Vourt3Kluat5u,attribution,new_26,test_trial,response_time,-4.5290541084196025
R_61hCu6g2tcWoJo7,attribution,original_36,test_trial,boundary_new,-0.0030753010450937346
R_61hCu6g2tcWoJo7,attribution,original_36,test_trial,boundary_improvement,0.025420031362367677
R_61hCu6g2tcWoJo7,attribution,original_36,test_trial,success,-0.03901994862858541
R_61hCu6g2tcWoJo7,attribution,original_36,test_trial,confidence_gain,-0.057774417727668885
R_61hCu6g2tcWoJo7,attribution,original_36,test_trial,edit_l1,0.04906183877733562
R_61hCu6g2tcWoJo7,attribution,original_36,test_trial,target_helpful_shap,-0.013304764666606175
R_61hCu6g2tcWoJo7,attribution,original_36,test_trial,cf_demo_cosine,-0.0767434955007522
R_61hCu6g2tcWoJo7,attribution,original_36,test_trial,attribution_feature_overlap,-0.06286547279049871
R_61hCu6g2tcWoJo7,attribution,original_36,test_trial,response_time,-0.9071877923155256
R_6DD4Hjc7DAhjrhU,attribution,original_36,test_trial,boundary_new,-0.019998876908032405
R_6DD4Hjc7DAhjrhU,attribution,original_36,test_trial,boundary_improvement,0.044764978668189646
R_6DD4Hjc7DAhjrhU,attribution,original_36,test_trial,success,-0.22544859207627124
R_6DD4Hjc7DAhjrhU,attribution,original_36,test_trial,confidence_gain,-0.229506896433529
R_6DD4Hjc7DAhjrhU,attribution,original_36,test_trial,edit_l1,-0.18247718288125564
R_6DD4Hjc7DAhjrhU,attribution,original_36,test_trial,target_helpful_shap,-0.1161047649911518
R_6DD4Hjc7DAhjrhU,attribution,original_36,test_trial,cf_demo_cosine,-0.12299155938016865
R_6DD4Hjc7DAhjrhU,attribution,original_36,test_trial,attribution_feature_overlap,-0.06973009338256468
R_6DD4Hjc7DAhjrhU,attribution,original_36,test_trial,response_time,-3.727380592745622
R_6I5GvkY1dba6Sm6,none,original_36,test_trial,boundary_new,0.032591391332546175
R_6I5GvkY1dba6Sm6,none,original_36,test_trial,boundary_improvement,-0.0005122634467841653
R_6I5GvkY1dba6Sm6,none,original_36,test_trial,success,0.08237544710479139
R_6I5GvkY1dba6Sm6,none,original_36,test_trial,confidence_gain,0.04830839446234136
R_6I5GvkY1dba6Sm6,none,original_36,test_trial,edit_l1,0.3622290912885136
R_6I5GvkY1dba6Sm6,none,original_36,test_trial,target_helpful_shap,0.12683570110479464
R_6I5GvkY1dba6Sm6,none,original_36,test_trial,cf_demo_cosine,0.08747753759313015
R_6I5GvkY1dba6Sm6,none,original_36,test_trial,attribution_feature_overlap,0.07876248889844084
R_6I5GvkY1dba6Sm6,none,original_36,test_trial,response_time,-9.50838541736354
R_6J90tRZsF1dbkUv,none,new_26,test_trial,boundary_new,0.0072336749972247635
R_6J90tRZsF1dbkUv,none,new_26,test_trial,boundary_improvement,0.03775688984954778
R_6J90tRZsF1dbkUv,none,new_26,test_trial,success,-0.3945350361334748
R_6J90tRZsF1dbkUv,none,new_26,test_trial,confidence_gain,-0.3953033243770135
R_6J90tRZsF1dbkUv,none,new_26,test_trial,edit_l1,-0.15705007676695396
R_6J90tRZsF1dbkUv,none,new_26,test_trial,target_helpful_shap,-0.32517958441586514
R_6J90tRZsF1dbkUv,none,new_26,test_trial,cf_demo_cosine,-0.2712145551769012
R_6J90tRZsF1dbkUv,none,new_26,test_trial,attribution_feature_overlap,-0.13440204527623864
R_6J90tRZsF1dbkUv,none,new_26,test_trial,response_time,-0.7559161225821949
R_6KDvslaxG4W04I9,counterfactual,original_36,test_trial,boundary_new,0.01664690517168446
R_6KDvslaxG4W04I9,counterfactual,original_36,test_trial,boundary_improvement,0.00907751606944462
R_6KDvslaxG4W04I9,counterfactual,original_36,test_trial,success,-0.3555150875048894
R_6KDvslaxG4W04I9,counterfactual,original_36,test_trial,confidence_gain,-0.38136342806634455
R_6KDvslaxG4W04I9,counterfactual,original_36,test_trial,edit_l1,-0.12213400972649718
R_6KDvslaxG4W04I9,counterfactual,original_36,test_trial,target_helpful_shap,-0.21212652360763826
R_6KDvslaxG4W04I9,counterfactual,original_36,test_trial,cf_demo_cosine,-0.333534352299176
R_6KDvslaxG4W04I9,counterfactual,original_36,test_trial,attribution_feature_overlap,-0.12934390378734797
R_6KDvslaxG4W04I9,counterfactual,original_36,test_trial,response_time,-0.6419822081365728
R_6P1wxXrNHroPf9i,counterfactual,new_26,test_trial,boundary_new,-0.025528671729564047
R_6P1wxXrNHroPf9i,counterfactual,new_26,test_trial,boundary_improvement,0.050753914308297635
R_6P1wxXrNHroPf9i,counterfactual,new_26,test_trial,success,0.19509974314292702
R_6P1wxXrNHroPf9i,counterfactual,new_26,test_trial,confidence_gain,0.19155091888079198
R_6P1wxXrNHroPf9i,counterfactual,new_26,test_trial,edit_l1,0.16606279314593117
R_6P1wxXrNHroPf9i,counterfactual,new_26,test_trial,target_helpful_shap,0.24985560610887397
R_6P1wxXrNHroPf9i,counterfactual,new_26,test_trial,cf_demo_cosine,0.5072241423483156
R_6P1wxXrNHroPf9i,counterfactual,new_26,test_trial,attribution_feature_overlap,0.025290707444453484
R_6P1wxXrNHroPf9i,counterfactual,new_26,test_trial,response_time,3.1811533385435964
R_6R9HRjc1dD88yPW,none,new_26,test_trial,boundary_new,0.004544067175860488
R_6R9HRjc1dD88yPW,none,new_26,test_trial,boundary_improvement,0.010453187210161531
R_6R9HRjc1dD88yPW,none,new_26,test_trial,success,0.13873759512385925
R_6R9HRjc1dD88yPW,none,new_26,test_trial,confidence_gain,0.05353116179328295
R_6R9HRjc1dD88yPW,none,new_26,test_trial,edit_l1,0.026357538415745497
R_6R9HRjc1dD88yPW,none,new_26,test_trial,target_helpful_shap,0.01673450816899807
R_6R9HRjc1dD88yPW,none,new_26,test_trial,cf_demo_cosine,-0.053492226258667126
R_6R9HRjc1dD88yPW,none,new_26,test_trial,attribution_feature_overlap,-0.0325166238571545
R_6R9HRjc1dD88yPW,none,new_26,test_trial,response_time,-2.060799566870114
R_6aqu1LmTSlgucVN,counterfactual,new_26,test_trial,boundary_new,-0.01338634514859158
R_6aqu1LmTSlgucVN,counterfactual,new_26,test_trial,boundary_improvement,0.058548052593012996
R_6aqu1LmTSlgucVN,counterfactual,new_26,test_trial,success,-0.1734219939048241
R_6aqu1LmTSlgucVN,counterfactual,new_26,test_trial,confidence_gain,-0.1789906985173337
R_6aqu1LmTSlgucVN,counterfactual,new_26,test_trial,edit_l1,0.04034397885929459
R_6aqu1LmTSlgucVN,counterfactual,new_26,test_trial,target_helpful_shap,-0.09276239404235707
R_6aqu1LmTSlgucVN,counterfactual,new_26,test_trial,cf_demo_cosine,-0.013790043815551507
R_6aqu1LmTSlgucVN,counterfactual,new_26,test_trial,attribution_feature_overlap,0.032805660513662536
R_6aqu1LmTSlgucVN,counterfactual,new_26,test_trial,response_time,-19.44618536938467
R_6dM4kpwwdD2TmDK,none,new_26,test_trial,boundary_new,-0.007369218259805694
R_6dM4kpwwdD2TmDK,none,new_26,test_trial,boundary_improvement,0.01680898673635455
R_6dM4kpwwdD2TmDK,none,new_26,test_trial,success,-0.004335549847620645
R_6dM4kpwwdD2TmDK,none,new_26,test_trial,confidence_gain,-0.06609633302855362
R_6dM4kpwwdD2TmDK,none,new_26,test_trial,edit_l1,-0.034171382906207776
R_6dM4kpwwdD2TmDK,none,new_26,test_trial,target_helpful_shap,-0.060652601731225844
R_6dM4kpwwdD2TmDK,none,new_26,test_trial,cf_demo_cosine,-0.025263418117679275
R_6dM4kpwwdD2TmDK,none,new_26,test_trial,attribution_feature_overlap,0.018642864344768532
R_6dM4kpwwdD2TmDK,none,new_26,test_trial,response_time,-8.907209404392775
R_6dXBSsEnSWPHZg1,counterfactual,new_26,test_trial,boundary_new,-0.00868083754180204
R_6dXBSsEnSWPHZg1,counterfactual,new_26,test_trial,boundary_improvement,0.044905512690588865
R_6dXBSsEnSWPHZg1,counterfactual,new_26,test_trial,success,0.0346843987809648
R_6dXBSsEnSWPHZg1,counterfactual,new_26,test_trial,confidence_gain,0.02443014338317843
R_6dXBSsEnSWPHZg1,counterfactual,new_26,test_trial,edit_l1,-0.06021416932941935
R_6dXBSsEnSWPHZg1,counterfactual,new_26,test_trial,target_helpful_shap,-0.014444852473376527
R_6dXBSsEnSWPHZg1,counterfactual,new_26,test_trial,cf_demo_cosine,0.0025119764054693542
R_6dXBSsEnSWPHZg1,counterfactual,new_26,test_trial,attribution_feature_overlap,-0.08490451784923679
R_6dXBSsEnSWPHZg1,counterfactual,new_26,test_trial,response_time,-17.69478798184015
R_6dth5vhxVEBQV2p,counterfactual,new_26,test_trial,boundary_new,0.013924175064456588
R_6dth5vhxVEBQV2p,counterfactual,new_26,test_trial,boundary_improvement,0.024008288152968286
R_6dth5vhxVEBQV2p,counterfactual,new_26,test_trial,success,0.10838874619051501
R_6dth5vhxVEBQV2p,counterfactual,new_26,test_trial,confidence_gain,0.0989536729454755
R_6dth5vhxVEBQV2p,counterfactual,new_26,test_trial,edit_l1,-0.025200666995267348
R_6dth5vhxVEBQV2p,counterfactual,new_26,test_trial,target_helpful_shap,0.08526269832208692
R_6dth5vhxVEBQV2p,counterfactual,new_26,test_trial,cf_demo_cosine,0.20556923832528043
R_6dth5vhxVEBQV2p,counterfactual,new_26,test_trial,attribution_feature_overlap,-0.09032395515876256
R_6dth5vhxVEBQV2p,counterfactual,new_26,test_trial,response_time,0.18415247977768495
R_6ltB5PoMoQ8gakx,counterfactual,new_26,test_trial,boundary_new,0.014545104798955426
R_6ltB5PoMoQ8gakx,counterfactual,new_26,test_trial,boundary_improvement,0.01961446156464215
R_6ltB5PoMoQ8gakx,counterfactual,new_26,test_trial,success,-0.05636214801906781
R_6ltB5PoMoQ8gakx,counterfactual,new_26,test_trial,confidence_gain,-0.07941034373775642
R_6ltB5PoMoQ8gakx,counterfactual,new_26,test_trial,edit_l1,0.23494858563579396
R_6ltB5PoMoQ8gakx,counterfactual,new_26,test_trial,target_helpful_shap,0.013407730093435832
R_6ltB5PoMoQ8gakx,counterfactual,new_26,test_trial,cf_demo_cosine,-0.004958780358918554
R_6ltB5PoMoQ8gakx,counterfactual,new_26,test_trial,attribution_feature_overlap,0.004335549847620496
R_6ltB5PoMoQ8gakx,counterfactual,new_26,test_trial,response_time,-6.624676811665805
R_6upJU84Jtf3Faf5,none,original_36,test_trial,boundary_new,0.00137992783818523
R_6upJU84Jtf3Faf5,none,original_36,test_trial,boundary_improvement,0.042559198048645906
R_6upJU84Jtf3Faf5,none,original_36,test_trial,success,0.13006649542861803
R_6upJU84Jtf3Faf5,none,original_36,test_trial,confidence_gain,0.09121152379793586
R_6upJU84Jtf3Faf5,none,original_36,test_trial,edit_l1,0.053252171246104194
R_6upJU84Jtf3Faf5,none,original_36,test_trial,target_helpful_shap,0.10129736040321467
R_6upJU84Jtf3Faf5,none,original_36,test_trial,cf_demo_cosine,0.09750452916172438
R_6upJU84Jtf3Faf5,none,original_36,test_trial,attribution_feature_overlap,0.0513040065301771
R_6upJU84Jtf3Faf5,none,original_36,test_trial,response_time,-4.320258363308044
R_771uyV9h8uinmh3,attribution,original_36,test_trial,boundary_new,0.0037688883227987103
R_771uyV9h8uinmh3,attribution,original_36,test_trial,boundary_improvement,0.037598610365260084
R_771uyV9h8uinmh3,attribution,original_36,test_trial,success,-0.08671099695241201
R_771uyV9h8uinmh3,attribution,original_36,test_trial,confidence_gain,-0.13297417207287893
R_771uyV9h8uinmh3,attribution,original_36,test_trial,edit_l1,-0.003903032547941722
R_771uyV9h8uinmh3,attribution,original_36,test_trial,target_helpful_shap,-0.002800875699987665
R_771uyV9h8uinmh3,attribution,original_36,test_trial,cf_demo_cosine,0.0864164183817341
R_771uyV9h8uinmh3,attribution,original_36,test_trial,attribution_feature_overlap,0.026013299085723585
R_771uyV9h8uinmh3,attribution,original_36,test_trial,response_time,-5.583243053868554
R_7DtIw0Gr58M4CAa,counterfactual,original_36,test_trial,boundary_new,0.06698566404590602
R_7DtIw0Gr58M4CAa,counterfactual,original_36,test_trial,boundary_improvement,-0.04562312896035224
R_7DtIw0Gr58M4CAa,counterfactual,original_36,test_trial,success,-0.4335549847620602
R_7DtIw0Gr58M4CAa,counterfactual,original_36,test_trial,confidence_gain,-0.4351789488038285
R_7DtIw0Gr58M4CAa,counterfactual,original_36,test_trial,edit_l1,-0.17579498097386298
R_7DtIw0Gr58M4CAa,counterfactual,original_36,test_trial,target_helpful_shap,-0.32997270417968444
R_7DtIw0Gr58M4CAa,counterfactual,original_36,test_trial,cf_demo_cosine,-0.4005835238903199
R_7DtIw0Gr58M4CAa,counterfactual,original_36,test_trial,attribution_feature_overlap,-0.07767860143653578
R_7DtIw0Gr58M4CAa,counterfactual,original_36,test_trial,response_time,0.3631716685357854
R_7IXNpixLXSjItSq,none,original_36,test_trial,boundary_new,0.04275626904317492
R_7IXNpixLXSjItSq,none,original_36,test_trial,boundary_improvement,-0.003969652073785847
R_7IXNpixLXSjItSq,none,original_36,test_trial,success,-0.10405319634289442
R_7IXNpixLXSjItSq,none,original_36,test_trial,confidence_gain,-0.11263668788151514
R_7IXNpixLXSjItSq,none,original_36,test_trial,edit_l1,0.04956481180376045
R_7IXNpixLXSjItSq,none,original_36,test_trial,target_helpful_shap,-0.05185299684532693
R_7IXNpixLXSjItSq,none,original_36,test_trial,cf_demo_cosine,-0.15227503365950842
R_7IXNpixLXSjItSq,none,original_36,test_trial,attribution_feature_overlap,-0.022400340879373124
R_7IXNpixLXSjItSq,none,original_36,test_trial,response_time,-0.3351336676712251
R_7L78tZJ3cQDgpFH,counterfactual,original_36,test_trial,boundary_new,-0.12463276473861885
R_7L78tZJ3cQDgpFH,counterfactual,original_36,test_trial,boundary_improvement,0.16260533774224284
R_7L78tZJ3cQDgpFH,counterfactual,original_36,test_trial,success,-0.026013299085723605
R_7L78tZJ3cQDgpFH,counterfactual,original_36,test_trial,confidence_gain,-0.020633567659690006
R_7L78tZJ3cQDgpFH,counterfactual,original_36,test_trial,edit_l1,-0.6134443687467763
R_7L78tZJ3cQDgpFH,counterfactual,original_36,test_trial,target_helpful_shap,-0.04876749146801874
R_7L78tZJ3cQDgpFH,counterfactual,original_36,test_trial,cf_demo_cosine,0.11965853428984576
R_7L78tZJ3cQDgpFH,counterfactual,original_36,test_trial,attribution_feature_overlap,-0.06676746765335728
R_7L78tZJ3cQDgpFH,counterfactual,original_36,test_trial,response_time,-5.336567609738331
R_7MBioYOD8gq6nT3,counterfactual,original_36,test_trial,boundary_new,0.039357873837575885
R_7MBioYOD8gq6nT3,counterfactual,original_36,test_trial,boundary_improvement,0.00544024252155303
R_7MBioYOD8gq6nT3,counterfactual,original_36,test_trial,success,-0.16475089420958286
R_7MBioYOD8gq6nT3,counterfactual,original_36,test_trial,confidence_gain,-0.15569565404761665
R_7MBioYOD8gq6nT3,counterfactual,original_36,test_trial,edit_l1,-0.05896338638412233
R_7MBioYOD8gq6nT3,counterfactual,original_36,test_trial,target_helpful_shap,-0.09447535953140883
R_7MBioYOD8gq6nT3,counterfactual,original_36,test_trial,cf_demo_cosine,-0.2566848058778119
R_7MBioYOD8gq6nT3,counterfactual,original_36,test_trial,attribution_feature_overlap,-0.0317940322158844
R_7MBioYOD8gq6nT3,counterfactual,original_36,test_trial,response_time,-5.308447233426664
R_7PsMTUjq8Wa1btt,counterfactual,original_36,test_trial,boundary_new,0.04269148686671874
R_7PsMTUjq8Wa1btt,counterfactual,original_36,test_trial,boundary_improvement,0.006677373726164304
R_7PsMTUjq8Wa1btt,counterfactual,original_36,test_trial,success,-0.2427907914667536
R_7PsMTUjq8Wa1btt,counterfactual,original_36,test_trial,confidence_gain,-0.21624262348518197
R_7PsMTUjq8Wa1btt,counterfactual,original_36,test_trial,edit_l1,-0.05446570551443906
R_7PsMTUjq8Wa1btt,counterfactual,original_36,test_trial,target_helpful_shap,-0.19071063044620598
R_7PsMTUjq8Wa1btt,counterfactual,original_36,test_trial,cf_demo_cosine,0.006478449268629887
R_7PsMTUjq8Wa1btt,counterfactual,original_36,test_trial,attribution_feature_overlap,0.0635880644317688
R_7PsMTUjq8Wa1btt,counterfactual,original_36,test_trial,response_time,-1.404206555747055
R_7QQowZQ43kZcCj7,counterfactual,new_26,test_trial,boundary_new,0.01953313507737613
R_7QQowZQ43kZcCj7,counterfactual,new_26,test_trial,boundary_improvement,0.015264434528744486
R_7QQowZQ43kZcCj7,counterfactual,new_26,test_trial,success,-0.008671099695241194
R_7QQowZQ43kZcCj7,counterfactual,new_26,test_trial,confidence_gain,-0.01836533512359799
R_7QQowZQ43kZcCj7,counterfactual,new_26,test_trial,edit_l1,0.31552025386787513
R_7QQowZQ43kZcCj7,counterfactual,new_26,test_trial,target_helpful_shap,0.12363050674260831
R_7QQowZQ43kZcCj7,counterfactual,new_26,test_trial,cf_demo_cosine,0.054214840837553825
R_7QQowZQ43kZcCj7,counterfactual,new_26,test_trial,attribution_feature_overlap,0.03323921549842464
R_7QQowZQ43kZcCj7,counterfactual,new_26,test_trial,response_time,-19.57729239677671
R_7Xi0pALCUOc3Fh1,attribution,new_26,test_trial,boundary_new,0.08391090599605143
R_7Xi0pALCUOc3Fh1,attribution,new_26,test_trial,boundary_improvement,-0.014987001430182475
R_7Xi0pALCUOc3Fh1,attribution,new_26,test_trial,success,-0.07370434740955022
R_7Xi0pALCUOc3Fh1,attribution,new_26,test_trial,confidence_gain,-0.129798460365908
R_7Xi0pALCUOc3Fh1,attribution,new_26,test_trial,edit_l1,-0.024901090700353363
R_7Xi0pALCUOc3Fh1,attribution,new_26,test_trial,target_helpful_shap,-0.0012451534164345805
R_7Xi0pALCUOc3Fh1,attribution,new_26,test_trial,cf_demo_cosine,-0.2114983965996496
R_7Xi0pALCUOc3Fh1,attribution,new_26,test_trial,attribution_feature_overlap,-0.15391201959053133
R_7Xi0pALCUOc3Fh1,attribution,new_26,test_trial,response_time,-0.3802190505366312
R_7arfHhy57BRFG9z,none,new_26,test_trial,boundary_new,0.03569047791383346
R_7arfHhy57BRFG9z,none,new_26,test_trial,boundary_improvement,0.024131269779415775
R_7arfHhy57BRFG9z,none,new_26,test_trial,success,-0.22544859207627124
R_7arfHhy57BRFG9z,none,new_26,test_trial,confidence_gain,-0.2224556770498833
R_7arfHhy57BRFG9z,none,new_26,test_trial,edit_l1,-0.005749509602383655
R_7arfHhy57BRFG9z,none,new_26,test_trial,target_helpful_shap,-0.06517539924321183
R_7arfHhy57BRFG9z,none,new_26,test_trial,cf_demo_cosine,-0.2386338676135573
R_7arfHhy57BRFG9z,none,new_26,test_trial,attribution_feature_overlap,-0.1344020452762386
R_7arfHhy57BRFG9z,none,new_26,test_trial,response_time,-0.5353797084832783
R_7dLdPi0fchuvKbu,counterfactual,new_26,test_trial,boundary_new,0.011630140260151666
R_7dLdPi0fchuvKbu,counterfactual,new_26,test_trial,boundary_improvement,0.037769916218905575
R_7dLdPi0fchuvKbu,counterfactual,new_26,test_trial,success,-0.2167774923810301
R_7dLdPi0fchuvKbu,counterfactual,new_26,test_trial,confidence_gain,-0.1678690175633306
R_7dLdPi0fchuvKbu,counterfactual,new_26,test_trial,edit_l1,0.02821342581212349
R_7dLdPi0fchuvKbu,counterfactual,new_26,test_trial,target_helpful_shap,-0.13134337398003423
R_7dLdPi0fchuvKbu,counterfactual,new_26,test_trial,cf_demo_cosine,0.04039154796521672
R_7dLdPi0fchuvKbu,counterfactual,new_26,test_trial,attribution_feature_overlap,0.031071440574614306
R_7dLdPi0fchuvKbu,counterfactual,new_26,test_trial,response_time,-1.662657353263416
R_7gJ0bylGgi6iHe1,counterfactual,new_26,test_trial,boundary_new,0.025368557470496118
R_7gJ0bylGgi6iHe1,counterfactual,new_26,test_trial,boundary_improvement,0.020459695866644072
R_7gJ0bylGgi6iHe1,counterfactual,new_26,test_trial,success,-0.31215958902868324
R_7gJ0bylGgi6iHe1,counterfactual,new_26,test_trial,confidence_gain,-0.3054895741892801
R_7gJ0bylGgi6iHe1,counterfactual,new_26,test_trial,edit_l1,-0.08741550389489808
R_7gJ0bylGgi6iHe1,counterfactual,new_26,test_trial,target_helpful_shap,-0.15257228221445673
R_7gJ0bylGgi6iHe1,counterfactual,new_26,test_trial,cf_demo_cosine,-0.1657254253194134
R_7gJ0bylGgi6iHe1,counterfactual,new_26,test_trial,attribution_feature_overlap,-0.10224671723971916
R_7gJ0bylGgi6iHe1,counterfactual,new_26,test_trial,response_time,0.8037068885525163
R_7ojrp9raD1YDwJj,none,new_26,test_trial,boundary_new,0.030235246068911842
R_7ojrp9raD1YDwJj,none,new_26,test_trial,boundary_improvement,0.025086979340887654
R_7ojrp9raD1YDwJj,none,new_26,test_trial,success,-0.28614628994295965
R_7ojrp9raD1YDwJj,none,new_26,test_trial,confidence_gain,-0.27867457638577775
R_7ojrp9raD1YDwJj,none,new_26,test_trial,edit_l1,-0.03375197234790397
R_7ojrp9raD1YDwJj,none,new_26,test_trial,target_helpful_shap,-0.13482466418205344
R_7ojrp9raD1YDwJj,none,new_26,test_trial,cf_demo_cosine,-0.28929632018688906
R_7ojrp9raD1YDwJj,none,new_26,test_trial,attribution_feature_overlap,-0.14343444079211493
R_7ojrp9raD1YDwJj,none,new_26,test_trial,response_time,-3.583973610435874
R_7xWlSJ5Zdqog9gt,none,original_36,test_trial,boundary_new,-0.00698402924881755
R_7xWlSJ5Zdqog9gt,none,original_36,test_trial,boundary_improvement,0.03396885618041448
R_7xWlSJ5Zdqog9gt,none,original_36,test_trial,success,-0.4335549847620602
R_7xWlSJ5Zdqog9gt,none,original_36,test_trial,confidence_gain,-0.44354786673031027
R_7xWlSJ5Zdqog9gt,none,original_36,test_trial,edit_l1,-0.13893775076477957
R_7xWlSJ5Zdqog9gt,none,original_36,test_trial,target_helpful_shap,-0.17745864374763626
R_7xWlSJ5Zdqog9gt,none,original_36,test_trial,cf_demo_cosine,-0.4050226162346994
R_7xWlSJ5Zdqog9gt,none,original_36,test_trial,attribution_feature_overlap,-0.05094271070954208
R_7xWlSJ5Zdqog9gt,none,original_36,test_trial,response_time,-2.9399883782697014
R_12myev0XH9WOz3H,counterfactual,original_36,nearest_training_distance,boundary_new,-0.03392053551410748
R_12myev0XH9WOz3H,counterfactual,original_36,nearest_training_distance,boundary_improvement,-0.027776547551363304
R_12myev0XH9WOz3H,counterfactual,original_36,nearest_training_distance,success,-0.10248049756980773
R_12myev0XH9WOz3H,counterfactual,original_36,nearest_training_distance,confidence_gain,-0.12460820619756789
R_12myev0XH9WOz3H,counterfactual,original_36,nearest_training_distance,edit_l1,0.10419252537339707
R_12myev0XH9WOz3H,counterfactual,original_36,nearest_training_distance,target_centroid_progress,-0.1422692605484511
R_12myev0XH9WOz3H,counterfactual,original_36,nearest_training_distance,target_helpful_shap,-0.059284045347090884
R_12myev0XH9WOz3H,counterfactual,original_36,nearest_training_distance,cf_demo_cosine,-0.03976178796395073
R_12myev0XH9WOz3H,counterfactual,original_36,nearest_training_distance,cf_demo_feature_jaccard,-0.1390303903117137
R_12myev0XH9WOz3H,counterfactual,original_36,nearest_training_distance,attribution_feature_overlap,-0.1390303903117137
R_156Kmlz4ECsrHQR,attribution,original_36,nearest_training_distance,boundary_new,-0.014675955289437681
R_156Kmlz4ECsrHQR,attribution,original_36,nearest_training_distance,boundary_improvement,-0.04702112777603303
R_156Kmlz4ECsrHQR,attribution,original_36,nearest_training_distance,success,-0.076221184600248
R_156Kmlz4ECsrHQR,attribution,original_36,nearest_training_distance,confidence_gain,-0.0907931276543877
R_156Kmlz4ECsrHQR,attribution,original_36,nearest_training_distance,edit_l1,0.00270654353066767
R_156Kmlz4ECsrHQR,attribution,original_36,nearest_training_distance,target_centroid_progress,0.018489837702424676
R_156Kmlz4ECsrHQR,attribution,original_36,nearest_training_distance,target_helpful_shap,-0.011433674672677314
R_156Kmlz4ECsrHQR,attribution,original_36,nearest_training_distance,cf_demo_cosine,-0.017429603397568133
R_156Kmlz4ECsrHQR,attribution,original_36,nearest_training_distance,cf_demo_feature_jaccard,0.02382950302988497
R_156Kmlz4ECsrHQR,attribution,original_36,nearest_training_distance,attribution_feature_overlap,0.02382950302988497
R_1CKtpMfx1ihpfn1,counterfactual,new_26,nearest_training_distance,boundary_new,-0.04159598802225265
R_1CKtpMfx1ihpfn1,counterfactual,new_26,nearest_training_distance,boundary_improvement,-0.020101095043218133
R_1CKtpMfx1ihpfn1,counterfactual,new_26,nearest_training_distance,success,0.025756944128759205
R_1CKtpMfx1ihpfn1,counterfactual,new_26,nearest_training_distance,confidence_gain,0.002763449546751277
R_1CKtpMfx1ihpfn1,counterfactual,new_26,nearest_training_distance,edit_l1,0.009030592443098161
R_1CKtpMfx1ihpfn1,counterfactual,new_26,nearest_training_distance,target_centroid_progress,-0.09762232340701327
R_1CKtpMfx1ihpfn1,counterfactual,new_26,nearest_training_distance,target_helpful_shap,0.03827086725884549
R_1CKtpMfx1ihpfn1,counterfactual,new_26,nearest_training_distance,cf_demo_cosine,0.14486672370599096
R_1CKtpMfx1ihpfn1,counterfactual,new_26,nearest_training_distance,cf_demo_feature_jaccard,0.04608060885391891
