participant,xai,boundary_new,boundary_improvement,relative_boundary_improvement,success,confidence_gain,move_target,edit_l1,n_changed,distance_to_minimal_cf,plausibility,subset_plausibility,actionability,target_centroid_progress,target_centroid_efficiency,nearest_target_train_progress,target_helpful_shap,helpful_shap_efficiency,attribution_feature_overlap,attribution_global_relevance,training_direction_agreement,training_direction_magnitude_index,cf_demo_cosine,cf_demo_feature_jaccard,cf_demo_sign_agreement,cf_demo_delta_l1_error,target_demo_endpoint_distance,response_time,training_accuracy,crt,cognitive_family,eta,alpha,rho,lambda,beta,age_actionable,fast_participant,wave,select_Glucose,abs_change_Glucose,signed_change_Glucose,select_Blood Pressure,abs_change_Blood Pressure,signed_change_Blood Pressure,select_Insulin,abs_change_Insulin,signed_change_Insulin,select_BMI,abs_change_BMI,signed_change_BMI,select_Age,abs_change_Age,signed_change_Age,feature_selection_entropy,modal_subset_share,global_sign_consistency
R_60Vourt3Kluat5u,attribution,0.14014930496,-0.017271759364999993,-0.7954900347837227,0.5,0.5041673895285,0.75,0.59256461331335,2.2,0.7119902521699999,0.9390401839500001,0.8672578115349999,1.0,-0.14777576202997833,-0.4226430781092592,-0.10219446001152,0.29111660979500004,0.4573427543399034,0.3,0.21402777777777776,0.5,0.0,0.19370908387347172,0.3,0.5,0.711919405363715,1.0152701085008884,17.5716,0.75,2,feature contribution,1.0,0.0,0.15,,,0,0,new_26,0.45,0.1611120557729,-0.1611120557729,0.9,0.27065217391295,-0.27065217391295,0.1,0.0157757980698,-0.0157757980698,0.75,0.14502458555769998,-0.14502458555769998,0.0,0.0,0.0,0.7441274326199268,0.4,1.0
R_61hCu6g2tcWoJo7,attribution,0.12059938158000001,0.002278164014999996,-0.7570186000688519,0.75,0.710113429145,0.9,0.59111690795843,1.85,0.587928184645,0.9289080375050001,0.8853940525849999,1.0,0.10134328376847834,0.14742226311017906,0.11670839701635997,0.500677773155,0.8733834907602563,0.45,0.2571111111111111,1.0,1.0,0.5106214046942342,0.45,0.8,0.571095403930085,0.8505007314664184,18.3216,0.3333333333,3,feature contribution,1.0,0.0,0.15,,,0,0,original_36,0.55,0.21637476619619997,0.11350110525419999,0.2,0.04673913043475001,-0.02065217391295,0.5,0.14796255052388002,0.08898374989687,0.6,0.18004046080359998,-0.060157909525099994,0.0,0.0,0.0,0.8201152044294403,0.15,0.13513513513513514
R_6DD4Hjc7DAhjrhU,attribution,0.154385546855,-0.031508001259999995,-1.0940606816188843,0.7,0.6785807751146999,0.8,0.66397018006627,2.0,0.6678186048,0.92657108194,0.8445307826549999,1.0,0.021934525499528255,0.07428329548443383,-0.01219585539182504,0.33950842136000003,0.4881706371859512,0.5041666666666667,0.25972222222222224,1.0,1.0,0.588939275237741,0.5041666666666667,0.8,0.6323095088621951,1.0150443638210334,11.57525,0.8333333333,4,feature contribution,0.0,0.0,0.15,,,0,0,original_36,0.45,0.17386498894751498,-0.14155755823851499,0.65,0.22608695652163502,-0.189130434782635,0.7,0.19054689433302,0.11878247958418,0.2,0.07347134026409999,-0.026471340264099995,0.0,0.0,0.0,0.8068629870890592,0.3,0.2
R_6I5GvkY1dba6Sm6,none,0.20715189121000002,-0.084274345615,-1.6777326269070048,0.95,0.922332950645,1.0,1.042383684762785,2.85,0.9405190364599999,0.9073332734499999,0.8525429760750001,0.95,-0.05328241543570663,0.018580279969110196,0.035295670845089985,0.74449056434,0.7885418644179294,0.4666666666666666,0.2363611111111111,0.9833333333333334,0.9864085175417363,0.604496406703177,0.4666666666666666,0.925,0.9252268069083399,1.1355193664475132,28.138749999999998,0.9166666667,2,feature contribution,0.0,0.0,0.2,,,0,0,original_36,0.8,0.33710253358272996,0.15941166468277998,0.65,0.20760869565214998,0.0010869565217500043,0.65,0.20640930462760498,0.085358409634545,0.7,0.2763982860354,0.1041808092161,0.05,0.014864864864899999,-0.014864864864899999,0.8988320199776422,0.2,0.08771929824561403
R_6J90tRZsF1dbkUv,none,0.240047741375,-0.11717019578000001,-1.880702245364826,0.55,0.5291436273564916,0.65,0.45565041086105007,1.3,0.645732812715,0.9431457637299999,0.906977931925,1.0,-0.17419820362576338,-0.5570331491595165,0.07791648179770999,0.279029806615,0.500026429328071,0.3,0.23208333333333334,0.5,0.0,0.15305758143005477,0.3,0.25,0.600958162681415,0.9299290625948551,19.24535,0.5833333333,3,weighted examples,0.0,,0.15,6.0,0.0,0,0,new_26,0.4,0.1241285495664,-0.1241285495664,0.1,0.009782608695650003,-0.009782608695650003,0.0,0.0,0.0,0.8,0.321739252599,-0.321739252599,0.0,0.0,0.0,0.5335657289864226,0.5,1.0
R_6KDvslaxG4W04I9,counterfactual,0.14676199729,-0.023884451695,-0.9228949786560866,0.5,0.5057773776532499,0.7,0.60826687104834,1.75,0.72098145022,0.9297603703349999,0.8455400262499999,1.0,-0.2977125699896733,-0.5821135579927292,-0.18814345604773,0.172141736735,0.21687543460221653,0.275,0.21797222222222223,0.5,0.0,0.21484591807715175,0.275,0.5,0.741352796390105,1.0949340074503118,7.2289,0.6666666667,2,feature contribution,1.0,1.0,0.25,,,0,0,original_36,0.65,0.238054752593195,-0.238054752593195,0.95,0.32934782608679497,-0.32934782608679497,0.05,0.007939453930549999,-0.007939453930549999,0.1,0.032924838437799996,-0.032924838437799996,0.0,0.0,0.0,0.5993610791339757,0.6,1.0
R_6P1wxXrNHroPf9i,counterfactual,0.10168998225999999,0.021187563335,-0.4419048843877649,0.35,0.35535051688464103,0.6,0.39290818967025,1.85,0.517992792195,0.93450192574,0.875909709145,0.9,0.05938789897280328,-0.14324750391764912,-0.05867758547050004,0.14154902807999997,0.16728577919712725,0.4,0.2871666666666667,0.5,0.0,0.045445142127444535,0.4,0.45,0.475376475173375,0.7291905328502299,17.863750000000003,0.75,3,feature contribution,0.5,1.0,0.0,,,1,0,new_26,0.15,0.02593096412175,0.02593096412175,0.15,0.0173913043478,0.0173913043478,1.0,0.25684649014274996,0.25684649014274996,0.45,0.0805772688958,0.0805772688958,0.1,0.01216216216215,0.01216216216215,0.7714012258516818,0.4,1.0
R_6R9HRjc1dD88yPW,none,0.08026373792,0.042613807675000004,0.24348746257785708,0.3,0.202357025262355,0.85,0.157824347896305,1.0,0.290114821515,0.9617118711050001,0.91592698683,0.8,0.100436148610405,0.6304488989272652,0.050554509032314975,0.13669033464,1.0209827558074087,0.225,0.20483333333333334,1.0,1.0,0.3089750591369919,0.225,0.45,0.30288911602747,0.6281767144538334,20.5624,0.6666666667,4,weighted examples,0.0,,0.0,0.0,0.0,1,0,new_26,0.7,0.114351300799255,0.067590545825555,0.05,0.009782608695650003,-0.009782608695650003,0.0,0.0,0.0,0.05,0.009366114076999998,-0.009366114076999998,0.2,0.024324324324399994,-0.024324324324399994,0.5412655336805364,0.7,0.0
R_6aqu1LmTSlgucVN,counterfactual,0.14109812971,-0.018220584115,-0.7650552171746341,0.8,0.778919262065,0.9,0.65525116545442,2.3,0.6462707479149999,0.9334992505549999,0.9014018239049999,0.95,0.09931068373085335,0.015219075539174657,0.18734127184582997,0.5701415222949999,1.1100685462690036,0.4116666666666666,0.25372222222222224,0.9525,0.9113671132270971,0.3864663941360207,0.4116666666666666,0.5,0.6446868702254849,0.8315196399754733,77.84515,0.6666666667,4,weighted examples,0.5,,0.15,6.0,1.0,1,0,new_26,0.95,0.312021765006125,0.02295527971418499,0.1,0.017391304347800004,-0.004347826086899995,0.25,0.06372185102699499,-0.007011465808794995,0.95,0.25265678561399996,-0.011312587805499985,0.05,0.0094594594595,0.0094594594595,0.7401360530031965,0.75,0.08695652173913043
R_6dM4kpwwdD2TmDK,none,0.062011980344999995,0.060865565249999996,0.1304926293042567,0.55,0.5238461651599999,0.9,0.44175579094790496,2.5,0.47208794030499995,0.9574947302750001,0.882633206945,0.85,0.2479497961962383,0.5176140483118411,0.13416480653573495,0.38459971940500004,0.9385882654853642,0.42833333333333334,0.2514722222222222,0.975,0.9213627600807669,0.5712714952230402,0.42833333333333334,0.95,0.38519876178094997,0.6224616838939417,26.09405,0.5833333333,3,weighted examples,0.0,,0.0,0.0,0.0,1,0,new_26,0.65,0.160261860227955,-0.09479680326484499,0.3,0.061956521739150006,-0.03804347826085,0.7,0.07485770848795001,0.04949269982664999,0.7,0.129814835628,0.07424669851090002,0.15,0.014864864864849997,-0.014864864864849997,0.9235126020041533,0.2,0.08
R_6dXBSsEnSWPHZg1,counterfactual,0.100737801905,0.022139743689999998,-0.18429375323592517,0.4,0.4125782318241716,0.7,0.317722421976815,1.45,0.45448666270500004,0.9538684792850001,0.89324114022,1.0,0.022907214482298283,0.1605501793770058,0.00704884094081,0.13536917467,0.45602997640118553,0.30416666666666664,0.2659722222222222,0.6416666666666667,0.2951993705960649,0.20727469518178498,0.30416666666666664,0.55,0.45060512526616003,0.7362513447566068,19.82225,0.9166666667,4,feature contribution,0.0,0.0,0.0,,,0,0,new_26,0.7,0.19086889984695,-0.08459445672524998,0.25,0.0521739130434,-0.0521739130434,0.4,0.056813495009465,0.031242266765664994,0.1,0.017866114077,-0.007866114076999999,0.0,0.0,0.0,0.7420830274555663,0.35,0.1724137931034483
R_6dth5vhxVEBQV2p,counterfactual,0.10603899151,0.016838554085000002,-0.21831903532094912,0.15,0.17098586190483062,0.7,0.195344777324375,1.1,0.38026174803,0.9589333391049999,0.9052923737749999,0.9,0.06527225257434166,0.24021800629893858,0.015033006491884984,0.0500276127,0.22516387876189659,0.30833333333333335,0.2649722222222222,0.6333333333333333,0.2748220503265017,0.09113881522999037,0.30833333333333335,0.35,0.37067107115273,0.6818275411135467,8.297749999999999,0.6666666667,4,weighted examples,1.0,,0.0,6.0,1.0,1,0,new_26,0.15,0.04463526611119999,-0.04463526611119999,0.0,0.0,0.0,0.55,0.084756248453275,0.084756248453275,0.3,0.021358668165250002,0.01247021635295,0.1,0.04459459459465,-0.006756756756749999,0.7397669631412906,0.5,0.45454545454545453
R_6ltB5PoMoQ8gakx,counterfactual,0.09259802195,0.030279523645,-0.4827764185880178,0.55,0.5267568363999999,0.9,0.632739212246725,2.6,0.55107843678,0.938895195495,0.86963714317,1.0,0.271346604477535,0.3701297457368657,0.07076356134388996,0.366855761045,0.7828463138947555,0.5833333333333333,0.2778611111111111,0.9458333333333334,0.8757235003410073,0.6879474268102401,0.5833333333333333,1.0,0.47446540006606003,0.7137920593901116,17.4588,0.6666666667,2,feature contribution,0.5,0.0,0.1,,,0,0,new_26,0.8,0.229127699370905,0.070991328005405,0.35,0.06413043478264999,0.029347826087050007,0.9,0.22807885836841998,0.15755176111518,0.55,0.11140221972474999,0.059805984827250004,0.0,0.0,0.0,0.8253997654711063,0.25,0.2692307692307692
R_6upJU84Jtf3Faf5,none,0.07144395262,0.051433592975,0.050853711040045435,0.4,0.45177516503500004,0.9,0.406395875039705,1.85,0.47144114739500004,0.950747295165,0.89759141992,0.45,0.35478116628107165,0.8556980949191075,0.20107225466866993,0.305602167365,0.8671481251088531,0.275,0.178125,1.0,1.0,0.35647371598992167,0.275,0.6,0.46409563533644993,0.6311435333253919,10.96015,0.9166666667,3,weighted examples,0.0,,0.0,0.0,0.0,1,0,original_36,0.45,0.09012072776740501,-0.025505866349295005,0.15,0.03260869565215,-0.026086956521750006,0.35,0.0643405097748,0.0643405097748,0.35,0.08689350941275,-0.005152289969049986,0.55,0.1324324324326,-1.999955756559757e-13,0.9557393211050699,0.1,0.08108108108108109
R_771uyV9h8uinmh3,attribution,0.094312211525,0.028565334069999997,-0.3153241532371088,0.7,0.6520082763949999,0.9,0.328176016140455,1.0,0.46402981432,0.946800422235,0.8835843238000001,1.0,0.17589047685505496,0.49128281664024875,0.02047584210347498,0.24164687827,0.7756162512697908,0.35,0.21166666666666667,1.0,1.0,0.5642442763323269,0.35,0.7,0.34460977026622,0.62726623146905,11.2726,0.5,3,feature contribution,1.0,0.0,0.1,,,0,0,original_36,0.3,0.095221901037255,0.027206257439254995,0.5,0.16521739130435,-0.06739130434784998,0.0,0.0,0.0,0.2,0.06773672379885,0.03600449564485,0.0,0.0,0.0,0.639759388112919,0.5,0.0
R_7DtIw0Gr58M4CAa,counterfactual,0.194164258495,-0.07128671290000001,-1.1842572076832714,0.5,0.4832388037566588,0.6,0.497565524669065,2.55,0.609070596725,0.943825475465,0.8981931967550001,1.0,-0.07126462522469167,-0.33665000590625505,0.043949177100654976,0.315800304955,0.5944718593028379,0.3958333333333333,0.24136111111111114,0.5333333333333333,0.03824050397194807,0.21177802807698,0.3958333333333333,0.525,0.59399381726293,0.8847867887806501,23.31,0.6666666667,1,feature contribution,1.0,1.0,0.05,,,1,0,original_36,0.75,0.182366944397405,-0.182366944397405,0.6,0.10869565217379999,-0.10869565217379999,0.45,0.03382001154831,-0.028870741565639995,0.75,0.17268291654954998,-0.16868291654954998,0.0,0.0,0.0,0.8490078954846408,0.25,0.9215686274509803
R_7IXNpixLXSjItSq,none,0.132037912305,-0.009160366709999996,-0.2603563498052162,0.3,0.27763050405213796,0.6,0.241715028124965,1.05,0.39608036810499997,0.952441192515,0.902080311245,0.85,0.062292544136796656,0.3143742532663463,0.059941134761009984,0.09634683511,0.7428845219430327,0.19166666666666668,0.21458333333333335,0.95,0.9,0.18540786515624316,0.19166666666666668,0.35,0.43006625526453,0.7608326092547351,3.53825,0.8333333333,0,feature contribution,0.0,1.0,0.0,,,1,0,original_36,0.1,0.045060363883654996,0.045060363883654996,0.15,0.0445652173913,-0.0445652173913,0.35,0.05939123979211001,0.03258269405259,0.3,0.039995504355199996,0.002847710030900008,0.15,0.05270270270270001,0.0445945945946,0.934519555118908,0.3,0.047619047619047616
R_7L78tZJ3cQDgpFH,counterfactual,0.335239901235,-0.21236235564,-3.015324635460477,0.1,0.10864421030645,0.35,1.5582995320755901,3.85,1.758390480205,0.9024937661699999,0.76300856815,0.25,-1.3062063084898883,-0.8284625280802851,-0.983965281296055,0.12153382978,0.08767041361454875,0.32333333333333336,0.19480555555555554,0.1625,-0.6929715748293016,-0.21931398380174535,0.32333333333333336,0.15,1.7708977351821549,1.8840066952286367,19.215600000000002,0.5,2,feature contribution,1.0,1.0,0.0,,,1,0,original_36,0.75,0.33609080088411003,-0.01386668933871001,0.95,0.37282608695644004,-0.09239130434773998,0.6,0.2832013528004,0.22009816052124997,0.8,0.25672183197525,0.04784602416415001,0.75,0.30945945945938996,-0.025675675675689992,0.993384414837044,0.4,0.11688311688311688
R_7MBioYOD8gq6nT3,counterfactual,0.095651113565,0.027226432030000004,0.0024112132218684357,0.2,0.1917626969493865,0.65,0.20016968766135,1.15,0.398557173125,0.968079825505,0.911269865125,0.95,0.05276367560816164,-0.21997199819745536,0.07563722807885498,0.09850874557,0.383645672271341,0.25,0.21238888888888888,0.5,0.0,0.10837087372162986,0.25,0.3,0.375462223107415,0.717492271542955,12.939400000000001,0.75,3,feature contribution,1.0,1.0,0.0,,,1,0,original_36,0.05,0.02167998639685,-0.02167998639685,0.2,0.046739130434750004,-0.046739130434750004,0.1,0.00804256372185,-0.00804256372185,0.75,0.11695125035114999,-0.11695125035114999,0.05,0.006756756756749999,-0.006756756756749999,0.6635895500740443,0.65,1.0
R_7PsMTUjq8Wa1btt,counterfactual,0.12037376869000001,0.0025037769049999978,-0.49931816284715147,0.6,0.5715269898412206,0.9,0.520154395394955,2.4,0.502539579865,0.9375542904599999,0.8728057647,0.65,0.32365055738637,0.596582303519317,0.07964218341192994,0.37788646757,0.7979494892961294,0.425,0.21452083333333336,1.0,1.0,0.5954135492241606,0.425,1.0,0.46703872262908996,0.6728232158249752,20.769,0.6666666667,1,feature contribution,1.0,0.0,0.05,,,1,1,original_36,0.65,0.17726577112755498,0.019979595306855,0.7,0.13804347826085,-0.08152173913045,0.45,0.104862657758,0.0879526519838,0.25,0.0391716774375,-0.0391716774375,0.35,0.060810810811049984,-0.05270270270294999,0.9589647453938737,0.2,0.16666666666666666
R_7QQowZQ43kZcCj7,counterfactual,0.0773492781,0.045528267495,0.16002925447256405,0.5,0.508617083645,0.95,0.51129703430352,1.7,0.600643142485,0.94088804917,0.8893826723849999,0.9,0.11727111621476669,0.34557692319838595,0.06400630223843001,0.30754144595,0.8932235220137198,0.3833333333333333,0.20825,1.0,1.0,0.5375826755572436,0.3833333333333333,0.75,0.514833247436475,0.7148417329192183,41.30015,0.4166666667,4,feature contribution,1.0,0.5,0.1,,,1,0,new_26,0.5,0.187468117667005,0.17216459785740498,0.5,0.09239130434790002,0.007608695652199998,0.2,0.11940113833216501,0.11940113833216501,0.4,0.0890635009835,0.0675602697387,0.1,0.02297297297295,-0.02297297297295,0.9187999817970627,0.3,0.17647058823529413
R_7Xi0pALCUOc3Fh1,attribution,0.114067660685,0.00880988491,0.12059395862175437,0.05,0.11436893836845996,0.75,0.08767133457169998,1.0,0.29991249686,0.9706069798,0.910055936725,0.95,0.03805843550103334,0.42007279153217114,-0.013826764007495046,0.009204134145,0.21769604962925415,0.175,0.21283333333333335,0.55,0.1,0.18581236774516188,0.175,0.3,0.293754784825965,0.6989404580335383,20.640900000000002,0.5833333333,3,feature contribution,1.0,0.0,0.0,,,1,1,new_26,0.4,0.028906648529050005,-0.026356061894250004,0.45,0.03695652173899999,-0.03695652173899999,0.0,0.0,0.0,0.1,0.013700056195549995,-0.0037638381567500017,0.05,0.008108108108099999,-0.008108108108099999,0.6871280156139884,0.45,0.7
R_7arfHhy57BRFG9z,none,0.111800261485,0.011077284110000002,-0.4843729778238576,0.3,0.28446873473295003,0.6,0.23765903428264998,1.0,0.437757703795,0.9588304837399999,0.893867520975,1.0,-0.03594836689488336,-0.23759123129623677,-0.001932030252235023,0.091696215535,0.37843637686045256,0.2,0.20966666666666667,0.5,0.0,0.21791055444790164,0.2,0.35,0.410741146403015,0.7578167431919883,4.527,0.5833333333,4,feature contribution,0.0,0.0,0.0,,,0,0,new_26,0.2,0.06248937255565,-0.06248937255565,0.6,0.13369565217374998,-0.13369565217374998,0.0,0.0,0.0,0.2,0.041474009553249994,-0.041474009553249994,0.0,0.0,0.0,0.5904362833084089,0.6,1.0
R_7dLdPi0fchuvKbu,counterfactual,0.091574369145,0.031303176450000005,-0.2575257940857679,0.5,0.5056012746049999,0.9,0.382469115933805,2.1,0.42611493009499996,0.94816937575,0.88630321903,0.9,0.3088734894119866,0.7662002721153092,0.08661622419486995,0.27736477623,0.8324897893314462,0.4583333333333333,0.22886111111111113,1.0,1.0,0.5733051816613951,0.4583333333333333,0.85,0.34490994345304,0.6579156603314584,7.8434,0.75,3,feature contribution,0.5,0.5,0.0,,,1,0,new_26,0.3,0.070991328005405,-0.009777248767194999,0.65,0.1152173913043,-0.054347826086899996,0.6,0.10249113255810001,0.0861997855317,0.45,0.07079629109299998,-0.015055071649299989,0.1,0.022972972973,-0.0013513513513999987,0.915833345895448,0.15,0.09523809523809523
R_7gJ0bylGgi6iHe1,counterfactual,0.10748976029499999,0.015387785300000002,-0.36807302316254714,0.4,0.3924568285212,0.65,0.3449469827507,1.7,0.522003874405,0.95545244397,0.889394692905,0.6,0.0556375255919333,-0.06610241472745149,0.030345784376414962,0.1908242922,0.45347640636878844,0.15416666666666665,0.17762499999999998,0.5,0.0,0.19962923147607292,0.15416666666666665,0.4,0.515855181827565,0.7278160982531884,16.675199999999997,0.5833333333,2,feature contribution,1.0,1.0,0.05,,,1,1,new_26,0.35,0.08671994558740001,-0.08671994558740001,0.7,0.1413043478259,-0.1413043478259,0.0,0.0,0.0,0.25,0.04530106771565,-0.04530106771565,0.4,0.07162162162175,-0.07162162162175,0.8158742133149677,0.25,1.0
R_7ojrp9raD1YDwJj,none,0.100934235285,0.02194331031,-0.2202951702169406,0.4,0.38827967810295,0.65,0.3297725902757,1.45,0.480029617955,0.95535039082,0.8836793761499999,1.0,-0.033562516680183355,-0.29882531370549,-0.0020099684007100077,0.135827627025,0.3030285810753185,0.2375,0.21638888888888888,0.5,0.0,0.26088702334995684,0.2375,0.45,0.476045004204265,0.781230121030305,10.594800000000001,0.5833333333,3,feature contribution,0.0,0.0,0.0,,,0,0,new_26,0.45,0.12922972283625,-0.12922972283625,0.7,0.1467391304347,-0.1467391304347,0.0,0.0,0.0,0.3,0.053803737004749996,-0.053803737004749996,0.0,0.0,0.0,0.6465996651729529,0.4,1.0
R_7xWlSJ5Zdqog9gt,none,0.238729684565,-0.11585213896999999,-2.3414427767261077,0.5,0.47713633108,0.75,0.9527351838085301,3.15,0.9924403527700001,0.9270332799500001,0.84917932121,1.0,-0.39231309172253004,-0.5254638757207849,-0.17272449979365997,0.341636793155,0.30302150745571155,0.4625,0.23777777777777778,0.5916666666666667,0.053903914611482764,0.21103747726547964,0.4625,0.575,0.969188762461995,1.3281286213966434,20.008000000000003,0.5,1,feature contribution,0.0,0.0,0.05,,,0,0,original_36,0.7,0.1738649889475,-0.14240775378349999,1.0,0.41195652173905,-0.41195652173905,0.65,0.08867442052298,-0.07300173224458,0.8,0.27823925259899995,-0.27823925259899995,0.0,0.0,0.0,0.8526123510855225,0.4,0.7777777777777778
