context,outcome,comparison,n_a,n_b,mean_a,mean_b,difference,ci_low,ci_high,permutation_p,welch_p,hedges_g,beneficial_difference,q_within_context
original_wave,boundary_improvement,counterfactual - none,15,11,-0.019136686774666668,-0.02526427737318182,0.006127590598515153,-0.04681301703302803,0.059475130972493115,0.843,0.8318540416478688,0.08459755735913095,0.006127590598515153,0.8720689655172413
original_wave,target_helpful_shap,counterfactual - attribution,15,10,0.27183773016233326,0.26397012272135,0.007867607440983249,-0.09883544515949585,0.11547376694918031,0.895,0.8900907781145042,0.05328368974368334,0.007867607440983249,0.895
training_accuracy_at_least_50pct,cf_demo_cosine,counterfactual - attribution,25,14,0.30227575033476844,0.41106757431841556,-0.10879182398364712,-0.25213921549555995,0.022561351774254963,0.186,0.14802014306990327,-0.45095491669632487,-0.10879182398364712,0.7434375000000001
training_accuracy_at_least_50pct,boundary_improvement,attribution - none,14,17,0.007803028377142857,-0.0187593046832353,0.026562333060378154,-0.006238882719015229,0.061347231312506294,0.191,0.15608016188826704,0.47736640996990953,0.026562333060378154,0.7434375000000001
training_accuracy_at_least_50pct,boundary_new,attribution - none,14,17,0.11507451721785714,0.14163685027823528,-0.02656233306037814,-0.06078939072495592,0.0075888355823839435,0.19325,0.15608016188826726,-0.4773664099699092,0.02656233306037814,0.7434375000000001
training_accuracy_at_least_50pct,target_helpful_shap,attribution - none,14,17,0.26172723594428576,0.33817910377941174,-0.07645186783512598,-0.21223665764250577,0.0465891754685287,0.26025,0.27137930880712313,-0.3762103143795824,-0.07645186783512598,0.7434375000000001
training_accuracy_at_least_50pct,edit_l1,attribution - none,14,17,0.4425331956313111,0.5581018904098558,-0.1155686947785447,-0.3172441300907638,0.07053659834289445,0.2645,0.2562634519589444,-0.3881699886700031,0.1155686947785447,0.7434375000000001
training_accuracy_at_least_50pct,cf_demo_cosine,counterfactual - none,25,17,0.30227575033476844,0.38315568402232836,-0.08087993368755991,-0.21144823254346598,0.04605580892742303,0.2755,0.23524295402960962,-0.34830064460322285,-0.08087993368755991,0.7434375000000001
training_accuracy_at_least_50pct,target_helpful_shap,counterfactual - none,25,17,0.27779343871519996,0.33817910377941174,-0.06038566506421178,-0.18318459019401973,0.06560586225000382,0.30625,0.3581048840922546,-0.31352636190140987,-0.06038566506421178,0.7434375000000001
training_accuracy_at_least_50pct,confidence_gain,counterfactual - none,25,17,0.4623796548781502,0.5279670440649284,-0.06558738918677826,-0.2006479335022484,0.05848916883542627,0.31425,0.3506893851454622,-0.3069741930498396,-0.06558738918677826,0.7434375000000001
training_accuracy_at_least_50pct,attribution_feature_overlap,counterfactual - attribution,25,14,0.3732,0.3335714285714285,0.03962857142857146,-0.03619285714285712,0.1112410119047618,0.31775,0.3263217830594558,0.3350678768975547,0.03962857142857146,0.7434375000000001
training_accuracy_at_least_50pct,cf_demo_feature_jaccard,counterfactual - attribution,25,14,0.3732,0.3335714285714285,0.03962857142857146,-0.0388884523809523,0.11615803571428576,0.319,0.3263217830594558,0.3350678768975547,0.03962857142857146,0.7434375000000001
training_accuracy_at_least_50pct,success,counterfactual - none,25,17,0.47800000000000004,0.5470588235294117,-0.06905882352941167,-0.20518235294117657,0.06319705882352929,0.3315,0.34214899300076995,-0.3074452995876594,-0.06905882352941167,0.7434375000000001
training_accuracy_at_least_50pct,confidence_gain,counterfactual - attribution,25,14,0.4623796548781502,0.5223967141134667,-0.06001705923531647,-0.17190326185460544,0.05808990543904467,0.33175,0.3246796934402444,-0.32165428888567354,-0.06001705923531647,0.7434375000000001
training_accuracy_at_least_50pct,edit_l1,counterfactual - attribution,25,14,0.5323231078091125,0.4425331956313111,0.08978991217780141,-0.049915181656856177,0.24411674752184315,0.334,0.2611851743571608,0.3381107051668154,-0.08978991217780141,0.7434375000000001
training_accuracy_at_least_50pct,target_centroid_progress,attribution - none,14,17,0.08745381333238296,0.030887357813832027,0.05656645551855093,-0.05340752389930922,0.1669964171280128,0.37125,0.35491009375092497,0.3184192876483146,0.05656645551855093,0.7434375000000001
training_accuracy_at_least_50pct,boundary_new,counterfactual - attribution,25,14,0.12947702591139998,0.11507451721785714,0.014402508693542843,-0.007926607892187881,0.03999820911088245,0.3835,0.2601479199937374,0.30190948862009404,-0.014402508693542843,0.7434375000000001
training_accuracy_at_least_50pct,boundary_improvement,counterfactual - attribution,25,14,-0.0065994803163999995,0.007803028377142857,-0.014402508693542856,-0.04068351067052358,0.008206015431498896,0.3965,0.2601479199937371,-0.3019094886200943,-0.014402508693542856,0.7434375000000001
training_accuracy_at_least_50pct,success,counterfactual - attribution,25,14,0.47800000000000004,0.5285714285714286,-0.050571428571428545,-0.17488214285714282,0.07514285714285723,0.45575,0.44572004029376133,-0.24778291013749823,-0.050571428571428545,0.7445454545454546
training_accuracy_at_least_50pct,target_centroid_progress,counterfactual - attribution,25,14,0.01654501210892325,0.08745381333238296,-0.07090880122345972,-0.21850271143591002,0.05998661873362655,0.52725,0.35838970858052366,-0.2462077060282896,-0.07090880122345972,0.7445454545454546
training_accuracy_at_least_50pct,boundary_improvement,counterfactual - none,25,17,-0.0065994803163999995,-0.0187593046832353,0.0121598243668353,-0.02785224847486912,0.05067430938941763,0.53,0.5551539599672105,0.192483370250337,0.0121598243668353,0.7445454545454546
training_accuracy_at_least_50pct,boundary_new,counterfactual - none,25,17,0.12947702591139998,0.14163685027823528,-0.012159824366835298,-0.049686560438672346,0.026013923355375577,0.53275,0.5551539599672105,-0.1924833702503369,0.012159824366835298,0.7445454545454546
training_accuracy_at_least_50pct,attribution_feature_overlap,counterfactual - none,25,17,0.3732,0.35112745098039216,0.022072549019607812,-0.04583931372549023,0.09405524509803923,0.537,0.5397502459654955,0.19154902910989163,0.022072549019607812,0.7445454545454546
training_accuracy_at_least_50pct,cf_demo_feature_jaccard,counterfactual - none,25,17,0.3732,0.35112745098039216,0.022072549019607812,-0.04483509803921572,0.09003274509803917,0.546,0.5397502459654955,0.19154902910989163,0.022072549019607812,0.7445454545454546
training_accuracy_at_least_50pct,cf_demo_cosine,attribution - none,14,17,0.41106757431841556,0.38315568402232836,0.027911890296087205,-0.0962872476908208,0.16353725101085595,0.6645,0.6873878413649805,0.14434277373271787,0.027911890296087205,0.807
training_accuracy_at_least_50pct,attribution_feature_overlap,attribution - none,14,17,0.3335714285714285,0.35112745098039216,-0.017556022408963645,-0.09647496498599448,0.06674859943977578,0.66675,0.6843882044312277,-0.14539904771704584,-0.017556022408963645,0.807
training_accuracy_at_least_50pct,cf_demo_feature_jaccard,attribution - none,14,17,0.3335714285714285,0.35112745098039216,-0.017556022408963645,-0.10044135154061633,0.06593644957983189,0.6725,0.6843882044312277,-0.14539904771704584,-0.017556022408963645,0.807
training_accuracy_at_least_50pct,target_helpful_shap,counterfactual - attribution,25,14,0.27779343871519996,0.26172723594428576,0.016066202770914195,-0.07159386800656538,0.10531675038616702,0.7435,0.7392120256758057,0.10740713242884958,0.016066202770914195,0.8578846153846154
training_accuracy_at_least_50pct,edit_l1,counterfactual - none,25,17,0.5323231078091125,0.5581018904098558,-0.02577878260074329,-0.23679229392584483,0.15771304677784528,0.78625,0.8015435214338295,-0.08107224279939367,0.02577878260074329,0.873611111111111
training_accuracy_at_least_50pct,success,attribution - none,14,17,0.5285714285714286,0.5470588235294117,-0.018487394957983128,-0.1720693277310925,0.12648109243697467,0.823,0.8137731700459161,-0.08162872880310819,-0.018487394957983128,0.8817857142857142
training_accuracy_at_least_50pct,target_centroid_progress,counterfactual - none,25,17,0.01654501210892325,0.030887357813832027,-0.014342345704908777,-0.18946870399738835,0.12287122988521905,0.88875,0.8633296342655098,-0.04865339385221387,-0.014342345704908777,0.919396551724138
training_accuracy_at_least_50pct,confidence_gain,attribution - none,14,17,0.5223967141134667,0.5279670440649284,-0.005570329951461783,-0.14333362046135795,0.13042768427696488,0.94,0.9410458956501522,-0.02543699478221792,-0.005570329951461783,0.94
