context,outcome,comparison,n_a,n_b,mean_a,mean_b,difference,ci_low,ci_high,permutation_p,welch_p,hedges_g,beneficial_difference,q_within_context
original_wave,success,counterfactual - attribution,15,10,0.4866666666666666,0.56,-0.07333333333333347,-0.20004166666666684,0.05833333333333324,0.36775,0.2975001956744888,-0.3799268786532601,-0.07333333333333347,0.6129166666666667
original_wave,confidence_gain,attribution - none,10,11,0.5437753886103138,0.6123799779941485,-0.06860458938383462,-0.2201836464037187,0.08264513395080823,0.439,0.42244791866375675,-0.33525102070766105,-0.06860458938383462,0.6921428571428572
original_wave,target_centroid_progress,counterfactual - attribution,15,10,-0.01856544810537801,0.09933696105228965,-0.11790240915766766,-0.34453570588180044,0.05970870357604773,0.4625,0.30036759583639533,-0.3542127196269836,-0.11790240915766766,0.6921428571428572
original_wave,success,attribution - none,10,11,0.56,0.6272727272727273,-0.06727272727272726,-0.23548863636363637,0.09502272727272701,0.4845,0.4720570070695852,-0.29994659260578865,-0.06727272727272726,0.6921428571428572
original_wave,target_centroid_progress,counterfactual - none,15,11,-0.01856544810537801,0.07048727686436787,-0.08905272496974588,-0.35995376907279175,0.14434633726594348,0.5835,0.48399885176255886,-0.25276552722815193,-0.08905272496974588,0.7956818181818182
original_wave,cf_demo_cosine,attribution - none,10,11,0.4191400784941102,0.45903911836080874,-0.039899039866698516,-0.2067211237645879,0.12379145904374429,0.6385,0.6555743395649802,-0.1926001563754033,-0.039899039866698516,0.8328260869565216
original_wave,target_centroid_progress,attribution - none,10,11,0.09933696105228965,0.07048727686436787,0.028849684187921776,-0.11246431949430861,0.1788764866029709,0.744,0.7250445588003183,0.14604856539113906,0.028849684187921776,0.8720689655172413
original_wave,attribution_feature_overlap,counterfactual - attribution,15,10,0.3396111111111111,0.3525,-0.012888888888888894,-0.09722569444444436,0.07002083333333328,0.757,0.765137127400143,-0.1196704082516639,-0.012888888888888894,0.8720689655172413
original_wave,cf_demo_feature_jaccard,counterfactual - attribution,15,10,0.3396111111111111,0.3525,-0.012888888888888894,-0.08943749999999992,0.06763888888888897,0.76525,0.765137127400143,-0.1196704082516639,-0.012888888888888894,0.8720689655172413
original_wave,edit_l1,counterfactual - attribution,15,10,0.5138718995053736,0.47343541823003,0.040436481275343605,-0.13682771752159956,0.24581901821888147,0.79825,0.695558759586729,0.1406097433582474,-0.040436481275343605,0.8720689655172413
original_wave,boundary_new,counterfactual - none,15,11,0.14201423236966668,0.1481418229681818,-0.006127590598515115,-0.05987504445486664,0.04461659596369317,0.82225,0.8318540416478698,-0.0845975573591304,0.006127590598515115,0.8720689655172413
