instance id,target label,feature_pair,design_cluster,outcome,comparison,n_a,n_b,mean_a,mean_b,difference,ci_low,ci_high,permutation_p,welch_p,hedges_g,beneficial_difference,original_wave_difference,new_wave_difference,same_direction_both_waves,q_global,q_within_outcome_comparison
160201,No Diabetes,blood_pressure|insulin,1.0,attribution_feature_overlap,counterfactual - none,27,19,0.3839506172839506,0.6271929824561403,-0.24324236517218972,-0.3879174788823912,-0.10657082521117615,0.003,0.0016559040448823703,-0.9644401355523662,-0.24324236517218972,-0.2922222222222222,-0.17708333333333331,True,1.0,0.06
160201,No Diabetes,blood_pressure|insulin,1.0,cf_demo_feature_jaccard,counterfactual - none,27,19,0.3839506172839506,0.6271929824561403,-0.24324236517218972,-0.3853923001949318,-0.1113011695906432,0.0055,0.0016559040448823703,-0.9644401355523662,-0.24324236517218972,-0.2922222222222222,-0.17708333333333331,True,1.0,0.10999999999999999
160203,No Diabetes,bmi|glucose,1.0,cf_demo_cosine,counterfactual - attribution,27,16,0.25074666509411814,0.5739237646615759,-0.32317709956745777,-0.5437350964934671,-0.12715416450208492,0.02,0.00607958991514761,-0.7297060066539521,-0.32317709956745777,-0.13013372924568672,-0.5654385763160119,True,1.0,0.4
160216,Diabetes,bmi|insulin,2.0,target_centroid_progress,attribution - none,16,19,0.06093313976631252,-0.17554505240212984,0.23647819216844235,0.046094891284152374,0.4320509755936384,0.0325,0.029258140361452762,0.7450627901486717,0.23647819216844235,0.33463720066223335,0.07137010238830555,True,1.0,0.65
160210,No Diabetes,blood_pressure|insulin,2.0,boundary_new,attribution - none,16,19,0.08466152591875001,0.15291446690000002,-0.06825294098125001,-0.13027365631757404,-0.01330397122027141,0.0385,0.03780594874776345,-0.6999304866144379,0.06825294098125001,-0.10460866715454543,-0.013683442095833331,True,1.0,0.6028571428571429
160210,No Diabetes,blood_pressure|insulin,2.0,boundary_improvement,attribution - none,16,19,-0.018198243918750003,-0.08645118489999999,0.06825294098124998,0.0068837109396710445,0.12887610214914474,0.0445,0.03780594874776346,0.6999304866144377,0.06825294098124998,0.10460866715454545,0.013683442095833331,True,1.0,0.6214285714285713
160216,Diabetes,bmi|insulin,2.0,target_helpful_shap,attribution - none,16,19,0.119571628916875,0.3047158317736842,-0.18514420285680921,-0.36263451590859713,-0.019306641366630763,0.045,0.05823266392222338,-0.6214821277993327,-0.18514420285680921,-0.3495237958139092,0.03308781077499999,False,1.0,0.7406250000000001
160203,No Diabetes,bmi|glucose,1.0,confidence_gain,counterfactual - attribution,27,16,0.7455874739259258,0.9366405713624999,-0.19105309743657406,-0.33528717748510434,-0.03747622877646989,0.0475,0.023116679174362303,-0.6126554511944573,-0.19105309743657406,-0.1431225521166667,-0.2345896484583332,True,1.0,0.5283333333333333
160217,Diabetes,age|glucose,2.0,cf_demo_feature_jaccard,counterfactual - attribution,27,16,0.32716049382716045,0.17708333333333331,0.15007716049382713,0.013464506172839539,0.2908950617283951,0.0485,0.04613539951740244,0.6124350654394611,0.15007716049382713,0.027777777777777818,0.3194444444444445,True,1.0,0.64
160214,No Diabetes,bmi|insulin,2.0,boundary_improvement,counterfactual - none,27,19,-0.044254140944444444,-0.09707748555263157,0.05282334460818713,-0.00157312971955653,0.11165674319134983,0.05,0.0887657326865311,0.5663398013422388,0.05282334460818713,0.05711662967575758,0.04409566379166666,True,1.0,0.893
160214,No Diabetes,bmi|insulin,2.0,boundary_new,counterfactual - none,27,19,0.09442593774444444,0.14724928235263157,-0.052823344608187134,-0.11001024382853314,0.0026617185935136367,0.0515,0.0887657326865311,-0.5663398013422389,0.052823344608187134,-0.05711662967575759,-0.04409566379166667,True,1.0,0.897
160217,Diabetes,age|glucose,2.0,edit_l1,attribution - none,16,19,0.3697000985705625,0.5692475264451791,-0.19954742787461655,-0.38466062987941346,-0.02589956350484084,0.0535,0.05090770415942239,-0.6510421032892088,0.19954742787461655,-0.32267430262776364,-0.03929738757725004,True,1.0,0.5525
160217,Diabetes,age|glucose,2.0,attribution_feature_overlap,counterfactual - attribution,27,16,0.32716049382716045,0.17708333333333331,0.15007716049382713,0.01967592592592593,0.2820505401234568,0.0545,0.04613539951740244,0.6124350654394611,0.15007716049382713,0.027777777777777818,0.3194444444444445,True,1.0,0.62
160203,No Diabetes,bmi|glucose,1.0,cf_demo_cosine,counterfactual - none,27,19,0.25074666509411814,0.5060186492234917,-0.2552719841293736,-0.47473458044534733,-0.026032442384773414,0.0585,0.04241253387274802,-0.5596282277309005,-0.2552719841293736,-0.06280953962912322,-0.49606460318089896,True,1.0,0.47250000000000003
160211,No Diabetes,blood_pressure|glucose,2.0,cf_demo_cosine,counterfactual - none,27,19,0.1359103335973492,0.37266018777948223,-0.23674985418213304,-0.4522545102041399,-0.025941245601854533,0.0605,0.0383385769059206,-0.5800907438628667,-0.23674985418213304,-0.2559688423601092,-0.2122886998213628,True,1.0,0.47250000000000003
160216,Diabetes,bmi|insulin,2.0,boundary_new,attribution - none,16,19,0.06608081226250001,0.13250717624210528,-0.06642636397960527,-0.12790882298509046,-0.00655795299294408,0.062,0.05847094027522968,-0.617561726768777,0.06642636397960527,-0.10204748965545456,-0.020957864949999995,True,1.0,0.6028571428571429
160216,Diabetes,bmi|insulin,2.0,boundary_improvement,attribution - none,16,19,-0.0312595334625,-0.09768589744210526,0.06642636397960526,0.007833985431718753,0.13014299766142268,0.063,0.05847094027522975,0.6175617267687769,0.06642636397960526,0.10204748965545453,0.020957864950000002,True,1.0,0.6214285714285713
160202,No Diabetes,glucose|insulin,1.0,cf_demo_feature_jaccard,counterfactual - attribution,27,16,0.45925925925925926,0.26041666666666663,0.19884259259259263,0.0326929012345679,0.3763406635802469,0.064,0.0359736711553069,0.595275729980797,0.19884259259259263,0.2711111111111112,0.09722222222222221,True,1.0,0.64
160202,No Diabetes,glucose|insulin,1.0,attribution_feature_overlap,counterfactual - attribution,27,16,0.45925925925925926,0.26041666666666663,0.19884259259259263,0.02621334876543216,0.3747839506172839,0.0665,0.0359736711553069,0.595275729980797,0.19884259259259263,0.2711111111111112,0.09722222222222221,True,1.0,0.62
160212,No Diabetes,blood_pressure|insulin,2.0,boundary_improvement,counterfactual - attribution,27,16,-0.10762267268518519,-0.043489664649999996,-0.0641330080351852,-0.12404201975212965,-0.007210652253171312,0.0675,0.03970591762523264,-0.5641969564840198,-0.0641330080351852,-0.07482876644666667,-0.05031498529166667,True,1.0,0.8214285714285714
160209,Diabetes,glucose|insulin,1.0,edit_l1,attribution - none,16,19,0.4588877813384188,0.7232155316957631,-0.26432775035734435,-0.5381296151108409,-0.0006412685854428901,0.07,0.07533788310995636,-0.5804764933006865,0.26432775035734435,-0.5461060265520237,0.13242663021544165,False,1.0,0.5525
160212,No Diabetes,blood_pressure|insulin,2.0,boundary_new,counterfactual - attribution,27,16,0.14487451588518518,0.08074150785,0.06413300803518518,0.007786852259670115,0.12383131973804397,0.071,0.03970591762523274,0.5641969564840197,-0.06413300803518518,0.0748287664466667,0.05031498529166671,True,1.0,0.8499999999999999
160204,No Diabetes,glucose|insulin,1.0,cf_demo_feature_jaccard,attribution - none,16,19,0.2864583333333333,0.47368421052631576,-0.18722587719298245,-0.37123081140350866,-0.0005413925438597249,0.0745,0.07183490329053825,-0.6039183453693471,-0.18722587719298245,-0.34015151515151515,0.03125,False,1.0,0.9423076923076923
160204,No Diabetes,glucose|insulin,1.0,attribution_feature_overlap,attribution - none,16,19,0.2864583333333333,0.47368421052631576,-0.18722587719298245,-0.37943393640350875,0.01894873903508767,0.0745,0.07183490329053825,-0.6039183453693471,-0.18722587719298245,-0.34015151515151515,0.03125,False,1.0,0.9461538461538462
160204,No Diabetes,glucose|insulin,1.0,confidence_gain,counterfactual - none,27,19,0.675584237711111,0.8670375784789475,-0.1914533407678365,-0.3777899945392156,0.02037144821894738,0.0835,0.06638884751383825,-0.5136031123380864,-0.1914533407678365,-0.14818165973878794,-0.24245700930833325,True,1.0,0.9675
160207,Diabetes,glucose|insulin,1.0,cf_demo_cosine,counterfactual - none,27,19,0.2757008510068336,0.5124127038691487,-0.2367118528623151,-0.48288891616315416,0.009329679804244687,0.0855,0.08173596739905395,-0.5128717458439975,-0.2367118528623151,-0.5649213604774965,0.1960555628032845,False,1.0,0.47250000000000003
160200,No Diabetes,blood_pressure|glucose,1.0,confidence_gain,counterfactual - attribution,27,16,0.5938589270333333,0.7830936119062499,-0.18923468487291661,-0.3823569430822164,0.0037256619718806457,0.0875,0.07787060287958011,-0.5380546958442574,-0.18923468487291661,-0.1918041044333333,-0.16165584852499992,True,1.0,0.5283333333333333
160206,Diabetes,age|glucose,1.0,edit_l1,attribution - none,16,19,0.5089207610681187,0.7811365272105264,-0.2722157661424077,-0.6019198116122579,-0.003562692556136616,0.092,0.10035970404873176,-0.5334785911807697,0.2722157661424077,-0.4555737347313985,-0.04169864641393339,True,1.0,0.5525
160204,No Diabetes,glucose|insulin,1.0,cf_demo_cosine,counterfactual - none,27,19,0.2464127742601471,0.4591862843473295,-0.2127735100871824,-0.46308593943476073,0.04692572057722682,0.0945,0.1273317616420926,-0.46561899474559354,-0.2127735100871824,-0.23668690942267911,-0.16775105871520074,True,1.0,0.47250000000000003
160210,No Diabetes,blood_pressure|insulin,2.0,cf_demo_feature_jaccard,counterfactual - none,27,19,0.3882716049382715,0.2587719298245614,0.12949967511371013,-0.012611273554256064,0.27146036387264455,0.0945,0.10576059194234683,0.5172181832914428,0.12949967511371013,0.06303030303030288,0.21527777777777782,True,1.0,0.65
160204,No Diabetes,glucose|insulin,1.0,cf_demo_feature_jaccard,counterfactual - none,27,19,0.3179012345679012,0.47368421052631576,-0.15578297595841456,-0.317495126705653,0.01705653021442488,0.0975,0.09940933110629227,-0.5195960496838892,-0.15578297595841456,-0.35404040404040404,0.10763888888888895,False,1.0,0.65
