moderator,level,n_instances,outcome,comparison,n_a,n_b,mean_a,mean_b,difference,ci_low,ci_high,permutation_p,welch_p,hedges_g,beneficial_difference,q_global,q_within_moderator
target_label_group,Diabetes,10,confidence_gain,attribution - none,16,19,0.3265575032387693,0.368775112772945,-0.04221760953417569,-0.209026595956065,0.12378806076896136,0.6323333333333333,0.6421083581376077,-0.15138860816545388,-0.04221760953417569,1.0,0.9114893617021276
target_label_group,No Diabetes,10,target_centroid_progress,counterfactual - attribution,27,16,0.010819403869423302,0.07708564545613311,-0.06626624158670981,-0.24130715081307488,0.08086205181807324,0.6326666666666667,0.4319808329162783,-0.2049498213030746,-0.06626624158670981,1.0,0.9114893617021276
design_cluster_group,cluster_1,10,boundary_improvement,attribution - none,16,19,0.0404780041925,0.031313049163684215,0.009164955028815785,-0.02426512962061184,0.04657350063574258,0.6326666666666667,0.6141228708252684,0.1587708351687388,0.009164955028815785,1.0,0.886923076923077
nearest_demo_pair_match_group,pair_matches_nearest_demo,6,edit_l1,counterfactual - attribution,27,16,0.5508655802342383,0.5056099954445687,0.04525558478966951,-0.08916663420531132,0.19582089715797665,0.633,0.5590534151435547,0.16584662770432296,-0.04525558478966951,1.0,0.9219607843137254
oracle_pair_uses_age_group,age_pair,3,boundary_new,counterfactual - none,27,19,0.1324431090962963,0.14323317708947372,-0.010790067993177416,-0.05462688997662771,0.029885078610448326,0.6333333333333333,0.6251742706503811,-0.1449882484768358,0.010790067993177416,1.0,0.9370731707317074
original_boundary_distance_bucket,farther_original_boundary,10,edit_l1,counterfactual - attribution,27,16,0.5670050081344853,0.523373912234335,0.04363109590015024,-0.10713703573095554,0.18820900124197698,0.6336666666666667,0.5803295672425837,0.1642391695524991,-0.04363109590015024,1.0,0.9419512195121952
target_label_group,No Diabetes,10,confidence_gain,attribution - none,16,19,0.7291047103268751,0.6854899050636841,0.04361480526319095,-0.11380433300580264,0.20527884521572187,0.635,0.6084181642186341,0.16693117632923674,0.04361480526319095,1.0,0.9114893617021276
control_empirical_difficulty_group,control_hard,10,target_centroid_progress,counterfactual - attribution,27,16,0.044625327464193044,0.08705210657583122,-0.042426779111638176,-0.18306695994679842,0.07227949667990952,0.6363333333333333,0.5207411364344792,-0.1680096536948486,-0.042426779111638176,1.0,0.9422222222222222
nearest_same_training_distance_bucket,far_training,10,cf_demo_feature_jaccard,counterfactual - none,27,19,0.36499999999999994,0.3453508771929825,0.019649122807017416,-0.05831042884990257,0.09949756335282652,0.6383333333333333,0.6311178694561814,0.1419428436876123,0.019649122807017416,1.0,0.9576271186440678
control_empirical_difficulty_group,control_hard,10,attribution_feature_overlap,attribution - none,16,19,0.3384375,0.36078947368421055,-0.022351973684210547,-0.10717626096491223,0.06302042214912262,0.639,0.635349673841511,-0.16051985365973945,-0.022351973684210547,1.0,0.9422222222222222
oracle_pair_uses_age_group,age_pair,3,cf_demo_feature_jaccard,counterfactual - none,27,19,0.33518518518518514,0.30847953216374263,0.02670565302144251,-0.0917175655187351,0.13321041802035938,0.6403333333333333,0.643362955293141,0.14024899513971809,0.02670565302144251,1.0,0.9370731707317074
target_label_group,No Diabetes,10,target_centroid_progress,counterfactual - none,27,19,0.010819403869423302,0.06992057088511996,-0.05910116701569666,-0.22824997852757017,0.06788118731297887,0.6406666666666667,0.45848910503664375,-0.1916844452453862,-0.05910116701569666,1.0,0.9114893617021276
exogenous_geometry_k2,geometry_2,5,cf_demo_cosine,attribution - none,16,19,0.36622555576759463,0.4277778469827068,-0.06155229121511219,-0.31489000783497845,0.18786151555239458,0.641,0.6475688340893859,-0.15360562165820707,-0.06155229121511219,1.0,0.946923076923077
pair_seen_in_training_group,seen_pair,8,target_centroid_progress,counterfactual - attribution,27,16,0.08229988807846288,0.1370329966631416,-0.05473310858467871,-0.22499440430305348,0.07674055749296281,0.643,0.4734881857099259,-0.18374290412535052,-0.05473310858467871,1.0,0.9955932203389831
design_cluster_group,cluster_1,10,edit_l1,counterfactual - none,27,19,0.5405320948721807,0.5860921393077543,-0.0455600444355736,-0.2454058270884927,0.14085451808199353,0.6433333333333333,0.6534919161695657,-0.13942726951712683,0.0455600444355736,1.0,0.886923076923077
target_label_group,No Diabetes,10,cf_demo_feature_jaccard,counterfactual - attribution,27,16,0.3864197530864197,0.37177083333333333,0.014648919753086354,-0.04637471064814815,0.07965817901234565,0.6436666666666667,0.6623907220889069,0.14157538532433864,0.014648919753086354,1.0,0.9114893617021276
original_boundary_distance_bucket,farther_original_boundary,10,target_centroid_progress,counterfactual - attribution,27,16,0.06894742288512237,0.12531750384345647,-0.056370080958334096,-0.228048150201971,0.08990770248701982,0.6436666666666667,0.5124893214868796,-0.17467700613113124,-0.056370080958334096,1.0,0.9419512195121952
nearest_same_training_distance_bucket,far_training,10,success,counterfactual - attribution,27,16,0.49259259259259264,0.53125,-0.03865740740740736,-0.1651909722222223,0.10740740740740734,0.646,0.5981899379195057,-0.16333406567631803,-0.03865740740740736,1.0,0.9576271186440678
exogenous_geometry_k2,geometry_1,15,attribution_feature_overlap,counterfactual - none,27,19,0.3763374485596709,0.3619298245614035,0.014407623998267394,-0.0497834632878492,0.08081660168940866,0.647,0.6648324571538798,0.13107407116068934,0.014407623998267394,1.0,0.946923076923077
design_cluster_group,cluster_1,10,boundary_improvement,counterfactual - none,27,19,0.04016503719,0.031313049163684215,0.008851988026315788,-0.027818347651041415,0.04683814535180163,0.6476666666666666,0.660294432383306,0.1352938468561809,0.008851988026315788,1.0,0.886923076923077
target_label_group,Diabetes,10,boundary_improvement,attribution - none,16,19,0.026558027918749998,0.019027372449999996,0.007530655468750001,-0.021507006583239313,0.038377688502611,0.6483333333333333,0.6401212494923576,0.1480051171849561,0.007530655468750001,1.0,0.9114893617021276
target_label_group,Diabetes,10,cf_demo_cosine,counterfactual - attribution,27,16,0.28281445432250096,0.3314393753537065,-0.048624921031205526,-0.22448239404044024,0.14515960212639356,0.6483333333333333,0.6260460902589304,-0.14909096940697497,-0.048624921031205526,1.0,0.9114893617021276
design_cluster_group,cluster_1,10,boundary_new,attribution - none,16,19,0.1484305232075,0.1575954782363158,-0.009164955028815813,-0.04535620608989143,0.02623483540819322,0.6486666666666666,0.6141228708252672,-0.15877083516873933,0.009164955028815813,1.0,0.886923076923077
exogenous_geometry_k2,geometry_2,5,attribution_feature_overlap,attribution - none,16,19,0.3260416666666667,0.3621052631578947,-0.036063596491228034,-0.17123629385964914,0.11306606359649109,0.6516666666666666,0.6471171278611973,-0.15590205451830902,-0.036063596491228034,1.0,0.946923076923077
design_cluster_group,cluster_1,10,boundary_new,counterfactual - none,27,19,0.14874349021,0.1575954782363158,-0.008851988026315816,-0.04622016837056238,0.0269243600182007,0.6523333333333333,0.6602944323833049,-0.13529384685618134,0.008851988026315816,1.0,0.886923076923077
exogenous_geometry_k2,geometry_1,15,cf_demo_feature_jaccard,counterfactual - none,27,19,0.3763374485596709,0.3619298245614035,0.014407623998267394,-0.049072503790340026,0.07872200563136242,0.6533333333333333,0.6648324571538798,0.13107407116068934,0.014407623998267394,1.0,0.946923076923077
exogenous_geometry_k2,geometry_2,5,confidence_gain,counterfactual - none,27,19,0.27857845880994897,0.3178483740332584,-0.039269915223309415,-0.21860067673480624,0.1325999804085673,0.6536666666666666,0.6712232181106483,-0.1342562231862674,-0.039269915223309415,1.0,0.946923076923077
exogenous_geometry_k2,geometry_2,5,cf_demo_feature_jaccard,attribution - none,16,19,0.3260416666666667,0.3621052631578947,-0.036063596491228034,-0.17857565789473687,0.10782182017543852,0.6543333333333333,0.6471171278611973,-0.15590205451830902,-0.036063596491228034,1.0,0.946923076923077
prediction_confidence_bucket,higher_confidence,10,target_centroid_progress,counterfactual - attribution,27,16,0.10034882117183859,0.14939355304605248,-0.04904473187421389,-0.2113000613954705,0.09324576199835077,0.655,0.5341047509398756,-0.16702239150346146,-0.04904473187421389,1.0,0.9624561403508772
target_label_group,No Diabetes,10,attribution_feature_overlap,counterfactual - attribution,27,16,0.3864197530864197,0.37177083333333333,0.014648919753086354,-0.05045881558641977,0.0751761188271604,0.6553333333333333,0.6623907220889069,0.14157538532433864,0.014648919753086354,1.0,0.9114893617021276
target_label_group,Diabetes,10,boundary_new,attribution - none,16,19,0.13341880150125002,0.14094945697,-0.0075306554687499805,-0.037272790807867606,0.022465739244273003,0.6606666666666666,0.6401212494923585,-0.14800511718495565,0.0075306554687499805,1.0,0.9114893617021276
design_cluster_group,cluster_2,10,success,attribution - none,16,19,0.51875,0.5578947368421052,-0.03914473684210518,-0.19591282894736853,0.12089638157894735,0.664,0.6378506248586782,-0.15418677409943815,-0.03914473684210518,1.0,0.886923076923077
nearest_demo_pair_match_group,pair_matches_nearest_demo,6,boundary_improvement,counterfactual - none,27,19,-0.032067704327160496,-0.042020198155263165,0.00995249382810267,-0.03427770501810429,0.0576832935783463,0.669,0.680881566577763,0.1249776367526951,0.00995249382810267,1.0,0.9219607843137254
nearest_demo_pair_match_group,pair_matches_nearest_demo,6,target_helpful_shap,counterfactual - attribution,27,16,0.26025621585000003,0.28300932428750003,-0.022753108437500003,-0.13025437892778552,0.07652143696045817,0.669,0.6741801772810958,-0.12985765643427857,-0.022753108437500003,1.0,0.9219607843137254
nearest_demo_pair_match_group,pair_matches_nearest_demo,6,boundary_new,counterfactual - none,27,19,0.1373520960604938,0.1473045898885965,-0.009952493828102676,-0.0603782595344542,0.0350289453441699,0.6713333333333333,0.6808815665777628,-0.12497763675269519,0.009952493828102676,1.0,0.9219607843137254
pair_seen_in_training_group,seen_pair,8,edit_l1,counterfactual - attribution,27,16,0.5570783054327796,0.5175455676316842,0.03953273780109534,-0.09999773022588551,0.19026455487386432,0.676,0.617200963901867,0.14255763460069082,-0.03953273780109534,1.0,0.9955932203389831
pair_seen_in_training_group,seen_pair,8,cf_demo_cosine,attribution - none,16,19,0.42591342309505326,0.40010245840505454,0.025810964689998717,-0.08795474621855895,0.14202844719444407,0.676,0.6802931030886861,0.14039444610450721,0.025810964689998717,1.0,0.9955932203389831
pair_seen_in_training_group,novel_pair,12,edit_l1,counterfactual - none,27,19,0.49902727444516765,0.5372227953927404,-0.03819552094757278,-0.21856674794610711,0.1327193769604477,0.691,0.6887704360980784,-0.12340007500645028,0.03819552094757278,1.0,0.9955932203389831
original_boundary_distance_bucket,closer_original_boundary,10,cf_demo_cosine,attribution - none,16,19,0.3706005625808326,0.3431789372218581,0.027421625358974522,-0.1004283307057435,0.15440457511653513,0.6933333333333334,0.7010212395256641,0.1308943565867266,0.027421625358974522,1.0,0.9599999999999999
pair_seen_in_training_group,seen_pair,8,target_helpful_shap,attribution - none,16,19,0.2986942858,0.32956842259144736,-0.03087413679144735,-0.16814612093901526,0.09852485888848375,0.694,0.6637452134448908,-0.1406947960182317,-0.03087413679144735,1.0,0.9955932203389831
target_label_group,Diabetes,10,cf_demo_feature_jaccard,counterfactual - none,27,19,0.35067901234567894,0.3319298245614035,0.018749187784275423,-0.08101128979857049,0.1152261208576996,0.6946666666666667,0.699111588501332,0.11475845511616026,0.018749187784275423,1.0,0.9114893617021276
original_boundary_distance_bucket,farther_original_boundary,10,cf_demo_cosine,attribution - none,16,19,0.41411923491883845,0.44582053951424905,-0.031701304595410595,-0.190061028860772,0.1205749128195308,0.6963333333333334,0.6993447627619148,-0.13000173375325597,-0.031701304595410595,1.0,0.9599999999999999
prediction_confidence_bucket,lower_confidence,10,success,attribution - none,16,19,0.59375,0.6263157894736843,-0.03256578947368427,-0.17977796052631576,0.10659539473684207,0.699,0.6530901418558968,-0.14993952380003486,-0.03256578947368427,1.0,0.9624561403508772
nearest_same_training_distance_bucket,near_training,10,edit_l1,counterfactual - none,27,19,0.5246583297174785,0.5649732402584874,-0.040314910541008886,-0.2445695858045836,0.13435781706287162,0.701,0.6932923739382733,-0.12125523794335691,0.040314910541008886,1.0,0.9576271186440678
design_cluster_group,cluster_1,10,target_centroid_progress,counterfactual - attribution,27,16,0.025034384377815553,0.06298018960840583,-0.03794580523059028,-0.1877389310510238,0.08805037798329812,0.7023333333333334,0.6041277661395981,-0.13717968594267238,-0.03794580523059028,1.0,0.886923076923077
original_boundary_distance_bucket,closer_original_boundary,10,target_helpful_shap,counterfactual - attribution,27,16,0.25979631853962964,0.24083572164481248,0.01896059689481716,-0.07437250960297749,0.11569776233512148,0.704,0.6947173376514204,0.11627683459651114,0.01896059689481716,1.0,0.9599999999999999
design_cluster_group,cluster_1,10,attribution_feature_overlap,counterfactual - attribution,27,16,0.37166666666666665,0.35,0.021666666666666667,-0.08170148533950616,0.12935821759259242,0.704,0.6903027153540897,0.11924359501521307,0.021666666666666667,1.0,0.886923076923077
design_cluster_group,cluster_1,10,target_centroid_progress,counterfactual - none,27,19,0.025034384377815553,0.06132616434398965,-0.036291779966174095,-0.20723099802182146,0.11821266353012869,0.705,0.6577023690205921,-0.12413666291716026,-0.036291779966174095,1.0,0.886923076923077
control_empirical_difficulty_group,control_hard,10,cf_demo_cosine,attribution - none,16,19,0.39197305524342085,0.4207614590061085,-0.028788403762687653,-0.17916292906402226,0.1204018865466729,0.7056666666666667,0.713030025257261,-0.12385754175814433,-0.028788403762687653,1.0,0.9422222222222222
target_label_group,No Diabetes,10,edit_l1,counterfactual - attribution,27,16,0.5199475103841726,0.4751228302104531,0.044824680173719544,-0.11904476361265254,0.22785589256394775,0.7066666666666667,0.621127888557967,0.13420334523574837,-0.044824680173719544,1.0,0.9114893617021276
target_label_group,Diabetes,10,boundary_new,counterfactual - none,27,19,0.13475649443592594,0.14094945697,-0.006192962534074059,-0.03870122928174224,0.029004945092686165,0.707,0.7233070831418232,-0.10866150864453432,0.006192962534074059,1.0,0.9114893617021276
control_empirical_difficulty_group,control_easy,10,target_helpful_shap,counterfactual - attribution,27,16,0.2664512118633333,0.2869149937179375,-0.02046378185460418,-0.12617273200335885,0.08320529812899308,0.7083333333333334,0.7129036108533067,-0.11765864308825567,-0.02046378185460418,1.0,0.9422222222222222
target_label_group,No Diabetes,10,edit_l1,attribution - none,16,19,0.4751228302104531,0.5054270136355296,-0.03030418342507646,-0.19978996498224977,0.12993293053890684,0.7086666666666667,0.7149215824956388,-0.11934881953985951,0.03030418342507646,1.0,0.9114893617021276
nearest_same_training_distance_bucket,near_training,10,target_centroid_progress,counterfactual - attribution,27,16,0.025154625919858262,0.06294517358197874,-0.03779054766212048,-0.17886204819263377,0.08787408335502818,0.711,0.5954290066960342,-0.13999197500952829,-0.03779054766212048,1.0,0.9576271186440678
prediction_confidence_bucket,higher_confidence,10,attribution_feature_overlap,counterfactual - none,27,19,0.3770987654320987,0.3924561403508772,-0.015357374918778532,-0.08675462962962971,0.05928557504873303,0.7116666666666667,0.7086234254424357,-0.11146202117620226,-0.015357374918778532,1.0,0.9624561403508772
target_label_group,Diabetes,10,attribution_feature_overlap,counterfactual - none,27,19,0.35067901234567894,0.3319298245614035,0.018749187784275423,-0.07751405133203382,0.10526632553606229,0.7133333333333334,0.699111588501332,0.11475845511616026,0.018749187784275423,1.0,0.9114893617021276
control_empirical_difficulty_group,control_easy,10,edit_l1,counterfactual - none,27,19,0.5214901945749026,0.553862931846331,-0.03237273727142831,-0.20558337972896804,0.1514426498092239,0.7133333333333334,0.7298266742170932,-0.10498806047042507,0.03237273727142831,1.0,0.9422222222222222
target_label_group,Diabetes,10,boundary_improvement,counterfactual - none,27,19,0.025220334984074076,0.019027372449999996,0.00619296253407408,-0.026811233340906432,0.03958726648284258,0.714,0.7233070831418225,0.1086615086445347,0.00619296253407408,1.0,0.9114893617021276
design_cluster_group,cluster_2,10,success,counterfactual - attribution,27,16,0.4925925925925925,0.51875,-0.026157407407407518,-0.16169560185185186,0.11059606481481456,0.714,0.7125409681019164,-0.11178960810723512,-0.026157407407407518,1.0,0.886923076923077
design_cluster_group,cluster_1,10,cf_demo_feature_jaccard,counterfactual - attribution,27,16,0.37166666666666665,0.35,0.021666666666666667,-0.0814200424382716,0.12741290509259254,0.7146666666666667,0.6903027153540897,0.11924359501521307,0.021666666666666667,1.0,0.886923076923077
prediction_confidence_bucket,higher_confidence,10,cf_demo_feature_jaccard,counterfactual - none,27,19,0.3770987654320987,0.3924561403508772,-0.015357374918778532,-0.08966577322936975,0.06747587719298237,0.7156666666666667,0.7086234254424357,-0.11146202117620226,-0.015357374918778532,1.0,0.9624561403508772
control_empirical_difficulty_group,control_easy,10,cf_demo_cosine,attribution - none,16,19,0.3927467422562503,0.3682380177299985,0.0245087245262518,-0.1087744272291985,0.16735704867414428,0.7156666666666667,0.7321945207497609,0.11510116264513726,0.0245087245262518,1.0,0.9422222222222222
control_empirical_difficulty_group,control_hard,10,target_centroid_progress,attribution - none,16,19,0.08705210657583122,0.06552678594682312,0.021525320629008096,-0.08774141222544984,0.13218759676650457,0.7176666666666667,0.7149009625038485,0.11748003387416985,0.021525320629008096,1.0,0.9422222222222222
control_empirical_difficulty_group,control_easy,10,edit_l1,counterfactual - attribution,27,16,0.5214901945749026,0.48995273047952503,0.03153746409537761,-0.10908801664591379,0.17576745415918957,0.7233333333333334,0.6826291636282773,0.11852907301892172,-0.03153746409537761,1.0,0.9422222222222222
oracle_pair_uses_age_group,age_pair,3,boundary_improvement,counterfactual - attribution,27,16,0.07708044253703707,0.07016488067916667,0.0069155618578704,-0.027243101814432864,0.041833087418206016,0.7236666666666667,0.7093527089123239,0.10454661982745056,0.0069155618578704,1.0,0.9941379310344827
nearest_demo_pair_match_group,pair_matches_nearest_demo,6,target_centroid_progress,counterfactual - attribution,27,16,0.11267099630936862,0.15409106262625374,-0.04142006631688512,-0.19215021065125504,0.07978018935612186,0.725,0.5648852316522068,-0.14705415931037474,-0.04142006631688512,1.0,0.9219607843137254
oracle_pair_uses_age_group,age_pair,3,boundary_new,counterfactual - attribution,27,16,0.1324431090962963,0.13935867095416665,-0.006915561857870345,-0.04195714258843749,0.03043569558865928,0.7306666666666667,0.7093527089123262,-0.10454661982744971,0.006915561857870345,1.0,0.9941379310344827
control_empirical_difficulty_group,control_easy,10,target_centroid_progress,counterfactual - none,27,19,-0.004912895312228881,0.03382349752099455,-0.03873639283322343,-0.20968122946270873,0.10889037730411233,0.732,0.646905263191223,-0.12397957573406738,-0.03873639283322343,1.0,0.9422222222222222
exogenous_geometry_k2,geometry_2,5,confidence_gain,counterfactual - attribution,27,16,0.27857845880994897,0.3054088622675386,-0.026830403457589636,-0.17834448390978688,0.12662625202977096,0.7323333333333333,0.7421709158339513,-0.10560464475117753,-0.026830403457589636,1.0,0.946923076923077
prediction_confidence_bucket,lower_confidence,10,boundary_improvement,counterfactual - none,27,19,-0.06151209124333334,-0.06779077061421053,0.006278679370877192,-0.030790381930108184,0.04330041086033624,0.7333333333333333,0.7573481249890213,0.09512117836129877,0.006278679370877192,1.0,0.9624561403508772
prediction_confidence_bucket,lower_confidence,10,boundary_new,counterfactual - none,27,19,0.11311410092333334,0.11939278029421052,-0.006278679370877185,-0.04473787046201169,0.03164852854529727,0.7346666666666667,0.7573481249890215,-0.09512117836129866,0.006278679370877185,1.0,0.9624561403508772
control_empirical_difficulty_group,control_easy,10,success,attribution - none,16,19,0.48124999999999996,0.5105263157894737,-0.02927631578947376,-0.1912911184210526,0.12254111842105257,0.7386666666666667,0.7257355330585209,-0.11671607962744351,-0.02927631578947376,1.0,0.9422222222222222
nearest_same_training_distance_bucket,far_training,10,target_centroid_progress,counterfactual - none,27,19,0.014557806232105917,0.047702985204948575,-0.03314517897284266,-0.1954956412523679,0.10154722149318358,0.7416666666666667,0.6726454057172424,-0.11375661581630367,-0.03314517897284266,1.0,0.9576271186440678
nearest_demo_pair_match_group,pair_differs_from_nearest_demo,14,edit_l1,counterfactual - none,27,19,0.5099828753856298,0.5400221463866188,-0.03003927100098902,-0.2115790279382734,0.1459810456439919,0.742,0.7456528724165319,-0.09916320309650183,0.03003927100098902,1.0,0.9219607843137254
nearest_demo_pair_match_group,pair_matches_nearest_demo,6,cf_demo_cosine,attribution - none,16,19,0.41285063674580713,0.3918546389185663,0.02099599782724082,-0.11561229067877658,0.14913326528273463,0.7533333333333333,0.7567779672109094,0.10446890334417318,0.02099599782724082,1.0,0.9219607843137254
pair_seen_in_training_group,novel_pair,12,target_helpful_shap,counterfactual - attribution,27,16,0.2644818963490741,0.24935952920348958,0.015122367145584514,-0.08395499207141832,0.10788679327266334,0.7546666666666667,0.755565347877977,0.09589928939980061,0.015122367145584514,1.0,0.9955932203389831
nearest_demo_pair_match_group,pair_matches_nearest_demo,6,target_centroid_progress,counterfactual - none,27,19,0.11267099630936862,0.14521022595882158,-0.03253922964945295,-0.19085165628987544,0.09863525077136022,0.7566666666666667,0.6714298808860408,-0.11379215962135528,-0.03253922964945295,1.0,0.9219607843137254
design_cluster_group,cluster_2,10,target_helpful_shap,counterfactual - attribution,27,16,0.24397720715074075,0.22833389328731252,0.015643313863428238,-0.08495148071313599,0.11125769924796058,0.759,0.7541256211681612,0.09516938044979992,0.015643313863428238,1.0,0.886923076923077
original_boundary_distance_bucket,closer_original_boundary,10,success,attribution - none,16,19,0.6124999999999999,0.636842105263158,-0.024342105263158054,-0.17570723684210526,0.12648848684210517,0.762,0.7615412490807624,-0.09907899092778971,-0.024342105263158054,1.0,1.0
nearest_demo_pair_match_group,pair_matches_nearest_demo,6,attribution_feature_overlap,counterfactual - attribution,27,16,0.3651234567901235,0.3548611111111111,0.010262345679012352,-0.058687307098765434,0.07976851851851828,0.7623333333333333,0.7823712266688507,0.08946254476627706,0.010262345679012352,1.0,0.9219607843137254
oracle_pair_uses_age_group,no_age_pair,17,target_centroid_progress,counterfactual - none,27,19,0.018290138841528008,0.049827692135581934,-0.03153755329405393,-0.17597085899787962,0.10404131765362253,0.763,0.6796562938544097,-0.11110208693241204,-0.03153755329405393,1.0,0.9941379310344827
nearest_same_training_distance_bucket,far_training,10,success,attribution - none,16,19,0.53125,0.5578947368421053,-0.026644736842105332,-0.18947368421052635,0.12203947368421048,0.7633333333333333,0.744610195708004,-0.10791413956874248,-0.026644736842105332,1.0,0.9576271186440678
design_cluster_group,cluster_1,10,confidence_gain,attribution - none,16,19,0.5484289448631443,0.5273313028603134,0.02109764200283093,-0.1096933879574666,0.15034317102296454,0.7636666666666667,0.7628616467840725,0.09898208226994783,0.02109764200283093,1.0,0.886923076923077
exogenous_geometry_k2,geometry_2,5,cf_demo_cosine,counterfactual - attribution,27,16,0.328756776132922,0.36622555576759463,-0.037468779634672655,-0.27665798504732597,0.2056252992527219,0.7643333333333333,0.7618222938198198,-0.09698078827241187,-0.037468779634672655,1.0,0.946923076923077
design_cluster_group,cluster_2,10,cf_demo_feature_jaccard,attribution - none,16,19,0.3259375,0.30850877192982457,0.017428728070175425,-0.09459580592105266,0.12810320723684207,0.765,0.7684158957580797,0.09938726640596299,0.017428728070175425,1.0,0.886923076923077
nearest_demo_pair_match_group,pair_differs_from_nearest_demo,14,target_centroid_progress,counterfactual - none,27,19,-0.019921546881183572,0.008731534208946231,-0.028653081090129803,-0.19393254619986186,0.11609601400998049,0.768,0.7213455900449405,-0.09879545073643348,-0.028653081090129803,1.0,0.9219607843137254
design_cluster_group,cluster_2,10,attribution_feature_overlap,attribution - none,16,19,0.3259375,0.30850877192982457,0.017428728070175425,-0.09458264802631576,0.13592626096491214,0.7686666666666667,0.7684158957580797,0.09938726640596299,0.017428728070175425,1.0,0.886923076923077
exogenous_geometry_k2,geometry_1,15,cf_demo_cosine,attribution - none,16,19,0.4010713464105825,0.3834070354965024,0.017664310914080106,-0.09838633316730903,0.13085627818121007,0.7703333333333333,0.7795009390601009,0.09649822311232828,0.017664310914080106,1.0,0.946923076923077
exogenous_geometry_k2,geometry_1,15,target_centroid_progress,counterfactual - none,27,19,-0.014495382239857638,0.01674835150976862,-0.03124373374962626,-0.1903329467101285,0.09949132305416748,0.7726666666666666,0.679142287716981,-0.10988411441111842,-0.03124373374962626,1.0,0.946923076923077
nearest_demo_pair_match_group,pair_matches_nearest_demo,6,cf_demo_feature_jaccard,counterfactual - attribution,27,16,0.3651234567901235,0.3548611111111111,0.010262345679012352,-0.060647665895061764,0.07677806712962947,0.7773333333333333,0.7823712266688507,0.08946254476627706,0.010262345679012352,1.0,0.9219607843137254
pair_seen_in_training_group,seen_pair,8,target_helpful_shap,counterfactual - attribution,27,16,0.28226615924861115,0.2986942858,-0.016428126551388866,-0.11835141458264536,0.08900458373796401,0.779,0.760527834331117,-0.09380769879271003,-0.016428126551388866,1.0,0.9955932203389831
exogenous_geometry_k2,geometry_2,5,boundary_improvement,attribution - none,16,19,0.08507526443624999,0.09270013617473684,-0.007624871738486846,-0.05541517225096711,0.04189647605724994,0.782,0.7705767652568551,-0.09385934076324934,-0.007624871738486846,1.0,0.946923076923077
pair_seen_in_training_group,novel_pair,12,cf_demo_cosine,attribution - none,16,19,0.3699908825196904,0.3907645916767195,-0.020773709157029085,-0.1604079729882037,0.12681609955219497,0.7823333333333333,0.789204559714632,-0.09041233996449123,-0.020773709157029085,1.0,0.9955932203389831
nearest_same_training_distance_bucket,near_training,10,target_centroid_progress,counterfactual - none,27,19,0.025154625919858262,0.05164729826286911,-0.026492672343010847,-0.18017881447028328,0.12201498008527142,0.7836666666666666,0.7425147561775325,-0.09222560425251376,-0.026492672343010847,1.0,0.9576271186440678
nearest_demo_pair_match_group,pair_differs_from_nearest_demo,14,target_helpful_shap,counterfactual - attribution,27,16,0.2764553382198413,0.26312947793691965,0.013325860282921653,-0.07698719832054153,0.10254241264917123,0.7836666666666666,0.7800115069382303,0.08590987036239782,0.013325860282921653,1.0,0.9219607843137254
original_boundary_distance_bucket,farther_original_boundary,10,target_helpful_shap,counterfactual - attribution,27,16,0.28339488447814815,0.297351142039375,-0.01395625756122687,-0.12415757948697972,0.0818619739557841,0.787,0.793200106113999,-0.08299956759970392,-0.01395625756122687,1.0,1.0
exogenous_geometry_k2,geometry_2,5,boundary_new,attribution - none,16,19,0.18548948426375,0.17786461252526317,0.0076248717384868325,-0.04110397644562501,0.058536320733093616,0.787,0.7705767652568555,0.09385934076324916,-0.0076248717384868325,1.0,0.946923076923077
exogenous_geometry_k2,geometry_2,5,cf_demo_feature_jaccard,counterfactual - none,27,19,0.34518518518518515,0.3621052631578947,-0.016920077972709557,-0.13755360623781676,0.1002149122807018,0.788,0.7886777504412416,-0.07880722885418918,-0.016920077972709557,1.0,0.946923076923077
exogenous_geometry_k2,geometry_2,5,attribution_feature_overlap,counterfactual - attribution,27,16,0.34518518518518515,0.3260416666666667,0.019143518518518476,-0.12289043209876542,0.16115644290123454,0.7893333333333333,0.7992792988086459,0.08257125932164668,0.019143518518518476,1.0,0.946923076923077
pair_seen_in_training_group,novel_pair,12,attribution_feature_overlap,counterfactual - none,27,19,0.37350823045267495,0.36176900584795324,0.01173922460472171,-0.07257993556421923,0.09569045105046549,0.7923333333333333,0.7892578542357058,0.07821735471289878,0.01173922460472171,1.0,0.9955932203389831
pair_seen_in_training_group,novel_pair,12,boundary_improvement,counterfactual - attribution,27,16,-0.000753274284259259,0.0032632259791666673,-0.004016500263425926,-0.02558926178005546,0.015566484034253954,0.794,0.7151936055025849,-0.09361051885142721,-0.004016500263425926,1.0,0.9955932203389831
pair_seen_in_training_group,novel_pair,12,boundary_new,counterfactual - attribution,27,16,0.12265995930925924,0.11864345904583333,0.004016500263425912,-0.015585965429832687,0.027335716021209457,0.7946666666666666,0.7151936055025859,0.09361051885142688,-0.004016500263425912,1.0,0.9955932203389831
pair_seen_in_training_group,novel_pair,12,cf_demo_feature_jaccard,counterfactual - none,27,19,0.37350823045267495,0.36176900584795324,0.01173922460472171,-0.0701193280268573,0.09774116038553161,0.7946666666666666,0.7892578542357058,0.07821735471289878,0.01173922460472171,1.0,0.9955932203389831
