domain,training explanation condition,test case,instance id,original label,target label,strategy,attribute selection method,change amount method,maximum attributes allowed,actual attributes changed,changed attributes,sparsity,proximity,model-consistent proximity,plausibility,plausibility (subset),original target confidence,target confidence edited,target confidence gain,valid counterfactual (0/1),actionable (0/1),valid and actionable (0/1),boundary distance original,boundary distance edited,boundary distance change (edited - original)
diabetes,none,4,140300,No Diabetes,Diabetes,Target-profile mismatch + target centre,Target-profile mismatch,Target-profile centre,3,3,glucose / bmi / age,0.4,0.6865721770526023,0.6865721770526023,0.9434591643587456,0.9068213009297994,0.009660803528461104,0.03236051041638388,0.022699706887922777,0,0,0,0.0659242805367134,0.11271372735551505,0.04678944681880165
diabetes,none,4,140300,No Diabetes,Diabetes,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,1,1,bmi,0.8,0.26692891261590307,0.26692891261590307,0.9466142174768194,0.9390671590342345,0.009660803528461104,0.18836999305707858,0.17870918952861747,0,1,0,0.0659242805367134,0.07559356278657986,0.009669282249866462
diabetes,none,4,140300,No Diabetes,Diabetes,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,2,2,glucose / bmi,0.6,0.3880817777748896,0.3880817777748896,0.9564650761385072,0.9517680461407789,0.009660803528461104,0.81312685709966,0.8034660535711989,1,1,1,0.0659242805367134,0.039982641259631246,-0.02594163927708215
diabetes,none,4,140300,No Diabetes,Diabetes,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,3,3,glucose / bmi / age,0.4,0.48943312912624093,0.48943312912624093,0.9709653285035629,0.9314977758705086,0.009660803528461104,0.27432456362561497,0.26466376009715387,0,0,0,0.0659242805367134,0.027616295133633062,-0.038307985403080336
diabetes,none,4,140300,No Diabetes,Diabetes,Nearest target example + example values,Nearest target example,Nearest target-example value,1,1,bmi,0.8,0.4109300365271139,0.4109300365271139,0.9571878934361991,0.9571878934361991,0.009660803528461104,0.22096498421973498,0.21130418069127388,0,1,0,0.0659242805367134,0.0318604089800843,-0.0340638715566291
diabetes,none,4,140300,No Diabetes,Diabetes,Nearest target example + example values,Nearest target example,Nearest target-example value,2,2,glucose / bmi,0.6,0.529957412823662,0.529957412823662,0.9809933686955087,0.9809933686955087,0.009660803528461104,0.4473790299362733,0.4377182264078122,0,1,0,0.0659242805367134,0.0043629238761890565,-0.06156135666052434
diabetes,none,4,140300,No Diabetes,Diabetes,Nearest target example + example values,Nearest target example,Nearest target-example value,3,3,glucose / insulin / bmi,0.4,0.5815123084765531,0.5815123084765531,0.991304347826087,0.991304347826087,0.009660803528461104,0.8865099881636098,0.8768491846351487,1,1,1,0.0659242805367134,0.046657129828098526,-0.019267150708614872
diabetes,none,5,140301,No Diabetes,Diabetes,Current-case contribution + estimated flip amount,Current-case contribution,Estimated amount needed to flip the cognitive model,1,1,age,0.8,0.39123828797261967,0.39123828797261967,0.9534132176275613,0.8823164260945274,0.030624774483132278,4.1458099175883945e-09,-0.03062477033732236,0,0,0,0.06264966490287258,0.2809606394886043,0.2183109745857317
diabetes,none,5,140301,No Diabetes,Diabetes,Current-case contribution + estimated flip amount,Current-case contribution,Estimated amount needed to flip the cognitive model,2,1,age,0.8,0.39123828797261967,0.39123828797261967,0.9534132176275613,0.8823164260945274,0.030624774483132278,4.1458099175883945e-09,-0.03062477033732236,0,0,0,0.06264966490287258,0.2809606394886043,0.2183109745857317
diabetes,none,5,140301,No Diabetes,Diabetes,Current-case contribution + estimated flip amount,Current-case contribution,Estimated amount needed to flip the cognitive model,3,1,age,0.8,0.39123828797261967,0.39123828797261967,0.9534132176275613,0.8823164260945274,0.030624774483132278,4.1458099175883945e-09,-0.03062477033732236,0,0,0,0.06264966490287258,0.2809606394886043,0.2183109745857317
diabetes,none,5,140301,No Diabetes,Diabetes,Global importance + estimated flip amount,Global importance,Estimated amount needed to flip the cognitive model,1,1,age,0.8,0.39123828797261967,0.39123828797261967,0.9534132176275613,0.8823164260945274,0.030624774483132278,4.1458099175883945e-09,-0.03062477033732236,0,0,0,0.06264966490287258,0.2809606394886043,0.2183109745857317
diabetes,none,5,140301,No Diabetes,Diabetes,Global importance + estimated flip amount,Global importance,Estimated amount needed to flip the cognitive model,2,1,age,0.8,0.39123828797261967,0.39123828797261967,0.9534132176275613,0.8823164260945274,0.030624774483132278,4.1458099175883945e-09,-0.03062477033732236,0,0,0,0.06264966490287258,0.2809606394886043,0.2183109745857317
diabetes,none,5,140301,No Diabetes,Diabetes,Global importance + estimated flip amount,Global importance,Estimated amount needed to flip the cognitive model,3,1,age,0.8,0.39123828797261967,0.39123828797261967,0.9534132176275613,0.8823164260945274,0.030624774483132278,4.1458099175883945e-09,-0.03062477033732236,0,0,0,0.06264966490287258,0.2809606394886043,0.2183109745857317
diabetes,none,5,140301,No Diabetes,Diabetes,Target-profile mismatch + target centre,Target-profile mismatch,Target-profile centre,1,1,glucose,0.8,0.30607039619112386,0.30607039619112386,0.9487377549772994,0.9338515516030986,0.030624774483132278,0.07778325085791438,0.0471584763747821,0,1,0,0.06264966490287258,0.029986925268427472,-0.032662739634445104
diabetes,none,5,140301,No Diabetes,Diabetes,Target-profile mismatch + target centre,Target-profile mismatch,Target-profile centre,2,2,glucose / bmi,0.6,0.5642187524709773,0.5642187524709773,0.9619239031374517,0.9493710744856735,0.030624774483132278,0.10369925782663747,0.07307448334350519,0,1,0,0.06264966490287258,0.04702120267241933,-0.01562846223045325
diabetes,none,5,140301,No Diabetes,Diabetes,Target-profile mismatch + target centre,Target-profile mismatch,Target-profile centre,3,3,glucose / bmi / age,0.4,0.8750295632817882,0.8750295632817882,0.9356572499237334,0.9196413447559437,0.030624774483132278,0.0464297012759628,0.01580492679283052,0,0,0,0.06264966490287258,0.047365506892817655,-0.015284158010054921
diabetes,none,5,140301,No Diabetes,Diabetes,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,1,1,glucose,0.8,0.2741880632545485,0.2741880632545485,0.9551142215646145,0.9402280181904137,0.030624774483132278,0.08133252138719105,0.05070774690405877,0,1,0,0.06264966490287258,0.027312336176815083,-0.03533732872605749
diabetes,none,5,140301,No Diabetes,Diabetes,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,2,2,glucose / bmi,0.6,0.49545808292299426,0.49545808292299426,0.948371873750707,0.948371873750707,0.030624774483132278,0.13715097693398015,0.10652620245084787,0,1,0,0.06264966490287258,0.051767589293438165,-0.01088207560943441
diabetes,none,5,140301,No Diabetes,Diabetes,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,3,3,glucose / bmi / age,0.4,0.6778905153554267,0.6778905153554267,0.9622696763296498,0.944317819696653,0.030624774483132278,0.18317090025034732,0.15254612576721505,0,0,0,0.06264966490287258,0.07576293658906127,0.013113271686188699
diabetes,none,5,140301,No Diabetes,Diabetes,Nearest target example + example values,Nearest target example,Nearest target-example value,1,1,bmi,0.8,0.3652711435796566,0.3652711435796566,0.9608532018195889,0.9231846814270148,0.030624774483132278,0.000596590045096268,-0.03002818443803601,0,1,0,0.06264966490287258,0.13161506021912184,0.06896539531624926
diabetes,none,5,140301,No Diabetes,Diabetes,Nearest target example + example values,Nearest target example,Nearest target-example value,2,2,glucose / bmi,0.6,0.6373337179717666,0.6373337179717666,0.9775971963054368,0.9775971963054368,0.030624774483132278,0.33733740392802214,0.30671262944488986,0,1,0,0.06264966490287258,0.00936279330833982,-0.053286871594532756
diabetes,none,5,140301,No Diabetes,Diabetes,Nearest target example + example values,Nearest target example,Nearest target-example value,3,3,glucose / bmi / age,0.4,0.7184147990528478,0.7184147990528478,0.9938134125216531,0.9938134125216531,0.030624774483132278,0.9762565793640429,0.9456318048809106,1,0,0,0.06264966490287258,0.0701594046872619,0.007509739784389319
diabetes,none,6,140302,No Diabetes,Diabetes,Current-case contribution + estimated flip amount,Current-case contribution,Estimated amount needed to flip the cognitive model,1,1,age,0.8,0.4828812024873234,0.4828812024873234,0.9355344033879143,0.8411274874171089,0.0007994132656250486,2.0303758674344863e-12,-0.0007994132635946727,0,0,0,0.13062416436861787,0.4350820024741526,0.30445783810553473
diabetes,none,6,140302,No Diabetes,Diabetes,Current-case contribution + estimated flip amount,Current-case contribution,Estimated amount needed to flip the cognitive model,2,1,age,0.8,0.4828812024873234,0.4828812024873234,0.9355344033879143,0.8411274874171089,0.0007994132656250486,2.0303758674344863e-12,-0.0007994132635946727,0,0,0,0.13062416436861787,0.4350820024741526,0.30445783810553473
