domain,training explanation condition,test case,instance id,original label,target label,strategy,attribute selection method,change amount method,maximum attributes allowed,actual attributes changed,changed attributes,sparsity,proximity,model-consistent proximity,plausibility,plausibility (subset),original target confidence,target confidence edited,target confidence gain,valid counterfactual (0/1),actionable (0/1),valid and actionable (0/1),boundary distance original,boundary distance edited,boundary distance change (edited - original)
diabetes,none,9,140205,Diabetes,No Diabetes,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,1,1,blood_pressure,0.8,0.41304347826086957,0.5,0.9279546103889121,0.9035531900937747,0.0004108748893451477,0.9999996519687683,0.9995887770794232,1,1,1,0.10254730157704911,0.24200647538729878,0.13945917381024966
diabetes,none,9,140205,Diabetes,No Diabetes,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,2,2,blood_pressure / bmi,0.6,0.7256312838242296,0.8125878055633601,0.9567548351711543,0.9059618172972316,0.0004108748893451477,0.904152819808996,0.9037419449196509,1,1,1,0.10254730157704911,0.026926795909303802,-0.07562050566774531
diabetes,none,9,140205,Diabetes,No Diabetes,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,3,3,blood_pressure / bmi / age,0.4,0.8472529054458513,0.9342094271849817,0.9520379650709994,0.930286141621556,0.0004108748893451477,0.19569279362553257,0.19528191873618742,0,0,0,0.10254730157704911,0.030966439245155908,-0.0715808623318932
diabetes,none,9,140205,Diabetes,No Diabetes,Nearest target example + example values,Nearest target example,Nearest target-example value,1,1,blood_pressure,0.8,0.34782608695652173,0.43478260869565216,0.9409980886497817,0.9034086936296358,0.0004108748893451477,0.9999998833699043,0.9995890084805592,1,1,1,0.10254730157704911,0.2502956967636562,0.1477483951866071
diabetes,none,9,140205,Diabetes,No Diabetes,Nearest target example + example values,Nearest target example,Nearest target-example value,2,2,blood_pressure / bmi,0.6,0.6709505601231412,0.7579070818622717,0.967690979911372,0.921112629078753,0.0004108748893451477,0.9994416080342947,0.9990307331449496,1,1,1,0.10254730157704911,0.09716717830613475,-0.005380123270914361
diabetes,none,9,140205,Diabetes,No Diabetes,Nearest target example + example values,Nearest target example,Nearest target-example value,3,3,blood_pressure / bmi / age,0.4,0.9682478574204385,1.055204379159569,0.9805720885382125,0.9805720885382125,0.0004108748893451477,0.9658973640803085,0.9654864891909634,1,0,0,0.10254730157704911,0.05115675186362968,-0.05139054971341943
diabetes,none,10,140303,No Diabetes,Diabetes,Current-case contribution + estimated flip amount,Current-case contribution,Estimated amount needed to flip the cognitive model,1,1,age,0.8,0.24662258333109632,0.24662258333109632,0.9426447590469079,0.8950357480906754,0.0007665306785792358,0.02145788229672052,0.020691351618141285,0,0,0,0.09147758609377543,0.06252108653983718,-0.028956499553938253
diabetes,none,10,140303,No Diabetes,Diabetes,Current-case contribution + estimated flip amount,Current-case contribution,Estimated amount needed to flip the cognitive model,2,1,age,0.8,0.24662258333109632,0.24662258333109632,0.9426447590469079,0.8950357480906754,0.0007665306785792358,0.02145788229672052,0.020691351618141285,0,0,0,0.09147758609377543,0.06252108653983718,-0.028956499553938253
diabetes,none,10,140303,No Diabetes,Diabetes,Current-case contribution + estimated flip amount,Current-case contribution,Estimated amount needed to flip the cognitive model,3,1,age,0.8,0.24662258333109632,0.24662258333109632,0.9426447590469079,0.8950357480906754,0.0007665306785792358,0.02145788229672052,0.020691351618141285,0,0,0,0.09147758609377543,0.06252108653983718,-0.028956499553938253
diabetes,none,10,140303,No Diabetes,Diabetes,Global importance + estimated flip amount,Global importance,Estimated amount needed to flip the cognitive model,1,1,age,0.8,0.24662258333109632,0.24662258333109632,0.9426447590469079,0.8950357480906754,0.0007665306785792358,0.02145788229672052,0.020691351618141285,0,0,0,0.09147758609377543,0.06252108653983718,-0.028956499553938253
diabetes,none,10,140303,No Diabetes,Diabetes,Global importance + estimated flip amount,Global importance,Estimated amount needed to flip the cognitive model,2,1,age,0.8,0.24662258333109632,0.24662258333109632,0.9426447590469079,0.8950357480906754,0.0007665306785792358,0.02145788229672052,0.020691351618141285,0,0,0,0.09147758609377543,0.06252108653983718,-0.028956499553938253
diabetes,none,10,140303,No Diabetes,Diabetes,Global importance + estimated flip amount,Global importance,Estimated amount needed to flip the cognitive model,3,1,age,0.8,0.24662258333109632,0.24662258333109632,0.9426447590469079,0.8950357480906754,0.0007665306785792358,0.02145788229672052,0.020691351618141285,0,0,0,0.09147758609377543,0.06252108653983718,-0.028956499553938253
diabetes,none,10,140303,No Diabetes,Diabetes,Target-profile mismatch + target centre,Target-profile mismatch,Target-profile centre,1,1,age,0.8,0.3108108108108108,0.3108108108108108,0.9324763502095881,0.8821981025947325,0.0007665306785792358,0.19361060143833742,0.19284407075975818,0,0,0,0.09147758609377543,0.01994814992721422,-0.07152943616656121
diabetes,none,10,140303,No Diabetes,Diabetes,Target-profile mismatch + target centre,Target-profile mismatch,Target-profile centre,2,2,bmi / age,0.6,0.4425191558515525,0.4425191558515525,0.9379737724947158,0.908051788908314,0.0007665306785792358,0.015212484367333023,0.014445953688753788,0,0,0,0.09147758609377543,0.07182190296914698,-0.019655683124628454
diabetes,none,10,140303,No Diabetes,Diabetes,Target-profile mismatch + target centre,Target-profile mismatch,Target-profile centre,3,3,insulin / bmi / age,0.4,0.6291478781150183,0.6291478781150183,0.9401571861959405,0.945377533361007,0.0007665306785792358,0.5237285720934618,0.5229620414148826,1,0,0,0.09147758609377543,0.0021855011750283593,-0.08929208491874707
diabetes,none,10,140303,No Diabetes,Diabetes,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,1,1,age,0.8,0.1824324324324324,0.1824324324324324,0.9538442950483961,0.9078737782704082,0.0007665306785792358,0.0009231323175464823,0.00015660163896724644,0,0,0,0.09147758609377543,0.10309031192812845,0.011612725834353022
diabetes,none,10,140303,No Diabetes,Diabetes,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,2,2,bmi / age,0.6,0.27726244086176643,0.27726244086176643,0.939092960403833,0.9020274729373837,0.0007665306785792358,0.0031745792226973713,0.0024080485441181354,0,0,0,0.09147758609377543,0.13336060619789375,0.04188302010411832
diabetes,none,10,140303,No Diabetes,Diabetes,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,3,3,insulin / bmi / age,0.4,0.3700612530369704,0.3700612530369704,0.9457503386237618,0.9205872353724245,0.0007665306785792358,0.056096263041677696,0.05532973236309846,0,0,0,0.09147758609377543,0.061165844689492266,-0.030311741404283166
diabetes,none,10,140303,No Diabetes,Diabetes,Nearest target example + example values,Nearest target example,Nearest target-example value,1,1,bmi,0.8,0.2388311323405449,0.2388311323405449,0.9331014484754898,0.903185998044137,0.0007665306785792358,0.0003161060299375906,-0.0004504246486416452,0,1,0,0.09147758609377543,0.14864084913520523,0.057163263041429796
diabetes,none,10,140303,No Diabetes,Diabetes,Nearest target example + example values,Nearest target example,Nearest target-example value,2,2,blood_pressure / bmi,0.6,0.4562224366883709,0.4562224366883709,0.9466642589137022,0.9466642589137022,0.0007665306785792358,1.897126941341476e-05,-0.0007475594091658211,0,1,0,0.09147758609377543,0.15553218172759406,0.06405459563381863
diabetes,none,10,140303,No Diabetes,Diabetes,Nearest target example + example values,Nearest target example,Nearest target-example value,3,3,blood_pressure / insulin / bmi,0.4,0.6418200610387789,0.6418200610387789,0.9837837837837837,0.9837837837837837,0.0007665306785792358,0.12273583821116907,0.12196930753258983,0,1,0,0.09147758609377543,0.033063129482243214,-0.05841445661153222
diabetes,none,11,140304,No Diabetes,Diabetes,Current-case contribution + estimated flip amount,Current-case contribution,Estimated amount needed to flip the cognitive model,1,1,age,0.8,0.3905667089316,0.3905667089316,0.9348439767000214,0.9171427196841653,0.006648840064952033,0.8874263368874968,0.8807774968225448,1,0,0,0.07316899671542798,0.040099108460764366,-0.033069888254663615
diabetes,none,11,140304,No Diabetes,Diabetes,Current-case contribution + estimated flip amount,Current-case contribution,Estimated amount needed to flip the cognitive model,2,1,age,0.8,0.3905667089316,0.3905667089316,0.9348439767000214,0.9171427196841653,0.006648840064952033,0.8874263368874968,0.8807774968225448,1,0,0,0.07316899671542798,0.040099108460764366,-0.033069888254663615
diabetes,none,11,140304,No Diabetes,Diabetes,Current-case contribution + estimated flip amount,Current-case contribution,Estimated amount needed to flip the cognitive model,3,1,age,0.8,0.3905667089316,0.3905667089316,0.9348439767000214,0.9171427196841653,0.006648840064952033,0.8874263368874968,0.8807774968225448,1,0,0,0.07316899671542798,0.040099108460764366,-0.033069888254663615
diabetes,none,11,140304,No Diabetes,Diabetes,Global importance + estimated flip amount,Global importance,Estimated amount needed to flip the cognitive model,1,1,age,0.8,0.3905667089316,0.3905667089316,0.9348439767000214,0.9171427196841653,0.006648840064952033,0.8874263368874968,0.8807774968225448,1,0,0,0.07316899671542798,0.040099108460764366,-0.033069888254663615
diabetes,none,11,140304,No Diabetes,Diabetes,Global importance + estimated flip amount,Global importance,Estimated amount needed to flip the cognitive model,2,1,age,0.8,0.3905667089316,0.3905667089316,0.9348439767000214,0.9171427196841653,0.006648840064952033,0.8874263368874968,0.8807774968225448,1,0,0,0.07316899671542798,0.040099108460764366,-0.033069888254663615
diabetes,none,11,140304,No Diabetes,Diabetes,Global importance + estimated flip amount,Global importance,Estimated amount needed to flip the cognitive model,3,1,age,0.8,0.3905667089316,0.3905667089316,0.9348439767000214,0.9171427196841653,0.006648840064952033,0.8874263368874968,0.8807774968225448,1,0,0,0.07316899671542798,0.040099108460764366,-0.033069888254663615
diabetes,none,11,140304,No Diabetes,Diabetes,Target-profile mismatch + target centre,Target-profile mismatch,Target-profile centre,1,1,bmi,0.8,0.2792216914863722,0.2792216914863722,0.9441556617027256,0.8816851238949757,0.006648840064952033,0.18300703484970748,0.17635819478475545,0,1,0,0.07316899671542798,0.0332984761387287,-0.03987052057669928
diabetes,none,11,140304,No Diabetes,Diabetes,Target-profile mismatch + target centre,Target-profile mismatch,Target-profile centre,2,2,bmi / age,0.6,0.61705952932421,0.61705952932421,0.9502889492895937,0.8999622726237837,0.006648840064952033,0.0012310921937120911,-0.005417747871239942,0,0,0,0.07316899671542798,0.13029430329179864,0.05712530657637066
diabetes,none,11,140304,No Diabetes,Diabetes,Target-profile mismatch + target centre,Target-profile mismatch,Target-profile centre,3,3,insulin / bmi / age,0.4,0.8016260557615602,0.8016260557615602,0.9282544485662856,0.9368755779112536,0.006648840064952033,0.3873389981165156,0.3806901580515636,0,0,0,0.07316899671542798,0.01544168059302159,-0.05772731612240639
diabetes,none,11,140304,No Diabetes,Diabetes,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,1,1,bmi,0.8,0.24234335487496456,0.24234335487496456,0.9515313290250071,0.8890607912172571,0.006648840064952033,0.20404366466711155,0.1973948246021595,0,1,0,0.07316899671542798,0.026328220102077027,-0.046840776613350954
diabetes,none,11,140304,No Diabetes,Diabetes,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,2,2,bmi / age,0.6,0.451802814334424,0.451802814334424,0.9267777836089551,0.9012229533794194,0.006648840064952033,0.006495036300451007,-0.00015380376450102595,0,0,0,0.07316899671542798,0.11383178861131305,0.040662791895885064
diabetes,none,11,140304,No Diabetes,Diabetes,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,3,3,insulin / bmi / age,0.4,0.5425394306835123,0.5425394306835123,0.933847600994107,0.9120852799226711,0.006648840064952033,0.027978149103598526,0.021329309038646493,0,0,0,0.07316899671542798,0.08983496979018568,0.0166659730747577
diabetes,none,11,140304,No Diabetes,Diabetes,Nearest target example + example values,Nearest target example,Nearest target-example value,1,1,age,0.8,0.5135135135135136,0.5135135135135136,0.941732080600548,0.941732080600548,0.006648840064952033,0.6433695201345131,0.6367206800695611,1,0,0,0.07316899671542798,0.011691404848151343,-0.06147759186727664
diabetes,none,11,140304,No Diabetes,Diabetes,Nearest target example + example values,Nearest target example,Nearest target-example value,2,2,insulin / age,0.6,0.7073599211683841,0.7073599211683841,0.9805013621315221,0.9805013621315221,0.006648840064952033,0.4730984098497394,0.46644956978478735,0,0,0,0.07316899671542798,0.001270769967106622,-0.07189822674832136
diabetes,none,11,140304,No Diabetes,Diabetes,Nearest target example + example values,Nearest target example,Nearest target-example value,3,3,blood_pressure / insulin / age,0.4,0.7943164429075145,0.7943164429075145,0.9978926664793482,0.9978926664793482,0.006648840064952033,0.9871107105943168,0.9804618705293647,1,0,0,0.07316899671542798,0.04263850704198885,-0.030530489673439132
diabetes,none,12,140305,No Diabetes,Diabetes,Current-case contribution + estimated flip amount,Current-case contribution,Estimated amount needed to flip the cognitive model,1,1,age,0.8,0.3413253582173245,0.3413253582173245,0.931734928356535,0.8356969050632588,0.00014110126003086254,0.9999984761584265,0.9998573748983957,1,0,0,0.1093843429240674,0.23027376709910374,0.12088942417503634
diabetes,none,12,140305,No Diabetes,Diabetes,Current-case contribution + estimated flip amount,Current-case contribution,Estimated amount needed to flip the cognitive model,2,1,age,0.8,0.3413253582173245,0.3413253582173245,0.931734928356535,0.8356969050632588,0.00014110126003086254,0.9999984761584265,0.9998573748983957,1,0,0,0.1093843429240674,0.23027376709910374,0.12088942417503634
diabetes,none,12,140305,No Diabetes,Diabetes,Current-case contribution + estimated flip amount,Current-case contribution,Estimated amount needed to flip the cognitive model,3,1,age,0.8,0.3413253582173245,0.3413253582173245,0.931734928356535,0.8356969050632588,0.00014110126003086254,0.9999984761584265,0.9998573748983957,1,0,0,0.1093843429240674,0.23027376709910374,0.12088942417503634
diabetes,none,12,140305,No Diabetes,Diabetes,Global importance + estimated flip amount,Global importance,Estimated amount needed to flip the cognitive model,1,1,age,0.8,0.3413253582173245,0.3413253582173245,0.931734928356535,0.8356969050632588,0.00014110126003086254,0.9999984761584265,0.9998573748983957,1,0,0,0.1093843429240674,0.23027376709910374,0.12088942417503634
diabetes,none,12,140305,No Diabetes,Diabetes,Global importance + estimated flip amount,Global importance,Estimated amount needed to flip the cognitive model,2,1,age,0.8,0.3413253582173245,0.3413253582173245,0.931734928356535,0.8356969050632588,0.00014110126003086254,0.9999984761584265,0.9998573748983957,1,0,0,0.1093843429240674,0.23027376709910374,0.12088942417503634
diabetes,none,12,140305,No Diabetes,Diabetes,Global importance + estimated flip amount,Global importance,Estimated amount needed to flip the cognitive model,3,1,age,0.8,0.3413253582173245,0.3413253582173245,0.931734928356535,0.8356969050632588,0.00014110126003086254,0.9999984761584265,0.9998573748983957,1,0,0,0.1093843429240674,0.23027376709910374,0.12088942417503634
diabetes,none,12,140305,No Diabetes,Diabetes,Target-profile mismatch + target centre,Target-profile mismatch,Target-profile centre,1,1,insulin,0.8,0.434092221397343,0.434092221397343,0.9459608966217357,0.8961646898739875,0.00014110126003086254,0.025953071570005815,0.025811970309974952,0,1,0,0.1093843429240674,0.07633058955710442,-0.03305375336696298
diabetes,none,12,140305,No Diabetes,Diabetes,Target-profile mismatch + target centre,Target-profile mismatch,Target-profile centre,2,2,insulin / bmi,0.6,0.6957528002116162,0.6957528002116162,0.9523442627830085,0.948496805636842,0.00014110126003086254,0.015363552495962884,0.015222451235932022,0,1,0,0.1093843429240674,0.04257847350245356,-0.06680586942161384
diabetes,none,12,140305,No Diabetes,Diabetes,Target-profile mismatch + target centre,Target-profile mismatch,Target-profile centre,3,3,glucose / insulin / bmi,0.4,0.9338075528047126,0.9338075528047126,0.9412520851143578,0.9367850499019729,0.00014110126003086254,0.116653890946946,0.11651278968691514,0,1,0,0.1093843429240674,0.02702065575512741,-0.08236368716893999
diabetes,none,12,140305,No Diabetes,Diabetes,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,1,1,insulin,0.8,0.3402623113090812,0.3402623113090812,0.94772090683846,0.8843325453517125,0.00014110126003086254,0.05745632412438351,0.057315222864352644,0,1,0,0.1093843429240674,0.03376929663670791,-0.07561504628735949
diabetes,none,12,140305,No Diabetes,Diabetes,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,2,2,insulin / bmi,0.6,0.5650445535119468,0.5650445535119468,0.9496151705573235,0.9223551562969081,0.00014110126003086254,0.0026349318491892815,0.002493830589158419,0,1,0,0.1093843429240674,0.07266076528618681,-0.03672357763788059
diabetes,none,12,140305,No Diabetes,Diabetes,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,3,3,glucose / insulin / bmi,0.4,0.7712169731684677,0.7712169731684677,0.9560182072690567,0.9174323063145772,0.00014110126003086254,0.3021703385313841,0.3020292372713532,0,1,0,0.1093843429240674,0.01927013601852781,-0.09011420690553959
diabetes,none,12,140305,No Diabetes,Diabetes,Nearest target example + example values,Nearest target example,Nearest target-example value,1,1,insulin,0.8,0.4351233193104008,0.4351233193104008,0.9461671162043472,0.8963709094565989,0.00014110126003086254,0.024995030956436848,0.024853929696405985,0,1,0,0.1093843429240674,0.07975045489931282,-0.029633888024754584
diabetes,none,12,140305,No Diabetes,Diabetes,Nearest target example + example values,Nearest target example,Nearest target-example value,2,2,insulin / bmi,0.6,0.7512233474081806,0.7512233474081806,0.9595909150761549,0.9595909150761549,0.00014110126003086254,0.001634551797768058,0.0014934505377371954,0,1,0,0.1093843429240674,0.07996237522768407,-0.029421967696383333
diabetes,none,12,140305,No Diabetes,Diabetes,Nearest target example + example values,Nearest target example,Nearest target-example value,3,3,blood_pressure / insulin / bmi,0.4,0.8381798691473112,0.8381798691473112,0.976982219423981,0.976982219423981,0.00014110126003086254,0.011932089675196877,0.011790988415166015,0,1,0,0.1093843429240674,0.047711436039076516,-0.061672906884990886
diabetes,attribution,1,140200,Diabetes,No Diabetes,Current-case contribution + estimated flip amount,Current-case contribution,Estimated amount needed to flip the cognitive model,1,1,age,0.8,0.8648648648648649,0.8648648648648649,0.8855621752673376,0.8437470095491443,0.019331601680491545,3.235927918135951e-05,-0.019299242401310184,0,0,0,0.09402901135262592,0.14666264946132435,0.05263363810869842
diabetes,attribution,1,140200,Diabetes,No Diabetes,Current-case contribution + estimated flip amount,Current-case contribution,Estimated amount needed to flip the cognitive model,2,2,glucose / age,0.6,0.9745168833135633,0.9745168833135633,0.9074925789570772,0.865677413238884,0.019331601680491545,0.08192076739571011,0.06258916571521857,0,0,0,0.09402901135262592,0.037010631012625916,-0.05701838034000001
diabetes,attribution,1,140200,Diabetes,No Diabetes,Current-case contribution + estimated flip amount,Current-case contribution,Estimated amount needed to flip the cognitive model,3,2,glucose / age,0.6,0.9745168833135633,0.9745168833135633,0.9074925789570772,0.865677413238884,0.019331601680491545,0.08192076739571011,0.06258916571521857,0,0,0,0.09402901135262592,0.037010631012625916,-0.05701838034000001
diabetes,attribution,1,140200,Diabetes,No Diabetes,Global importance + estimated flip amount,Global importance,Estimated amount needed to flip the cognitive model,1,1,glucose,0.8,0.9134371926487885,0.9134371926487885,0.8834876061525166,0.7382260045078336,0.019331601680491545,0.9739829471072022,0.9546513454267107,1,1,1,0.09402901135262592,0.019040139897859243,-0.07498887145476668
diabetes,attribution,1,140200,Diabetes,No Diabetes,Global importance + estimated flip amount,Global importance,Estimated amount needed to flip the cognitive model,2,1,glucose,0.8,0.9134371926487885,0.9134371926487885,0.8834876061525166,0.7382260045078336,0.019331601680491545,0.9739829471072022,0.9546513454267107,1,1,1,0.09402901135262592,0.019040139897859243,-0.07498887145476668
diabetes,attribution,1,140200,Diabetes,No Diabetes,Global importance + estimated flip amount,Global importance,Estimated amount needed to flip the cognitive model,3,1,glucose,0.8,0.9134371926487885,0.9134371926487885,0.8834876061525166,0.7382260045078336,0.019331601680491545,0.9739829471072022,0.9546513454267107,1,1,1,0.09402901135262592,0.019040139897859243,-0.07498887145476668
diabetes,attribution,1,140200,Diabetes,No Diabetes,Target-profile mismatch + target centre,Target-profile mismatch,Target-profile centre,1,1,age,0.8,0.6756756756756757,0.6756756756756757,0.9187606029295128,0.8815848473869822,0.019331601680491545,6.765978429058603e-05,-0.01926394189620096,0,0,0,0.09402901135262592,0.12237852612200495,0.028349514769379025
diabetes,attribution,1,140200,Diabetes,No Diabetes,Target-profile mismatch + target centre,Target-profile mismatch,Target-profile centre,2,2,glucose / age,0.6,1.1475342031369915,1.1475342031369915,0.9567184501438132,0.9266452112706753,0.019331601680491545,0.6559782951133937,0.6366466934329021,1,0,0,0.09402901135262592,0.013362657749394408,-0.08066635360323152
diabetes,attribution,1,140200,Diabetes,No Diabetes,Target-profile mismatch + target centre,Target-profile mismatch,Target-profile centre,3,3,glucose / bmi / age,0.4,1.4249997833561538,1.4249997833561538,0.9488520921869906,0.94701610197031,0.019331601680491545,0.9996811413496631,0.9803495396691716,1,0,0,0.09402901135262592,0.14036522157902925,0.04633621022640333
diabetes,attribution,1,140200,Diabetes,No Diabetes,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,1,1,age,0.8,0.6081081081081081,0.6081081081081081,0.9160579002268101,0.8788821446842794,0.019331601680491545,0.0001545107549564672,-0.01917709092553508,0,0,0,0.09402901135262592,0.11246480458244457,0.018435793229818642
diabetes,attribution,1,140200,Diabetes,No Diabetes,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,2,2,glucose / age,0.6,0.9184294820241087,0.9184294820241087,0.9545699935075248,0.9409464194674796,0.019331601680491545,0.8974436043694684,0.8781120026889768,1,0,0,0.09402901135262592,0.04127708368804883,-0.05275192766457709
diabetes,attribution,1,140200,Diabetes,No Diabetes,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,3,3,glucose / bmi / age,0.4,1.0211619911558873,1.0211619911558873,0.9614929212938352,0.9614929212938352,0.019331601680491545,0.9837131221894652,0.9643815205089736,1,0,0,0.09402901135262592,0.07510330219041794,-0.018925709162207982
diabetes,attribution,1,140200,Diabetes,No Diabetes,Nearest target example + example values,Nearest target example,Nearest target-example value,1,1,age,0.8,0.6486486486486487,0.6486486486486487,0.9241660083349182,0.8869902527923875,0.019331601680491545,9.63866658049699e-05,-0.019235215014686575,0,0,0,0.09402901135262592,0.11744900924883506,0.023419997896209133
diabetes,attribution,1,140200,Diabetes,No Diabetes,Nearest target example + example values,Nearest target example,Nearest target-example value,2,2,glucose / age,0.6,0.9972288220885398,0.9972288220885398,0.9567062874803658,0.9567062874803658,0.019331601680491545,0.9572271141006868,0.9378955124201953,1,0,0,0.09402901135262592,0.05927194860203794,-0.034757062750587986
diabetes,attribution,1,140200,Diabetes,No Diabetes,Nearest target example + example values,Nearest target example,Nearest target-example value,3,3,glucose / bmi / age,0.4,1.1868888389472076,1.1868888389472076,0.9946382908520993,0.9946382908520993,0.019331601680491545,0.9929417548071674,0.9736101531266759,1,0,0,0.09402901135262592,0.05982903200015666,-0.03419997935246927
diabetes,attribution,2,140201,Diabetes,No Diabetes,Current-case contribution + estimated flip amount,Current-case contribution,Estimated amount needed to flip the cognitive model,1,1,insulin,0.8,0.5787079467179284,0.5787079467179284,0.9300854650786528,0.9106147429453324,0.020647439422839933,0.9239325319449991,0.9032850925221592,1,1,1,0.09274683494497771,0.06439073608037005,-0.02835609886460766
diabetes,attribution,2,140201,Diabetes,No Diabetes,Current-case contribution + estimated flip amount,Current-case contribution,Estimated amount needed to flip the cognitive model,2,1,insulin,0.8,0.5787079467179284,0.5787079467179284,0.9300854650786528,0.9106147429453324,0.020647439422839933,0.9239325319449991,0.9032850925221592,1,1,1,0.09274683494497771,0.06439073608037005,-0.02835609886460766
diabetes,attribution,2,140201,Diabetes,No Diabetes,Current-case contribution + estimated flip amount,Current-case contribution,Estimated amount needed to flip the cognitive model,3,1,insulin,0.8,0.5787079467179284,0.5787079467179284,0.9300854650786528,0.9106147429453324,0.020647439422839933,0.9239325319449991,0.9032850925221592,1,1,1,0.09274683494497771,0.06439073608037005,-0.02835609886460766
diabetes,attribution,2,140201,Diabetes,No Diabetes,Global importance + estimated flip amount,Global importance,Estimated amount needed to flip the cognitive model,1,1,glucose,0.8,0.4677477255565695,0.4677477255565695,0.8855634514860222,0.8519963423244098,0.020647439422839933,0.9999995970827225,0.9793521576598825,1,1,1,0.09274683494497771,0.1723589118291101,0.07961207688413238
diabetes,attribution,2,140201,Diabetes,No Diabetes,Global importance + estimated flip amount,Global importance,Estimated amount needed to flip the cognitive model,2,1,glucose,0.8,0.4677477255565695,0.4677477255565695,0.8855634514860222,0.8519963423244098,0.020647439422839933,0.9999995970827225,0.9793521576598825,1,1,1,0.09274683494497771,0.1723589118291101,0.07961207688413238
diabetes,attribution,2,140201,Diabetes,No Diabetes,Global importance + estimated flip amount,Global importance,Estimated amount needed to flip the cognitive model,3,1,glucose,0.8,0.4677477255565695,0.4677477255565695,0.8855634514860222,0.8519963423244098,0.020647439422839933,0.9999995970827225,0.9793521576598825,1,1,1,0.09274683494497771,0.1723589118291101,0.07961207688413238
diabetes,attribution,2,140201,Diabetes,No Diabetes,Target-profile mismatch + target centre,Target-profile mismatch,Target-profile centre,1,1,insulin,0.8,0.4743050400065981,0.4743050400065981,0.9328187231511011,0.9154784919673982,0.020647439422839933,0.8398823581683549,0.8192349187455149,1,1,1,0.09274683494497771,0.04504368423102345,-0.04770315071395426
diabetes,attribution,2,140201,Diabetes,No Diabetes,Target-profile mismatch + target centre,Target-profile mismatch,Target-profile centre,2,2,blood_pressure / insulin,0.6,0.7569137356587721,0.7569137356587721,0.9451965901014567,0.8837890892114755,0.020647439422839933,0.00021274425137774683,-0.020434695171462187,0,1,0,0.09274683494497771,0.19092430057702892,0.09817746563205121
diabetes,attribution,2,140201,Diabetes,No Diabetes,Target-profile mismatch + target centre,Target-profile mismatch,Target-profile centre,3,3,glucose / blood_pressure / insulin,0.4,0.9822155550772382,0.9822155550772382,0.9647510876358897,0.8895134508143453,0.020647439422839933,0.8565079359672394,0.8358604965443994,1,1,1,0.09274683494497771,0.01851928560438265,-0.07422754934059506
diabetes,attribution,2,140201,Diabetes,No Diabetes,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,1,1,insulin,0.8,0.27736533861255414,0.27736533861255414,0.954866432246207,0.954866432246207,0.020647439422839933,0.9825412683291488,0.9618938289063088,1,1,1,0.09274683494497771,0.061918508778487535,-0.030828326166490172
diabetes,attribution,2,140201,Diabetes,No Diabetes,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,2,2,blood_pressure / insulin,0.6,0.342582729916902,0.342582729916902,0.9418229539853374,0.9418229539853374,0.020647439422839933,0.44195629322563124,0.4213088538027913,0,1,0,0.09274683494497771,0.0032988853547728514,-0.08944794959020486
diabetes,attribution,2,140201,Diabetes,No Diabetes,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,3,3,glucose / blood_pressure / insulin,0.4,0.40634739579005275,0.40634739579005275,0.9426731495303128,0.9426731495303128,0.020647439422839933,0.8620556314443417,0.8414081920215017,1,1,1,0.09274683494497771,0.027805204221262536,-0.06494163072371517
diabetes,attribution,2,140201,Diabetes,No Diabetes,Nearest target example + example values,Nearest target example,Nearest target-example value,1,1,insulin,0.8,0.21240617008991136,0.21240617008991136,0.9678582659507355,0.9678582659507355,0.020647439422839933,0.9720218892376649,0.9513744498148249,1,1,1,0.09274683494497771,0.05131716824617494,-0.04142966669880277
diabetes,attribution,2,140201,Diabetes,No Diabetes,Nearest target example + example values,Nearest target example,Nearest target-example value,2,2,insulin / bmi,0.6,0.2686017306406277,0.2686017306406277,0.9790973780608788,0.9790973780608788,0.020647439422839933,0.6147409341692724,0.5940934947464325,1,1,1,0.09274683494497771,0.007782803418870832,-0.08496403152610688
