participant,xai,model family,k,eta,alpha,rho,lambda,beta,age actionable,in-sample loss,in-sample selection_f1,in-sample amount_mae,in-sample direction_accuracy,in-sample selection_nll,5-fold CV loss,5-fold CV selection_f1,5-fold CV amount_mae,5-fold CV direction_accuracy,5-fold CV selection_nll,selected family by CV
R_1pGdgoCSR9w8u5j,counterfactual,feature contribution,observed per instance,0.0,0.0,0.5,nan,nan,0,0.24860963052818966,0.7710399050762627,0.268259166132642,0.6832666126128172,1.1252763778105384,0.24860963052818966,0.7710399050762626,0.268259166132642,0.6832666126128171,1.1252763778105386,1
R_1pGdgoCSR9w8u5j,counterfactual,weighted examples,observed per instance,0.0,nan,1.0,6.0,0.0,0,0.2407233957857672,0.7516406708395988,0.23308746241113312,0.7444780722570143,1.3683502884020966,0.26981354115846257,0.6941690888442964,0.2337961711612214,0.7230400572359705,1.7252091634533095,0
R_3MG8uGwV5hZBvNL,attribution,feature contribution,observed per instance,0.0,0.5,0.5,nan,nan,0,0.3461410791964473,0.4957289384704402,0.18801109686333478,0.7947413829190217,1.527299723468393,0.3659098727008267,0.46254904353005594,0.19436878893170936,0.7441121031049045,1.7223795052747497,0
R_3MG8uGwV5hZBvNL,attribution,weighted examples,observed per instance,0.0,nan,0.5,2.0,0.0,0,0.28995949961101564,0.5718644007050213,0.15178339992705253,0.9165089356764977,1.2004053246493398,0.3051673979201449,0.5453005595587219,0.1556353553990118,0.905593994340042,1.378448568034811,1
R_3Rqq1nU9dD98bDb,attribution,feature contribution,observed per instance,1.0,1.0,0.5,nan,nan,1,0.37459816935188056,0.416383714609773,0.16558005331353437,0.33552467235616845,2.9530750627118665,0.36320064098839,0.4436151979444796,0.17001647992125973,0.35273207418809166,4.003819693617038,0
R_3Rqq1nU9dD98bDb,attribution,weighted examples,observed per instance,1.0,nan,0.5,6.0,0.0,1,0.3418457622682536,0.4903802243799403,0.17407174891644736,0.5916574674105493,2.4792750984144454,0.33221410732919726,0.508765188171384,0.17319340282977866,0.593089214400829,3.6774953350911597,1
R_3pV2gsUjgx4OTvP,none,feature contribution,observed per instance,0.0,1.0,0.5,nan,nan,0,0.41287595947337774,0.3907894542878404,0.21654137323459585,0.6943618056147771,1.8967995377363978,0.41927550971217525,0.3714757529469389,0.21002677237128942,0.7086588858138997,2.0540162720016744,0
R_3pV2gsUjgx4OTvP,none,weighted examples,observed per instance,0.0,nan,0.5,0.0,0.0,0,0.33750995550634627,0.4939050965767759,0.16892500758946838,0.7738465720306977,1.5378853430487034,0.33750995550634627,0.4939050965767759,0.16892500758946838,0.7738465720306976,1.5378853430487034,1
R_4hswOSBSOzoVrXW,none,feature contribution,observed per instance,0.0,0.0,0.5,nan,nan,1,0.3845985448875543,0.39758314258854954,0.16678023236365805,0.6782338755867049,2.0245457095759796,0.38459854488755424,0.39758314258854954,0.16678023236365802,0.6782338755867048,2.0245457095759796,1
R_4hswOSBSOzoVrXW,none,weighted examples,observed per instance,0.0,nan,0.5,0.0,0.0,1,0.38994889306422603,0.37416394737163733,0.15406173350008937,0.8250679519850076,2.1672706831484816,0.389948893064226,0.3741639473716373,0.15406173350008934,0.8250679519850076,2.1672706831484816,0
R_52iijMB6msPiDJ9,none,feature contribution,observed per instance,0.0,0.0,0.5,nan,nan,0,0.46976980773396393,0.2999908919389208,0.23953050740684848,0.882444112608426,2.2187821231483063,0.4697698077339639,0.2999908919389208,0.2395305074068485,0.8755996017967778,2.2187821231483063,0
R_52iijMB6msPiDJ9,none,weighted examples,observed per instance,0.0,nan,1.0,0.0,0.0,0,0.37549575707170546,0.4557791019285031,0.2067706160719141,0.8776751248227599,1.4798148507624747,0.3738784797702173,0.46463079834378157,0.2123877578842162,0.8776751248227599,1.6188982424756304,1
R_52rQ67BFIWPT81l,counterfactual,feature contribution,observed per instance,0.0,1.0,0.5,nan,nan,1,0.30737684649660446,0.5889761249459744,0.20372981793918338,0.6427862901080144,2.451775433536404,0.38617996451335157,0.5088152844107974,0.2811752134375005,0.7073007111763332,5.251817199121935,0
R_52rQ67BFIWPT81l,counterfactual,weighted examples,observed per instance,0.0,nan,0.5,6.0,0.0,1,0.28692469037343243,0.6114851099718428,0.1853344907187075,0.7063238977269244,2.1739262461262934,0.2952048676239231,0.6037744113802213,0.19418414662806732,0.7172999252314183,2.25478199394654,1
R_53dL26t7L3fRn0z,attribution,feature contribution,observed per instance,1.0,1.0,1.5,nan,nan,1,0.35513025052744857,0.608409714692713,0.3186702157476103,0.9340257341644895,2.095180516602632,0.3551302505274486,0.6084097146927129,0.31867021574761034,0.9340257341644895,2.095180516602632,1
R_53dL26t7L3fRn0z,attribution,weighted examples,observed per instance,0.0,nan,0.5,0.0,0.0,1,0.3954783108200447,0.5558123208302806,0.34676894247037005,0.7042876414228949,2.7272484915792097,0.39547831082004475,0.5558123208302805,0.34676894247037005,0.7042876414228949,2.7272484915792092,0
R_5IirXiajB47ue8i,none,feature contribution,observed per instance,0.0,0.0,0.5,nan,nan,1,0.4417460926290201,0.3883384454864597,0.27183063074449987,0.9240893955853478,2.744791691495104,0.4417460926290201,0.3883384454864597,0.27183063074449987,0.9240893955853478,2.7447916914951036,0
R_5IirXiajB47ue8i,none,weighted examples,observed per instance,0.0,nan,0.5,0.0,0.0,1,0.406839685346453,0.46088054258436173,0.2745599132772677,0.8770728112646726,2.296471364776794,0.406839685346453,0.46088054258436173,0.2745599132772677,0.8770728112646724,2.2964713647767936,1
R_5Qg3F8vwXGPLT2w,counterfactual,feature contribution,observed per instance,1.0,0.0,0.5,nan,nan,1,0.36077104562977624,0.45418186408576594,0.17572395534531843,0.698502119940003,2.734825030044274,0.3851216373413643,0.4050831729444897,0.17532644762721816,0.7156897151567169,2.9609654041586717,0
R_5Qg3F8vwXGPLT2w,counterfactual,weighted examples,observed per instance,0.0,nan,1.0,6.0,0.0,1,0.3205821420475417,0.5147020985399486,0.15586638263503202,0.8762148883523719,2.280534350798928,0.34239897566899546,0.4887916351024705,0.1735895864404613,0.7863977119678872,2.515632578816265,1
R_5cuMJZcXnXdkcTS,none,feature contribution,observed per instance,0.0,0.0,0.5,nan,nan,1,0.366939645532526,0.4821289390548668,0.21600823011991888,0.884055825844106,2.773577278765887,0.366939645532526,0.4821289390548669,0.21600823011991882,0.884055825844106,2.773577278765887,0
R_5cuMJZcXnXdkcTS,none,weighted examples,observed per instance,0.0,nan,0.5,0.0,0.0,1,0.33918165449049925,0.531236386617493,0.20959969559849148,0.8365306191949793,2.304245858626861,0.3391816544904993,0.531236386617493,0.20959969559849148,0.8365306191949793,2.304245858626861,1
R_61FqPsVQ8CmSH4d,counterfactual,feature contribution,observed per instance,1.0,0.5,1.0,nan,nan,1,0.43630852653314267,0.4457211955081909,0.31833824857447623,1.0,0.8915002497919466,0.4443568477805897,0.4397019438000672,0.3284156393612466,1.0,0.9181189271575348,1
R_61FqPsVQ8CmSH4d,counterfactual,weighted examples,observed per instance,1.0,nan,1.5,2.0,1.0,1,0.4796818612295741,0.3753625437371976,0.33472626619634577,1.0,1.0250916190171198,0.491704058345184,0.3476133171790286,0.33102143386939664,1.0,1.1038956351424347,0
R_61HsCAx45Al1wLV,attribution,feature contribution,observed per instance,0.5,1.0,0.5,nan,nan,1,0.24626152260742978,0.6461831456618424,0.13870619087670197,0.7514515889171846,1.99497627392909,0.2588477474401335,0.6198250568139938,0.13752055169426095,0.741938582060004,2.346648633297254,0
R_61HsCAx45Al1wLV,attribution,weighted examples,observed per instance,0.0,nan,0.5,6.0,0.0,1,0.22121324372573253,0.6670421877176553,0.10946867516912022,0.8815116141163045,2.0474877177447994,0.2212132437257325,0.6670421877176553,0.10946867516912022,0.8815116141163045,2.0474877177447994,1
R_6SHQ1D1ZGzH7pWU,counterfactual,feature contribution,observed per instance,0.5,1.0,1.5,nan,nan,1,0.29437373926891386,0.7160485777542895,0.3047960562921171,0.8299449579033495,1.425161155767982,0.3033664687374296,0.6960509946336618,0.30278393210852095,0.8594168199482114,1.6242576927130614,0
R_6SHQ1D1ZGzH7pWU,counterfactual,weighted examples,observed per instance,0.0,nan,1.5,0.0,1.0,1,0.32259122877197954,0.7100200046678082,0.35520246221176727,0.9875,1.4561580471655344,0.32259122877197954,0.7100200046678081,0.3552024622117672,0.9875,1.4561580471655347,1
R_6a94wM1ITk1h1po,attribution,feature contribution,observed per instance,1.0,1.0,0.5,nan,nan,1,0.3929131855549115,0.47498198283617066,0.26080835394599394,0.8047148507805325,1.8890416798202885,0.3875553506270052,0.48391854955481206,0.25902925080882244,0.8104355056006327,3.1031899377026,1
R_6a94wM1ITk1h1po,attribution,weighted examples,observed per instance,0.0,nan,0.5,0.0,0.0,1,0.42552841335066044,0.39779049713440184,0.24884732383572272,0.7356196108403612,3.0463965210984854,0.41717299961701027,0.408929252957037,0.24327525219105758,0.7215728865764982,4.287703478269643,0
R_6cUF1Fm2Jhe3Mu6,none,feature contribution,observed per instance,0.0,0.0,0.5,nan,nan,0,0.4319379894002752,0.3038977022864007,0.16777368108695118,0.85,1.49765412213467,0.4487236924914194,0.2711928150947311,0.1686402000775699,0.85,1.597460394293303,1
R_6cUF1Fm2Jhe3Mu6,none,weighted examples,observed per instance,0.0,nan,0.5,0.0,0.0,0,0.4407486837051959,0.24884113111998918,0.13033849853038104,0.65,1.835763481718962,0.4504928267051106,0.22880103105806135,0.1297866844682826,0.65,1.9624116045445263,0
R_6g7evPfeN1c1uOR,counterfactual,feature contribution,observed per instance,0.0,1.0,0.5,nan,nan,1,0.3851079234170957,0.3318371670733102,0.10205301390750157,0.722075086431929,2.343882737987127,0.42256191137615184,0.25504602994496584,0.10016985269726944,0.6582878846252553,3.023186725078022,0
R_6g7evPfeN1c1uOR,counterfactual,weighted examples,observed per instance,0.0,nan,0.5,6.0,1.0,1,0.35448160388961913,0.34798830457523655,0.056951512354474765,0.633130043007347,2.3345235537511586,0.3761075561658117,0.3104967248076553,0.06271183713927872,0.6778638696041219,2.6140419946372573,1
R_6glWsdr4qttHZT3,none,feature contribution,observed per instance,0.0,0.0,0.5,nan,nan,1,0.41606671366104475,0.347663474808391,0.17979690213048055,0.8722760285160148,2.382920530022818,0.4306077161561033,0.3129577296409403,0.17417316195314686,0.86065260776983,3.628426311051945,0
R_6glWsdr4qttHZT3,none,weighted examples,observed per instance,0.0,nan,0.5,6.0,0.0,1,0.3405394855462616,0.47280572897876355,0.1538847000712868,0.936071968064003,1.7349195778308435,0.34079240828586777,0.46987658348676187,0.15146140005849745,0.9293480269652464,2.983747081237639,1
R_6je4Jj1MX2gnjbr,none,feature contribution,observed per instance,0.0,1.0,0.5,nan,nan,0,0.35229632867588556,0.5174057170397307,0.22199837439150172,0.5511139597793279,2.530592049657847,0.3624103152768353,0.48914272265651365,0.2139633532101844,0.5617636899531444,2.7977423191648865,0
R_6je4Jj1MX2gnjbr,none,weighted examples,observed per instance,0.0,nan,1.0,0.0,0.0,0,0.29984668402231474,0.5889741059003647,0.1886674739449943,0.8256137561579564,2.0331062170604755,0.3028595378643001,0.5889741059003648,0.19469318162896485,0.8256137561579562,2.033106217060476,1
R_7B5Jtq7sogkM7FU,none,feature contribution,observed per instance,0.0,1.0,0.5,nan,nan,0,0.27532887817331936,0.6611762958697204,0.21183405221635915,0.6963804610555695,1.5286136975047138,0.28592340875684946,0.6428661042306061,0.21471292174430498,0.728000874353984,1.7864980871007519,0
R_7B5Jtq7sogkM7FU,none,weighted examples,observed per instance,0.0,nan,1.0,6.0,0.0,0,0.20990456348102166,0.7501406994050328,0.16994982636707606,0.7482509727644064,1.1089374098200346,0.21589855193973345,0.7420470470726912,0.17384415095215805,0.7622697824161511,1.1702435323117109,1
R_7O03wKSKIbtilNG,none,feature contribution,observed per instance,0.0,1.0,0.5,nan,nan,0,0.3572712920818389,0.4946191266493041,0.2091617108129818,0.8743450083958496,1.2726661419436704,0.3636711777838156,0.48352429425932364,0.21086664982695477,0.881909531199805,1.4376755777161176,0
R_7O03wKSKIbtilNG,none,weighted examples,observed per instance,0.0,nan,1.0,6.0,0.0,0,0.30761309620886984,0.5661080074851961,0.1813341999029357,0.8277650899065929,1.3667218429051804,0.3092539824771121,0.5643104971725871,0.18281846212681127,0.829301740753688,1.403192702850129,1
R_7ezzz3LznpZsi4S,counterfactual,feature contribution,observed per instance,1.0,1.0,0.5,nan,nan,1,0.3703449525036206,0.5721175930718053,0.3128074980790464,0.6425029319738949,2.870148245503878,0.3752830594141302,0.5557675795751393,0.30633369840339963,0.7213382281487657,3.0619332730698714,0
R_7ezzz3LznpZsi4S,counterfactual,weighted examples,observed per instance,1.0,nan,0.5,6.0,0.0,1,0.34651364938605156,0.608407065650818,0.30143436442292143,0.6436766803209146,2.528574494163947,0.35608216196230164,0.606731463205046,0.31889578712964933,0.6350702781680694,2.5560562556468422,1
R_7mjEPKd4gNiFctJ,none,feature contribution,observed per instance,0.0,0.0,0.5,nan,nan,0,0.4379334622624601,0.3077219645149279,0.18358888903984819,1.0,1.5070167542303134,0.4379334622624601,0.30772196451492795,0.18358888903984816,1.0,1.507016754230313,0
R_7mjEPKd4gNiFctJ,none,weighted examples,observed per instance,0.0,nan,0.5,0.0,0.0,0,0.34300495797702135,0.4239874408808502,0.10999735683489294,0.9,1.1762558914028705,0.34300495797702135,0.4239874408808503,0.10999735683489294,0.9,1.1762558914028705,1
R_7rpfPxPpvihQdSp,counterfactual,feature contribution,observed per instance,0.0,1.0,0.5,nan,nan,1,0.36690221290383257,0.4195799040200458,0.15338432982771097,0.576056723764313,2.379899132010741,0.3820870491662996,0.38353236607585706,0.14770646440845622,0.6435098643753516,2.658589326386257,0
R_7rpfPxPpvihQdSp,counterfactual,weighted examples,observed per instance,1.0,nan,1.0,2.0,0.5,1,0.30558710404380285,0.5011482498745077,0.1123224579621133,0.8567966749407436,2.1918354449204047,0.31181129356272946,0.4910014303484401,0.11462401747389905,0.8552531372604211,2.275368383278931,1
R_7wiYsAy6cA2mUR1,attribution,feature contribution,observed per instance,1.0,1.0,0.5,nan,nan,0,0.36692433925321605,0.5031816888780709,0.23703036738450298,0.869833020687321,1.60419197544159,0.3773381320463338,0.48040193928423214,0.23507820337689983,0.8608610049882552,1.8122088416300854,1
R_7wiYsAy6cA2mUR1,attribution,weighted examples,observed per instance,0.5,nan,0.5,6.0,0.0,0,0.352186141649065,0.525546842899882,0.22991912619801208,0.5920750547292872,1.8250410238093178,0.357975701511026,0.5058066198551809,0.22175802287723276,0.678491807863562,1.969583146189936,0
