participant,domain,xai,testing cases,model family,k,eta,alpha,rho,lambda,beta,age actionable,immutable index,in-sample loss,in-sample selection_f1,in-sample amount_mae,in-sample direction_accuracy,in-sample selection_nll,5-fold CV loss,5-fold CV selection_f1,5-fold CV amount_mae,5-fold CV direction_accuracy,5-fold CV selection_nll,selected family by CV
R_3ENoszlL5q7JglI,diabetes,none,20,feature contribution,observed per instance,0.0,0.0,0.3,nan,nan,0,4,0.24040504594789486,0.6980611737376698,0.1788712656334596,0.8416666666666666,1.2151672165826868,0.2615182560397277,0.6587663907318226,0.18180290281127823,0.8666666666666666,1.423720810662916,0
R_3ENoszlL5q7JglI,diabetes,none,20,weighted examples,observed per instance,0.0,nan,0.2,6.0,0.0,0,4,0.20465714314591366,0.7871032976921931,0.19641758398402048,0.8708333333333332,0.9077062976747043,0.20721741785955672,0.7871032976921931,0.20153813341130652,0.8708333333333332,0.9077062976747043,1
R_3Fo0QmOVx6lcU4W,diabetes,counterfactual,20,feature contribution,observed per instance,0.5,1.0,0.0,nan,nan,0,4,0.5194303939059982,0.38747306906684953,0.426333856878846,0.0,1.1781667224211283,0.5286289035846368,0.38439610324282886,0.44165391041210234,0.0,1.2602460272056732,1
R_3Fo0QmOVx6lcU4W,diabetes,counterfactual,20,weighted examples,observed per instance,0.0,nan,0.0,2.0,1.0,1,4,0.5049969362386073,0.2558370537272253,0.2658309262044401,0.0,1.684324753910472,0.5078117434840086,0.24887339767874178,0.26449688464675913,0.0,1.7042961857203742,0
R_3Qv0QTQ49yAIRot,diabetes,attribution,20,feature contribution,observed per instance,1.0,0.5,0.1,nan,nan,0,4,0.35198670844565494,0.38227112763106713,0.08624454452237698,1.0,1.2890222933528306,0.36274757801086366,0.38227112763106713,0.10776628365279436,1.0,1.2890222933528306,1
R_3Qv0QTQ49yAIRot,diabetes,attribution,20,weighted examples,observed per instance,0.0,nan,0.1,0.0,0.0,0,4,0.39886632260727334,0.26785316590855357,0.06558581112310022,1.0,1.8082506058422023,0.3988663226072733,0.26785316590855357,0.06558581112310022,1.0,1.8082506058422019,0
R_3pZ1OVs4kWTC7GB,diabetes,none,20,feature contribution,observed per instance,0.0,0.0,0.0,nan,nan,0,4,0.47734165541639006,0.3497982101951845,0.3044815210279645,0.675,1.8276613306621692,0.47734165541638995,0.34979821019518453,0.3044815210279645,0.675,1.8276613306621687,0
R_3pZ1OVs4kWTC7GB,diabetes,none,20,weighted examples,observed per instance,0.0,nan,0.05,2.0,0.0,0,4,0.3787689868982963,0.40037855190433946,0.15791652570093198,0.9,1.6912279177686433,0.3832491028524132,0.39335131016868663,0.15984951587351312,0.9,1.7378936111408048,1
R_5ASRudX4WuOaMDD,diabetes,counterfactual,20,feature contribution,observed per instance,0.5,0.0,0.1,nan,nan,0,4,0.3280160550577438,0.5358707592623791,0.19190286937786677,0.7291666666666666,1.5269340193722536,0.32801605505774384,0.5358707592623791,0.19190286937786674,0.7291666666666666,1.5269340193722538,1
R_5ASRudX4WuOaMDD,diabetes,counterfactual,20,weighted examples,observed per instance,1.0,nan,0.15,6.0,0.5,0,4,0.31016226781935574,0.5412381473655906,0.16156268300430204,0.75,1.5320191200621491,0.35806506545604994,0.46987928440204507,0.186009415314145,0.75,1.9510268938555655,0
R_5CNiW73tAkn7Lk5,diabetes,none,20,feature contribution,observed per instance,0.0,0.0,0.1,nan,nan,0,4,0.27454218342789805,0.6006478544667105,0.14973222132250666,0.8833333333333332,1.3212709155075018,0.27835122101914933,0.6006478544667105,0.15735029650500923,0.8833333333333332,1.3212709155075015,1
R_5CNiW73tAkn7Lk5,diabetes,none,20,weighted examples,observed per instance,0.0,nan,0.1,6.0,0.0,0,4,0.26001888284860397,0.5787632625278677,0.09880102822507571,0.95,1.489024491428943,0.2686584160814759,0.5743598760924369,0.1116767082553887,0.925,1.5310961833885535,0
R_5F38MGbZJklp6TP,diabetes,attribution,20,feature contribution,observed per instance,1.0,0.0,0.05,nan,nan,0,4,0.39040194749608165,0.33990347258383535,0.12070736757599873,0.6,2.1295473928131043,0.4091175829253686,0.3298837976790233,0.14811896352976053,0.6,2.1690844516410075,1
R_5F38MGbZJklp6TP,diabetes,attribution,20,weighted examples,observed per instance,0.0,nan,0.0,0.0,0.0,0,4,0.39563998643859233,0.3030439260301979,0.09432389890738263,0.775,2.3267978753958034,0.39563998643859233,0.3030439260301979,0.09432389890738262,0.775,2.326797875395803,0
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,20,feature contribution,observed per instance,0.5,1.0,0.0,nan,nan,1,4,0.38423422197107626,0.4866259203064784,0.25509436424863086,0.5,1.3579731917077145,0.38423422197107626,0.48662592030647833,0.25509436424863086,0.5,1.3579731917077138,1
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,20,weighted examples,observed per instance,0.0,nan,0.0,6.0,1.0,1,4,0.4696878862445889,0.2500151724276131,0.18939094491679082,0.4333333333333334,2.4675037754911804,0.47365967504120343,0.24262717772724995,0.18994652780965682,0.4333333333333333,2.5249245758231935,0
R_5cuU4NG0z68t0DW,diabetes,counterfactual,20,feature contribution,observed per instance,1.0,0.5,0.1,nan,nan,0,4,0.24478997406276543,0.6736246458847457,0.1632045940102766,0.7999999999999999,1.240838365694665,0.24440609846736808,0.6636110157989592,0.15242321273369536,0.7833333333333332,1.2862943253027161,1
R_5cuU4NG0z68t0DW,diabetes,counterfactual,20,weighted examples,observed per instance,1.0,nan,0.1,6.0,0.5,0,4,0.23767654985944214,0.6394284232068954,0.11478152292577966,0.875,1.547026934608303,0.24589681737266256,0.6247154844084798,0.11650911915380484,0.875,1.6870226094263745,0
R_5gkJQXcSCkjRBmu,diabetes,none,20,feature contribution,observed per instance,0.0,0.0,0.2,nan,nan,0,4,0.2540901719744091,0.6406397867577475,0.14882013070656563,0.9083333333333334,1.2842260753682422,0.25828465762979336,0.6406397867577475,0.15720910201733423,0.9083333333333334,1.2842260753682422,0
R_5gkJQXcSCkjRBmu,diabetes,none,20,weighted examples,observed per instance,0.0,nan,0.1,6.0,0.0,0,4,0.21380085473454077,0.6577312831708382,0.08533299263991985,0.975,1.1999643937477364,0.21711772784885866,0.6577312831708384,0.09196673886855562,0.975,1.1999643937477367,1
R_5tEkygPCjFKzz2T,diabetes,counterfactual,20,feature contribution,observed per instance,1.0,0.5,0.05,nan,nan,1,4,0.24046003966040197,0.597836624142294,0.07875670346309807,1.0,2.1784352233463222,0.24046003966040203,0.5978366241422941,0.07875670346309807,1.0,2.1784352233463227,0
R_5tEkygPCjFKzz2T,diabetes,counterfactual,20,weighted examples,observed per instance,1.0,nan,0.05,6.0,1.0,1,4,0.23113212618682205,0.6204291135160345,0.08269336588967845,0.95,1.88745612123465,0.23852385787342795,0.6080440968798871,0.0850918126267431,0.95,1.9577456402484277,1
R_61hCu6g2tcWoJo7,diabetes,attribution,20,feature contribution,observed per instance,1.0,0.0,0.15,nan,nan,0,4,0.30847604872605483,0.519916526756151,0.13686862420826046,0.85,1.5024029034779267,0.31189644516659254,0.5199165267561509,0.1437094170893359,0.85,1.5024029034779267,1
R_61hCu6g2tcWoJo7,diabetes,attribution,20,weighted examples,observed per instance,1.0,nan,0.15,6.0,0.0,0,4,0.314698855248233,0.5404985076129485,0.16989621810941435,0.8833333333333332,1.4815786918174672,0.3211137026368194,0.5320428944997119,0.17427029977335057,0.9083333333333332,1.5337037447380184,0
R_6DD4Hjc7DAhjrhU,diabetes,attribution,20,feature contribution,observed per instance,0.0,0.0,0.15,nan,nan,0,4,0.22730031690109936,0.7037949355158897,0.15839556931808832,0.925,0.8972148537664598,0.2402536859361685,0.6854948185344465,0.1660021904067834,0.925,0.9257050481626333,1
R_6DD4Hjc7DAhjrhU,diabetes,attribution,20,weighted examples,observed per instance,0.0,nan,0.15,2.0,0.0,0,4,0.3261893961872607,0.5013366974729758,0.15371548984749722,0.9,1.7384268074220668,0.3280300067520582,0.49768825783860426,0.1537482713427206,0.9,1.7586218783506886,0
R_6I5GvkY1dba6Sm6,diabetes,none,20,feature contribution,observed per instance,0.0,0.0,0.2,nan,nan,0,4,0.24438693527772024,0.6815949742149353,0.17036884477037578,0.8083333333333332,2.6120810615774643,0.27374735855430593,0.632988253544042,0.1804829706526539,0.8083333333333333,3.1535675461435475,1
R_6I5GvkY1dba6Sm6,diabetes,none,20,weighted examples,observed per instance,0.0,nan,0.15,2.0,0.0,0,4,0.24104243906594816,0.7299267842125814,0.21201166234447774,0.8583333333333332,2.5300899556452996,0.2954683694367088,0.6244252180076937,0.2153619568811113,0.8583333333333334,3.5718172070662284,0
R_6KDvslaxG4W04I9,diabetes,counterfactual,20,feature contribution,observed per instance,1.0,1.0,0.25,nan,nan,0,4,0.36074669412060156,0.6905599428061753,0.41205333104737807,0.5,0.7527996763145135,0.36665214093014603,0.690559942806175,0.4238642246664671,0.5,0.7527996763145135,1
R_6KDvslaxG4W04I9,diabetes,counterfactual,20,weighted examples,observed per instance,0.0,nan,0.0,2.0,1.0,0,4,0.40734424740719266,0.5943475113876926,0.40903600620207775,0.5,1.304829227945144,0.4166412395167378,0.5890148319998046,0.4222973110332804,0.5,1.3267929061780381,0
R_6upJU84Jtf3Faf5,diabetes,none,20,feature contribution,observed per instance,0.0,0.0,0.05,nan,nan,1,4,0.27922039527776243,0.6036850514537467,0.16212584200927163,1.0,1.1476387001997677,0.28220840711452444,0.6036850514537467,0.16810186568279564,1.0,1.1476387001997677,0
R_6upJU84Jtf3Faf5,diabetes,none,20,weighted examples,observed per instance,0.0,nan,0.0,0.0,0.0,1,4,0.25704302694121617,0.6056955003586709,0.11978155424110311,0.975,1.0501301234723937,0.25731556855933824,0.6053050565690198,0.11993619368769623,0.975,1.0548924273059475,1
R_771uyV9h8uinmh3,diabetes,attribution,20,feature contribution,observed per instance,1.0,0.0,0.1,nan,nan,0,4,0.40721784938725436,0.43869653490265614,0.25313223367716486,1.0,0.9927988310145061,0.42349343999399985,0.43869653490265603,0.28568341489065574,1.0,0.992798831014506,1
R_771uyV9h8uinmh3,diabetes,attribution,20,weighted examples,observed per instance,0.0,nan,0.05,0.0,0.0,0,4,0.32276546104026477,0.4616099904295929,0.10714091251012252,1.0,1.0676465115889386,0.32276546104026477,0.461609990429593,0.10714091251012252,1.0,1.0676465115889386,0
R_7DtIw0Gr58M4CAa,diabetes,counterfactual,20,feature contribution,observed per instance,1.0,1.0,0.05,nan,nan,1,4,0.3024184241845166,0.6467373470907051,0.25157419545973825,0.5333333333333333,1.6355759063049333,0.3019386810287911,0.649736746813581,0.2536141088711632,0.5333333333333333,1.721639796081727,1
R_7DtIw0Gr58M4CAa,diabetes,counterfactual,20,weighted examples,observed per instance,0.0,nan,0.0,0.0,1.0,0,4,0.25274337646907574,0.7051742773471353,0.21066103028528707,0.5333333333333333,1.6874929362764253,0.2906549771159866,0.6100952552876925,0.1914052095196656,0.5666666666666667,2.0754134878485444,0
R_7IXNpixLXSjItSq,diabetes,none,20,feature contribution,observed per instance,0.0,1.0,0.0,nan,nan,1,4,0.47380300616564935,0.24992420961028108,0.19753022194157951,0.95,1.8733678503957805,0.4978046763503424,0.19421711732135108,0.1898264700220359,0.95,2.084371115905851,1
R_7IXNpixLXSjItSq,diabetes,none,20,weighted examples,observed per instance,0.0,nan,0.0,6.0,0.0,1,4,0.46672550904205135,0.22256329687501072,0.15601431495911336,0.85,2.0962189332138292,0.47060837890415347,0.2162679473412294,0.15748470514953633,0.85,2.142378332270615,0
R_7L78tZJ3cQDgpFH,diabetes,counterfactual,20,feature contribution,observed per instance,1.0,1.0,0.0,nan,nan,1,4,0.36494467462649455,0.7529212930248974,0.4828106422778865,0.12333333333333334,1.20080624655261,0.3649446746264946,0.7529212930248975,0.4828106422778866,0.12333333333333334,1.20080624655261,1
R_7L78tZJ3cQDgpFH,diabetes,counterfactual,20,weighted examples,observed per instance,0.0,nan,0.0,0.0,1.0,1,4,0.35333267049120887,0.75779105170051,0.4644563926829277,0.12333333333333334,1.201755344382433,0.35333267049120887,0.75779105170051,0.4644563926829277,0.12333333333333334,1.2017553443824327,0
R_7MBioYOD8gq6nT3,diabetes,counterfactual,20,feature contribution,observed per instance,1.0,1.0,0.0,nan,nan,1,4,0.5410139826815129,0.23739775047242367,0.31942571583544943,0.45,1.8536676039284745,0.543164724394795,0.22902519899977958,0.31535464778936945,0.45,1.968895497019607,1
R_7MBioYOD8gq6nT3,diabetes,counterfactual,20,weighted examples,observed per instance,1.0,nan,0.0,2.0,1.0,1,4,0.4870400561160301,0.21179305249011585,0.1858731647221759,0.45,1.9123590423082217,0.48269864868469137,0.1987910223079192,0.16418831967730188,0.6,3.2194459635101857,0
R_7PsMTUjq8Wa1btt,diabetes,counterfactual,20,feature contribution,observed per instance,1.0,0.0,0.05,nan,nan,1,4,0.25369568718372953,0.606055677417425,0.11344705178488394,0.8583333333333332,1.7152888834919255,0.27865281033622125,0.5642279682458222,0.12153358891826457,0.8916666666666666,1.87663689322757,1
R_7PsMTUjq8Wa1btt,diabetes,counterfactual,20,weighted examples,observed per instance,0.0,nan,0.1,6.0,0.5,1,4,0.2819584729959625,0.5653375434777655,0.12925448946969056,0.8,2.0652706802423046,0.28469046840876294,0.5653375434777657,0.1347184802952915,0.7999999999999999,2.065270680242305,0
R_7xWlSJ5Zdqog9gt,diabetes,none,20,feature contribution,observed per instance,0.0,0.0,0.05,nan,nan,0,4,0.30846878913736375,0.7193965991962696,0.33633417747099703,0.5375,1.218883796557014,0.30862922406209825,0.7199917245377112,0.33725017266190777,0.5375,1.3815900010415763,1
R_7xWlSJ5Zdqog9gt,diabetes,none,20,weighted examples,observed per instance,0.0,nan,0.0,6.0,0.0,0,4,0.28252782034489526,0.7370586397387886,0.30211428042857913,0.6458333333333333,1.5779637282157806,0.2839125156252277,0.7353803488515636,0.3032053801020189,0.6458333333333333,1.609706008021321,0
