participant,domain,xai,case,instance id,selected model family,model MAP subset probability,observed selection F1 model,observed selection F1 baseline,observed amount MAE model,observed amount MAE baseline,observed validity,observed boundary distance,observed plausibility,model validity,baseline validity,model plausibility,baseline plausibility,model boundary distance,baseline boundary distance
R_322r5wcn8EpZV6e,housing,attribution,12,2767,feature contribution,1.0,1.0,1.0,0.254649945813065,0.4636931818000001,1.0,0.2316429309,0.9982386364,1.0,0.0,0.9633992965929956,0.9365909090909091,0.09303424307360048,0.31469271686648537
R_322r5wcn8EpZV6e,housing,attribution,13,1657,feature contribution,0.45562024606687535,1.0,0.6666666666666666,0.20511860835181672,0.46517518950000003,1.0,0.556265851,0.9422159091,1.0,0.0,0.9898959328442267,0.9400000000000001,0.10129724205485062,0.31531197740585404
R_322r5wcn8EpZV6e,housing,attribution,14,2728,feature contribution,0.43853406139997103,0.75,0.75,0.2873464720973707,0.33970454540000006,1.0,0.3356842115,0.9893636364,1.0,1.0,0.9379418531979457,0.9389772727272727,0.21016193772087927,0.1066342387215597
R_322r5wcn8EpZV6e,housing,attribution,15,172,feature contribution,1.0,1.0,1.0,0.28013507411192023,0.39291666666,1.0,0.2118750454,1.0,1.0,1.0,0.9020997743795949,0.9107954545454545,0.23019965529572306,0.23531695977371508
R_322r5wcn8EpZV6e,housing,attribution,16,1155,feature contribution,0.4269132961081149,0.75,0.5714285714285714,0.4027887775485713,0.6333333334000001,1.0,0.3060520637,0.9869318182,1.0,0.0,0.954550346803665,0.9400000000000001,0.11654960713921139,0.5369031861838636
R_322r5wcn8EpZV6e,housing,attribution,17,1751,feature contribution,0.4133213715478732,0.75,0.75,0.23915961378095152,0.40929924240000004,1.0,0.2554877457,0.9961931818,1.0,0.0,0.9688895213042447,0.9575,0.15185678667457805,0.4114832992064703
R_322r5wcn8EpZV6e,housing,attribution,18,2462,feature contribution,0.3924854584575783,0.75,0.75,0.3913775500444253,0.479878788,0.0,0.045313014,0.9862954545,1.0,0.0,0.9242507909949816,0.9325,0.04738861242561457,0.6720362783644442
R_322r5wcn8EpZV6e,housing,attribution,19,553,feature contribution,1.0,1.0,1.0,0.3764229632635148,0.47183712119999993,0.0,0.0320954815,0.9898295455,1.0,0.0,0.9410271078390134,0.9377272727272727,0.1072439184277594,0.30136012955282193
R_322r5wcn8EpZV6e,housing,attribution,20,2447,feature contribution,1.0,0.8888888888888888,0.8888888888888888,0.47729218803189805,0.5504621213818182,1.0,0.3426002452,0.9859772727,1.0,0.0,0.9555511077923863,0.9593181818181818,0.12318798986579507,0.01693925796384138
R_322vaHesZ9mABo8,housing,attribution,1,3174,feature contribution,0.4535663691339694,0.0,0.0,0.17162727655560714,0.21666666665,1.0,0.0932088735,0.9420454545,1.0,1.0,0.9409703014923027,0.9453409090909091,0.04003403871505429,0.14413448637799176
R_322vaHesZ9mABo8,housing,attribution,2,2275,feature contribution,0.36563066472662775,0.0,0.0,0.021218577705373814,0.06988636364999999,1.0,0.0315421593,0.9989204545,0.0,0.0,0.9971943871051232,0.9777272727272728,0.006367127348635926,0.047277259905648183
R_322vaHesZ9mABo8,housing,attribution,3,675,feature contribution,0.4968643984887549,1.0,0.0,0.03353821210227392,0.15000000000000002,0.0,0.1682062193,1.0,0.0,0.0,0.9932923575795453,0.98,0.20011449240498896,0.29426022104297495
R_322vaHesZ9mABo8,housing,attribution,4,102,feature contribution,0.648019232179086,0.0,1.0,0.5000000000166667,0.5666666667,0.0,0.063981822,0.9988636364,0.0,0.0,1.0,0.98,0.14169689555643994,0.13093998362112738
R_322vaHesZ9mABo8,housing,attribution,5,577,feature contribution,0.6327886529829748,0.0,1.0,0.5000000000166667,0.5666666667,0.0,0.0920991765,0.9982954545,0.0,0.0,0.9994318181818181,0.98,0.01455331015816417,0.05967023213906586
R_322vaHesZ9mABo8,housing,attribution,6,2447,feature contribution,0.31669862078704697,1.0,0.0,0.616358646857678,0.21666666664999998,0.0,0.122494396,0.9863636364,0.0,0.0,0.9615293051357781,0.9794318181818182,0.3361477038007551,0.07299703757734435
R_322vaHesZ9mABo8,housing,attribution,7,1751,feature contribution,0.4280571078537566,0.0,0.0,0.31666666665,0.21666666664999998,0.0,0.4955735981,0.9772727273,0.0,0.0,0.9782954545454545,0.9953409090909091,0.1749506525841369,0.379317002512372
R_322vaHesZ9mABo8,housing,attribution,8,553,feature contribution,0.4812765655656857,0.0,0.0,0.31666666665,0.21666666664999998,0.0,0.3199383211,0.9892045455,0.0,0.0,0.98,0.98,0.07234134982984211,0.25872344845409784
R_322vaHesZ9mABo8,housing,attribution,9,172,feature contribution,0.6378023733340753,1.0,0.0,0.166666667,0.2166666665,1.0,0.0887221004,0.9988636364,1.0,1.0,0.9655303030303031,0.9777272727272728,0.035626801195641655,0.010198227575189234
R_322vaHesZ9mABo8,housing,attribution,10,2728,feature contribution,0.6364912283714631,1.0,1.0,0.166666667,0.23333333300000003,0.0,0.0263892945,1.0,0.0,0.0,0.9666666666666667,0.9720454545454545,0.14146273779997015,0.03954028395629061
R_32YjhrSOKPpEfJf,diabetes,attribution,1,42,feature contribution,0.3361955506568402,0.6666666666666666,0.6666666666666666,0.09513553576508076,0.151835557425,1.0,0.0066899294,0.9399682519,0.0,1.0,0.938245530340006,0.9530771976918082,0.08537785844170598,0.0361394244151938
R_32YjhrSOKPpEfJf,diabetes,attribution,2,30,feature contribution,0.3361955506568402,0.8,0.4,0.11746312571434962,0.136402545925,0.0,0.2733182814,0.9030413755,0.0,0.0,0.8851299221942464,0.8684953910396058,0.24805443763072388,0.228024645386349
R_32YjhrSOKPpEfJf,diabetes,attribution,3,33,feature contribution,0.3361955506568402,0.6666666666666666,0.6666666666666666,0.10931210841469385,0.12785765137500002,0.0,0.0807686902,0.9496674037,1.0,1.0,0.9407749612274159,0.9499103247440123,0.06328296928671862,0.2075558209781915
R_32YjhrSOKPpEfJf,diabetes,attribution,4,32,feature contribution,0.3361955506568402,0.6666666666666666,0.6666666666666666,0.11305931310608772,0.13163427542027026,0.0,0.0432713795,0.9196867309,1.0,1.0,0.9209876643366146,0.9335747552469533,0.06310550441520987,0.100758641002171
R_32YjhrSOKPpEfJf,diabetes,attribution,5,56,feature contribution,0.3361955506568402,0.3333333333333333,0.6666666666666666,0.09326543162800702,0.12842545149999998,0.0,0.0622102932,0.9203698977,1.0,0.0,0.9413193419222599,0.9592345824552586,0.07864043793664935,0.11755516372454392
R_32YjhrSOKPpEfJf,diabetes,attribution,6,14,feature contribution,0.5194103003727245,0.75,0.75,0.17200446542326858,0.16320183262000001,0.0,0.1766414214,0.9305925818,1.0,0.0,0.9184290591967345,0.9089154823083436,0.007808301631594183,0.05794463675435735
R_32YjhrSOKPpEfJf,diabetes,attribution,7,26,feature contribution,0.32460773199290544,0.0,0.0,0.14048399693296795,0.133344180275,0.0,0.2821240985,0.940624274,0.0,0.0,0.9366376431083999,0.9406391560588501,0.09020301787739438,0.01440239333769322
R_32YjhrSOKPpEfJf,diabetes,attribution,8,35,feature contribution,0.3361955506568402,0.3333333333333333,0.3333333333333333,0.17641441211115919,0.15658357479391305,0.0,0.1652640718,0.8824791686,0.0,0.0,0.8766332289600945,0.8654052806755738,0.38023562395786215,0.28009691876224724
R_32YjhrSOKPpEfJf,diabetes,attribution,9,7,feature contribution,0.32460773199290544,1.0,0.5,0.17953387125288872,0.1323002840666667,1.0,0.0806745317,0.930730011,0.0,0.0,0.9173389311071267,0.919655005255158,0.013577630478539437,0.019681899288441884
R_32YjhrSOKPpEfJf,diabetes,attribution,10,53,feature contribution,0.32460773199290544,0.5,0.0,0.26560911129216186,0.1427715102,0.0,0.3458787704,0.9179950206,0.0,0.0,0.9086891094665002,0.9500462882253672,0.1716297708840633,0.17540301318236856
R_32YjhrSOKPpEfJf,diabetes,attribution,11,12,feature contribution,0.6405871994412875,0.0,0.0,0.12413991112055801,0.15536667604999999,0.0,0.0257220408,0.8977410082,0.0,0.0,0.9391799489216027,0.9598876785900232,0.04990155672628738,0.0841973824852304
R_32YjhrSOKPpEfJf,diabetes,attribution,12,31,feature contribution,0.6405871994412875,1.0,0.0,0.09542992103421005,0.19028226490000003,1.0,0.0582709068,0.9382756194,0.0,0.0,0.9549444107619562,0.9544286987695102,0.03532204775466674,0.15771109371462982
R_32YjhrSOKPpEfJf,diabetes,attribution,13,20,feature contribution,0.6405871994412875,0.0,0.0,0.03277854239280052,0.0788707415,0.0,0.0435367298,0.953555926,0.0,1.0,0.9543398688677107,0.9565822237699002,0.07403320137679215,0.01815119974213386
R_32YjhrSOKPpEfJf,diabetes,attribution,14,59,feature contribution,0.32460773199290544,0.5,0.5,0.21517820972905088,0.26028473846666667,1.0,0.0150795189,0.9519937479,0.0,0.0,0.9440484196512449,0.9532104256279155,0.055360302203607104,0.004179971938494925
R_32YjhrSOKPpEfJf,diabetes,attribution,15,0,feature contribution,0.32460773199290544,0.5,0.5,0.08929610148411678,0.09208819443333333,1.0,0.0254486679,0.8873261666,0.0,0.0,0.8580487192367905,0.855809227284489,0.02289391928914064,0.061079467072917275
R_32YjhrSOKPpEfJf,diabetes,attribution,16,58,feature contribution,0.6405871994412875,0.0,0.0,0.08172935512581277,0.12608695649999999,0.0,0.181286396,0.9294977954,0.0,0.0,0.9274069287237202,0.9451499692733951,0.03277145018232808,0.03295487328329
R_32YjhrSOKPpEfJf,diabetes,attribution,17,52,feature contribution,0.32460773199290544,0.0,1.0,0.06923304931496954,0.12700486659263902,0.0,0.2554593783,0.9214115816,0.0,0.0,0.9138472670957332,0.8895855944215919,0.3286873973003078,0.2768094981325648
R_32YjhrSOKPpEfJf,diabetes,attribution,18,51,feature contribution,0.32460773199290544,0.5,0.5,0.07309985768517471,0.07059081606666666,0.0,0.0402943401,0.942080077,0.0,1.0,0.9027836411951158,0.9009563058103415,0.0463833582647899,0.017968992570788794
R_32YjhrSOKPpEfJf,diabetes,attribution,19,15,feature contribution,0.32460773199290544,0.6666666666666666,0.5,0.10036853717296773,0.07177005776666667,0.0,0.3348302851,0.9242097274,0.0,0.0,0.8840623124484611,0.8852720843098796,0.26412839469463356,0.10937421572937064
R_32YjhrSOKPpEfJf,diabetes,attribution,20,11,feature contribution,0.32460773199290544,0.5,0.0,0.13303736793982848,0.146579803275,0.0,0.1286784413,0.9674509058,0.0,0.0,0.9580368389842528,0.938342127290813,0.22359209639248578,0.13973764345042503
R_39eI4Ru6gkJHOk9,housing,attribution,1,2275,feature contribution,0.3898561938971668,0.0,0.0,0.10741255138946486,0.1502840909,1.0,0.2068800473,0.9986363636,1.0,1.0,0.9948758885314868,0.9788636363636364,0.007817501244691522,0.09311337635695974
R_39eI4Ru6gkJHOk9,housing,attribution,2,675,feature contribution,0.3898561938971668,0.0,0.0,0.2032599212652444,0.1377840909,0.0,0.2478104342,0.9993181818,0.0,0.0,0.9938096678539022,0.98,0.13513994614585018,0.26842340090248784
R_39eI4Ru6gkJHOk9,housing,attribution,3,2255,feature contribution,0.3898561938971668,0.0,0.0,0.06930575033595315,0.10980113635,0.0,0.157385869,1.0,0.0,0.0,0.9961413362238005,0.9799431818181819,0.21971457749552709,0.1922833049563561
R_39eI4Ru6gkJHOk9,housing,attribution,4,692,feature contribution,0.3898561938971668,0.0,0.0,0.3614778348405439,0.05227272724999999,0.0,0.0607770837,0.9980681818,1.0,0.0,0.9022270478728733,0.9976136363636364,0.6562192038456651,0.12923548377267596
R_39eI4Ru6gkJHOk9,housing,attribution,5,2987,feature contribution,0.3898561938971668,0.0,1.0,0.02673073323946486,0.060795454500000005,1.0,0.0604391323,0.9819318182,1.0,1.0,0.9869213430769413,0.98875,0.024844536766022163,0.16917646913881842
R_39eI4Ru6gkJHOk9,housing,attribution,6,1760,feature contribution,0.3898561938971668,0.0,0.0,0.04586825033595315,0.08636363635,0.0,0.1176131417,0.9994318182,0.0,0.0,0.995970881678346,0.9978409090909091,0.18387367947276262,0.12271064368949913
R_39eI4Ru6gkJHOk9,housing,attribution,7,3174,feature contribution,0.3898561938971668,0.0,0.0,0.06696821609297657,0.11221590909999998,1.0,0.1543863118,0.9404545455,1.0,1.0,0.9393490772028094,0.92125,0.03822575466301233,0.11124519735573642
R_39eI4Ru6gkJHOk9,housing,attribution,8,102,feature contribution,0.3898561938971668,0.0,0.0,0.30209119826074243,0.08636363649999998,0.0,0.2647052555,0.9997727273,1.0,0.0,0.9691635207502485,0.98,0.33728958121353814,0.20285691758481475
R_39eI4Ru6gkJHOk9,housing,attribution,9,577,feature contribution,0.3898561938971668,0.0,0.0,0.32271218387729655,0.1123579545,0.0,0.2357691134,0.9999431818,1.0,0.0,0.9571083082490813,0.98,0.4121351585435223,0.12895320510392255
R_39eI4Ru6gkJHOk9,housing,attribution,10,614,feature contribution,0.3898561938971668,0.0,0.0,0.19762705548417125,0.1171875,0.0,0.0567826949,0.9998295455,1.0,0.0,0.9878241778063315,0.98,0.07787224476044619,0.07060391003020053
R_39eI4Ru6gkJHOk9,housing,attribution,11,1657,feature contribution,0.3898561938971668,0.0,0.0,0.5488636365,0.29886363650000003,0.0,0.1914372461,0.98625,1.0,0.0,0.9594318181818182,0.98,0.12517134083434875,0.41952544085595256
R_39eI4Ru6gkJHOk9,housing,attribution,12,172,feature contribution,0.3898561938971668,1.0,1.0,0.0,0.30000000000000004,1.0,0.34482851,0.9588636364,1.0,1.0,0.9588636363636364,0.9788636363636364,0.3448285100433164,0.06750736514983402
R_39eI4Ru6gkJHOk9,housing,attribution,13,456,feature contribution,0.3898561938971668,1.0,0.0,0.28395328716677876,0.35,1.0,0.0922848183,0.9378409091,0.0,0.0,0.9716770210697194,0.9993181818181819,0.06372943371152845,0.2957842523143112
R_39eI4Ru6gkJHOk9,housing,attribution,14,2462,feature contribution,0.3898561938971668,1.0,0.0,0.2693666895620874,0.45,1.0,0.2883328392,0.9569886364,1.0,0.0,0.9831152984512189,0.9924999999999999,0.02321844761736075,0.6569074264446417
R_39eI4Ru6gkJHOk9,housing,attribution,15,2767,feature contribution,0.3898561938971668,1.0,0.0,0.0,0.35,1.0,0.2167087945,0.9526136364,1.0,0.0,0.9526136363636364,0.9936363636363637,0.21670879453482442,0.4162268533777764
R_39eI4Ru6gkJHOk9,housing,attribution,16,1751,feature contribution,0.3898561938971668,1.0,0.0,0.0,0.35,1.0,0.1163947582,0.9582954545,1.0,0.0,0.9582954545454545,0.9995454545454545,0.11639475818020985,0.43519340534182693
R_39eI4Ru6gkJHOk9,housing,attribution,17,1155,feature contribution,0.3898561938971668,1.0,0.0,0.0,0.45,1.0,0.1528852772,0.96,1.0,0.0,0.96,0.98,0.15288527721689937,0.7653671024577043
R_39eI4Ru6gkJHOk9,housing,attribution,18,2447,feature contribution,0.3898561938971668,1.0,1.0,0.3904953860140469,0.30000000000000004,1.0,0.2245155382,0.9594318182,0.0,0.0,0.9941218044755367,0.9794318181818182,0.1632043975809522,0.07299703757734435
R_39eI4Ru6gkJHOk9,housing,attribution,19,2728,feature contribution,0.3898561938971668,1.0,1.0,0.0,0.30000000000000004,1.0,0.161298865,0.95375,1.0,1.0,0.95375,0.97375,0.161298864987935,0.047892356784320966
R_39eI4Ru6gkJHOk9,housing,attribution,20,553,feature contribution,0.3898561938971668,1.0,0.0,0.04140583466234704,0.35,1.0,0.2077268641,0.9548863636,1.0,0.0,0.9631675305688331,0.98,0.1589374418736023,0.35313384383214197
R_3B7CxgDgEzWSvrb,diabetes,counterfactual,1,26,weighted examples,0.46545921697661785,0.5,0.5,0.17464278368330835,0.17885560113333332,1.0,0.0006130162,0.9464842174,0.0,0.0,0.9574801993183408,0.9594314986004275,0.07876797937591784,0.12543790566785984
R_3B7CxgDgEzWSvrb,diabetes,counterfactual,2,7,weighted examples,0.6715529147844774,0.0,0.0,0.09100163235495343,0.10526271039999999,0.0,0.1161497613,0.9117527304,0.0,0.0,0.9175463437198655,0.9180333836335364,0.007275187491440016,0.011091260797930214
R_3B7CxgDgEzWSvrb,diabetes,counterfactual,3,14,weighted examples,0.3396315854100167,1.0,0.0,0.21286205679657794,0.13267874424999998,0.0,0.0684886295,0.9008117451,0.0,0.0,0.9161061693969997,0.932263431445375,0.08926124299206734,0.1406338073516883
R_3B7CxgDgEzWSvrb,diabetes,counterfactual,4,35,weighted examples,0.4376289682107841,0.5,0.5,0.29947798946304766,0.31812345820000004,1.0,0.1400726892,0.9647405509,0.0,0.0,0.8881455418585072,0.8741009328494868,0.238985293284697,0.4163109851944145
R_3B7CxgDgEzWSvrb,diabetes,counterfactual,5,53,weighted examples,0.2616977562266413,1.0,0.5,0.18763038045940283,0.24001080583333334,0.0,0.0406876112,0.9731716119,0.0,0.0,0.9235192575220822,0.9628400307861561,0.11455826656018098,0.12192548263297329
R_3B7CxgDgEzWSvrb,diabetes,counterfactual,6,56,weighted examples,0.6186436742120184,0.0,0.0,0.2099365133187067,0.19847809949999998,0.0,0.1134448045,0.9218663424,1.0,1.0,0.9507343135592616,0.9533670355792416,0.06696522296159352,0.06278171219886206
R_3B7CxgDgEzWSvrb,diabetes,counterfactual,7,30,weighted examples,0.5761143366696487,0.0,0.0,0.312836080748808,0.2456521739,1.0,0.1202761773,0.8990192213,0.0,0.0,0.9333593236223793,0.8884953910396058,0.1273316206645166,0.13591383696484927
R_3B7CxgDgEzWSvrb,diabetes,counterfactual,8,32,weighted examples,0.4201661795796824,0.5,0.5,0.14924343297854706,0.11494578443333332,0.0,0.0838405605,0.9605507403,1.0,1.0,0.9381410827260008,0.942019943603606,0.0428315376535337,0.019677559921170998
R_3B7CxgDgEzWSvrb,diabetes,counterfactual,9,42,weighted examples,0.705682985412073,0.0,0.0,0.22224149300271723,0.19022931620000003,1.0,0.1666481863,0.9380284805,0.0,0.0,0.941036872312889,0.941432325403677,0.017505410356736723,0.1006702468942351
R_3B7CxgDgEzWSvrb,diabetes,counterfactual,10,33,weighted examples,0.3975101544838172,1.0,0.5,0.15420454755809565,0.2420028599,0.0,0.0722186982,0.9367743031,1.0,1.0,0.9551290856273776,0.9351277160483601,0.0019095362128546678,0.14802266642767076
R_3B7CxgDgEzWSvrb,diabetes,counterfactual,11,52,weighted examples,0.29226222019247977,0.6666666666666666,1.0,0.22871980737943887,0.39288841329509266,0.0,0.1259653647,0.9455063288,0.0,0.0,0.940150374209695,0.9050036727286785,0.1568235709180545,0.21543620346384817
R_3B7CxgDgEzWSvrb,diabetes,counterfactual,12,51,weighted examples,0.5667820948930604,0.75,0.75,0.14496328896119842,0.21490956947999998,0.0,0.1335225094,0.9419942325,1.0,1.0,0.9376892680662096,0.9409397871853791,0.0007215162223500604,0.08700313805792409
R_3B7CxgDgEzWSvrb,diabetes,counterfactual,13,58,weighted examples,0.7021059119416259,0.0,0.0,0.2879547737888921,0.14176771424999998,1.0,0.061221981,0.8997200764,1.0,0.0,0.9483537943698455,0.9451499692733951,0.06271854800059681,0.03295487328329
R_3B7CxgDgEzWSvrb,diabetes,counterfactual,14,20,weighted examples,0.5172784826103024,1.0,1.0,0.19722003366927704,0.021669553700000024,0.0,0.1107883969,0.9284428378,0.0,0.0,0.9508190050119332,0.9327767485105906,0.04827290178804178,0.11086205512093589
R_3B7CxgDgEzWSvrb,diabetes,counterfactual,15,15,weighted examples,0.30920205007628926,0.5,0.6666666666666666,0.1869705360992334,0.239753213,1.0,0.0948897476,0.9267798993,1.0,0.0,0.9117663160825532,0.9011476926576483,0.0001545011463740531,0.20937421572937065
R_3B7CxgDgEzWSvrb,diabetes,counterfactual,16,11,weighted examples,0.4447065337820427,0.0,1.0,0.13906260623378952,0.0711622536,0.0,0.170850268,0.9564898648,0.0,0.0,0.9761373000544922,0.9551495311412243,0.13039293998330537,0.13705561166910102
R_3B7CxgDgEzWSvrb,diabetes,counterfactual,17,31,weighted examples,0.25196928176888245,0.5,1.0,0.06977332700181853,0.05963836244999997,1.0,0.0005394916,0.928879352,0.0,0.0,0.9638320276548666,0.9421804388002316,0.011900915600058959,0.05771109371462978
R_3B7CxgDgEzWSvrb,diabetes,counterfactual,18,12,weighted examples,0.358505358256351,0.5,0.5,0.14308107451975327,0.1316546284,1.0,0.0175316665,0.9372616833,1.0,1.0,0.9298752278373129,0.9116385129325034,0.022910515806743748,0.06741172550148994
R_3B7CxgDgEzWSvrb,diabetes,counterfactual,19,0,weighted examples,0.5112384969844346,1.0,0.0,0.06792679864677979,0.18748401255,1.0,0.0713892973,0.9482184672,1.0,1.0,0.9384390520762677,0.8708645821463554,0.03522897663816427,0.09629990383371162
R_3B7CxgDgEzWSvrb,diabetes,counterfactual,20,59,weighted examples,0.40843072963747873,0.5,0.5,0.10784069970628211,0.13633608073333334,0.0,0.0421796546,0.9615153715,0.0,1.0,0.9570122044398367,0.9566255375198066,0.03082614330128508,0.029855350804294967
R_3FJQV7viaHYDHi3,housing,none,1,3174,feature contribution,0.34464739303850445,0.4,0.5,0.2087800942909761,0.3100694444363636,1.0,0.1978607196,0.9866477273,1.0,1.0,0.9386766821381283,0.9230681818181818,0.06561883291305425,0.056286733310353526
R_3FJQV7viaHYDHi3,housing,none,2,2275,feature contribution,0.3511421609548488,1.0,0.5,0.3027802128904719,0.2058080808,1.0,0.1099738511,0.9988636364,1.0,1.0,0.997768421460318,0.9736363636363636,0.008050544783805513,0.037857261574767986
R_3FJQV7viaHYDHi3,housing,none,3,675,feature contribution,1.0,0.75,0.75,0.41206481417309304,0.4394507575800001,1.0,0.311770761,0.9792613636,1.0,0.0,0.9753413293203658,0.9598863636363636,0.0019857542662843064,0.12050414074363072
R_3FJQV7viaHYDHi3,housing,none,4,102,feature contribution,0.39991420547028306,0.6666666666666666,1.0,0.2441731896120587,0.377979798,0.0,0.030709385,0.9981363636,1.0,0.0,0.9583359732307029,0.9581818181818181,0.07549943557602895,0.03787643902086352
R_3FJQV7viaHYDHi3,housing,none,5,577,feature contribution,0.47105640909818497,0.6666666666666666,0.3333333333333333,0.1986869644816794,0.22742424243999998,1.0,0.1893272891,0.9954545455,1.0,0.0,0.9599492388278569,0.9581818181818182,0.1219186194656749,0.0592224426913196
R_3FJQV7viaHYDHi3,housing,none,6,2447,feature contribution,1.0,0.8888888888888888,0.8888888888888888,0.29157178032093467,0.3325530303818182,1.0,0.0661325503,0.9835454545,1.0,0.0,0.9578221222147207,0.9593181818181818,0.04212065338278609,0.01693925796384138
R_3FJQV7viaHYDHi3,housing,none,7,1751,feature contribution,0.4133213715478732,1.0,0.75,0.28211153811789136,0.2855681818,0.0,0.1859177762,0.9995454545,0.0,0.0,0.9588941028572021,0.9575,0.06824277828773945,0.26634120642052334
R_3FJQV7viaHYDHi3,housing,none,8,553,feature contribution,0.406171629189696,0.75,1.0,0.27985105152220396,0.419090909,0.0,0.0497925856,0.9987045455,0.0,0.0,0.9513686453747658,0.9376136363636364,0.04896460194556945,0.32871048126139657
R_3FJQV7viaHYDHi3,housing,none,9,172,feature contribution,0.44071352853758855,1.0,0.0,0.0,0.55,1.0,0.1533632533,0.9982954545,1.0,1.0,0.9982954545454545,0.9777272727272728,0.15336325326062306,0.03717494673273794
R_3FJQV7viaHYDHi3,housing,none,10,2728,feature contribution,0.4293558562525885,1.0,0.6666666666666666,0.26312141143704126,0.30369318175,1.0,0.1132987593,1.0,1.0,1.0,0.9660116291778148,0.9689772727272727,0.3280158318033878,0.0006850445168965491
R_3L5KFiVFwyHWfy9,housing,counterfactual,1,1760,weighted examples,0.49701480644107576,1.0,1.0,0.03333333329999999,0.4333333333,0.0,0.2276243549,0.9997727273,0.0,0.0,0.9931060606060607,0.9797727272727272,0.2440619731662934,0.10563557768435608
R_3L5KFiVFwyHWfy9,housing,counterfactual,2,102,weighted examples,0.4503623492115967,0.0,0.0,0.31207386365,0.21207386365000003,1.0,0.0385925818,0.9976704545,1.0,0.0,0.9933333333333334,0.98,0.03353417067380518,0.13093998362112738
R_3L5KFiVFwyHWfy9,housing,counterfactual,3,614,weighted examples,0.2976518302236885,0.5,0.5,0.17353535353333335,0.2402020202,0.0,0.1677496457,0.9983409091,1.0,0.0,0.9860984848484848,0.96,0.03407181604801762,0.021916190938059465
R_3L5KFiVFwyHWfy9,housing,counterfactual,4,3174,weighted examples,0.420642278184488,0.5,0.0,0.31858585860000005,0.24080808080000002,1.0,0.0019846897,0.9569545455,1.0,1.0,0.8964015151515152,0.9453409090909091,0.47863442568126996,0.14413448637799176
R_3L5KFiVFwyHWfy9,housing,counterfactual,5,2275,weighted examples,0.4992342489271127,0.0,0.0,0.2707386363545455,0.1502840909,1.0,0.2068800473,0.9986363636,1.0,0.0,0.9954545454545455,0.9981818181818182,0.007241226056493466,0.05918544546616933
R_3L5KFiVFwyHWfy9,housing,counterfactual,6,692,weighted examples,0.4157044108997756,1.0,0.0,0.3666666666999999,0.38333333334999997,1.0,0.001242147,0.9994318182,1.0,1.0,0.9916287878787879,0.9989772727272728,0.1691586381956835,0.008323025847059073
R_3L5KFiVFwyHWfy9,housing,counterfactual,7,577,weighted examples,0.45381709145854665,1.0,0.0,0.3666666666999999,0.38333333334999997,0.0,0.0920991765,0.9982954545,1.0,0.0,0.9933333333333334,0.98,0.04549020479230853,0.12895320510392255
R_3L5KFiVFwyHWfy9,housing,counterfactual,8,2987,weighted examples,0.6260896140812902,0.0,0.0,0.3890909091,0.21409090909999998,0.0,0.0397912509,0.9917727273,1.0,1.0,0.9726893939393939,0.9697727272727272,0.16132790922806783,0.07192625987761965
R_3L5KFiVFwyHWfy9,housing,counterfactual,9,675,weighted examples,0.32551694672224907,0.6666666666666666,0.4,0.26805160984090914,0.24121685605,0.0,0.209363827,0.9990340909,1.0,0.0,0.9678996212121213,0.9798863636363636,0.18394609708517545,0.22627552265197742
R_3L5KFiVFwyHWfy9,housing,counterfactual,10,2255,weighted examples,0.48600839357583003,0.0,1.0,0.29573863635,0.19147727269999998,1.0,0.0144891556,0.9997159091,0.0,0.0,0.9922537878787879,0.9999431818181819,0.2323567160036086,0.17698814170569394
R_3L5KFiVFwyHWfy9,housing,counterfactual,11,2767,weighted examples,0.2607509613086557,0.5,0.5,0.22750315645454547,0.22673611100000002,0.0,0.3083246185,0.9976704545,0.0,0.0,0.9931875,0.9963636363636363,0.29800387531752875,0.380222460012933
R_3L5KFiVFwyHWfy9,housing,counterfactual,12,1657,weighted examples,0.3547392284072733,0.0,0.0,0.3316666665,0.2166666665,0.0,0.449029641,0.9994318182,0.0,0.0,0.9854318181818182,0.98,0.11974193724673421,0.3497419372467342
R_3L5KFiVFwyHWfy9,housing,counterfactual,13,1751,weighted examples,0.3870377799700717,0.0,0.5,0.3261032195,0.2595959593333333,0.0,0.7745937659,0.9639772727,1.0,0.0,0.9858522727272727,0.9753409090909091,0.17154875222785682,0.39261351458026217
R_3L5KFiVFwyHWfy9,housing,counterfactual,14,2447,weighted examples,0.44440227825538214,0.0,0.0,0.5719696971363637,0.3833333335,0.0,0.2557364255,0.9784090909,0.0,0.0,0.9943181818181819,0.9760227272727273,0.2085681862068176,0.23024249335140334
R_3L5KFiVFwyHWfy9,housing,counterfactual,15,2462,weighted examples,0.5218574822994624,0.0,1.0,0.444090909,0.508181818,0.0,0.5550645606,0.9895909091,0.0,0.0,0.9805909090909091,0.9924999999999999,0.027414887456365333,0.6569074264446417
R_3L5KFiVFwyHWfy9,housing,counterfactual,16,2728,weighted examples,0.7147839274105185,1.0,0.0,0.21666666700000003,0.21666666650000002,0.0,0.0263892945,1.0,0.0,0.0,0.9766666666666667,0.9720454545454545,0.19441666899906324,0.04293702548589823
R_3L5KFiVFwyHWfy9,housing,counterfactual,17,553,weighted examples,0.4763214293749337,0.0,0.0,0.363181818,0.248181818,0.0,0.6295202009,0.9713181818,0.0,0.0,0.9808863636363636,0.98,0.04234134982984214,0.35313384383214197
