participant,domain,xai,n_forward_trials,participant_training_accuracy,fitted_continuous_parameters,best_forward_mental_model,second_best_forward_mental_model,delta_bic_to_second_best,supported_forward_mental_models_delta_bic_lt_2,forward_mental_model_fit_conclusion,forward_mental_model_evidence_strength,final_feature_relevance,final_feature_polarity,exemplar_nll,exemplar_bic,exemplar_mean_log_loss,exemplar_brier,exemplar_accuracy,exemplar_delta_bic,attribution_nll,attribution_bic,attribution_mean_log_loss,attribution_brier,attribution_accuracy,attribution_delta_bic,prototype_nll,prototype_bic,prototype_mean_log_loss,prototype_brier,prototype_accuracy,prototype_delta_bic
R_3ER2BU0lmP8pf0d,diabetes,attribution,12,0.3333333333333333,0,exemplar,prototype,0.20831660040754052,exemplar / attribution / prototype,indistinguishable: exemplar / attribution / prototype,indistinguishable,"{""age"":0.2569806073021288,""blood_pressure"":0.2430193926978712,""bmi"":0.0,""glucose"":0.27650858132389494,""insulin"":0.22349141867610503}","{""age"":-1.0,""blood_pressure"":1.0,""bmi"":1.0,""glucose"":-1.0,""insulin"":-1.0}",7.7671556989378026,15.534311397875605,0.6472629749114835,0.22762681924016717,0.6666666666666666,0.0,8.005373537082374,16.010747074164748,0.6671144614235311,0.23743211356097518,0.6666666666666666,0.4764356762891424,7.871313999141573,15.742627998283146,0.6559428332617977,0.23182017973791083,0.6666666666666666,0.20831660040754052
R_6djo5IHTdkraw17,diabetes,attribution,12,0.4166666666666667,0,prototype,attribution,0.23063615133198923,exemplar / attribution / prototype,indistinguishable: exemplar / attribution / prototype,indistinguishable,"{""age"":0.25698060730212885,""blood_pressure"":0.24301939269787118,""bmi"":0.0,""glucose"":0.27650858132389494,""insulin"":0.22349141867610503}","{""age"":-1.0,""blood_pressure"":1.0,""bmi"":1.0,""glucose"":-1.0,""insulin"":-1.0}",8.349049695663684,16.698099391327368,0.695754141305307,0.25144090644468925,0.5833333333333334,0.34348174901662887,8.292626896821364,16.58525379364273,0.6910522414017803,0.24931022932119304,0.4166666666666667,0.23063615133198923,8.17730882115537,16.35461764231074,0.6814424017629475,0.24455831860319113,0.4166666666666667,0.0
R_77Afk1Bz9dQl8Ah,diabetes,attribution,12,0.5833333333333334,0,attribution,exemplar,0.04846447840233381,exemplar / attribution / prototype,indistinguishable: exemplar / attribution / prototype,indistinguishable,"{""age"":0.25698060730212885,""blood_pressure"":0.24301939269787118,""bmi"":0.0,""glucose"":0.27650858132389494,""insulin"":0.22349141867610503}","{""age"":-1.0,""blood_pressure"":1.0,""bmi"":1.0,""glucose"":-1.0,""insulin"":-1.0}",8.136924323290787,16.273848646581573,0.6780770269408989,0.24161119231857417,0.5833333333333334,0.04846447840233381,8.11269208408962,16.22538416817924,0.6760576736741349,0.2422821149811836,0.4166666666666667,0.0,8.85003814323661,17.70007628647322,0.7375031786030508,0.26977479530821635,0.4166666666666667,1.47469211829398
R_7PXJzeq2Mm9tJDC,diabetes,attribution,12,0.6666666666666666,0,attribution,prototype,0.22176672886927307,exemplar / attribution / prototype,indistinguishable: exemplar / attribution / prototype,indistinguishable,"{""age"":0.25698060730212885,""blood_pressure"":0.2430193926978712,""bmi"":0.0,""glucose"":0.276508581323895,""insulin"":0.22349141867610506}","{""age"":-1.0,""blood_pressure"":1.0,""bmi"":1.0,""glucose"":-1.0,""insulin"":-1.0}",7.868004296081826,15.736008592163651,0.6556670246734855,0.232448296861038,0.5833333333333334,0.4605861790236627,7.637711206569994,15.275422413139989,0.6364759338808329,0.22220600209616756,0.75,0.0,7.748594571004631,15.497189142009262,0.645716214250386,0.22795922755784415,0.5,0.22176672886927307
R_1bZVUxPBbbRCo4S,diabetes,counterfactual,12,0.4166666666666667,0,attribution,prototype,0.6495345566894599,exemplar / attribution / prototype,indistinguishable: exemplar / attribution / prototype,indistinguishable,"{""age"":0.25,""blood_pressure"":0.25,""bmi"":0.0,""glucose"":0.2916666666666667,""insulin"":0.20833333333333334}","{""age"":-1.0,""blood_pressure"":-1.0,""bmi"":0.0,""glucose"":-1.0,""insulin"":-1.0}",8.26848101033238,16.53696202066476,0.689040084194365,0.24794653994162796,0.5833333333333334,0.7499029905436032,7.893529515060578,15.787059030121156,0.6577941262550482,0.23244742684958564,0.75,0.0,8.218296793405308,16.436593586810616,0.684858066117109,0.24585665730118808,0.5833333333333334,0.6495345566894599
R_1ss9Kw3pIQ85a0x,diabetes,counterfactual,12,0.5,0,attribution,prototype,1.5146691253198306,exemplar / attribution / prototype,indistinguishable: exemplar / attribution / prototype,indistinguishable,"{""age"":0.25,""blood_pressure"":0.25,""bmi"":0.0,""glucose"":0.2916666666666667,""insulin"":0.20833333333333334}","{""age"":-1.0,""blood_pressure"":-1.0,""bmi"":0.0,""glucose"":-1.0,""insulin"":-1.0}",8.245764584503382,16.491529169006764,0.6871470487086152,0.2470001356986562,0.6666666666666666,1.5699110022239644,7.4608090833914,14.9216181667828,0.6217340902826166,0.2148076298763215,0.8333333333333334,0.0,8.218143646051315,16.43628729210263,0.6848453038376096,0.24584975446255827,0.6666666666666666,1.5146691253198306
R_5ILPbRjMMu0htEd,diabetes,counterfactual,12,0.6666666666666666,0,attribution,prototype,0.8124610889671757,exemplar / attribution / prototype,indistinguishable: exemplar / attribution / prototype,indistinguishable,"{""age"":0.25,""blood_pressure"":0.25,""bmi"":0.0,""glucose"":0.2916666666666667,""insulin"":0.20833333333333334}","{""age"":-1.0,""blood_pressure"":-1.0,""bmi"":0.0,""glucose"":-1.0,""insulin"":-1.0}",8.277751135417374,16.555502270834747,0.6898125946181145,0.24833285553614595,0.6666666666666666,0.9151882330225689,7.820157018906089,15.640314037812178,0.6516797515755074,0.22982692342632335,0.5,0.0,8.226387563389677,16.452775126779354,0.6855322969491398,0.2461939915032194,0.6666666666666666,0.8124610889671757
R_5O9qsyNMKTfTx41,diabetes,counterfactual,12,0.5,0,attribution,prototype,1.2584993609415172,exemplar / attribution / prototype,indistinguishable: exemplar / attribution / prototype,indistinguishable,"{""age"":0.25,""blood_pressure"":0.25,""bmi"":0.0,""glucose"":0.2916666666666667,""insulin"":0.20833333333333334}","{""age"":-1.0,""blood_pressure"":-1.0,""bmi"":0.0,""glucose"":-1.0,""insulin"":-1.0}",8.27284550697016,16.54569101394032,0.6894037922475134,0.2481283682671969,0.5833333333333334,1.3343807083966333,7.605655152771844,15.211310305543687,0.6338045960643203,0.22082638036415217,0.75,0.0,8.234904833242602,16.469809666485205,0.6862420694368835,0.2465472128384709,0.75,1.2584993609415172
R_5qfkDFyU8U4LwCB,diabetes,counterfactual,12,0.4166666666666667,0,attribution,prototype,0.6852845182805947,exemplar / attribution / prototype,indistinguishable: exemplar / attribution / prototype,indistinguishable,"{""age"":0.25,""blood_pressure"":0.25,""bmi"":0.0,""glucose"":0.2916666666666667,""insulin"":0.20833333333333334}","{""age"":-1.0,""blood_pressure"":-1.0,""bmi"":0.0,""glucose"":-1.0,""insulin"":-1.0}",8.262787085472752,16.525574170945504,0.6885655904560627,0.24770942801465656,0.5833333333333334,0.7006565901639501,7.912458790390777,15.824917580781554,0.6593715658658981,0.2332111846516964,0.6666666666666666,0.0,8.255101049531074,16.51020209906215,0.6879250874609228,0.24738969611952008,0.5,0.6852845182805947
R_5y9kFl6cuzYCZjU,diabetes,counterfactual,12,0.75,0,attribution,prototype,1.102926991585985,exemplar / attribution / prototype,indistinguishable: exemplar / attribution / prototype,indistinguishable,"{""age"":0.25,""blood_pressure"":0.25,""bmi"":0.0,""glucose"":0.2916666666666667,""insulin"":0.20833333333333334}","{""age"":-1.0,""blood_pressure"":-1.0,""bmi"":0.0,""glucose"":-1.0,""insulin"":-1.0}",8.259391655826144,16.51878331165229,0.688282637985512,0.24756785082156707,0.75,1.1675864007699452,7.675598455441172,15.351196910882344,0.6396332046200977,0.22375717469491282,0.6666666666666666,0.0,8.227061951234164,16.45412390246833,0.6855884959361803,0.24622138126635373,0.75,1.102926991585985
