participant,domain,xai,testing cases,model family,k,eta,alpha,rho,lambda,beta,age actionable,immutable index,in-sample loss,in-sample selection_f1,in-sample amount_mae,in-sample direction_accuracy,in-sample selection_nll,5-fold CV loss,5-fold CV selection_f1,5-fold CV amount_mae,5-fold CV direction_accuracy,5-fold CV selection_nll,selected family by CV
R_5BSmZ6kOyBcgvGO,diabetes,counterfactual,20,feature contribution,observed per instance,0.0,0.0,0.5,nan,nan,0,4,0.3844864367739672,0.40738507150426384,0.17635794505219837,0.5,1.6276260398979825,0.40907794077422155,0.35490874007529605,0.1730646216237391,0.5,1.769745885131893,0
R_5BSmZ6kOyBcgvGO,diabetes,counterfactual,20,weighted examples,observed per instance,1.0,nan,0.5,2.0,0.0,0,4,0.3129369735264001,0.45497270457442707,0.08084665162722704,0.875,1.181744183159013,0.327037591511583,0.42783642149007745,0.08191160451324349,0.875,1.2754509072089195,1
R_5DSzaEugkyhB8He,housing,none,10,feature contribution,observed per instance,0.0,0.0,1.0,nan,nan,1,-1,0.424138209802677,0.29119199414998,0.1394684137553341,0.8,1.793770617662489,0.424138209802677,0.29119199414998,0.1394684137553341,0.8,1.7937706176624886,1
R_5DSzaEugkyhB8He,housing,none,10,weighted examples,observed per instance,0.0,nan,1.5,0.0,0.0,1,-1,0.4003104659178419,0.3527976288776496,0.15341856071333332,1.0,1.8271622669115737,0.4003104659178418,0.3527976288776495,0.15341856071333332,1.0,1.8271622669115732,0
R_5JCJbR8oOgkjlA0,diabetes,attribution,20,feature contribution,observed per instance,0.0,0.0,1.5,nan,nan,1,4,0.28811015257889666,0.7059435132567777,0.28216381841457105,0.8858333333333333,1.6248872259562908,0.289221859652378,0.7059435132567777,0.28438723256153364,0.8858333333333333,1.6248872259562908,1
R_5JCJbR8oOgkjlA0,diabetes,attribution,20,weighted examples,observed per instance,1.0,nan,1.0,6.0,0.0,1,4,0.26427484598974016,0.6940873881907265,0.22263708017020672,0.8358333333333332,1.9163356982986905,0.26885408983881987,0.6815340139094686,0.21924219358710836,0.8524999999999998,2.0731924784388243,0
R_5JrAewWP4QfNMDy,housing,attribution,10,feature contribution,observed per instance,0.0,0.0,1.0,nan,nan,1,-1,0.3788846572387733,0.5209642464675545,0.27873356094510104,0.66,1.799681020889102,0.3970416848867245,0.49626248068064555,0.2903458504540945,0.6599999999999999,1.9639462875532003,0
R_5JrAewWP4QfNMDy,housing,attribution,10,weighted examples,observed per instance,0.0,nan,1.0,0.0,0.0,1,-1,0.370690080375792,0.4964514050085575,0.2378315657601414,0.9,1.9533537247829755,0.38527663340554963,0.49645140500855744,0.26700467181965654,0.9,1.9533537247829755,1
R_5OT6oo9gKTZyooh,diabetes,none,20,feature contribution,observed per instance,0.0,1.0,1.0,nan,nan,0,4,0.2770436482789528,0.7398637149156042,0.2939510114735098,0.9,0.6571596848476287,0.2839916477728265,0.7398637149156043,0.30784701046125734,0.9,0.6571596848476288,1
R_5OT6oo9gKTZyooh,diabetes,none,20,weighted examples,observed per instance,0.0,nan,1.5,0.0,0.0,0,4,0.3472192152888015,0.5300629928918342,0.224501423469437,0.775,1.9911769818573748,0.3472192152888015,0.530062992891834,0.224501423469437,0.775,1.9911769818573746,0
R_5PStwIHXgmZwa9J,diabetes,none,20,feature contribution,observed per instance,0.0,0.5,1.0,nan,nan,0,4,0.1940190382561471,0.8176445396698669,0.20568261618216113,0.9,0.6601687562723071,0.20181759631079849,0.8149194299736541,0.21855462259525105,0.9,0.6869428709662491,1
R_5PStwIHXgmZwa9J,diabetes,none,20,weighted examples,observed per instance,0.0,nan,1.0,0.0,0.0,0,4,0.16263306125487179,0.7917811499637353,0.11704727247347894,0.8583333333333332,1.1137557006950431,0.16263306125487179,0.7917811499637354,0.11704727247347894,0.8583333333333332,1.1137557006950434,0
R_5QGGlhAzSiOVePL,diabetes,attribution,20,feature contribution,observed per instance,0.0,0.0,0.5,nan,nan,0,4,0.35533429629047697,0.5299391577928237,0.2406077503737777,0.675,2.1066918766482465,0.36117729722230063,0.5208241024095186,0.24317869685411994,0.675,2.1711038250682675,0
R_5QGGlhAzSiOVePL,diabetes,attribution,20,weighted examples,observed per instance,0.0,nan,1.0,0.0,0.0,0,4,0.2904169094862309,0.5942321420640182,0.17506596103648003,0.875,1.6879938905277736,0.3020002742084684,0.5942321420640181,0.198232690480955,0.875,1.6879938905277734,1
R_5a6S4hSnNMThfbj,diabetes,counterfactual,20,feature contribution,observed per instance,0.0,1.0,0.5,nan,nan,0,4,0.31895043416472774,0.5818985499686533,0.21979941829810895,0.95,0.9060008874494774,0.3676116684015464,0.4860166598456086,0.22123999664870145,0.95,1.3033964288593751,0
R_5a6S4hSnNMThfbj,diabetes,counterfactual,20,weighted examples,observed per instance,1.0,nan,1.5,6.0,1.0,0,4,0.2945953148281228,0.5720359355795371,0.16122656523578272,0.9,0.8491798210882173,0.2945953148281228,0.572035935579537,0.16122656523578272,0.9,0.8491798210882173,1
R_5aFAlypirbiSy54,housing,counterfactual,10,feature contribution,observed per instance,0.0,0.0,1.5,nan,nan,1,-1,0.3119690828450089,0.7083478398531982,0.3322860055432162,0.545,1.8708837940634513,0.3225623608346847,0.7037019016888469,0.34882662335821646,0.5449999999999999,1.9900242264620835,0
R_5aFAlypirbiSy54,housing,counterfactual,10,weighted examples,observed per instance,1.0,nan,1.5,6.0,0.5,1,-1,0.24899003337578055,0.7674339524783507,0.2654140192299118,0.8833333333333332,1.4212350472376258,0.24029633383748306,0.7569407261763315,0.23753339385129763,0.8833333333333332,1.6414268824141671,1
R_5b2MBKWDgnmpE3f,diabetes,none,20,feature contribution,observed per instance,0.0,1.0,1.5,nan,nan,0,4,0.3568043651587964,0.6588154054099935,0.3724241357275863,0.55,1.512450029165697,0.35680436515879643,0.6588154054099935,0.3724241357275863,0.55,1.5124500291656973,1
R_5b2MBKWDgnmpE3f,diabetes,none,20,weighted examples,observed per instance,0.0,nan,1.5,0.0,0.0,0,4,0.3181252717409331,0.6407773469858488,0.27702789046771503,0.6666666666666666,1.6860736745549005,0.3181252717409331,0.6407773469858489,0.2770278904677149,0.6666666666666666,1.6860736745549005,0
R_5c5e5Qjh8Qn7MSE,diabetes,attribution,20,feature contribution,observed per instance,1.0,0.5,1.0,nan,nan,0,4,0.2898538287243363,0.7423345683407492,0.3220422257894217,0.9541666666666666,0.7630717963803129,0.2916610060521308,0.737957965698623,0.32127997780288464,0.9541666666666666,0.7792300822376064,1
R_5c5e5Qjh8Qn7MSE,diabetes,attribution,20,weighted examples,observed per instance,0.0,nan,1.0,0.0,0.0,0,4,0.25665249449443117,0.6946737821002931,0.20797877108915527,0.9291666666666666,1.0342874753208828,0.2636309278043995,0.6946737821002931,0.22193563770909203,0.9291666666666666,1.0342874753208828,0
R_5fiJADPk00t6Se9,safelimit,counterfactual,10,feature contribution,observed per instance,0.0,1.0,0.5,nan,nan,0,3,0.390054210906547,0.5238647708574317,0.3039731926705257,0.725,1.3704475014196527,0.43241290619980466,0.4796563029363134,0.3444821153359229,0.725,1.711973873208241,1
R_5fiJADPk00t6Se9,safelimit,counterfactual,10,weighted examples,observed per instance,1.0,nan,1.5,6.0,1.0,0,3,0.3944219766421859,0.559028713397374,0.347872666681746,0.75,1.5019813759566194,0.4478269038185868,0.47919532798307446,0.374849135620248,0.75,1.7580824638919341,0
R_5g60ppMS88e6WxS,housing,none,10,feature contribution,observed per instance,0.0,0.0,1.0,nan,nan,1,-1,0.34048013655586373,0.5232920923604255,0.20425236547215303,0.7766666666666666,1.9274126550455999,0.3731733101611831,0.457905745149787,0.20425236547215309,0.7766666666666666,2.512139942303316,0
R_5g60ppMS88e6WxS,housing,none,10,weighted examples,observed per instance,0.0,nan,1.5,6.0,0.0,1,-1,0.3373975975595115,0.5292105178127484,0.20400571293177144,0.95,2.3948691772699617,0.3648934230506418,0.5292105178127484,0.2589973639140319,0.95,2.394869177269962,1
R_5g6goAxW0POnfXS,housing,counterfactual,10,feature contribution,observed per instance,1.0,1.0,0.5,nan,nan,1,-1,0.5615338633373127,0.29193985984647836,0.4150075865211038,0.6,2.8174379493958224,0.5865827018094467,0.29193985984647836,0.4651052634653718,0.6,2.817437949395823,0
R_5g6goAxW0POnfXS,housing,counterfactual,10,weighted examples,observed per instance,1.0,nan,1.0,6.0,0.0,1,-1,0.3681878705646492,0.425952188444343,0.16232792957364128,0.95,2.3913629456237557,0.41764267237126,0.3663772996262403,0.20166264436876027,0.95,2.6681883223448137,1
R_5j6OULl151xAZzJ,diabetes,attribution,20,feature contribution,observed per instance,0.0,0.0,0.5,nan,nan,0,4,0.30821608545704554,0.4693734667292193,0.08580563764331026,0.95,1.2554685888492334,0.3089900265245921,0.46782558459412604,0.08580563764331026,0.95,1.2710419397326225,1
R_5j6OULl151xAZzJ,diabetes,attribution,20,weighted examples,observed per instance,0.0,nan,0.5,2.0,0.0,0,4,0.3314638327563908,0.4616767823564554,0.12460444786923694,0.65,1.3030294776361244,0.3355532993018657,0.45602523631445147,0.1271318349181828,0.65,1.3541190011054194,0
R_5jOrV0ED2kEcpj3,housing,attribution,20,feature contribution,observed per instance,0.0,0.0,1.5,nan,nan,1,-1,0.3818273235590921,0.5521371903781533,0.31579183749633766,0.6291666666666665,2.3123667636170535,0.3917601426566235,0.5413154184891973,0.3248357038024442,0.6291666666666667,2.399460539207791,1
R_5jOrV0ED2kEcpj3,housing,attribution,20,weighted examples,observed per instance,0.0,nan,1.0,0.0,0.0,1,-1,0.3791475985395924,0.48538954094227993,0.2436847380214647,0.8583333333333332,3.0801802556157134,0.3840415379411075,0.48538954094227993,0.25347261682449496,0.8583333333333332,3.080180255615713,0
R_5kGrfdcFvaTZHov,diabetes,attribution,20,feature contribution,observed per instance,1.0,0.0,1.5,nan,nan,1,4,0.28460133121191783,0.6748434231920597,0.24404608561589516,1.0,1.5780060017054898,0.2871977452095504,0.6696505951967944,0.24404608561589516,1.0,1.6157149607480725,1
R_5kGrfdcFvaTZHov,diabetes,attribution,20,weighted examples,observed per instance,0.0,nan,1.0,0.0,0.0,1,4,0.3047530113302845,0.5716115247081437,0.18111754736871274,0.8625,2.584587546291683,0.3047530113302846,0.5716115247081436,0.18111754736871274,0.8625,2.584587546291683,0
R_5lApGQB2048vlh4,housing,none,20,feature contribution,observed per instance,0.0,1.0,1.0,nan,nan,1,-1,0.3111462593806293,0.6843189695137915,0.3066114882750502,0.6216666666666666,2.086719039971638,0.3119450329537565,0.6827214223675371,0.3066114882750502,0.6216666666666666,2.171249013012623,1
R_5lApGQB2048vlh4,housing,none,20,weighted examples,observed per instance,0.0,nan,1.0,6.0,0.0,1,-1,0.2670568649938242,0.6711881177195382,0.20530184770718685,0.9166666666666666,2.845331850142117,0.2670568649938243,0.6711881177195383,0.2053018477071869,0.9166666666666666,2.8453318501421165,0
R_5q8M1s4dsLm5hDO,diabetes,counterfactual,20,feature contribution,observed per instance,0.5,1.0,0.5,nan,nan,0,4,0.1897906737616732,0.7327113136533645,0.11229266117671091,0.8,0.37712025632915197,0.18979067376167322,0.7327113136533645,0.11229266117671091,0.8,0.37712025632915197,1
R_5q8M1s4dsLm5hDO,diabetes,counterfactual,20,weighted examples,observed per instance,0.0,nan,1.5,0.0,1.0,0,4,0.2173431226767967,0.6770908112282404,0.11177705658183368,0.75,0.46099904549644916,0.21223902546245413,0.6760167520640991,0.1004948029890074,0.75,0.46647311026853877,0
R_5qAk52BxKeKkOOJ,safelimit,attribution,10,feature contribution,observed per instance,0.5,1.0,0.5,nan,nan,0,3,0.24002133262776776,0.6704743643900579,0.15051702964559333,1.0,0.3997698105632005,0.24002133262776773,0.6704743643900578,0.1505170296455933,1.0,0.3997698105632005,1
R_5qAk52BxKeKkOOJ,safelimit,attribution,10,weighted examples,observed per instance,0.0,nan,0.5,2.0,0.0,0,3,0.4180144746138711,0.24906551666560683,0.08509446589334899,1.0,1.6488766811776376,0.4177983321587629,0.24636152694473218,0.08195819126225797,1.0,1.678568415698754,0
R_5rPkDbCA9RBiFjd,safelimit,counterfactual,10,feature contribution,observed per instance,0.0,1.0,0.5,nan,nan,1,3,0.3652463037662907,0.6817929391515387,0.41228554668412026,0.5666666666666667,1.0926761768475268,0.38472130004157856,0.6914739649362975,0.46091656501945455,0.4666666666666666,3.6166829286624185,1
R_5rPkDbCA9RBiFjd,safelimit,counterfactual,10,weighted examples,observed per instance,0.0,nan,0.5,0.0,0.5,1,3,0.4181967274889691,0.5041984525485305,0.3405919075264688,0.5666666666666667,2.3822472182154613,0.4258344098922177,0.5464261832561816,0.398095003040617,0.5,4.973453858138536,0
R_5z49Mi5OsGgJ6pz,diabetes,attribution,20,feature contribution,observed per instance,0.0,0.0,1.0,nan,nan,0,4,0.26381984251357227,0.6430445409682956,0.17068422599544003,0.9583333333333333,1.3372667612672617,0.28623428439565146,0.5894209789511342,0.16188954774243708,0.9583333333333333,1.7413816686189532,0
R_5z49Mi5OsGgJ6pz,diabetes,attribution,20,weighted examples,observed per instance,0.0,nan,1.0,2.0,0.0,0,4,0.24151929681442685,0.6461505628833877,0.12918915651224144,0.9,1.3120064730987346,0.24743940122375857,0.6329712299934532,0.12785003244097043,0.9,1.3964713283766206,1
R_61yCzDc7u4eGlCE,diabetes,attribution,20,feature contribution,observed per instance,0.0,1.0,0.5,nan,nan,0,4,0.29514850040410423,0.6425800543799262,0.23287705518813467,0.5,1.451431381347903,0.29514850040410423,0.6425800543799263,0.23287705518813473,0.5,1.451431381347903,1
R_61yCzDc7u4eGlCE,diabetes,attribution,20,weighted examples,observed per instance,0.0,nan,0.5,0.0,0.0,0,4,0.3358122277683111,0.587316448304511,0.2589409038411332,0.4041666666666666,1.8307460048766537,0.33604584744480465,0.5835550497558969,0.25564674464550613,0.4041666666666666,1.8620793810245466,0
R_63dAINefVgDYtEz,housing,none,20,feature contribution,observed per instance,0.0,0.0,0.5,nan,nan,1,-1,0.4246426588645634,0.40998533758714695,0.2592706553162737,0.5,3.2297611556298635,0.4246426588645634,0.40998533758714695,0.2592706553162737,0.4999999999999999,3.229761155629864,1
R_63dAINefVgDYtEz,housing,none,20,weighted examples,observed per instance,0.0,nan,1.0,6.0,0.0,1,-1,0.4018608362514352,0.40603544056608704,0.20975711306895758,0.8666666666666666,3.3772015034961207,0.4134030436370505,0.40392411038432174,0.23073019765842284,0.8666666666666666,3.42963022647769,0
R_65WwRg0sK4kNw2R,diabetes,counterfactual,20,feature contribution,observed per instance,1.0,0.5,0.5,nan,nan,0,4,0.5495923317554605,0.25420988787801824,0.35339455138893944,0.4,1.8907375623696399,0.5726058379490835,0.20420862264639875,0.3494202985445655,0.4,2.221846221002843,0
R_65WwRg0sK4kNw2R,diabetes,counterfactual,20,weighted examples,observed per instance,0.0,nan,1.0,0.0,0.0,0,4,0.40586312787527257,0.357322992663185,0.1690492484137303,0.9,1.4451857764333798,0.40586312787527257,0.35732299266318507,0.1690492484137303,0.9,1.4451857764333798,1
R_67vRcoYqomc0aH9,housing,attribution,10,feature contribution,observed per instance,0.0,1.0,0.5,nan,nan,1,-1,0.44856534778530843,0.4530517180076707,0.3501824135782876,0.5516666666666666,2.6504776615189343,0.4738951675641765,0.39716621311442,0.34495654824277294,0.5516666666666666,2.98409684691236,0
R_67vRcoYqomc0aH9,housing,attribution,10,weighted examples,observed per instance,0.0,nan,0.5,0.0,0.0,1,-1,0.32231453157976253,0.6061535442078638,0.25078260736738894,0.9,2.204642028327998,0.36524734564184685,0.6050479798364815,0.3355426711201751,0.9,2.266282408434724,1
R_68NgnXPoKxlotUv,diabetes,none,20,feature contribution,observed per instance,0.0,0.0,0.5,nan,nan,0,4,0.475425300934773,0.17711869520294737,0.12796929707249333,0.85,2.100460227581734,0.4994986806226264,0.1289719358272404,0.12796929707249333,0.85,2.3045388585914117,0
R_68NgnXPoKxlotUv,diabetes,none,20,weighted examples,observed per instance,0.0,nan,0.5,6.0,0.0,0,4,0.4473879119616549,0.18749893841431867,0.08227476233762836,0.45,2.170474280517637,0.45294903205388454,0.17515003574502697,0.08104809985279597,0.5,2.2312569555062245,1
R_6D8FEAVXW6pNKgX,housing,counterfactual,20,feature contribution,observed per instance,0.0,0.5,0.5,nan,nan,1,-1,0.4745830416019727,0.3666552942841416,0.3158213774880871,0.655,1.795592956955268,0.4745830416019728,0.3666552942841416,0.31582137748808703,0.655,1.795592956955268,0
R_6D8FEAVXW6pNKgX,housing,counterfactual,20,weighted examples,observed per instance,1.0,nan,1.5,6.0,1.0,1,-1,0.4249711264956001,0.38631965816824154,0.2362619111594415,0.6,1.7255738537125658,0.4249711264956001,0.3863196581682415,0.2362619111594415,0.6,1.7255738537125656,1
R_6DJgrDPENvbubax,housing,attribution,20,feature contribution,observed per instance,0.0,0.5,0.5,nan,nan,1,-1,0.5131068332688453,0.28360666191923467,0.3098203284569255,0.53,1.8391585874449408,0.5517168994211625,0.20641178046327174,0.3098455793055968,0.53,2.1872980584263693,1
R_6DJgrDPENvbubax,housing,attribution,20,weighted examples,observed per instance,0.0,nan,1.0,0.0,0.0,1,-1,0.5310675313648756,0.18818444485949104,0.25031950758924243,0.825,2.3583656616323014,0.5494623721099632,0.18194049645204527,0.28086524067197166,0.825,2.3871738874068713,0
R_6DZbalJ8TCZtARb,safelimit,counterfactual,10,feature contribution,observed per instance,0.5,0.0,1.5,nan,nan,1,3,0.41114692043651824,0.5080781538200669,0.33037199469310347,1.0,1.4122709727393676,0.44007707838380516,0.46182231881231567,0.34197647557992605,1.0,1.7426745496419784,0
R_6DZbalJ8TCZtARb,safelimit,counterfactual,10,weighted examples,observed per instance,0.5,nan,1.5,6.0,0.0,1,3,0.300155390655853,0.5881400269803038,0.18845080829200983,0.95,1.2974813131728085,0.300155390655853,0.5881400269803038,0.18845080829200983,0.95,1.2974813131728085,1
R_6HeiSeEgD99blZN,diabetes,none,20,feature contribution,observed per instance,0.0,0.0,1.0,nan,nan,1,4,0.31003989978980173,0.6114665302359039,0.23154632981550743,1.0,2.209885806467392,0.31003989978980173,0.6114665302359039,0.23154632981550743,1.0,2.2098858064673923,1
R_6HeiSeEgD99blZN,diabetes,none,20,weighted examples,observed per instance,0.0,nan,1.0,6.0,0.0,1,4,0.3315758722974371,0.5463417670167635,0.20949351161163773,0.7541666666666667,2.8018490205462223,0.3405588857565548,0.5411023141809486,0.22222008569405802,0.7541666666666667,2.864732825314202,0
R_6K9YdDlQJKgwWKY,diabetes,none,20,feature contribution,observed per instance,0.0,0.5,1.5,nan,nan,0,4,0.34649988078062116,0.5775822103819006,0.27058197194314293,0.975,0.6773952503187927,0.35230430583829053,0.565973360266562,0.270581971943143,0.975,0.7162950737034655,1
R_6K9YdDlQJKgwWKY,diabetes,none,20,weighted examples,observed per instance,0.0,nan,1.5,0.0,0.0,0,4,0.2913575980351867,0.5633281224920725,0.1460433185624459,0.975,0.7826521942185141,0.2913575980351867,0.5633281224920725,0.14604331856244593,0.975,0.7826521942185141,0
R_6KVGHDWJFFdRBWL,housing,none,20,feature contribution,observed per instance,0.0,0.0,1.5,nan,nan,1,-1,0.3847232805970882,0.5027641344252762,0.2722106956194526,0.7258333333333333,2.2117017504948313,0.38472328059708816,0.5027641344252761,0.27221069561945255,0.7258333333333333,2.2117017504948318,1
R_6KVGHDWJFFdRBWL,housing,none,20,weighted examples,observed per instance,0.0,nan,1.5,0.0,0.0,1,-1,0.34597072197312395,0.46921771016272446,0.16115915410897222,0.95,2.838005305321105,0.34597072197312395,0.46921771016272434,0.16115915410897222,0.95,2.838005305321105,0
R_6N8hq2tClpLxNP1,housing,none,10,feature contribution,observed per instance,0.0,1.0,0.5,nan,nan,1,-1,0.4062635689325755,0.442872398005871,0.25539953587102204,0.55,2.969651955776297,0.419074604808087,0.41725032625484804,0.25539953587102204,0.55,3.3773454898781865,1
R_6N8hq2tClpLxNP1,housing,none,10,weighted examples,observed per instance,0.0,nan,0.5,6.0,0.0,1,-1,0.4124728056685204,0.4035654542005644,0.2285110655376053,0.7833333333333334,3.8290426698980724,0.4124728056685204,0.4035654542005644,0.2285110655376053,0.7833333333333333,3.8290426698980724,0
R_6TYmqMi3LX02S5Z,diabetes,none,20,feature contribution,observed per instance,0.0,0.0,0.5,nan,nan,1,4,0.3974012041812285,0.4615937693288915,0.25639617769134837,0.5458333333333333,2.809816551065848,0.3974012041812285,0.4615937693288915,0.25639617769134837,0.5458333333333332,2.809816551065848,0
R_6TYmqMi3LX02S5Z,diabetes,none,20,weighted examples,observed per instance,0.0,nan,1.0,6.0,0.0,1,4,0.32489686595956485,0.531901055743768,0.18169478766289773,0.8291666666666666,2.262814142930874,0.3248968659595649,0.531901055743768,0.18169478766289776,0.8291666666666666,2.262814142930875,1
R_6a9mdRXLV87vbOx,diabetes,counterfactual,20,feature contribution,observed per instance,1.0,0.0,0.5,nan,nan,1,4,0.39881484383061133,0.401579699434528,0.1992093870957506,0.475,2.9492721037743412,0.41362977699518677,0.3712911267143381,0.19855068070471174,0.475,3.2031959154921217,0
R_6a9mdRXLV87vbOx,diabetes,counterfactual,20,weighted examples,observed per instance,0.0,nan,0.5,0.0,0.0,1,4,0.336601297832889,0.4604845192305011,0.1336871148962789,0.8083333333333332,2.4600493413723035,0.33660129783288895,0.46048451923050104,0.1336871148962789,0.8083333333333332,2.4600493413723035,1
R_6aVQRGrKd153TVx,housing,counterfactual,20,feature contribution,observed per instance,0.0,0.5,0.5,nan,nan,1,-1,0.5015758782629353,0.31494039682602326,0.3180921533518938,0.6,2.040996088190968,0.5053320016632087,0.3074281500254764,0.3180921533518938,0.6,2.082540824127337,0
R_6aVQRGrKd153TVx,housing,counterfactual,20,weighted examples,observed per instance,1.0,nan,1.5,6.0,1.0,1,-1,0.4614960641854048,0.34886475695623653,0.2718568853270461,0.5916666666666666,1.8984137945353592,0.4614960641854048,0.34886475695623653,0.27185688532704605,0.5916666666666666,1.8984137945353587,1
R_6t07wdUJUABPKIE,safelimit,none,10,feature contribution,observed per instance,0.0,0.5,0.5,nan,nan,1,3,0.5342053851136309,0.4187347623159998,0.4871455325432616,0.5,1.6849487574658515,0.5483755701304558,0.3903943922823502,0.4871455325432616,0.5,1.892920392867076,1
R_6t07wdUJUABPKIE,safelimit,none,10,weighted examples,observed per instance,0.0,nan,1.0,0.0,0.0,1,3,0.5311245224982482,0.309902074881527,0.372151119878023,0.6666666666666666,2.3606539767441217,0.5992675674015966,0.2867796342023025,0.4853147690054958,0.6666666666666667,5.207969211200084,0
R_6vdUndtY54RqpVv,housing,counterfactual,10,feature contribution,observed per instance,0.0,0.0,0.5,nan,nan,1,-1,0.5126957010870082,0.3172730956275429,0.3426644978015595,0.7,1.5189758934094877,0.6147870102129807,0.15889850130703637,0.38847252173299746,0.7,2.096652590881305,0
R_6vdUndtY54RqpVv,housing,counterfactual,10,weighted examples,observed per instance,1.0,nan,1.5,6.0,0.5,1,-1,0.3807725452505072,0.4765041754446102,0.23804926594562445,1.0,0.9464817675567131,0.4537431693799423,0.4276974183885354,0.33518375714842,1.0,1.0826893422785646,1
R_6wzdpKed5aB6LmF,diabetes,attribution,20,feature contribution,observed per instance,1.0,1.0,0.5,nan,nan,0,4,0.22151823548995897,0.6486116628733553,0.09164813385327317,0.5833333333333333,1.1275535062818736,0.22151823548995891,0.6486116628733554,0.09164813385327318,0.5833333333333333,1.1275535062818736,1
R_6wzdpKed5aB6LmF,diabetes,attribution,20,weighted examples,observed per instance,0.0,nan,0.5,0.0,0.0,0,4,0.2928329431955802,0.5282666256419492,0.11393251203310943,0.6,1.8559919988739544,0.2928329431955802,0.5282666256419492,0.11393251203310943,0.6,1.8559919988739544,0
R_71lEhxrOvvuiitz,diabetes,none,20,feature contribution,observed per instance,0.0,1.0,1.0,nan,nan,0,4,0.26606238263199644,0.720485084560613,0.252609849824606,0.9,0.32783056526882687,0.26606238263199644,0.7204850845606131,0.252609849824606,0.9,0.32783056526882687,1
R_71lEhxrOvvuiitz,diabetes,none,20,weighted examples,observed per instance,0.0,nan,1.0,0.0,0.0,0,4,0.3709889379035377,0.39192792255386755,0.13390579836094296,0.95,1.2630611029513799,0.3709889379035377,0.39192792255386755,0.13390579836094296,0.95,1.2630611029513799,0
R_71opu9CilxP5KrN,safelimit,none,10,feature contribution,observed per instance,0.0,1.0,0.5,nan,nan,1,3,0.4013239005013938,0.555494985445101,0.3581427864478885,0.75,2.26491409739556,0.4226760346776121,0.555494985445101,0.40084705480032523,0.75,2.26491409739556,1
R_71opu9CilxP5KrN,safelimit,none,10,weighted examples,observed per instance,0.0,nan,1.0,6.0,0.0,1,3,0.3552185046780699,0.48340297393933784,0.1938399832954776,0.9333333333333332,3.0258413899870473,0.3552185046780699,0.48340297393933784,0.1938399832954776,0.9333333333333332,3.025841389987047,0
R_72Hr6eK5zyGxfZ7,diabetes,attribution,20,feature contribution,observed per instance,0.0,1.0,1.0,nan,nan,0,4,0.22019613012063188,0.744500619082101,0.1848928793233647,0.9333333333333332,0.7322468188433081,0.22019613012063183,0.744500619082101,0.1848928793233647,0.9333333333333332,0.7322468188433083,1
R_72Hr6eK5zyGxfZ7,diabetes,attribution,20,weighted examples,observed per instance,1.0,nan,1.0,6.0,0.0,0,4,0.3264053017988003,0.5673046051858289,0.22011520878342955,0.8,2.0301096287305156,0.33452068533734164,0.5673046051858288,0.23634597586051226,0.8,2.030109628730515,0
R_7CymkLq1W5EbO9c,housing,attribution,10,feature contribution,observed per instance,0.0,0.5,1.0,nan,nan,1,-1,0.3247898101230578,0.6171299612069007,0.2667095814530162,0.62,1.931467884045345,0.349986194194693,0.5861663136625801,0.286138702051966,0.6199999999999999,2.2809685052661783,1
R_7CymkLq1W5EbO9c,housing,attribution,10,weighted examples,observed per instance,0.0,nan,1.0,6.0,0.0,1,-1,0.29361505257835985,0.6101019802697808,0.19733208542650055,0.95,2.282406870627076,0.29471044035753374,0.6081463062435138,0.19756718695858128,0.95,2.310082195196814,0
R_7JSvmv0y2BQADx7,diabetes,none,20,feature contribution,observed per instance,0.0,0.0,0.5,nan,nan,1,4,0.18955596949057402,0.7652232702822354,0.1443352092633834,0.6616666666666667,1.8921939074250809,0.18955596949057402,0.7652232702822354,0.14433520926338342,0.6616666666666666,1.8921939074250809,1
R_7JSvmv0y2BQADx7,diabetes,none,20,weighted examples,observed per instance,0.0,nan,0.5,0.0,0.0,1,4,0.19732028467302115,0.7440735273210801,0.13871409666712242,0.6258333333333332,2.186128507110418,0.19732028467302115,0.7440735273210801,0.13871409666712242,0.6258333333333332,2.1861285071104186,0
R_7K1IOxgbgv3UNdW,diabetes,counterfactual,20,feature contribution,observed per instance,0.0,1.0,1.5,nan,nan,0,4,0.22256710447522945,0.8658482475428058,0.31098245649326456,0.55,0.7222572009710181,0.22504771594658424,0.8608870246000961,0.31098245649326456,0.55,0.8259544953289326,1
R_7K1IOxgbgv3UNdW,diabetes,counterfactual,20,weighted examples,observed per instance,0.0,nan,1.5,0.0,1.0,0,4,0.2952488484216572,0.7824062400557474,0.37290393689906187,0.4375,0.8718516473521254,0.2847846279526834,0.7920572910353483,0.36162654694071505,0.5041666666666667,0.9842868064906842,0
R_7Kx6vyCCC3HUpXY,diabetes,attribution,20,feature contribution,observed per instance,0.0,1.0,0.5,nan,nan,0,4,0.31965283448258014,0.5617309493079481,0.2010366182731084,0.5,1.8482356791112007,0.32318239239624824,0.5546718334806119,0.2010366182731084,0.5,1.9304757519588018,0
R_7Kx6vyCCC3HUpXY,diabetes,attribution,20,weighted examples,observed per instance,0.0,nan,0.5,0.0,0.0,0,4,0.3036864465350167,0.5799838048566116,0.187356697926645,0.6333333333333333,1.8692765349136402,0.3036864465350166,0.5799838048566117,0.187356697926645,0.6333333333333333,1.8692765349136404,1
