participant,xai,case,instance id,selected model family,model MAP subset probability,observed selection F1 model,observed selection F1 baseline,observed amount MAE model,observed amount MAE baseline,observed validity,observed boundary distance,observed plausibility,model validity,baseline validity,model plausibility,baseline plausibility,model boundary distance,baseline boundary distance
R_1Gjl0Vj3LRbQDQL,counterfactual,4,130206,weighted examples,0.3835005529646191,0.5,0.5,0.0754512100330383,0.16653127263443337,0.0,0.00485230025566,0.922693330895,1.0,1.0,0.9415679503403268,0.96,0.0029012119761728794,0.01413514149344014
R_1Gjl0Vj3LRbQDQL,counterfactual,5,130200,weighted examples,0.4015089720102031,0.6666666666666666,0.6666666666666666,0.1758841242734766,0.18272974611402504,0.0,0.0422486774376,0.939639660589,1.0,0.0,0.9442865789157543,0.9120440330093071,0.030776042650621505,0.08762761129524993
R_1Gjl0Vj3LRbQDQL,counterfactual,6,130201,weighted examples,0.4237487846184222,0.5,0.5,0.19528934868701286,0.1303538380189,1.0,0.0968426556311,0.948321721898,0.0,1.0,0.9214574233347074,0.9214583848726453,0.007033628135473896,0.015507366519216803
R_1Gjl0Vj3LRbQDQL,counterfactual,7,130204,weighted examples,0.7020429409329486,1.0,0.0,0.11107962924393605,0.26739130434799996,0.0,0.0647034466366,0.93418632619,0.0,0.0,0.9467530090368732,0.98,0.03261941423160497,0.006519978984570296
R_1Gjl0Vj3LRbQDQL,counterfactual,8,130205,weighted examples,0.6278137868929341,0.0,0.0,0.2656405064934716,0.1095136881485,0.0,0.0831474734154,0.934644382432,1.0,0.0,0.9281125787030975,0.9410412537121521,0.21301515814170735,0.06310145883927595
R_1Gjl0Vj3LRbQDQL,counterfactual,9,130203,weighted examples,0.6588862505305676,1.0,0.0,0.1220478548261546,0.19130434782599998,1.0,0.0437834886192,0.973977034988,0.0,0.0,0.9495674640231045,0.9249583647624666,0.004183158031139056,0.03911729120836957
R_1Gjl0Vj3LRbQDQL,counterfactual,10,130202,weighted examples,0.47352088023985606,0.5,0.0,0.1092527986398689,0.11553860974710001,0.0,0.0342291487721,0.913663032142,1.0,0.0,0.9509714847584132,0.9427192410473946,0.028648658045910103,0.24282410201025809
R_1Gjl0Vj3LRbQDQL,counterfactual,11,130301,weighted examples,0.44228589639473526,1.0,0.6666666666666666,0.12289902015582117,0.24345262905725,1.0,0.180163826583,0.930505846956,0.0,0.0,0.9639991957276425,0.9511817253981117,0.08587516737624518,0.12444428006252939
R_1Gjl0Vj3LRbQDQL,counterfactual,12,130304,weighted examples,0.2205380509257223,0.3333333333333333,0.3333333333333333,0.11262732216054865,0.10749123497021999,0.0,0.00631819157462,0.91792660762,0.0,0.0,0.9663244215841102,0.9497172925453504,0.12357992382194444,0.07525907795090347
R_1Gjl0Vj3LRbQDQL,counterfactual,13,130305,weighted examples,0.3663270141507764,1.0,0.6666666666666666,0.21969598163787507,0.1971784996855,0.0,0.312348522036,0.892885317216,0.0,0.0,0.9570561419843479,0.94,0.13721091939079563,0.05104739951821763
R_1Gjl0Vj3LRbQDQL,counterfactual,14,130308,weighted examples,0.40202460729154205,0.3333333333333333,0.6666666666666666,0.1233787276596016,0.12910912119135,0.0,0.0160341004512,0.927839899376,0.0,0.0,0.9653986185072837,0.9417916615211076,0.11152326603091159,0.17086112900946948
R_1Gjl0Vj3LRbQDQL,counterfactual,15,130303,weighted examples,0.42146727122263583,0.75,0.75,0.149866939286,0.1972457315552,0.0,0.134552165043,0.942934139458,0.0,0.0,0.9609804191102368,0.9408676749435988,0.0955819277110328,0.003549166291000161
R_1Gjl0Vj3LRbQDQL,counterfactual,16,130302,weighted examples,0.5958703669729274,0.75,0.75,0.2625533200910378,0.30796824261888,1.0,0.304835777699,0.85955547917,0.0,0.0,0.9475389478380895,0.9644873696135378,0.09749982975183191,0.12271210842342745
