participant,domain,xai,testing cases,model family,k,eta,alpha,rho,lambda,beta,age actionable,immutable index,in-sample loss,in-sample selection_f1,in-sample amount_mae,in-sample direction_accuracy,in-sample selection_nll,5-fold CV loss,5-fold CV selection_f1,5-fold CV amount_mae,5-fold CV direction_accuracy,5-fold CV selection_nll,selected family by CV
R_5gUCBkQAvBLNwhe,diabetes,counterfactual,20,feature contribution,observed per instance,1.0,0.5,0.15,nan,nan,1,4,0.28921233848521577,0.5355275628144415,0.11395223978487312,1.0,1.257625047331683,0.30944429769858495,0.5163391554234743,0.13522775082064412,0.9,1.4114795597679044,0
R_5gUCBkQAvBLNwhe,diabetes,counterfactual,20,weighted examples,observed per instance,0.5,nan,0.15,6.0,1.0,1,4,0.2960096591986089,0.5123358652747314,0.10435518367194904,1.0,1.305824035084621,0.30800791804378236,0.5119601899935329,0.1279760260810975,1.0,1.313677658492291,1
R_5jKfnq8uYqeU1fO,diabetes,attribution,20,feature contribution,observed per instance,0.0,1.0,0.15,nan,nan,1,4,0.31281522196715533,0.6916428742067586,0.3172733181410694,0.54,0.6297603197680866,0.3210652219671553,0.6916428742067589,0.3337733181410693,0.54,0.6297603197680866,1
R_5jKfnq8uYqeU1fO,diabetes,attribution,20,weighted examples,observed per instance,1.0,nan,0.0,2.0,0.0,1,4,0.4176104823677839,0.4958442292151243,0.3310651939506922,0.53,1.2997582658975233,0.4186864162622224,0.489560894817566,0.32693372734201087,0.53,1.3105988268953441,0
R_5r268P90U2CYWCh,diabetes,none,20,feature contribution,observed per instance,0.0,0.0,0.0,nan,nan,1,4,0.5465439238535175,0.2200860581603603,0.3131739058673949,0.825,1.9479338675597226,0.5465439238535174,0.22008605816036025,0.31317390586739485,0.825,1.9479338675597226,1
R_5r268P90U2CYWCh,diabetes,none,20,weighted examples,observed per instance,0.0,nan,0.0,0.0,0.0,1,4,0.5046791192439906,0.1958933901856345,0.2052516286736156,0.75,2.1320504950356027,0.5034864112001357,0.19401034561371697,0.20098316801398847,0.75,2.145075262454838,0
R_5uiIqLYnzqvSwVj,diabetes,counterfactual,20,feature contribution,observed per instance,1.0,1.0,0.3,nan,nan,0,4,0.1661182951797157,0.7824609603814916,0.11469755074092321,0.8583333333333332,0.7134731847094887,0.17542046005411044,0.7720594968809863,0.12290041698920715,0.8583333333333332,0.8145962591474097,0
R_5uiIqLYnzqvSwVj,diabetes,counterfactual,20,weighted examples,observed per instance,1.0,nan,0.3,6.0,1.0,0,4,0.18927353075611913,0.776916405093327,0.1554634666055652,0.8583333333333332,0.6933871262995052,0.18852735065002169,0.7776638086820045,0.15471850998204784,0.8583333333333332,0.7107913576399645,1
R_61oLN03NkxGN2KA,diabetes,attribution,20,feature contribution,observed per instance,0.5,1.0,0.2,nan,nan,0,4,0.21529860077624177,0.6682425656034731,0.09883976715595656,1.0,0.9959391495390786,0.22866286484402992,0.6591700055475345,0.11649573523559428,0.9,1.0741913672467924,1
R_61oLN03NkxGN2KA,diabetes,attribution,20,weighted examples,observed per instance,0.0,nan,0.0,0.0,0.0,0,4,0.2736816402080068,0.611879100841936,0.1592423812579494,0.925,1.2876419671505925,0.2721890101933164,0.6140720805279377,0.1584501009145706,0.9,1.3078504557786654,0
R_690KEAhjMvQt7Yb,diabetes,counterfactual,20,feature contribution,observed per instance,1.0,1.0,0.05,nan,nan,1,4,0.1694235679908394,0.7503085508941053,0.08915568687578398,0.8416666666666666,0.994841369058739,0.1694235679908394,0.7503085508941052,0.08915568687578398,0.8416666666666666,0.994841369058739,1
R_690KEAhjMvQt7Yb,diabetes,counterfactual,20,weighted examples,observed per instance,0.5,nan,0.1,2.0,1.0,1,4,0.1867223916968227,0.748382622900162,0.12182740629380737,0.8416666666666666,0.9964246063843797,0.18746246272814615,0.7465998898079731,0.12152481526426544,0.8416666666666666,1.0128295948324193,0
R_6CUEuxO70kStaT8,diabetes,none,20,feature contribution,observed per instance,0.0,0.0,0.05,nan,nan,0,4,0.21811401602151723,0.679068264721691,0.11529629676472548,0.9333333333333332,1.107097261964363,0.21811401602151723,0.679068264721691,0.11529629676472548,0.9333333333333332,1.107097261964363,1
R_6CUEuxO70kStaT8,diabetes,none,20,weighted examples,observed per instance,0.0,nan,0.0,0.0,0.0,0,4,0.30031388317017216,0.6444137426575576,0.24504150899790184,0.9333333333333332,1.1443641031397696,0.29392769543310016,0.648714900168671,0.23657029103487126,0.9333333333333332,1.1789622597671865,0
R_6JlOnYGay7Tupxv,diabetes,none,20,feature contribution,observed per instance,0.0,0.0,0.1,nan,nan,0,4,0.18178440674613644,0.7337636915664115,0.09733250505868447,0.9625,0.827456914339969,0.18439456100803472,0.7337636915664115,0.102552813582481,0.9625,0.8274569143399688,1
R_6JlOnYGay7Tupxv,diabetes,none,20,weighted examples,observed per instance,0.0,nan,0.0,2.0,0.0,0,4,0.26756978214365046,0.6616991842199674,0.19683874850726826,0.8166666666666667,1.1694835648076851,0.2663528793724977,0.654574525966874,0.18728028471186928,0.8416666666666666,1.1934270640854627,0
R_6QGVIlAaZJVe2NH,diabetes,none,20,feature contribution,observed per instance,0.0,0.0,0.2,nan,nan,0,4,0.2125853372279157,0.6745096517709644,0.09968032622679578,0.9166666666666666,1.1817974627283931,0.21393091593874075,0.6745096517709643,0.10237148364844588,0.9166666666666666,1.1817974627283931,1
R_6QGVIlAaZJVe2NH,diabetes,none,20,weighted examples,observed per instance,0.0,nan,0.0,2.0,0.0,0,4,0.24722035334286777,0.6566174234631386,0.15105813014887418,0.9,1.2171631102580764,0.2527940495920492,0.650539800651259,0.15612789983535755,0.9,1.2829077123232207,0
R_6bNWbPPUJvdeKol,diabetes,counterfactual,20,feature contribution,observed per instance,1.0,0.5,0.1,nan,nan,1,4,0.24091939496265438,0.6236261310234563,0.1054649209487651,0.95,1.156221416645124,0.24091939496265438,0.6236261310234564,0.1054649209487651,0.95,1.1562214166451241,1
R_6bNWbPPUJvdeKol,diabetes,counterfactual,20,weighted examples,observed per instance,1.0,nan,0.1,2.0,1.0,1,4,0.26239755682051763,0.6128801029389306,0.1376752165799659,0.95,1.2590123295152251,0.26810347863358436,0.6044898236407198,0.1406967809078885,0.95,1.3086039407233638,0
R_6uFIhpcz7wUMe8V,diabetes,none,20,feature contribution,observed per instance,0.0,1.0,0.0,nan,nan,0,4,0.5840702031920397,0.373721327383443,0.5418617337675223,0.0,1.6347078014738188,0.5840702031920397,0.37372132738344294,0.5418617337675224,0.0,1.6347078014738188,1
R_6uFIhpcz7wUMe8V,diabetes,none,20,weighted examples,observed per instance,0.0,nan,0.0,6.0,0.0,0,4,0.6013505143452077,0.254877657868798,0.45757868655921363,0.2,1.970441875045243,0.6037105709307989,0.2495581837021595,0.4569793255637575,0.25,2.0006730055842943,0
R_6uqevOJYlPhUkn9,diabetes,counterfactual,20,feature contribution,observed per instance,0.5,1.0,0.0,nan,nan,0,4,0.3496509273758931,0.7320372832527111,0.43133913800449725,0.05,0.7955749252190052,0.3539447733566548,0.7091645002734392,0.4170540469867488,0.05,0.8257261560774534,0
R_6uqevOJYlPhUkn9,diabetes,counterfactual,20,weighted examples,observed per instance,0.0,nan,0.0,0.0,1.0,0,4,0.3514828250316858,0.6893202418137789,0.39228589187715046,0.05,0.7899175504078932,0.3514828250316857,0.6893202418137789,0.3922858918771505,0.05,0.7899175504078934,1
R_70xfc7oKLarD7Ng,diabetes,attribution,20,feature contribution,observed per instance,1.0,1.0,0.05,nan,nan,0,4,0.4238088253636745,0.3957642751296989,0.24338192585704782,0.9,1.1465922039993273,0.42792192393029216,0.39452607625636643,0.2503699241169509,0.9,1.2044262057994524,1
R_70xfc7oKLarD7Ng,diabetes,attribution,20,weighted examples,observed per instance,0.0,nan,0.0,0.0,0.0,0,4,0.39490468422826747,0.38715240838441395,0.17696177684094894,0.95,1.322248336926004,0.39490468422826747,0.387152408384414,0.17696177684094896,0.95,1.322248336926004,0
R_75FxIuXMbqOG2Ma,diabetes,none,20,feature contribution,observed per instance,0.0,0.0,0.15,nan,nan,1,4,0.35842978377610424,0.5621203740109715,0.27897994156317996,0.6258333333333334,1.9252558936719333,0.36620228686743467,0.5493074393022978,0.2817120130371671,0.6508333333333333,2.093148419799553,0
R_75FxIuXMbqOG2Ma,diabetes,none,20,weighted examples,observed per instance,0.0,nan,0.0,0.0,0.0,1,4,0.350179254092373,0.6123005672563737,0.3126590754411197,0.7008333333333334,1.9565081328934066,0.350179254092373,0.6123005672563736,0.3126590754411197,0.7008333333333333,1.9565081328934066,1
R_78LuQY4quN7VFcd,diabetes,counterfactual,20,feature contribution,observed per instance,0.0,1.0,0.0,nan,nan,1,4,0.3904570575940574,0.5155944760152084,0.2965085912033233,0.575,1.871865267972891,0.3927474131593474,0.5119787465865018,0.2974735729051966,0.575,1.909283019360507,1
R_78LuQY4quN7VFcd,diabetes,counterfactual,20,weighted examples,observed per instance,0.0,nan,0.1,0.0,1.0,1,4,0.381228525997186,0.4917540547228413,0.25421110671721314,0.475,2.061291845712444,0.3826503009220888,0.4917540547228413,0.2570546565670188,0.475,2.0612918457124443,0
R_7CfHX0wu5ZPvGGJ,diabetes,attribution,20,feature contribution,observed per instance,1.0,1.0,0.05,nan,nan,1,4,0.407332030264949,0.3812494843162002,0.19591354484609833,0.525,1.3901569813809365,0.41916694421039136,0.38124948431620026,0.219583372736983,0.525,1.3901569813809367,1
R_7CfHX0wu5ZPvGGJ,diabetes,attribution,20,weighted examples,observed per instance,0.0,nan,0.0,2.0,0.0,1,4,0.396762962221187,0.33567554868109717,0.12920147312347113,0.8,1.8630489583388052,0.39823751857323364,0.33395259750465445,0.13042763465112167,0.8,1.8764728318633288,0
