row_number,participant,domain,phase,boundary distance original,boundary distance new,boundary distance change (new - original)
1,R_6upJU84Jtf3Faf5,diabetes,training,,,
2,R_6upJU84Jtf3Faf5,diabetes,training,,,
3,R_6upJU84Jtf3Faf5,diabetes,training,,,
4,R_6upJU84Jtf3Faf5,diabetes,training,,,
5,R_6upJU84Jtf3Faf5,diabetes,training,,,
6,R_6upJU84Jtf3Faf5,diabetes,training,,,
7,R_6upJU84Jtf3Faf5,diabetes,training,,,
8,R_6upJU84Jtf3Faf5,diabetes,training,,,
9,R_6upJU84Jtf3Faf5,diabetes,training,,,
10,R_6upJU84Jtf3Faf5,diabetes,training,,,
11,R_6upJU84Jtf3Faf5,diabetes,training,,,
12,R_6upJU84Jtf3Faf5,diabetes,training,,,
13,R_6upJU84Jtf3Faf5,diabetes,testing,0.0372518432215,0.103328703901,0.0660768606793
14,R_6upJU84Jtf3Faf5,diabetes,testing,0.281142117469,0.00125346619942,-0.279888651269
15,R_6upJU84Jtf3Faf5,diabetes,testing,0.0747170723186,0.0631694019552,-0.0115476703633
16,R_6upJU84Jtf3Faf5,diabetes,testing,0.0501717968156,0.0472125767348,-0.00295922008077
17,R_6upJU84Jtf3Faf5,diabetes,testing,0.0664632820126,0.117056839877,0.0505935578648
18,R_6upJU84Jtf3Faf5,diabetes,testing,0.0569726484831,0.0160462157241,-0.040926432759
19,R_6upJU84Jtf3Faf5,diabetes,testing,0.0929170929375,0.129406370734,0.0364892777965
20,R_6upJU84Jtf3Faf5,diabetes,testing,0.0395820491408,0.106326221087,0.0667441719461
21,R_6upJU84Jtf3Faf5,diabetes,testing,0.0980127823706,0.0660798105473,-0.0319329718233
22,R_6upJU84Jtf3Faf5,diabetes,testing,0.0605519329641,0.0958569637388,0.0353050307747
23,R_6upJU84Jtf3Faf5,diabetes,testing,0.0818222236912,0.0549419134142,-0.026880310277
24,R_6upJU84Jtf3Faf5,diabetes,testing,0.204135275223,0.0942862579441,-0.109849017279
25,R_6upJU84Jtf3Faf5,diabetes,testing,0.0900870805017,0.0772097415611,-0.0128773389405
26,R_6upJU84Jtf3Faf5,diabetes,testing,0.038863565943,0.0548470452796,0.0159834793366
27,R_6upJU84Jtf3Faf5,diabetes,testing,0.215219871146,0.0764837036177,-0.138736167528
28,R_6upJU84Jtf3Faf5,diabetes,testing,0.0606767911965,0.0636563530523,0.00297956185583
