row_number,participant,domain,phase,boundary distance original,boundary distance new,boundary distance change (new - original)
1,R_5cuMJZcXnXdkcTS,diabetes,training,,,
2,R_5cuMJZcXnXdkcTS,diabetes,training,,,
3,R_5cuMJZcXnXdkcTS,diabetes,training,,,
4,R_5cuMJZcXnXdkcTS,diabetes,training,,,
5,R_5cuMJZcXnXdkcTS,diabetes,training,,,
6,R_5cuMJZcXnXdkcTS,diabetes,training,,,
7,R_5cuMJZcXnXdkcTS,diabetes,training,,,
8,R_5cuMJZcXnXdkcTS,diabetes,training,,,
9,R_5cuMJZcXnXdkcTS,diabetes,training,,,
10,R_5cuMJZcXnXdkcTS,diabetes,training,,,
11,R_5cuMJZcXnXdkcTS,diabetes,training,,,
12,R_5cuMJZcXnXdkcTS,diabetes,training,,,
13,R_5cuMJZcXnXdkcTS,diabetes,testing,0.151515244916,0.00252086388505,-0.148994381031
14,R_5cuMJZcXnXdkcTS,diabetes,testing,0.123472772406,2.65972986446e-05,-0.123446175107
15,R_5cuMJZcXnXdkcTS,diabetes,testing,0.0394188750415,0.156922627986,0.117503752944
16,R_5cuMJZcXnXdkcTS,diabetes,testing,0.092746834945,0.0570273881608,-0.0357194467842
17,R_5cuMJZcXnXdkcTS,diabetes,testing,0.0809912446199,0.0560265873899,-0.02496465723
18,R_5cuMJZcXnXdkcTS,diabetes,testing,0.0682490341438,0.0154005303637,-0.0528485037801
19,R_5cuMJZcXnXdkcTS,diabetes,testing,0.0312851432037,0.0315444823299,0.000259339126174
20,R_5cuMJZcXnXdkcTS,diabetes,testing,0.100829307448,0.188680612398,0.0878513049503
21,R_5cuMJZcXnXdkcTS,diabetes,testing,0.0607615415915,0.0536982600783,-0.00706328151313
22,R_5cuMJZcXnXdkcTS,diabetes,testing,0.0666371595488,0.0228382450774,-0.0437989144714
23,R_5cuMJZcXnXdkcTS,diabetes,testing,0.109384342924,0.0247296995638,-0.0846546433602
24,R_5cuMJZcXnXdkcTS,diabetes,testing,0.0731689967154,0.0772862034726,0.00411720675713
25,R_5cuMJZcXnXdkcTS,diabetes,testing,0.109168127264,0.00361540030985,-0.105552726954
26,R_5cuMJZcXnXdkcTS,diabetes,testing,0.1316701163,0.207538095812,0.0758679795123
27,R_5cuMJZcXnXdkcTS,diabetes,testing,0.0626496649029,0.0666868082463,0.00403714334347
28,R_5cuMJZcXnXdkcTS,diabetes,testing,0.130624164369,0.0454681766975,-0.0851559876711
29,R_5cuMJZcXnXdkcTS,diabetes,testing,0.0659242805367,0.0679984410754,0.00207416053874
30,R_5cuMJZcXnXdkcTS,diabetes,testing,0.1805249617,0.208651675192,0.0281267134915
31,R_5cuMJZcXnXdkcTS,diabetes,testing,0.0914775860938,0.209939414065,0.118461827971
32,R_5cuMJZcXnXdkcTS,diabetes,testing,0.100760344269,0.146541692863,0.0457813485937
33,R_53dL26t7L3fRn0z,diabetes,training,,,
34,R_53dL26t7L3fRn0z,diabetes,training,,,
35,R_53dL26t7L3fRn0z,diabetes,training,,,
36,R_53dL26t7L3fRn0z,diabetes,training,,,
37,R_53dL26t7L3fRn0z,diabetes,training,,,
38,R_53dL26t7L3fRn0z,diabetes,training,,,
39,R_53dL26t7L3fRn0z,diabetes,training,,,
40,R_53dL26t7L3fRn0z,diabetes,training,,,
41,R_53dL26t7L3fRn0z,diabetes,training,,,
42,R_53dL26t7L3fRn0z,diabetes,training,,,
43,R_53dL26t7L3fRn0z,diabetes,training,,,
44,R_53dL26t7L3fRn0z,diabetes,training,,,
