row_number,participant,domain,phase,boundary distance original,boundary distance new,boundary distance change (new - original)
1,R_1LqFEhCUBdcfUxb,diabetes,training,,,
2,R_1LqFEhCUBdcfUxb,diabetes,training,,,
3,R_1LqFEhCUBdcfUxb,diabetes,training,,,
4,R_1LqFEhCUBdcfUxb,diabetes,training,,,
5,R_1LqFEhCUBdcfUxb,diabetes,training,,,
6,R_1LqFEhCUBdcfUxb,diabetes,training,,,
7,R_1LqFEhCUBdcfUxb,diabetes,training,,,
8,R_1LqFEhCUBdcfUxb,diabetes,training,,,
9,R_1LqFEhCUBdcfUxb,diabetes,training,,,
10,R_1LqFEhCUBdcfUxb,diabetes,training,,,
11,R_1LqFEhCUBdcfUxb,diabetes,training,,,
12,R_1LqFEhCUBdcfUxb,diabetes,training,,,
13,R_1LqFEhCUBdcfUxb,diabetes,testing,0.0394188750415,0.186181446997,0.146762571956
14,R_1LqFEhCUBdcfUxb,diabetes,testing,0.123472772406,0.161338342984,0.037865570578
15,R_1LqFEhCUBdcfUxb,diabetes,testing,0.0809912446199,0.01708842686,-0.0639028177599
16,R_1LqFEhCUBdcfUxb,diabetes,testing,0.0682490341438,0.0761046780166,0.00785564387273
17,R_1LqFEhCUBdcfUxb,diabetes,testing,0.092746834945,0.143769775285,0.0510229403403
18,R_1LqFEhCUBdcfUxb,diabetes,testing,0.0607615415915,0.00594724286576,-0.0548142987257
19,R_1LqFEhCUBdcfUxb,diabetes,testing,0.151515244916,0.0109908187236,-0.140524426193
20,R_1LqFEhCUBdcfUxb,diabetes,testing,0.0312851432037,0.0567425217366,0.0254573785329
21,R_1LqFEhCUBdcfUxb,diabetes,testing,0.100829307448,0.18262550451,0.0817961970617
22,R_1LqFEhCUBdcfUxb,diabetes,testing,0.0666371595488,0.0203894350129,-0.0462477245359
23,R_1LqFEhCUBdcfUxb,diabetes,testing,0.109168127264,0.223170830555,0.114002703291
24,R_1LqFEhCUBdcfUxb,diabetes,testing,0.1316701163,0.119309456309,-0.012360659991
25,R_1LqFEhCUBdcfUxb,diabetes,testing,0.0914775860938,0.0525066733095,-0.0389709127843
26,R_1LqFEhCUBdcfUxb,diabetes,testing,0.0626496649029,0.0930837308664,0.0304340659635
27,R_1LqFEhCUBdcfUxb,diabetes,testing,0.1805249617,0.255601593299,0.0750766315988
28,R_1LqFEhCUBdcfUxb,diabetes,testing,0.100760344269,0.192220827281,0.0914604830125
29,R_1LqFEhCUBdcfUxb,diabetes,testing,0.130624164369,0.171965481925,0.0413413175564
30,R_1LqFEhCUBdcfUxb,diabetes,testing,0.0659242805367,0.030817876052,-0.0351064044847
31,R_1LqFEhCUBdcfUxb,diabetes,testing,0.0731689967154,0.0216392665292,-0.0515297301862
32,R_1LqFEhCUBdcfUxb,diabetes,testing,0.109384342924,0.087409800166,-0.0219745427581
