participant,xai,model family,k,eta,alpha,rho,lambda,beta,age actionable,in-sample loss,in-sample selection_f1,in-sample amount_mae,in-sample direction_accuracy,in-sample selection_nll,5-fold CV loss,5-fold CV selection_f1,5-fold CV amount_mae,5-fold CV direction_accuracy,5-fold CV selection_nll,selected family by CV
R_6HeiSeEgD99blZN,none,weighted examples,observed per instance,0.0,nan,0.5,6.0,0.0,1,0.3432717740128358,0.5463417670167635,0.23288531504243518,0.8447110889106885,2.8018490205462223,0.3498187669702868,0.5411023141809485,0.2407398481215221,0.8495401237687693,2.864732825314202,0
R_6K9YdDlQJKgwWKY,none,feature contribution,observed per instance,0.0,0.5,1.5,nan,nan,0,0.3741012588717091,0.5775822103819006,0.32578472812531883,0.9860804011607346,0.6773952503187927,0.38708957252776777,0.565973360266562,0.34015250532209745,0.9860804011607346,0.7162950737034655,1
R_6K9YdDlQJKgwWKY,none,weighted examples,observed per instance,0.0,nan,1.0,0.0,0.0,0,0.34964454507520604,0.5633281224920725,0.26261721264248467,0.9909971496467515,0.7826521942185141,0.35551011469992166,0.5633281224920725,0.274348351891916,0.9909971496467515,0.7826521942185141,0
R_6TYmqMi3LX02S5Z,none,feature contribution,observed per instance,0.0,0.0,0.5,nan,nan,1,0.3677458231220265,0.4615937693288915,0.1970854155729445,0.675509605013527,2.809816551065848,0.3677458231220265,0.4615937693288915,0.1970854155729445,0.6755096050135269,2.809816551065848,0
R_6TYmqMi3LX02S5Z,none,weighted examples,observed per instance,0.0,nan,0.5,6.0,0.0,1,0.32177978698098136,0.531901055743768,0.1754606297057307,0.8928533620449521,2.262814142930874,0.3217797869809813,0.531901055743768,0.17546062970573073,0.8928533620449521,2.262814142930875,1
R_6a9mdRXLV87vbOx,counterfactual,feature contribution,observed per instance,1.0,0.0,0.5,nan,nan,1,0.37094378973937414,0.401579699434528,0.1434672789132762,0.4946698123717798,2.9492721037743412,0.3841456177373611,0.37129112671433817,0.1395823621890604,0.4901650335493432,3.2031959154921217,0
R_6a9mdRXLV87vbOx,counterfactual,weighted examples,observed per instance,0.0,nan,0.5,0.0,0.0,1,0.3409959677229742,0.4604845192305011,0.14247645467644948,0.9176921879655338,2.4600493413723035,0.34099596772297425,0.46048451923050104,0.14247645467644945,0.9176921879655339,2.4600493413723035,1
R_6wzdpKed5aB6LmF,attribution,feature contribution,observed per instance,1.0,1.0,0.5,nan,nan,0,0.2197324356927474,0.6486116628733554,0.08807653425885006,0.5780975368302611,1.1275535062818736,0.21973243569274742,0.6486116628733554,0.08807653425885006,0.578097536830261,1.1275535062818736,1
R_6wzdpKed5aB6LmF,attribution,weighted examples,observed per instance,0.0,nan,0.5,0.0,0.0,0,0.2952704750522598,0.5282666256419492,0.11880757574646886,0.6763966868568175,1.8559919988739544,0.29527047505225984,0.5282666256419492,0.11880757574646883,0.6763966868568175,1.8559919988739544,0
R_71lEhxrOvvuiitz,none,feature contribution,observed per instance,0.0,1.0,1.0,nan,nan,0,0.27299499021806967,0.720485084560613,0.2664750649967525,0.9,0.32783056526882687,0.27299499021806967,0.720485084560613,0.26647506499675244,0.9,0.32783056526882687,1
R_71lEhxrOvvuiitz,none,weighted examples,observed per instance,0.0,nan,1.0,0.0,0.0,0,0.4298414328304319,0.39192792255386755,0.25161078821473126,0.95,1.2630611029513799,0.4410085033705002,0.39192792255386755,0.2739449292948678,0.95,1.2630611029513799,0
R_72Hr6eK5zyGxfZ7,attribution,feature contribution,observed per instance,0.0,1.0,1.0,nan,nan,0,0.22249471838380605,0.744500619082101,0.18949005584971312,0.9555635249583727,0.7322468188433081,0.22638810363675826,0.744500619082101,0.19727682635561766,0.9555635249583727,0.7322468188433083,1
R_72Hr6eK5zyGxfZ7,attribution,weighted examples,observed per instance,1.0,nan,0.5,6.0,0.0,0,0.3165030472478215,0.5673046051858289,0.20031069968147192,0.8383012461420088,2.0301096287305156,0.3165030472478215,0.5673046051858289,0.20031069968147186,0.8383012461420088,2.030109628730515,0
R_7JSvmv0y2BQADx7,none,feature contribution,observed per instance,0.0,0.0,0.5,nan,nan,1,0.19244235120646497,0.7652232702822354,0.15010797269516532,0.7070343987494973,1.8921939074250809,0.1950558618146282,0.7652232702822354,0.1553349939114918,0.7070343987494975,1.8921939074250809,1
R_7JSvmv0y2BQADx7,none,weighted examples,observed per instance,0.0,nan,0.5,0.0,0.0,1,0.19995817622475848,0.7440735273210801,0.14398987977059705,0.6678638777998545,2.186128507110418,0.19995817622475848,0.7440735273210801,0.14398987977059705,0.6678638777998545,2.1861285071104186,0
R_7K1IOxgbgv3UNdW,counterfactual,feature contribution,observed per instance,0.0,1.0,1.0,nan,nan,0,0.2126924047963168,0.8658482475428058,0.2912330571354394,0.55,0.7222572009710181,0.2160222599804332,0.8608870246000961,0.2929315445609625,0.55,0.8259544953289326,1
R_7K1IOxgbgv3UNdW,counterfactual,weighted examples,observed per instance,0.0,nan,1.5,0.0,1.0,0,0.2788383586149418,0.7824062400557475,0.3400829572856308,0.4683540408893209,0.8718516473521254,0.27654063086926917,0.7920572910353483,0.3451385527738866,0.5351237516447721,0.9842868064906842,0
R_7Kx6vyCCC3HUpXY,attribution,feature contribution,observed per instance,0.0,1.0,0.5,nan,nan,0,0.3071456886186706,0.5617309493079481,0.17602232654528918,0.5,1.8482356791112007,0.30834245504927316,0.5546718334806119,0.17135674357915825,0.5,1.9304757519588018,0
R_7Kx6vyCCC3HUpXY,attribution,weighted examples,observed per instance,0.0,nan,0.5,0.0,0.0,0,0.2958855049675066,0.5799838048566117,0.17175481479162497,0.6804140655431371,1.8692765349136402,0.29588550496750665,0.5799838048566117,0.17175481479162497,0.6804140655431372,1.8692765349136404,1
R_7NDOTmN9jbLS3Fq,attribution,feature contribution,observed per instance,0.5,1.0,1.5,nan,nan,0,0.2983262460055084,0.7355451336954217,0.33219762570643857,1.0,0.8357861518916548,0.30745035896937617,0.72316902213303,0.3380697400717822,1.0,0.8699085534652052,1
R_7NDOTmN9jbLS3Fq,attribution,weighted examples,observed per instance,0.0,nan,1.0,0.0,0.0,0,0.350672314885555,0.6016217549611211,0.30296638473223114,0.870376251874197,1.138086845330784,0.35067231488555495,0.6016217549611211,0.30296638473223114,0.870376251874197,1.138086845330784,0
R_7PPDn8J2Th04jwl,counterfactual,feature contribution,observed per instance,0.0,1.0,1.5,nan,nan,0,0.3207264929948953,0.6851273342157835,0.32658032020557426,1.0,0.9630027933256482,0.3432191264772336,0.659752787123993,0.34619104007846024,1.0,1.015318821521858,1
R_7PPDn8J2Th04jwl,counterfactual,weighted examples,observed per instance,0.0,nan,1.5,0.0,1.0,0,0.35737153693856705,0.6048786389990551,0.3196217128761893,0.9358679506386842,1.352879141849444,0.35788423159573646,0.603159442469287,0.31892790566075996,0.9384585569036871,1.3698029158972083,0
R_7PppHnKsPWMhHua,counterfactual,feature contribution,observed per instance,1.0,0.0,1.5,nan,nan,1,0.26662009613460025,0.7252351130235841,0.2584753052927846,1.0,1.3885857291479549,0.2712056226421663,0.7252351130235841,0.26764635830791683,1.0,1.3885857291479549,1
R_7PppHnKsPWMhHua,counterfactual,weighted examples,observed per instance,1.0,nan,1.5,2.0,1.0,1,0.3271784153292522,0.6274622636956222,0.28181909435412666,0.8935173132581383,2.1091868441163713,0.3424078502041738,0.6004899093193447,0.28530560972769237,0.8777315819015288,2.359823540729246,0
R_7e3EuifgObjNXJm,none,feature contribution,observed per instance,0.0,0.0,0.5,nan,nan,0,0.32073372365743175,0.5173742441693683,0.15884169148423177,0.8565744954125032,1.2606382529528366,0.3207337236574318,0.5173742441693683,0.1588416914842318,0.8608557473725718,1.2606382529528366,1
R_7e3EuifgObjNXJm,none,weighted examples,observed per instance,0.0,nan,0.5,6.0,0.0,0,0.33598601065990563,0.4598523322825758,0.13182435360238717,0.878677722062615,1.5956589529492404,0.3444968457137615,0.44681834883568056,0.1358120402632035,0.8776861493605352,1.719186912667233,0
R_7iwBjEgQvGNOP4l,none,feature contribution,observed per instance,0.0,0.0,0.5,nan,nan,1,0.34824012683538497,0.49253837506767517,0.18901862873844502,0.9456282220038613,2.1535152334398813,0.348240126835385,0.49253837506767517,0.18901862873844505,0.9456282220038613,2.1535152334398804,0
R_7iwBjEgQvGNOP4l,none,weighted examples,observed per instance,0.0,nan,0.5,0.0,0.0,1,0.33598200775387543,0.5067633193567697,0.17872733486452047,0.946742048820286,2.1114588693370644,0.33598200775387543,0.5067633193567697,0.1787273348645205,0.946742048820286,2.1114588693370644,1
R_7kHwLYEKytNtFsY,counterfactual,feature contribution,observed per instance,0.0,1.0,0.5,nan,nan,1,0.31932456503650664,0.4930999827997894,0.13174911287280283,0.5,2.372643886533298,0.3229303579948593,0.48274443150750823,0.12860514749722682,0.5,2.5432448842749102,0
R_7kHwLYEKytNtFsY,counterfactual,weighted examples,observed per instance,0.0,nan,0.5,0.0,0.0,1,0.3052399063401875,0.5182131724065109,0.1286929850868857,0.8635544316622872,2.2278895924087787,0.3052399063401875,0.5182131724065109,0.12869298508688573,0.863554431662287,2.2278895924087783,1
R_7zCOYjoB3D2Mqot,counterfactual,feature contribution,observed per instance,0.0,1.0,0.5,nan,nan,0,0.3451136251582593,0.5694214090629847,0.2596486593795032,0.5179993120100204,1.9535778904114025,0.36291816587952097,0.5405761280236415,0.26641245978268363,0.5210917979818922,2.0916076628548104,0
R_7zCOYjoB3D2Mqot,counterfactual,weighted examples,observed per instance,1.0,nan,1.0,6.0,0.0,0,0.3457173035606225,0.562605998051288,0.25404060517253285,0.8816857478837761,1.9023121682005235,0.3466841288250189,0.5540660296236775,0.24743428727371528,0.8843970538941452,2.0091053478719085,1
