model family,xai,xai label,parameter,parameter label,parameter value,metric,metric label,Monte Carlo draws,mean,standard deviation,95% bootstrap mean CI low,95% bootstrap mean CI high,10th percentile,90th percentile
feature contribution,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.2,boundary improvement,Boundary-distance improvement,50,-0.06484134621321366,0.1385592018782898,-0.10222147701060692,-0.025338171214529078,-0.26012676010193875,0.055943266684947354
feature contribution,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.2,edit L1,Normalized edit distance (L1),50,0.6760118477886914,0.2488300262412305,0.6060551150017133,0.7437930716724974,0.413638755470217,1.0035802197564436
feature contribution,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.2,plausibility,Plausibility,50,0.9197957417045464,0.026984555349753147,0.9119539080624346,0.9266177265092707,0.9002576931832311,0.9489849202644164
feature contribution,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.2,success,Counterfactual success rate,50,0.72,0.4535573676110727,0.6,0.84,0.0,1.0
feature contribution,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.2,target confidence gain,Target-confidence gain,50,0.6610817150927827,0.4528921984549649,0.5370668239820561,0.7834626482831105,-0.05335327668435537,0.9979345537329213
feature contribution,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.3,actionability,Actionability rate,50,0.86,0.3505098327538656,0.76,0.94,0.0,1.0
feature contribution,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.3,boundary improvement,Boundary-distance improvement,50,-0.08576756699248272,0.2033990920703154,-0.14036338988513578,-0.02924232918471187,-0.29115519796204214,0.15149959125481274
feature contribution,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.3,edit L1,Normalized edit distance (L1),50,0.8372136951235081,0.2590948578834214,0.7655867827092019,0.9109363357696977,0.560919468108205,1.201660032749131
feature contribution,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.3,plausibility,Plausibility,50,0.9075589614290571,0.029902661761232754,0.8987326430110186,0.9152280714738521,0.8727945076569242,0.9338910901921795
feature contribution,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.3,success,Counterfactual success rate,50,0.74,0.4430874976934521,0.62,0.86,0.0,1.0
feature contribution,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.3,target confidence gain,Target-confidence gain,50,0.7245812092890234,0.4069570067518472,0.611076438721694,0.8291078739747683,0.0008512289246289332,0.9961294924142626
feature contribution,none,No XAI,age actionable,Age actionable,0.0,actionability,Actionability rate,50,1.0,0.0,1.0,1.0,1.0,1.0
feature contribution,none,No XAI,age actionable,Age actionable,0.0,boundary improvement,Boundary-distance improvement,50,-0.007573671736294706,0.13555919394085109,-0.045539792084826496,0.02953141571212636,-0.18818588422837565,0.12249491135753841
feature contribution,none,No XAI,age actionable,Age actionable,0.0,edit L1,Normalized edit distance (L1),50,0.4867169026723693,0.34824049329283957,0.38835116262911595,0.5810334290702541,0.0,0.8188098797319103
feature contribution,none,No XAI,age actionable,Age actionable,0.0,plausibility,Plausibility,50,0.9356445133964776,0.037451346275678726,0.9255605302111976,0.9457700709670362,0.8892933983052109,0.9879496801763062
feature contribution,none,No XAI,age actionable,Age actionable,0.0,success,Counterfactual success rate,50,0.36,0.4848732213850611,0.24,0.5,0.0,1.0
feature contribution,none,No XAI,age actionable,Age actionable,0.0,target confidence gain,Target-confidence gain,50,0.36698261886715416,0.4383229543649054,0.24815527067248225,0.4939123242865301,-0.00039093842174091695,0.9956912609896572
feature contribution,none,No XAI,age actionable,Age actionable,1.0,actionability,Actionability rate,50,0.6,0.4948716593053935,0.46,0.74,0.0,1.0
feature contribution,none,No XAI,age actionable,Age actionable,1.0,boundary improvement,Boundary-distance improvement,50,0.010961348664613344,0.11041139281867023,-0.021319571497441462,0.04055481391526112,-0.11947771851273738,0.15547573285409594
feature contribution,none,No XAI,age actionable,Age actionable,1.0,edit L1,Normalized edit distance (L1),50,0.43888003452286484,0.39508477437423334,0.3359669838357463,0.5551594279209798,0.0,1.0106289823502048
feature contribution,none,No XAI,age actionable,Age actionable,1.0,plausibility,Plausibility,50,0.9439782786461683,0.038858388040385466,0.9333057577029705,0.9547301166262844,0.9013405049762664,1.0
feature contribution,none,No XAI,age actionable,Age actionable,1.0,success,Counterfactual success rate,50,0.34,0.4785181206984064,0.2,0.46,0.0,1.0
feature contribution,none,No XAI,age actionable,Age actionable,1.0,target confidence gain,Target-confidence gain,50,0.3393236616456128,0.4455005885377619,0.22264466935046118,0.46489674701932115,-0.006142758773762357,0.9895883699855543
feature contribution,none,No XAI,alpha,Global relevance reliance (α),0.0,actionability,Actionability rate,50,0.84,0.3703280399090206,0.74,0.94,0.0,1.0
feature contribution,none,No XAI,alpha,Global relevance reliance (α),0.0,boundary improvement,Boundary-distance improvement,50,-0.007595372020281588,0.1516262668649714,-0.0476513339668978,0.035418685923690074,-0.19905195591066932,0.1370260599594887
feature contribution,none,No XAI,alpha,Global relevance reliance (α),0.0,edit L1,Normalized edit distance (L1),50,0.4376479968964418,0.3701781466475599,0.33876543495873196,0.5452491006325201,0.0,0.974631944923033
feature contribution,none,No XAI,alpha,Global relevance reliance (α),0.0,plausibility,Plausibility,50,0.9476457394968868,0.03073832215380038,0.9392833393461206,0.9565057811648863,0.9146214776291374,1.0
feature contribution,none,No XAI,alpha,Global relevance reliance (α),0.0,success,Counterfactual success rate,50,0.52,0.5046720495044483,0.38,0.66,0.0,1.0
feature contribution,none,No XAI,alpha,Global relevance reliance (α),0.0,target confidence gain,Target-confidence gain,50,0.488322290205418,0.4623407601131422,0.36389534368796406,0.6145994560882604,-5.395608114566735e-06,0.9819698857797552
feature contribution,none,No XAI,alpha,Global relevance reliance (α),0.5,actionability,Actionability rate,50,0.78,0.4184519575964803,0.66,0.88,0.0,1.0
feature contribution,none,No XAI,alpha,Global relevance reliance (α),0.5,boundary improvement,Boundary-distance improvement,50,-0.019273947635686083,0.13886115199572674,-0.057736419844502423,0.018696982879993274,-0.19620168368702298,0.10596727192045804
feature contribution,none,No XAI,alpha,Global relevance reliance (α),0.5,edit L1,Normalized edit distance (L1),50,0.34957620522181754,0.3445177585066937,0.257163935407664,0.44541225700954773,0.0,0.8177138281135823
feature contribution,none,No XAI,alpha,Global relevance reliance (α),0.5,plausibility,Plausibility,50,0.9424322075843051,0.04959904359963883,0.928252610166909,0.9558730544280516,0.8884302974044829,1.0
feature contribution,none,No XAI,alpha,Global relevance reliance (α),0.5,success,Counterfactual success rate,50,0.32,0.4712120714991612,0.2,0.46,0.0,1.0
feature contribution,none,No XAI,alpha,Global relevance reliance (α),0.5,target confidence gain,Target-confidence gain,50,0.2907623944740635,0.4221540586796458,0.17897298841104636,0.4092108848033288,-1.8805026706081306e-05,0.9693962989008904
feature contribution,none,No XAI,alpha,Global relevance reliance (α),1.0,actionability,Actionability rate,50,0.62,0.49031435147801467,0.48,0.76,0.0,1.0
feature contribution,none,No XAI,alpha,Global relevance reliance (α),1.0,boundary improvement,Boundary-distance improvement,50,-0.01619197056948741,0.09389865867622905,-0.04188343136181775,0.00889062412285082,-0.11679517110004844,0.08077308707098378
feature contribution,none,No XAI,alpha,Global relevance reliance (α),1.0,edit L1,Normalized edit distance (L1),50,0.3447542117200733,0.3497699128033133,0.25147755548402223,0.44490510484722695,0.0,0.8604482171010117
feature contribution,none,No XAI,alpha,Global relevance reliance (α),1.0,plausibility,Plausibility,50,0.9473795625998085,0.038030624166492326,0.9369587130039679,0.9574165787506331,0.9002309899296916,1.0
feature contribution,none,No XAI,alpha,Global relevance reliance (α),1.0,success,Counterfactual success rate,50,0.32,0.4712120714991612,0.2,0.44049999999999273,0.0,1.0
feature contribution,none,No XAI,alpha,Global relevance reliance (α),1.0,target confidence gain,Target-confidence gain,50,0.3093290408928032,0.42792419929510345,0.19208214194879883,0.4303418946249449,-0.009864227813070017,0.9454238180652773
feature contribution,none,No XAI,rho,Signed change margin (ρ),-0.3,actionability,Actionability rate,50,0.96,0.19794866372215741,0.9,1.0,1.0,1.0
feature contribution,none,No XAI,rho,Signed change margin (ρ),-0.3,boundary improvement,Boundary-distance improvement,50,-0.007762123618824695,0.03968422239664531,-0.019377741490489084,0.0021321163554850553,-0.02737415226890356,0.0
feature contribution,none,No XAI,rho,Signed change margin (ρ),-0.3,edit L1,Normalized edit distance (L1),50,0.0490004433224499,0.08798458227707606,0.02612319007002732,0.07418661288187821,0.0,0.20663276150163423
feature contribution,none,No XAI,rho,Signed change margin (ρ),-0.3,plausibility,Plausibility,50,0.972011260247612,0.03138682584385373,0.9632877775088926,0.9808081968787241,0.9310338733718654,1.0
feature contribution,none,No XAI,rho,Signed change margin (ρ),-0.3,success,Counterfactual success rate,50,0.06,0.23989793748209523,0.0,0.14,0.0,0.0
feature contribution,none,No XAI,rho,Signed change margin (ρ),-0.3,target confidence gain,Target-confidence gain,50,0.04804875163101285,0.1827907427383941,0.004308897642070479,0.10574726919097692,-1.880419039579362e-05,0.020751413568727388
feature contribution,none,No XAI,rho,Signed change margin (ρ),-0.2,actionability,Actionability rate,50,0.9,0.30304576336566325,0.82,0.98,0.9000000000000004,1.0
feature contribution,none,No XAI,rho,Signed change margin (ρ),-0.2,boundary improvement,Boundary-distance improvement,50,-0.001409614898068095,0.07859817627182251,-0.022531271479092906,0.02241418603908533,-0.0165121017856137,0.0177714529793064
feature contribution,none,No XAI,rho,Signed change margin (ρ),-0.2,edit L1,Normalized edit distance (L1),50,0.10312556860086457,0.17759034772037627,0.05782280574594604,0.15602466604222837,0.0,0.3783573726432413
feature contribution,none,No XAI,rho,Signed change margin (ρ),-0.2,plausibility,Plausibility,50,0.9735484978100263,0.031645579078298444,0.9648150117061787,0.9819724098546494,0.9312506326513861,1.0
feature contribution,none,No XAI,rho,Signed change margin (ρ),-0.2,success,Counterfactual success rate,50,0.08,0.27404751561786966,0.02,0.16,0.0,0.0
feature contribution,none,No XAI,rho,Signed change margin (ρ),-0.2,target confidence gain,Target-confidence gain,50,0.08026266537492167,0.21968506864221177,0.025996150724891483,0.145330269683735,-5.502635767273828e-06,0.21607315486254117
feature contribution,none,No XAI,rho,Signed change margin (ρ),-0.1,actionability,Actionability rate,50,0.84,0.3703280399090206,0.74,0.94,0.0,1.0
feature contribution,none,No XAI,rho,Signed change margin (ρ),-0.1,boundary improvement,Boundary-distance improvement,50,0.016980524579843524,0.09146907213244031,-0.007741634154542964,0.04228392453261574,-0.09921650337176055,0.09910871348311048
feature contribution,none,No XAI,rho,Signed change margin (ρ),-0.1,edit L1,Normalized edit distance (L1),50,0.2198655092905779,0.2797133924628129,0.146162274718106,0.30132329647943906,0.0,0.6460116652351701
feature contribution,none,No XAI,rho,Signed change margin (ρ),-0.1,plausibility,Plausibility,50,0.9626454742773987,0.034447977414031855,0.9530711782666701,0.9719090933421737,0.9169159809536547,1.0
feature contribution,none,No XAI,rho,Signed change margin (ρ),-0.1,success,Counterfactual success rate,50,0.12,0.32826072265931594,0.04,0.22,0.0,1.0
feature contribution,none,No XAI,rho,Signed change margin (ρ),-0.1,target confidence gain,Target-confidence gain,50,0.15393862028787686,0.3117939163730678,0.07503464468448443,0.24574507073955928,-1.8801649565025545e-06,0.9088633508597446
feature contribution,none,No XAI,rho,Signed change margin (ρ),0.0,actionability,Actionability rate,50,0.64,0.4848732213850611,0.5,0.76,0.0,1.0
feature contribution,none,No XAI,rho,Signed change margin (ρ),0.0,boundary improvement,Boundary-distance improvement,50,0.00506035375766263,0.10863466239197349,-0.025274783841037894,0.034196435594722865,-0.1507972502606613,0.15417532551531535
feature contribution,none,No XAI,rho,Signed change margin (ρ),0.0,edit L1,Normalized edit distance (L1),50,0.3646994058040277,0.26179880780036685,0.2974460276504055,0.4394522524852201,0.030637888184119944,0.6955095349209696
feature contribution,none,No XAI,rho,Signed change margin (ρ),0.0,plausibility,Plausibility,50,0.9411361422327363,0.030307036214535354,0.9324465051715153,0.9493722255649353,0.9042915097031387,0.9796352587944248
feature contribution,none,No XAI,rho,Signed change margin (ρ),0.0,success,Counterfactual success rate,50,0.26,0.4430874976934521,0.14,0.38,0.0,1.0
feature contribution,none,No XAI,rho,Signed change margin (ρ),0.0,target confidence gain,Target-confidence gain,50,0.2654525330190073,0.38395808456506564,0.1633724268056716,0.37537526371470287,-0.011579548424800135,0.9445437652711134
feature contribution,none,No XAI,rho,Signed change margin (ρ),0.1,actionability,Actionability rate,50,0.62,0.49031435147801467,0.48,0.76,0.0,1.0
feature contribution,none,No XAI,rho,Signed change margin (ρ),0.1,boundary improvement,Boundary-distance improvement,50,-0.012797590688973659,0.11303310407218634,-0.04468301894672935,0.017424639828127596,-0.1501241330714325,0.09558599101995849
feature contribution,none,No XAI,rho,Signed change margin (ρ),0.1,edit L1,Normalized edit distance (L1),50,0.45102891877012363,0.20490917638494613,0.3967867587433305,0.5075131028224835,0.21784286296401123,0.6878351432432553
feature contribution,none,No XAI,rho,Signed change margin (ρ),0.1,plausibility,Plausibility,50,0.9354230698834699,0.02120331598643886,0.9294329070211367,0.9410076780764599,0.9139873614718478,0.9575613034476073
feature contribution,none,No XAI,rho,Signed change margin (ρ),0.1,success,Counterfactual success rate,50,0.7,0.4629100498862757,0.56,0.82,0.0,1.0
feature contribution,none,No XAI,rho,Signed change margin (ρ),0.1,target confidence gain,Target-confidence gain,50,0.6535880314243734,0.40542780911312276,0.5400521769795531,0.7604166372607084,-3.1639132524130528e-06,0.9868382338917967
feature contribution,none,No XAI,rho,Signed change margin (ρ),0.2,actionability,Actionability rate,50,0.66,0.47851812069840644,0.52,0.78,0.0,1.0
feature contribution,none,No XAI,rho,Signed change margin (ρ),0.2,boundary improvement,Boundary-distance improvement,50,-0.0407183322295497,0.12799672119927777,-0.07424408559009665,-0.004699553833240451,-0.22412993371872902,0.09654685780311345
feature contribution,none,No XAI,rho,Signed change margin (ρ),0.2,edit L1,Normalized edit distance (L1),50,0.745700026501639,0.24310657587198692,0.6794111327164197,0.8130503591027026,0.4279268064820758,1.0365709384601551
feature contribution,none,No XAI,rho,Signed change margin (ρ),0.2,plausibility,Plausibility,50,0.913758869248571,0.03041316004517574,0.9053946824270374,0.921743638523764,0.8812546688650654,0.951956925012738
feature contribution,none,No XAI,rho,Signed change margin (ρ),0.2,success,Counterfactual success rate,50,0.64,0.48487322138506117,0.5,0.78,0.0,1.0
feature contribution,none,No XAI,rho,Signed change margin (ρ),0.2,target confidence gain,Target-confidence gain,50,0.5910586927841868,0.46587056916806946,0.45988026289186174,0.7161339848758397,-0.07737794953449922,0.9999666387346077
feature contribution,none,No XAI,rho,Signed change margin (ρ),0.3,actionability,Actionability rate,50,0.58,0.4985693819032899,0.44,0.72,0.0,1.0
feature contribution,none,No XAI,rho,Signed change margin (ρ),0.3,boundary improvement,Boundary-distance improvement,50,-0.03811478948662558,0.182412326224864,-0.08829527737562558,0.011036945503997584,-0.312917992516298,0.15878056586874856
feature contribution,none,No XAI,rho,Signed change margin (ρ),0.3,edit L1,Normalized edit distance (L1),50,0.8400240426993568,0.27061916269885994,0.766552567828734,0.916407601618913,0.4977058878316393,1.243489606521638
feature contribution,none,No XAI,rho,Signed change margin (ρ),0.3,plausibility,Plausibility,50,0.9034326565467533,0.035939133730696994,0.8932239687639512,0.9133919099100501,0.8594131313989942,0.9497091050414478
feature contribution,none,No XAI,rho,Signed change margin (ρ),0.3,success,Counterfactual success rate,50,0.66,0.4785181206984065,0.52,0.78,0.0,1.0
feature contribution,none,No XAI,rho,Signed change margin (ρ),0.3,target confidence gain,Target-confidence gain,50,0.6387762326834144,0.45039186960036076,0.5130581636226661,0.758767427166562,-1.8796188428482562e-06,0.9999662991348532
weighted examples,attribution,Feature attribution,age actionable,Age actionable,0.0,actionability,Actionability rate,50,1.0,0.0,1.0,1.0,1.0,1.0
weighted examples,attribution,Feature attribution,age actionable,Age actionable,0.0,boundary improvement,Boundary-distance improvement,50,0.0005027896254831068,0.12888687411547214,-0.03659697704513535,0.0360385861477067,-0.15381153219616134,0.14036114067927577
weighted examples,attribution,Feature attribution,age actionable,Age actionable,0.0,edit L1,Normalized edit distance (L1),50,0.4720171117150859,0.3926367468611085,0.3712284703188255,0.5827393753168375,0.020402490305509658,1.0730953937838574
weighted examples,attribution,Feature attribution,age actionable,Age actionable,0.0,plausibility,Plausibility,50,0.9470130294819455,0.027207673923738355,0.939738691980701,0.9544348822096603,0.9137150743227814,0.9852498004307585
weighted examples,attribution,Feature attribution,age actionable,Age actionable,0.0,success,Counterfactual success rate,50,0.46,0.5034574339058886,0.32,0.6,0.0,1.0
weighted examples,attribution,Feature attribution,age actionable,Age actionable,0.0,target confidence gain,Target-confidence gain,50,0.42960782219655935,0.4172720997229035,0.3162024498150859,0.5446918435467334,-0.0017995480940409352,0.9812414613130415
weighted examples,attribution,Feature attribution,age actionable,Age actionable,1.0,actionability,Actionability rate,50,0.52,0.5046720495044483,0.38,0.66,0.0,1.0
weighted examples,attribution,Feature attribution,age actionable,Age actionable,1.0,boundary improvement,Boundary-distance improvement,50,0.044699854637973824,0.1243112980893016,0.012154438481306982,0.08046132640512316,-0.05647359354113143,0.14482446971921029
weighted examples,attribution,Feature attribution,age actionable,Age actionable,1.0,edit L1,Normalized edit distance (L1),50,0.49561687529804266,0.4112903815012508,0.3824604404352349,0.6094312256185006,0.009008645429746463,1.0707785342245422
weighted examples,attribution,Feature attribution,age actionable,Age actionable,1.0,plausibility,Plausibility,50,0.9430877039695571,0.03962008607834257,0.931860951332302,0.9538649717068282,0.8974391534007559,0.9981982709140507
weighted examples,attribution,Feature attribution,age actionable,Age actionable,1.0,success,Counterfactual success rate,50,0.38,0.49031435147801467,0.24,0.52,0.0,1.0
weighted examples,attribution,Feature attribution,age actionable,Age actionable,1.0,target confidence gain,Target-confidence gain,50,0.3664289439053231,0.4259778255665371,0.2527941858771987,0.4841476766051253,-0.0001248744375195034,0.9760666450991619
weighted examples,attribution,Feature attribution,eta,Explanation reliance (η),0.0,actionability,Actionability rate,50,0.8,0.40406101782088427,0.68,0.9,0.0,1.0
weighted examples,attribution,Feature attribution,eta,Explanation reliance (η),0.0,boundary improvement,Boundary-distance improvement,50,0.0008295906510150591,0.10823326420386578,-0.027186056280799384,0.03333291966025089,-0.11558432675148937,0.08217705676596386
weighted examples,attribution,Feature attribution,eta,Explanation reliance (η),0.0,edit L1,Normalized edit distance (L1),50,0.5301869788905142,0.33263847293917653,0.43894974977725215,0.6182406055020705,0.09971207003667117,1.0108530577499801
weighted examples,attribution,Feature attribution,eta,Explanation reliance (η),0.0,plausibility,Plausibility,50,0.9415546895558198,0.02717888318994237,0.9338789970324582,0.9490542229365381,0.9137996023923599,0.9754477305790787
weighted examples,attribution,Feature attribution,eta,Explanation reliance (η),0.0,success,Counterfactual success rate,50,0.48,0.5046720495044484,0.34,0.62,0.0,1.0
weighted examples,attribution,Feature attribution,eta,Explanation reliance (η),0.0,target confidence gain,Target-confidence gain,50,0.4765835879577021,0.4266629620621363,0.3571962995947469,0.5933826097928437,-0.003108517559480361,0.9926230827046919
weighted examples,attribution,Feature attribution,eta,Explanation reliance (η),0.5,actionability,Actionability rate,50,0.82,0.38808793449160356,0.7,0.92,0.0,1.0
weighted examples,attribution,Feature attribution,eta,Explanation reliance (η),0.5,boundary improvement,Boundary-distance improvement,50,0.05509306438551281,0.14365806920555665,0.01721355480844026,0.0945357498476067,-0.10093093704903335,0.22367422506808068
weighted examples,attribution,Feature attribution,eta,Explanation reliance (η),0.5,edit L1,Normalized edit distance (L1),50,0.5747232892947534,0.43628347122242556,0.45462685307430656,0.6942937077760942,0.0,1.1672945431667106
weighted examples,attribution,Feature attribution,eta,Explanation reliance (η),0.5,plausibility,Plausibility,50,0.9464341057473653,0.029678304487347436,0.9386438331270465,0.9545757555550075,0.9143366697260772,1.0
weighted examples,attribution,Feature attribution,eta,Explanation reliance (η),0.5,success,Counterfactual success rate,50,0.38,0.49031435147801467,0.24,0.52,0.0,1.0
weighted examples,attribution,Feature attribution,eta,Explanation reliance (η),0.5,target confidence gain,Target-confidence gain,50,0.34589280518367177,0.41332143721270515,0.23497985312263944,0.45906540022837167,-0.00010430697664027587,0.9648946255490354
weighted examples,attribution,Feature attribution,eta,Explanation reliance (η),1.0,actionability,Actionability rate,50,0.72,0.4535573676110727,0.6,0.84,0.0,1.0
weighted examples,attribution,Feature attribution,eta,Explanation reliance (η),1.0,boundary improvement,Boundary-distance improvement,50,-0.004090183524234487,0.13954964002325768,-0.04203150209585203,0.03483581883193436,-0.16671334810856098,0.12865914979220058
weighted examples,attribution,Feature attribution,eta,Explanation reliance (η),1.0,edit L1,Normalized edit distance (L1),50,0.5253097366261062,0.40233008241131973,0.41234275664178793,0.6367800514255508,0.0,1.0349835004347845
weighted examples,attribution,Feature attribution,eta,Explanation reliance (η),1.0,plausibility,Plausibility,50,0.9441907891992953,0.03152528932735327,0.9358200086847531,0.9530435147199331,0.9074510276017668,1.0
weighted examples,attribution,Feature attribution,eta,Explanation reliance (η),1.0,success,Counterfactual success rate,50,0.46,0.5034574339058886,0.32,0.6,0.0,1.0
weighted examples,attribution,Feature attribution,eta,Explanation reliance (η),1.0,target confidence gain,Target-confidence gain,50,0.46437640374334377,0.4181149343286087,0.34744531770911924,0.5782736972169555,-0.002324531664516026,0.9898571910842414
weighted examples,attribution,Feature attribution,lambda,Exemplar locality (λ),0.0,actionability,Actionability rate,50,0.74,0.44308749769345207,0.62,0.86,0.0,1.0
weighted examples,attribution,Feature attribution,lambda,Exemplar locality (λ),0.0,boundary improvement,Boundary-distance improvement,50,0.04756964342272143,0.15658405963366728,0.005226281700788715,0.09218233848881176,-0.09716654632565465,0.21755490124299293
weighted examples,attribution,Feature attribution,lambda,Exemplar locality (λ),0.0,edit L1,Normalized edit distance (L1),50,0.6426636935847739,0.3690255972262677,0.5464536735101754,0.7431088828522147,0.1393756947176582,1.0882837673894468
weighted examples,attribution,Feature attribution,lambda,Exemplar locality (λ),0.0,plausibility,Plausibility,50,0.9385244000694987,0.026876702550794874,0.9311430692475439,0.9459511584004479,0.9084119097768747,0.9721210797472837
weighted examples,attribution,Feature attribution,lambda,Exemplar locality (λ),0.0,success,Counterfactual success rate,50,0.48,0.5046720495044483,0.34,0.62,0.0,1.0
weighted examples,attribution,Feature attribution,lambda,Exemplar locality (λ),0.0,target confidence gain,Target-confidence gain,50,0.4524649030150399,0.4072487043406452,0.34567377490435247,0.5655670093278186,-0.002606840413479291,0.9858879788082218
weighted examples,attribution,Feature attribution,lambda,Exemplar locality (λ),2.0,actionability,Actionability rate,50,0.68,0.47121207149916117,0.56,0.8,0.0,1.0
weighted examples,attribution,Feature attribution,lambda,Exemplar locality (λ),2.0,boundary improvement,Boundary-distance improvement,50,-0.0010193776020236101,0.12712033319641428,-0.03585975121942479,0.033773070782746814,-0.11750889667176262,0.1351229075823757
weighted examples,attribution,Feature attribution,lambda,Exemplar locality (λ),2.0,edit L1,Normalized edit distance (L1),50,0.44945633310083466,0.40828771251716917,0.3394762014765488,0.5625394568009973,0.0,1.0040621677396016
weighted examples,attribution,Feature attribution,lambda,Exemplar locality (λ),2.0,plausibility,Plausibility,50,0.9483168688189383,0.030823976005757536,0.9400152536213106,0.9569385407183899,0.909372610681088,1.0
weighted examples,attribution,Feature attribution,lambda,Exemplar locality (λ),2.0,success,Counterfactual success rate,50,0.32,0.47121207149916117,0.2,0.46,0.0,1.0
weighted examples,attribution,Feature attribution,lambda,Exemplar locality (λ),2.0,target confidence gain,Target-confidence gain,50,0.2863809299530214,0.3889630144769421,0.1838379455596923,0.3947023135403707,-0.0018118877504741577,0.9456463969476282
weighted examples,attribution,Feature attribution,lambda,Exemplar locality (λ),6.0,actionability,Actionability rate,50,0.72,0.4535573676110727,0.6,0.84,0.0,1.0
weighted examples,attribution,Feature attribution,lambda,Exemplar locality (λ),6.0,boundary improvement,Boundary-distance improvement,50,0.062916969472419,0.16857233086450238,0.017698272254922466,0.11244587701088812,-0.0383101135840881,0.3269072380439597
weighted examples,attribution,Feature attribution,lambda,Exemplar locality (λ),6.0,edit L1,Normalized edit distance (L1),50,0.4651026078248624,0.37260944286694864,0.3661269629933666,0.5729313461970374,0.0013082240236486908,1.003894644054673
weighted examples,attribution,Feature attribution,lambda,Exemplar locality (λ),6.0,plausibility,Plausibility,50,0.9524451593333474,0.02944869653951904,0.9443829374089215,0.9606031294996201,0.9197206710212,0.9997383551952703
weighted examples,attribution,Feature attribution,lambda,Exemplar locality (λ),6.0,success,Counterfactual success rate,50,0.34,0.47851812069840644,0.21950000000000017,0.48,0.0,1.0
weighted examples,attribution,Feature attribution,lambda,Exemplar locality (λ),6.0,target confidence gain,Target-confidence gain,50,0.32088227819550524,0.3693466153336025,0.2176098848379828,0.42607494567477266,-1.84276507265712e-06,0.9848670062615567
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),-0.3,actionability,Actionability rate,50,0.82,0.38808793449160356,0.72,0.92,0.0,1.0
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),-0.3,boundary improvement,Boundary-distance improvement,50,0.02603697772011194,0.06445404993734886,0.010159994955602752,0.04525516568766423,-0.01867060611512745,0.115424671751415
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),-0.3,edit L1,Normalized edit distance (L1),50,0.059223643491786174,0.07418599678827859,0.03980432777978067,0.0802879043870249,0.0,0.14940271975592656
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),-0.3,plausibility,Plausibility,50,0.9770609471808875,0.024831767039910576,0.9701252260020368,0.9836347559523324,0.9378927914844529,1.0
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),-0.3,success,Counterfactual success rate,50,0.02,0.14142135623730948,0.0,0.06,0.0,0.0
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),-0.3,target confidence gain,Target-confidence gain,50,0.05069863270384289,0.14907543186687244,0.014969431621893521,0.09526212505984852,-0.0010126996204981216,0.11598938711986971
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),-0.2,actionability,Actionability rate,50,0.7,0.4629100498862757,0.56,0.82,0.0,1.0
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),-0.2,boundary improvement,Boundary-distance improvement,50,0.03875762374807282,0.09454164666462907,0.015757275555451578,0.06829340944197666,-0.02688020792558562,0.12238597004612117
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),-0.2,edit L1,Normalized edit distance (L1),50,0.1719115998703074,0.14678571814388183,0.13271923430642218,0.21462337765802514,0.0,0.35772186736447104
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),-0.2,plausibility,Plausibility,50,0.9688411653086262,0.02428443802423196,0.9619704883340451,0.9754757735213356,0.9374394175853716,1.0
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),-0.2,success,Counterfactual success rate,50,0.24,0.4314191105869,0.12,0.36,0.0,1.0
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),-0.2,target confidence gain,Target-confidence gain,50,0.21313075764291178,0.31938912339051695,0.12990750396822587,0.30570041825310235,-0.003150801804211784,0.8340193694030658
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),-0.1,actionability,Actionability rate,50,0.82,0.38808793449160356,0.7,0.92,0.0,1.0
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),-0.1,boundary improvement,Boundary-distance improvement,50,0.051491443889314314,0.11871464400879729,0.0207959478264664,0.08611542471545244,-0.054092403169028934,0.1804021380014272
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),-0.1,edit L1,Normalized edit distance (L1),50,0.26227486060233407,0.1909784350800952,0.2105022414287685,0.3162498380855471,0.0,0.47337525630289984
