model family,xai,xai label,parameter,parameter label,parameter value,metric,metric label,Monte Carlo draws,mean,standard deviation,95% bootstrap mean CI low,95% bootstrap mean CI high,10th percentile,90th percentile
weighted examples,none,No XAI,age actionable,Age actionable,1.0,boundary improvement,Boundary-distance improvement,50,0.005659040634814023,0.11649411955923762,-0.026418404981154407,0.03810569653715429,-0.1367411203797422,0.1359709085882399
weighted examples,none,No XAI,age actionable,Age actionable,1.0,edit L1,Normalized edit distance (L1),50,0.6191790774658729,0.4011447122741365,0.5086970641008,0.7269895648134805,0.06560745107469729,1.1014010978271525
weighted examples,none,No XAI,age actionable,Age actionable,1.0,plausibility,Plausibility,50,0.9414628737636562,0.03023664637990627,0.9331873335790999,0.9499003463178708,0.9052083684649519,0.9776759468823321
weighted examples,none,No XAI,age actionable,Age actionable,1.0,success,Counterfactual success rate,50,0.46,0.5034574339058886,0.32,0.6,0.0,1.0
weighted examples,none,No XAI,age actionable,Age actionable,1.0,target confidence gain,Target-confidence gain,50,0.47643396264328236,0.4197962932722406,0.36274888744851275,0.592159829057693,-1.8806226576462071e-06,0.9980943695994218
weighted examples,none,No XAI,lambda,Exemplar locality (λ),0.0,actionability,Actionability rate,50,0.8,0.4040610178208843,0.68,0.9,0.0,1.0
weighted examples,none,No XAI,lambda,Exemplar locality (λ),0.0,boundary improvement,Boundary-distance improvement,50,-0.006331247600713536,0.1415421551496165,-0.04357047266327722,0.03242465537487101,-0.16190477488578,0.2241115641438496
weighted examples,none,No XAI,lambda,Exemplar locality (λ),0.0,edit L1,Normalized edit distance (L1),50,0.4355794946843529,0.3483490665979563,0.3439705449173971,0.5332614299558729,0.0,0.903580016990284
weighted examples,none,No XAI,lambda,Exemplar locality (λ),0.0,plausibility,Plausibility,50,0.9450422281673027,0.032044228214710375,0.9364069678852195,0.9539047671017041,0.9000431112050142,0.9926956521739131
weighted examples,none,No XAI,lambda,Exemplar locality (λ),0.0,success,Counterfactual success rate,50,0.42,0.4985693819032899,0.28,0.56,0.0,1.0
weighted examples,none,No XAI,lambda,Exemplar locality (λ),0.0,target confidence gain,Target-confidence gain,50,0.39197468518653605,0.46364907564286495,0.26401209099419526,0.5185584670731146,-8.647549303615642e-05,0.9886054605758197
weighted examples,none,No XAI,lambda,Exemplar locality (λ),2.0,actionability,Actionability rate,50,0.86,0.3505098327538656,0.76,0.94,0.0,1.0
weighted examples,none,No XAI,lambda,Exemplar locality (λ),2.0,boundary improvement,Boundary-distance improvement,50,0.031679170165433194,0.13815645285787956,-0.006129910490439491,0.06992508618964428,-0.11792336702514535,0.2305348435944191
weighted examples,none,No XAI,lambda,Exemplar locality (λ),2.0,edit L1,Normalized edit distance (L1),50,0.5095500239739442,0.37409876766908257,0.40912697361372286,0.6105040053084749,0.05098556912899284,0.9492902441910356
weighted examples,none,No XAI,lambda,Exemplar locality (λ),2.0,plausibility,Plausibility,50,0.9389174581444175,0.034458430792487366,0.9292316746173869,0.9485579338970394,0.8909890430089156,0.9763088445922503
weighted examples,none,No XAI,lambda,Exemplar locality (λ),2.0,success,Counterfactual success rate,50,0.34,0.47851812069840644,0.22,0.46,0.0,1.0
weighted examples,none,No XAI,lambda,Exemplar locality (λ),2.0,target confidence gain,Target-confidence gain,50,0.3330088012466524,0.4004568525511634,0.22526753996115573,0.4477982368462574,-0.0001458765485796262,0.9829074499449187
weighted examples,none,No XAI,lambda,Exemplar locality (λ),6.0,actionability,Actionability rate,50,0.8,0.40406101782088427,0.68,0.9,0.0,1.0
weighted examples,none,No XAI,lambda,Exemplar locality (λ),6.0,boundary improvement,Boundary-distance improvement,50,0.004865450179715513,0.12135016378653335,-0.02912702241045591,0.038941934074685824,-0.10775229398201186,0.12206931402324067
weighted examples,none,No XAI,lambda,Exemplar locality (λ),6.0,edit L1,Normalized edit distance (L1),50,0.5604175664649382,0.3838516871700554,0.4542119044212537,0.6677078459194091,0.030346461354679794,1.1259121926233
weighted examples,none,No XAI,lambda,Exemplar locality (λ),6.0,plausibility,Plausibility,50,0.9356622219328569,0.03149176714443088,0.9272001358413516,0.9445836834455466,0.901216278473023,0.9931727027391933
weighted examples,none,No XAI,lambda,Exemplar locality (λ),6.0,success,Counterfactual success rate,50,0.36,0.4848732213850611,0.24,0.5,0.0,1.0
weighted examples,none,No XAI,lambda,Exemplar locality (λ),6.0,target confidence gain,Target-confidence gain,50,0.3861395824648373,0.4243054409118582,0.26719399680293765,0.5013372820990311,-0.003147046162531814,0.9996034769911294
weighted examples,none,No XAI,rho,Signed change margin (ρ),-0.3,actionability,Actionability rate,50,0.94,0.23989793748209523,0.86,1.0,1.0,1.0
weighted examples,none,No XAI,rho,Signed change margin (ρ),-0.3,boundary improvement,Boundary-distance improvement,50,0.015154451277554026,0.03986795826801335,0.004848462130052454,0.02685525065924595,-0.00467534926838452,0.04182984489585271
weighted examples,none,No XAI,rho,Signed change margin (ρ),-0.3,edit L1,Normalized edit distance (L1),50,0.05150792333361669,0.06805507600467034,0.03378713331495439,0.07067741744673414,0.0,0.1420289855072464
weighted examples,none,No XAI,rho,Signed change margin (ρ),-0.3,plausibility,Plausibility,50,0.9746435571556421,0.025348382173810153,0.9676143402731339,0.9813798828519467,0.9398898511526447,1.0
weighted examples,none,No XAI,rho,Signed change margin (ρ),-0.3,success,Counterfactual success rate,50,0.04,0.19794866372215741,0.0,0.1,0.0,0.0
weighted examples,none,No XAI,rho,Signed change margin (ρ),-0.3,target confidence gain,Target-confidence gain,50,0.04375192671725513,0.1505730106059924,0.008624865400462296,0.08913058374916023,-0.000964307866238828,0.01645552849141146
weighted examples,none,No XAI,rho,Signed change margin (ρ),-0.2,actionability,Actionability rate,50,0.76,0.4314191105869,0.64,0.8604999999999927,0.0,1.0
weighted examples,none,No XAI,rho,Signed change margin (ρ),-0.2,boundary improvement,Boundary-distance improvement,50,0.06329919395436677,0.12968345090528355,0.030889586278295883,0.10247487129420571,-0.006707672466980302,0.17912219354304118
weighted examples,none,No XAI,rho,Signed change margin (ρ),-0.2,edit L1,Normalized edit distance (L1),50,0.17905475949000146,0.16097988595147542,0.13656736986662493,0.2257059695395866,0.0,0.38393953942183273
weighted examples,none,No XAI,rho,Signed change margin (ρ),-0.2,plausibility,Plausibility,50,0.9641997639254588,0.02239839232944149,0.9579981750666619,0.9704183457039212,0.9405311604039169,0.9987883128040116
weighted examples,none,No XAI,rho,Signed change margin (ρ),-0.2,success,Counterfactual success rate,50,0.14,0.3505098327538656,0.06,0.24,0.0,1.0
weighted examples,none,No XAI,rho,Signed change margin (ρ),-0.2,target confidence gain,Target-confidence gain,50,0.14695927901880454,0.2709256792315636,0.07866710617730145,0.22673038991571123,-0.00020302255932259006,0.6323447586946697
weighted examples,none,No XAI,rho,Signed change margin (ρ),-0.1,actionability,Actionability rate,50,0.8,0.4040610178208843,0.68,0.9,0.0,1.0
weighted examples,none,No XAI,rho,Signed change margin (ρ),-0.1,boundary improvement,Boundary-distance improvement,50,0.0866784744494425,0.16140245308461953,0.04338236783519268,0.13420116548880873,-0.057756674730443484,0.3769597554464282
weighted examples,none,No XAI,rho,Signed change margin (ρ),-0.1,edit L1,Normalized edit distance (L1),50,0.33063141533658746,0.20437163520622945,0.275173246327892,0.386247178518886,0.094231400410502,0.60959792003259
weighted examples,none,No XAI,rho,Signed change margin (ρ),-0.1,plausibility,Plausibility,50,0.9541559450898324,0.0179922812534626,0.9492350731273713,0.9591694722411076,0.9355344432041419,0.9766692922237094
weighted examples,none,No XAI,rho,Signed change margin (ρ),-0.1,success,Counterfactual success rate,50,0.38,0.49031435147801467,0.24,0.52,0.0,1.0
weighted examples,none,No XAI,rho,Signed change margin (ρ),-0.1,target confidence gain,Target-confidence gain,50,0.33882582053413346,0.3896087343484778,0.2335309123283494,0.4463060012508688,-0.001105121841398285,0.9376849055348312
weighted examples,none,No XAI,rho,Signed change margin (ρ),0.0,actionability,Actionability rate,50,0.7,0.46291004988627577,0.58,0.82,0.0,1.0
weighted examples,none,No XAI,rho,Signed change margin (ρ),0.0,boundary improvement,Boundary-distance improvement,50,0.05432987953786956,0.12448181423119258,0.020547350013557165,0.08975886510078766,-0.05321726543775601,0.2407878207837309
weighted examples,none,No XAI,rho,Signed change margin (ρ),0.0,edit L1,Normalized edit distance (L1),50,0.531447210256,0.18794528767720634,0.47979752118888175,0.5829643610162882,0.3298746705920926,0.7219602726463987
weighted examples,none,No XAI,rho,Signed change margin (ρ),0.0,plausibility,Plausibility,50,0.9434425156133601,0.018162339687783486,0.938210206454313,0.9482948893304874,0.9182165646872957,0.9590304602653842
weighted examples,none,No XAI,rho,Signed change margin (ρ),0.0,success,Counterfactual success rate,50,0.48,0.5046720495044484,0.34,0.62,0.0,1.0
weighted examples,none,No XAI,rho,Signed change margin (ρ),0.0,target confidence gain,Target-confidence gain,50,0.45831554125019913,0.37475465452785556,0.3572649668412581,0.5612919811235502,0.018065826829569663,0.9419572765293691
weighted examples,none,No XAI,rho,Signed change margin (ρ),0.1,actionability,Actionability rate,50,0.64,0.4848732213850611,0.5,0.78,0.0,1.0
weighted examples,none,No XAI,rho,Signed change margin (ρ),0.1,boundary improvement,Boundary-distance improvement,50,0.04848342537428402,0.15981112209175033,0.006969550066932585,0.09504822175148929,-0.09501076676882303,0.3133744408510512
weighted examples,none,No XAI,rho,Signed change margin (ρ),0.1,edit L1,Normalized edit distance (L1),50,0.6911916297911651,0.19761523345384815,0.6370273246280064,0.7448517909164711,0.4531153128489157,0.9864284454249062
weighted examples,none,No XAI,rho,Signed change margin (ρ),0.1,plausibility,Plausibility,50,0.9263238552538414,0.021330961748783857,0.9203620452144946,0.9319228469203045,0.8993445854683308,0.9492012200703824
weighted examples,none,No XAI,rho,Signed change margin (ρ),0.1,success,Counterfactual success rate,50,0.62,0.49031435147801467,0.48,0.76,0.0,1.0
weighted examples,none,No XAI,rho,Signed change margin (ρ),0.1,target confidence gain,Target-confidence gain,50,0.522858655776345,0.39981984018038164,0.4108581838052423,0.6323230526678064,-0.0008490864826761618,0.9924146221306763
weighted examples,none,No XAI,rho,Signed change margin (ρ),0.2,actionability,Actionability rate,50,0.82,0.38808793449160356,0.7,0.92,0.0,1.0
weighted examples,none,No XAI,rho,Signed change margin (ρ),0.2,boundary improvement,Boundary-distance improvement,50,-0.03531746913881791,0.16673021053841106,-0.08276781700830012,0.010495506927905508,-0.28900111776346643,0.1981688362572545
weighted examples,none,No XAI,rho,Signed change margin (ρ),0.2,edit L1,Normalized edit distance (L1),50,0.8926182645893636,0.19669209862031925,0.8404133951752606,0.9463052631721133,0.6529879915970255,1.1315222200292767
weighted examples,none,No XAI,rho,Signed change margin (ρ),0.2,plausibility,Plausibility,50,0.9232931462035029,0.017105780324914544,0.9186457687630221,0.9280173123300279,0.903854012176582,0.9451210772936878
weighted examples,none,No XAI,rho,Signed change margin (ρ),0.2,success,Counterfactual success rate,50,0.66,0.4785181206984065,0.52,0.8,0.0,1.0
weighted examples,none,No XAI,rho,Signed change margin (ρ),0.2,target confidence gain,Target-confidence gain,50,0.6055839797963978,0.44182679488286736,0.48234557832419883,0.7254041391545427,-0.0008236064402382307,0.9927537555334707
weighted examples,none,No XAI,rho,Signed change margin (ρ),0.3,actionability,Actionability rate,50,0.76,0.4314191105869,0.64,0.88,0.0,1.0
weighted examples,none,No XAI,rho,Signed change margin (ρ),0.3,boundary improvement,Boundary-distance improvement,50,-0.07524707745246634,0.17854897734758549,-0.12746360282143399,-0.02858646115443623,-0.26490327753534015,0.1272453964199456
weighted examples,none,No XAI,rho,Signed change margin (ρ),0.3,edit L1,Normalized edit distance (L1),50,1.0304539257295857,0.2518020109793085,0.9595564833730116,1.099856040832501,0.6994320174730748,1.3532577305670395
weighted examples,none,No XAI,rho,Signed change margin (ρ),0.3,plausibility,Plausibility,50,0.9081645044917207,0.021017487909804424,0.9024796037545376,0.914034960012077,0.885970932022008,0.9366049266881976
weighted examples,none,No XAI,rho,Signed change margin (ρ),0.3,success,Counterfactual success rate,50,0.6,0.4948716593053935,0.46,0.74,0.0,1.0
weighted examples,none,No XAI,rho,Signed change margin (ρ),0.3,target confidence gain,Target-confidence gain,50,0.5847238328650739,0.4688066753284317,0.45475730386985297,0.713209209873706,-0.026379036626642274,0.9987725485523001
