strategy_cluster,n,xai_counts,mean_boundary,success_rate,mean_proximity,move_toward_target_rate,mean_n_features_changed,glucose_changed,bp_changed,insulin_changed,bmi_changed,age_changed,glucose_abs,bp_abs,insulin_abs,bmi_abs,age_abs
1,17,"{""attribution"": 4, ""counterfactual"": 8, ""none"": 5}",0.08828171122544436,0.5588235294117647,0.5229115087063283,0.9,2.1941176470588233,0.5470588235294118,0.45588235294117646,0.538235294117647,0.5705882352941176,0.08235294117647059,0.1640377286776097,0.09443734015344146,0.11403942918420594,0.13243198684365587,0.017965023847363235
2,13,"{""attribution"": 6, ""counterfactual"": 2, ""none"": 5}",0.1003293540221505,0.38846153846153847,0.2557446958412617,0.7461538461538461,1.1615384615384614,0.3384615384615385,0.3961538461538462,0.10384615384615385,0.2846153846153846,0.038461538461538464,0.0782833897950452,0.08620401337791038,0.019344983153444233,0.06505160265415612,0.0068607068607003845
