aggregation,domain,training explanation condition,strategy,attribute selection method,change amount method,maximum attributes allowed,trials,valid counterfactual rate,valid rate Wilson 95% lower,valid rate Wilson 95% upper,valid and actionable rate,actionable rate,mean actual attributes changed,mean sparsity,mean target confidence,mean target confidence gain,mean proximity,median proximity,mean model-consistent proximity,mean plausibility,mean plausibility subset,mean boundary distance,mean boundary distance change,valid trials,mean proximity valid,mean model-consistent proximity valid,mean plausibility valid,mean plausibility subset valid,mean boundary distance valid,median boundary distance valid,invalid trials,mean remaining boundary distance invalid
domain_xai,diabetes,attribution,Current-case contribution + estimated flip amount,Current-case contribution,Estimated amount needed to flip the cognitive model,1,20,0.45,0.2581978582556243,0.6579146575496577,0.4,0.9,0.75,0.8500000000000002,0.4911749595106497,0.45020681745788427,0.3208914411985496,0.36817148354226037,0.3208914411985496,0.9494704156016848,0.8549169435345949,0.08014680656671855,-0.06772537357551504,9,0.5034543880391604,0.5034543880391604,0.9297908654737098,0.8541699469585521,0.10114243227299331,0.08677247505855905,11,0.0629685673524937
domain_xai,diabetes,attribution,Current-case contribution + estimated flip amount,Current-case contribution,Estimated amount needed to flip the cognitive model,2,20,0.45,0.2581978582556243,0.6579146575496577,0.4,0.9,0.8,0.8400000000000002,0.49118322752755816,0.4502150854747927,0.3214710991793017,0.36817148354226037,0.3214710991793017,0.9495863471978352,0.8549998550006956,0.08072646454747068,-0.0671457155947629,9,0.5047425168852764,0.5047425168852764,0.9300484912429331,0.8543541946609979,0.1024305611191092,0.08677247505855905,11,0.0629685673524937
domain_xai,diabetes,attribution,Current-case contribution + estimated flip amount,Current-case contribution,Estimated amount needed to flip the cognitive model,3,20,0.45,0.2581978582556243,0.6579146575496577,0.4,0.9,0.8,0.8400000000000002,0.49118322752755816,0.4502150854747927,0.3214710991793017,0.36817148354226037,0.3214710991793017,0.9495863471978352,0.8549998550006956,0.08072646454747068,-0.0671457155947629,9,0.5047425168852764,0.5047425168852764,0.9300484912429331,0.8543541946609979,0.1024305611191092,0.08677247505855905,11,0.0629685673524937
domain_xai,diabetes,attribution,Global importance + estimated flip amount,Global importance,Estimated amount needed to flip the cognitive model,1,20,0.35,0.18119182410108206,0.5671457233147638,0.35,1.0,0.75,0.8500000000000002,0.40746750330218984,0.3664993612494243,0.2738709802187658,0.30791356495880884,0.2738709802187658,0.9489627993326453,0.8482532353810279,0.08716660024216497,-0.06070557990006862,7,0.43422318322965076,0.43422318322965076,0.9240270088446347,0.8417477426781542,0.11749528638878846,0.12191329911065595,13,0.07083576924013692
domain_xai,diabetes,attribution,Global importance + estimated flip amount,Global importance,Estimated amount needed to flip the cognitive model,2,20,0.35,0.18119182410108206,0.5671457233147638,0.35,1.0,0.75,0.8500000000000002,0.40746750330218984,0.3664993612494243,0.2738709802187658,0.30791356495880884,0.2738709802187658,0.9489627993326453,0.8482532353810279,0.08716660024216497,-0.06070557990006862,7,0.43422318322965076,0.43422318322965076,0.9240270088446347,0.8417477426781542,0.11749528638878846,0.12191329911065595,13,0.07083576924013692
domain_xai,diabetes,attribution,Global importance + estimated flip amount,Global importance,Estimated amount needed to flip the cognitive model,3,20,0.35,0.18119182410108206,0.5671457233147638,0.35,1.0,0.75,0.8500000000000002,0.40746750330218984,0.3664993612494243,0.2738709802187658,0.30791356495880884,0.2738709802187658,0.9489627993326453,0.8482532353810279,0.08716660024216497,-0.06070557990006862,7,0.43422318322965076,0.43422318322965076,0.9240270088446347,0.8417477426781542,0.11749528638878846,0.12191329911065595,13,0.07083576924013692
domain_xai,diabetes,attribution,Nearest target example + example values,Nearest target example,Nearest target-example value,1,20,0.6,0.3865815007622531,0.781193467627183,0.55,0.85,1.0,0.8000000000000002,0.6012940941687647,0.560325952115999,0.42802777932846137,0.45060363883693233,0.43208183338251543,0.9344163899641836,0.8913154794282262,0.12007342218714831,-0.02779875795508526,12,0.4139109260450428,0.4206676828017996,0.9338852157905314,0.8934208042088859,0.12119892375660175,0.11411641804806577,8,0.11838516983296818
domain_xai,diabetes,attribution,Nearest target example + example values,Nearest target example,Nearest target-example value,2,20,0.65,0.43285427668523624,0.818808175898918,0.35,0.5,2.0,0.5999999999999999,0.5766206050154199,0.5356524629626543,0.7110743609691658,0.7710290620845122,0.7218851717799765,0.9357788726725744,0.9358985205664927,0.10111689105365577,-0.0467552890885778,13,0.70744597661738,0.7136829828543861,0.9372042050207988,0.9418069627904019,0.10348635911504937,0.0899387387637063,7,0.09671645036821053
domain_xai,diabetes,attribution,Nearest target example + example values,Nearest target example,Nearest target-example value,3,20,0.8,0.5839825677481064,0.919342337420202,0.4,0.45,3.0,0.4000000000000001,0.7404755978237313,0.6995074557709657,0.8796422648387123,0.9707724170817393,0.9037315715367147,0.9547823799641583,0.9696121013404021,0.07958571666547334,-0.06828646347676023,16,0.879036142234457,0.900701829661014,0.9546721380122578,0.9735144100352731,0.08484816005956156,0.05287330923833573,4,0.058535943089120565
domain_xai,diabetes,attribution,Target-profile mismatch + nearest range edge,Target-profile mismatch,Nearest target-profile range edge,1,20,0.75,0.531299122381256,0.8881382985923343,0.6,0.85,1.0,0.8000000000000002,0.7090710617419536,0.6681029196891881,0.49019863354472115,0.543062404353001,0.4942526875987753,0.9302125363244071,0.872986435224,0.15318790875501817,0.005315728612784612,15,0.48746727513093757,0.492872680536343,0.9288411457716836,0.87810029532913,0.15858023252679512,0.16388160080228714,5,0.13701093743968742
