participant,direction-qualified cohort (0/1),xai,model family held fixed,parameter,parameter label,null value,full fitted value,full value differs from null (0/1),primary metric,full CV loss,full CV selection_f1,full CV amount_mae,full CV direction_accuracy,full CV selection_nll,ablated CV loss,ablated CV selection_f1,ablated CV amount_mae,ablated CV direction_accuracy,ablated CV selection_nll,delta CV loss (ablated - full),delta CV selection_f1 (ablated - full),delta CV amount_mae (ablated - full),delta CV direction_accuracy (ablated - full),delta CV selection_nll (ablated - full),ablated fitted eta,ablated fitted alpha,ablated fitted rho,ablated fitted lambda,ablated fitted beta,ablated fitted age actionable
R_1hF6UnZQsvvwBCX,1,counterfactual,weighted examples,age actionable,Age-actionability flexibility,1,0.0,1,selection_nll,0.22528526635476837,0.6748226134309018,0.1253931461404386,0.7291666666666666,1.0713523413509514,0.28443910512923665,0.5891087299113906,0.15798694016986378,0.7083333333333333,1.4618154243124726,0.05915383877446828,-0.08571388351951115,0.032593794029425194,-0.02083333333333337,0.3904630829615212,0.0,nan,0.05,6.0,1.0,1
R_1hF6UnZQsvvwBCX,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,0.0,0,selection_nll,0.22528526635476837,0.6748226134309018,0.1253931461404386,0.7291666666666666,1.0713523413509514,0.22528526635476837,0.6748226134309018,0.1253931461404386,0.7291666666666666,1.0713523413509514,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0
R_1hF6UnZQsvvwBCX,1,counterfactual,weighted examples,eta,Explanation reliance (η),0.0,0.0,0,selection_nll,0.22528526635476837,0.6748226134309018,0.1253931461404386,0.7291666666666666,1.0713523413509514,0.22528526635476837,0.6748226134309018,0.1253931461404386,0.7291666666666666,1.0713523413509514,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0
R_1hF6UnZQsvvwBCX,1,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,0.0,0,selection_nll,0.22528526635476837,0.6748226134309018,0.1253931461404386,0.7291666666666666,1.0713523413509514,0.22712987413488928,0.6737712160191469,0.12803096428892535,0.7291666666666666,1.0605382671386607,0.0018446077801209104,-0.001051397411754862,0.0026378181484867647,0.0,-0.010814074212290636,0.0,nan,0.0,0.0,0.0,0
R_1hF6UnZQsvvwBCX,1,counterfactual,weighted examples,rho,Additive change margin (ρ),0.0,0.0,0,amount_mae,0.22528526635476837,0.6748226134309018,0.1253931461404386,0.7291666666666666,1.0713523413509514,0.22528526635476837,0.6748226134309018,0.1253931461404386,0.7291666666666666,1.0713523413509514,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0
R_1ihbKBZG0EAXF8D,1,counterfactual,feature contribution,age actionable,Age-actionability flexibility,1,0.0,1,selection_nll,0.2193704199021956,0.6726819704442698,0.11142281024866099,0.975,1.2429489329619816,0.28771062366209577,0.5255600825288838,0.10098132985307537,0.9583333333333333,1.9709313432030513,0.06834020375990016,-0.14712188791538605,-0.010441480395585623,-0.01666666666666672,0.7279824102410697,1.0,0.0,0.1,nan,nan,1
R_1ihbKBZG0EAXF8D,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,0.0,0,selection_nll,0.2193704199021956,0.6726819704442698,0.11142281024866099,0.975,1.2429489329619816,0.2193704199021956,0.6726819704442698,0.11142281024866099,0.975,1.2429489329619816,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.05,nan,nan,0
R_1ihbKBZG0EAXF8D,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,0.5,1,selection_nll,0.2193704199021956,0.6726819704442698,0.11142281024866099,0.975,1.2429489329619816,0.23666434918891605,0.6593863490574352,0.13271504743526735,0.975,1.4617572320040382,0.01729392928672044,-0.0132956213868346,0.02129223718660636,0.0,0.21880829904205656,0.0,0.0,0.0,nan,nan,0
R_1ihbKBZG0EAXF8D,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,0.05,1,amount_mae,0.2193704199021956,0.6726819704442698,0.11142281024866099,0.975,1.2429489329619816,0.2164765083617543,0.6726819704442698,0.10563498716777837,0.975,1.2429489329619816,-0.002893911540441302,0.0,-0.0057878230808826175,0.0,0.0,0.5,0.0,0.0,nan,nan,0
R_1jEfVgE4WoI6fVO,1,attribution,weighted examples,age actionable,Age-actionability flexibility,1,1.0,0,selection_nll,0.4124445462082524,0.3413284264258321,0.16621751884233676,0.8,1.5520796218358741,0.4124445462082524,0.3413284264258321,0.16621751884233676,0.8,1.5520796218358741,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,1
R_1jEfVgE4WoI6fVO,1,attribution,weighted examples,eta,Explanation reliance (η),0.0,0.0,0,selection_nll,0.4124445462082524,0.3413284264258321,0.16621751884233676,0.8,1.5520796218358741,0.4124445462082524,0.3413284264258321,0.16621751884233676,0.8,1.5520796218358741,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,1
R_1jEfVgE4WoI6fVO,1,attribution,weighted examples,lambda,Exemplar locality (λ),0.0,0.0,0,selection_nll,0.4124445462082524,0.3413284264258321,0.16621751884233676,0.8,1.5520796218358741,0.4089665157371691,0.34624485651221815,0.16417788798655636,0.8,1.5282152828297648,-0.0034780304710833043,0.004916430086386037,-0.0020396308557804055,0.0,-0.023864339006109292,0.0,nan,0.0,0.0,0.0,1
R_1jEfVgE4WoI6fVO,1,attribution,weighted examples,rho,Additive change margin (ρ),0.0,0.0,0,amount_mae,0.4124445462082524,0.3413284264258321,0.16621751884233676,0.8,1.5520796218358741,0.4124445462082524,0.3413284264258321,0.16621751884233676,0.8,1.5520796218358741,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,1
R_1myAGA2v3gStUIS,1,attribution,feature contribution,age actionable,Age-actionability flexibility,1,1.0,0,selection_nll,0.3261368748566677,0.4947510326335848,0.14702478234692012,0.825,2.0840909412297814,0.3261368748566677,0.4947510326335848,0.14702478234692012,0.825,2.0840909412297814,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,nan,nan,1
R_1myAGA2v3gStUIS,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.0,0.0,0,selection_nll,0.3261368748566677,0.4947510326335848,0.14702478234692012,0.825,2.0840909412297814,0.32538201916259507,0.5061242824794736,0.15688832080466372,0.825,2.024282961100902,-0.0007548556940726314,0.011373249845888833,0.009863538457743598,0.0,-0.059807980128879557,1.0,0.0,0.25,nan,nan,1
R_1myAGA2v3gStUIS,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,1.0,1,selection_nll,0.3261368748566677,0.4947510326335848,0.14702478234692012,0.825,2.0840909412297814,0.3665980002913119,0.4265707766335984,0.1597667772162223,0.925,2.654451456862464,0.040461125434644196,-0.0681802559999864,0.012741994869302165,0.10000000000000009,0.5703605156326828,0.0,0.0,0.2,nan,nan,1
R_1myAGA2v3gStUIS,1,attribution,feature contribution,rho,Additive change margin (ρ),0.0,0.25,1,amount_mae,0.3261368748566677,0.4947510326335848,0.14702478234692012,0.825,2.0840909412297814,0.3865464206557771,0.49370651321188025,0.2667993545234345,0.825,2.0840909412297814,0.0604095457991094,-0.0010445194217045262,0.11977457217651438,0.0,0.0,1.0,0.0,0.0,nan,nan,1
R_1vbS8BCLvmrwGHr,1,attribution,feature contribution,age actionable,Age-actionability flexibility,1,0.0,1,selection_nll,0.29622197266490574,0.562118774417532,0.15456271974734337,0.9583333333333333,1.3075056877844713,0.33820337192593114,0.47815597589548114,0.15456271974734337,0.9583333333333333,1.7256174631650552,0.0419813992610254,-0.08396279852205085,0.0,0.0,0.41811177538058386,1.0,0.0,0.1,nan,nan,1
R_1vbS8BCLvmrwGHr,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.0,0.0,0,selection_nll,0.29622197266490574,0.562118774417532,0.15456271974734337,0.9583333333333333,1.3075056877844713,0.29622197266490574,0.562118774417532,0.15456271974734337,0.9583333333333333,1.3075056877844713,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,nan,nan,0
R_1vbS8BCLvmrwGHr,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,1.0,1,selection_nll,0.29622197266490574,0.562118774417532,0.15456271974734337,0.9583333333333333,1.3075056877844713,0.35810839862112287,0.5000823187328278,0.21629911597507356,0.95,1.6998151842220897,0.06188642595621713,-0.06203645568470417,0.061736396227730195,-0.008333333333333304,0.39230949643761837,0.0,0.0,0.0,nan,nan,0
R_1vbS8BCLvmrwGHr,1,attribution,feature contribution,rho,Additive change margin (ρ),0.0,0.1,1,amount_mae,0.29622197266490574,0.562118774417532,0.15456271974734337,0.9583333333333333,1.3075056877844713,0.3078036336764767,0.562118774417532,0.1777260417704853,0.9583333333333333,1.3075056877844713,0.011581661011570932,0.0,0.02316332202314192,0.0,0.0,1.0,0.0,0.0,nan,nan,0
R_1yltjaSsgo0dVO7,1,none,weighted examples,age actionable,Age-actionability flexibility,1,1.0,0,selection_nll,0.25944510644887037,0.6854157935666918,0.20430600646443264,0.8375,2.35012332496191,0.25944510644887037,0.6854157935666918,0.20430600646443264,0.8375,2.35012332496191,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.25,6.0,0.0,1
R_1yltjaSsgo0dVO7,1,none,weighted examples,lambda,Exemplar locality (λ),0.0,6.0,1,selection_nll,0.25944510644887037,0.6854157935666918,0.20430600646443264,0.8375,2.35012332496191,0.26327692302023636,0.6767063848514996,0.2032602308919723,0.825,2.4319659872368944,0.003831816571365998,-0.008709408715192213,-0.0010457755724603557,-0.012500000000000067,0.0818426622749846,0.0,nan,0.25,0.0,0.0,1
R_1yltjaSsgo0dVO7,1,none,weighted examples,rho,Additive change margin (ρ),0.0,0.25,1,amount_mae,0.25944510644887037,0.6854157935666918,0.20430600646443264,0.8375,2.35012332496191,0.3015717600839314,0.6854157935666918,0.2885593137345547,0.8375,2.35012332496191,0.04212665363506102,0.0,0.08425330727012204,0.0,0.0,0.0,nan,0.0,6.0,0.0,1
R_3CPW0AmZIfESbrT,0,counterfactual,feature contribution,age actionable,Age-actionability flexibility,1,0.0,1,selection_nll,0.27936953342343906,0.5652902881615262,0.12402935500840447,0.95,1.5022877822074796,0.3092852504676918,0.4924919300981617,0.11106243103354525,1.0,1.8219703719729474,0.02991571704425272,-0.07279835806336443,-0.012966923974859212,0.050000000000000044,0.3196825897654678,1.0,0.5,0.1,nan,nan,1
R_3CPW0AmZIfESbrT,0,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,0.5,1,selection_nll,0.27936953342343906,0.5652902881615262,0.12402935500840447,0.95,1.5022877822074796,0.2793090532720943,0.5879241133105195,0.14654221985470822,0.95,1.3941511843914292,-6.048015134474394e-05,0.02263382514899337,0.022512864846303757,0.0,-0.10813659781605045,0.0,0.0,0.1,nan,nan,0
R_3CPW0AmZIfESbrT,0,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,0.5,1,selection_nll,0.27936953342343906,0.5652902881615262,0.12402935500840447,0.95,1.5022877822074796,0.2793090532720943,0.5879241133105195,0.14654221985470822,0.95,1.3941511843914292,-6.048015134474394e-05,0.02263382514899337,0.022512864846303757,0.0,-0.10813659781605045,0.0,0.0,0.1,nan,nan,0
R_3CPW0AmZIfESbrT,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,0.1,1,amount_mae,0.27936953342343906,0.5652902881615262,0.12402935500840447,0.95,1.5022877822074796,0.2822377186070265,0.5652902881615262,0.12976572537557934,0.95,1.5022877822074796,0.002868185183587446,0.0,0.005736370367174878,0.0,0.0,0.5,0.5,0.0,nan,nan,0
R_3ENoszlL5q7JglI,1,none,weighted examples,age actionable,Age-actionability flexibility,1,0.0,1,selection_nll,0.20721741785955672,0.7871032976921931,0.20153813341130652,0.8708333333333332,0.9077062976747043,0.3082275685937753,0.585082996223756,0.20153813341130652,0.8708333333333332,2.5253078300043152,0.1010101507342186,-0.20202030146843708,0.0,0.0,1.617601532329611,0.0,nan,0.2,6.0,0.0,1
R_3ENoszlL5q7JglI,1,none,weighted examples,lambda,Exemplar locality (λ),0.0,6.0,1,selection_nll,0.20721741785955672,0.7871032976921931,0.20153813341130652,0.8708333333333332,0.9077062976747043,0.21412968777668243,0.7638664169678046,0.1921257925211694,0.8541666666666666,1.077217919889898,0.006912269917125707,-0.023236880724388564,-0.009412340890137122,-0.016666666666666607,0.16951162221519356,0.0,nan,0.2,0.0,0.0,0
R_3ENoszlL5q7JglI,1,none,weighted examples,rho,Additive change margin (ρ),0.0,0.2,1,amount_mae,0.20721741785955672,0.7871032976921931,0.20153813341130652,0.8708333333333332,0.9077062976747043,0.22478275514070484,0.7871032976921931,0.23666880797360285,0.8708333333333332,0.9077062976747043,0.01756533728114812,0.0,0.03513067456229632,0.0,0.0,0.0,nan,0.0,6.0,0.0,0
R_3FXVdEYgbSYjhFQ,1,counterfactual,weighted examples,age actionable,Age-actionability flexibility,1,1.0,0,selection_nll,0.22854020390179794,0.698124734372098,0.15520514217569373,0.9375,2.4155910842865387,0.23433907899886997,0.6865269841779539,0.15520514217569373,0.9375,1.1994199356191404,0.005798875097072026,-0.011597750194144107,0.0,0.0,-1.2161711486673983,0.5,nan,0.2,6.0,1.0,1
R_3FXVdEYgbSYjhFQ,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,1.0,1,selection_nll,0.22854020390179794,0.698124734372098,0.15520514217569373,0.9375,2.4155910842865387,0.31907959963886257,0.6078995257856888,0.24605872506341395,0.5875,3.3392379452432976,0.09053939573706463,-0.09022520858640914,0.09085358288772022,-0.35,0.923646860956759,0.0,nan,0.0,0.0,0.0,1
R_3FXVdEYgbSYjhFQ,1,counterfactual,weighted examples,eta,Explanation reliance (η),0.0,0.5,1,selection_nll,0.22854020390179794,0.698124734372098,0.15520514217569373,0.9375,2.4155910842865387,0.263917005851659,0.6473589919101095,0.1751930036134275,0.8916666666666666,2.7552173762251173,0.035376801949861064,-0.050765742461988506,0.01998786143773376,-0.04583333333333339,0.33962629193857863,0.0,nan,0.2,6.0,1.0,1
R_3FXVdEYgbSYjhFQ,1,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,6.0,1,selection_nll,0.22854020390179794,0.698124734372098,0.15520514217569373,0.9375,2.4155910842865387,0.2934889858403107,0.6073903042106358,0.19436827589125702,0.8291666666666666,3.00396925242508,0.06494878193851275,-0.09073443016146221,0.03916313371556329,-0.10833333333333339,0.5883781681385414,0.0,nan,0.2,0.0,1.0,1
R_3FXVdEYgbSYjhFQ,1,counterfactual,weighted examples,rho,Additive change margin (ρ),0.0,0.2,1,amount_mae,0.22854020390179794,0.698124734372098,0.15520514217569373,0.9375,2.4155910842865387,0.2704419139641262,0.698124734372098,0.23900856230035017,0.9375,2.4155910842865387,0.04190171006232826,0.0,0.08380342012465644,0.0,0.0,0.5,nan,0.0,6.0,1.0,1
R_3Fo0QmOVx6lcU4W,0,counterfactual,feature contribution,age actionable,Age-actionability flexibility,1,0.0,1,selection_nll,0.5286289035846368,0.38439610324282886,0.44165391041210234,0.0,1.2602460272056732,0.5291788243007767,0.36797620827729255,0.426333856878846,0.0,1.2468357443746823,0.0005499207161399067,-0.016419894965536308,-0.015320053533256328,0.0,-0.013410282830990994,0.5,1.0,0.0,nan,nan,1
R_3Fo0QmOVx6lcU4W,0,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,1.0,1,selection_nll,0.5286289035846368,0.38439610324282886,0.44165391041210234,0.0,1.2602460272056732,0.5825417200011557,0.06319151099227838,0.2282749509945897,0.0,2.6941628614515407,0.053912816416518905,-0.3212045922505505,-0.21337895941751264,0.0,1.4339168342458675,1.0,0.0,0.0,nan,nan,0
R_3Fo0QmOVx6lcU4W,0,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,0.5,1,selection_nll,0.5286289035846368,0.38439610324282886,0.44165391041210234,0.0,1.2602460272056732,0.49509929145282217,0.4467454888941907,0.43694407179983513,0.0,1.2467849249833134,-0.0335296121318146,0.06234938565136183,-0.004709838612267203,0.0,-0.013461102222359855,0.0,1.0,0.0,nan,nan,0
R_3Fo0QmOVx6lcU4W,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,0.0,0,amount_mae,0.5286289035846368,0.38439610324282886,0.44165391041210234,0.0,1.2602460272056732,0.5286289035846368,0.38439610324282886,0.44165391041210234,0.0,1.2602460272056732,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,nan,nan,0
R_3OpQ58fnUhzHRsd,0,none,feature contribution,age actionable,Age-actionability flexibility,1,0.0,1,selection_nll,0.3424257665805713,0.5712188372471566,0.25607037040829905,0.75,1.3085388969776048,0.43618010737768975,0.38750144074151016,0.25986165549688955,0.75,2.3193222991317204,0.09375434079711847,-0.18371739650564645,0.0037912850885905014,0.0,1.0107834021541156,0.0,1.0,0.0,nan,nan,1
R_3OpQ58fnUhzHRsd,0,none,feature contribution,alpha,Global relevance reliance (α),0.0,0.5,1,selection_nll,0.3424257665805713,0.5712188372471566,0.25607037040829905,0.75,1.3085388969776048,0.39825999331379947,0.4747846026095853,0.27130458923718426,0.675,1.6039276311679695,0.05583422673322819,-0.09643423463757128,0.015234218828885204,-0.07499999999999996,0.2953887341903647,0.0,0.0,0.05,nan,nan,0
R_3OpQ58fnUhzHRsd,0,none,feature contribution,rho,Additive change margin (ρ),0.0,0.0,0,amount_mae,0.3424257665805713,0.5712188372471566,0.25607037040829905,0.75,1.3085388969776048,0.3342790876664491,0.5712188372471566,0.23977701258005477,0.75,1.3085388969776048,-0.008146678914122185,0.0,-0.016293357828244287,0.0,0.0,0.0,0.5,0.0,nan,nan,0
R_3P1hvuTtye32D8u,1,attribution,feature contribution,age actionable,Age-actionability flexibility,1,1.0,0,selection_nll,0.5235755222857985,0.29852070328377134,0.3456717478553683,0.4383333333333333,2.787326808531473,0.5235755222857985,0.29852070328377134,0.3456717478553683,0.4383333333333333,2.787326808531473,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,nan,nan,1
R_3P1hvuTtye32D8u,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.0,1.0,1,selection_nll,0.5235755222857985,0.29852070328377134,0.3456717478553683,0.4383333333333333,2.787326808531473,0.47469136592443595,0.31201027215905736,0.2613930040079294,0.4216666666666667,2.6324496552598857,-0.04888415636136256,0.013489568875286018,-0.08427874384743889,-0.016666666666666607,-0.15487715327158735,1.0,0.0,0.1,nan,nan,1
R_3P1hvuTtye32D8u,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,1.0,1,selection_nll,0.5235755222857985,0.29852070328377134,0.3456717478553683,0.4383333333333333,2.787326808531473,0.5010845936684964,0.31039380944240386,0.31256299677939664,0.49000000000000005,2.721615924711754,-0.022490928617302064,0.011873106158632518,-0.033108751075971665,0.05166666666666675,-0.0657108838197189,0.0,0.0,0.0,nan,nan,1
R_3P1hvuTtye32D8u,1,attribution,feature contribution,rho,Additive change margin (ρ),0.0,0.05,1,amount_mae,0.5235755222857985,0.29852070328377134,0.3456717478553683,0.4383333333333333,2.787326808531473,0.5262193360529129,0.29852070328377134,0.3509593753895972,0.4383333333333333,2.787326808531473,0.0026438137671144224,0.0,0.0052876275342289,0.0,0.0,1.0,1.0,0.0,nan,nan,1
R_3P5ccqI6lMcShWV,1,attribution,feature contribution,age actionable,Age-actionability flexibility,1,0.0,1,selection_nll,0.17631713284355682,0.7655191695333124,0.1181534352204262,0.9416666666666667,0.9444856595682705,0.23859670745046704,0.640960020319492,0.1181534352204262,0.9416666666666667,1.554094666983128,0.06227957460691022,-0.1245591492138205,0.0,0.0,0.6096090074148575,1.0,0.0,0.2,nan,nan,1
R_3P5ccqI6lMcShWV,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.0,0.0,0,selection_nll,0.17631713284355682,0.7655191695333124,0.1181534352204262,0.9416666666666667,0.9444856595682705,0.17631713284355682,0.7655191695333124,0.1181534352204262,0.9416666666666667,0.9444856595682705,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,nan,nan,0
R_3P5ccqI6lMcShWV,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,1.0,1,selection_nll,0.17631713284355682,0.7655191695333124,0.1181534352204262,0.9416666666666667,0.9444856595682705,0.19510046507463835,0.7517731409571876,0.14197407110646437,0.9583333333333333,1.100687724299004,0.01878333223108153,-0.013746028576124836,0.023820635886038166,0.016666666666666607,0.15620206473073361,0.0,0.0,0.1,nan,nan,0
R_3P5ccqI6lMcShWV,1,attribution,feature contribution,rho,Additive change margin (ρ),0.0,0.2,1,amount_mae,0.17631713284355682,0.7655191695333124,0.1181534352204262,0.9416666666666667,0.9444856595682705,0.2218546687693177,0.7655191695333124,0.20922850707194796,0.9416666666666667,0.9444856595682705,0.045537535925760875,0.0,0.09107507185152175,0.0,0.0,1.0,0.0,0.0,nan,nan,0
R_3Qv0QTQ49yAIRot,1,attribution,feature contribution,age actionable,Age-actionability flexibility,1,0.0,1,selection_nll,0.36274757801086366,0.38227112763106713,0.10776628365279436,1.0,1.2890222933528306,0.3868394646663261,0.33408735432014214,0.10776628365279436,1.0,1.3743467793409336,0.02409188665546247,-0.04818377331092499,0.0,0.0,0.08532448598810305,1.0,0.5,0.1,nan,nan,1
R_3Qv0QTQ49yAIRot,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.0,0.5,1,selection_nll,0.36274757801086366,0.38227112763106713,0.10776628365279436,1.0,1.2890222933528306,0.38468805938646555,0.3626882748986107,0.13206439367154169,0.85,1.3734793265131766,0.021940481375601895,-0.019582852732456413,0.02429811001874732,-0.15000000000000002,0.08445703316034603,1.0,0.0,0.1,nan,nan,0
R_3Qv0QTQ49yAIRot,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,1.0,1,selection_nll,0.36274757801086366,0.38227112763106713,0.10776628365279436,1.0,1.2890222933528306,0.4132224539818134,0.36521115489359995,0.19165606285722667,1.0,1.3595415774346638,0.05047487597094974,-0.017059972737467177,0.0838897792044323,0.0,0.07051928408183317,0.0,0.0,0.0,nan,nan,0
R_3Qv0QTQ49yAIRot,1,attribution,feature contribution,rho,Additive change margin (ρ),0.0,0.1,1,amount_mae,0.36274757801086366,0.38227112763106713,0.10776628365279436,1.0,1.2890222933528306,0.36153441949212684,0.38227112763106713,0.10533996661532079,1.0,1.2890222933528306,-0.0012131585187368232,0.0,-0.002426317037473577,0.0,0.0,1.0,0.5,0.0,nan,nan,0
R_3pZ1OVs4kWTC7GB,1,none,weighted examples,age actionable,Age-actionability flexibility,1,0.0,1,selection_nll,0.3832491028524132,0.39335131016868663,0.15984951587351312,0.9,1.7378936111408048,0.42608400529893,0.3091064284912493,0.16127443908910935,0.9,2.3001736256336662,0.042834902446516776,-0.08424488167743732,0.00142492321559623,0.0,0.5622800144928615,0.0,nan,0.05,2.0,0.0,1
R_3pZ1OVs4kWTC7GB,1,none,weighted examples,lambda,Exemplar locality (λ),0.0,2.0,1,selection_nll,0.3832491028524132,0.39335131016868663,0.15984951587351312,0.9,1.7378936111408048,0.38045525859140283,0.39603958949722295,0.1569501066800288,0.95,1.7503045174229208,-0.0027938442610103698,0.002688279328536325,-0.0028994091934843313,0.04999999999999993,0.012410906282116052,0.0,nan,0.05,0.0,0.0,0
R_3pZ1OVs4kWTC7GB,1,none,weighted examples,rho,Additive change margin (ρ),0.0,0.05,1,amount_mae,0.3832491028524132,0.39335131016868663,0.15984951587351312,0.9,1.7378936111408048,0.38515308087082534,0.39335131016868663,0.16365747191033728,0.9,1.7378936111408048,0.0019039780184121335,0.0,0.003807956036824156,0.0,0.0,0.0,nan,0.0,2.0,0.0,0
R_5ASRudX4WuOaMDD,1,counterfactual,feature contribution,age actionable,Age-actionability flexibility,1,0.0,1,selection_nll,0.32801605505774384,0.5358707592623791,0.19190286937786674,0.7291666666666666,1.5269340193722538,0.4074342039892874,0.4421162899459434,0.25698469792451833,0.8,2.1209720915421277,0.07941814893154359,-0.09375446931643577,0.0650818285466516,0.07083333333333341,0.5940380721698739,1.0,0.5,0.1,nan,nan,1
R_5ASRudX4WuOaMDD,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,0.0,0,selection_nll,0.32801605505774384,0.5358707592623791,0.19190286937786674,0.7291666666666666,1.5269340193722538,0.32801605505774384,0.5358707592623791,0.19190286937786674,0.7291666666666666,1.5269340193722538,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1,nan,nan,0
R_5ASRudX4WuOaMDD,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,0.5,1,selection_nll,0.32801605505774384,0.5358707592623791,0.19190286937786674,0.7291666666666666,1.5269340193722538,0.3752048165590046,0.46820420167152293,0.21861383478953203,0.6791666666666666,1.893090136672368,0.04718876150126078,-0.06766655759085621,0.02671096541166529,-0.050000000000000044,0.3661561173001142,0.0,0.0,0.1,nan,nan,0
R_5ASRudX4WuOaMDD,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,0.1,1,amount_mae,0.32801605505774384,0.5358707592623791,0.19190286937786674,0.7291666666666666,1.5269340193722538,0.34119328724924286,0.5358707592623791,0.21825733376086495,0.7291666666666666,1.5269340193722538,0.013177232191499022,0.0,0.02635446438299821,0.0,0.0,0.5,0.0,0.0,nan,nan,0
R_5CNiW73tAkn7Lk5,1,none,feature contribution,age actionable,Age-actionability flexibility,1,0.0,1,selection_nll,0.27835122101914933,0.6006478544667105,0.15735029650500923,0.8833333333333332,1.3212709155075015,0.3725216242263422,0.4123070480523247,0.15735029650500923,0.8833333333333332,2.4683226327507652,0.09417040320719289,-0.18834080641438583,0.0,0.0,1.1470517172432637,0.0,0.0,0.1,nan,nan,1
R_5CNiW73tAkn7Lk5,1,none,feature contribution,alpha,Global relevance reliance (α),0.0,0.0,0,selection_nll,0.27835122101914933,0.6006478544667105,0.15735029650500923,0.8833333333333332,1.3212709155075015,0.27835122101914933,0.6006478544667105,0.15735029650500923,0.8833333333333332,1.3212709155075015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,nan,nan,0
R_5CNiW73tAkn7Lk5,1,none,feature contribution,rho,Additive change margin (ρ),0.0,0.1,1,amount_mae,0.27835122101914933,0.6006478544667105,0.15735029650500923,0.8833333333333332,1.3212709155075015,0.28348422329077655,0.6006478544667105,0.16761630104826364,0.8833333333333332,1.3212709155075015,0.005133002271627218,0.0,0.010266004543254409,0.0,0.0,0.0,0.0,0.0,nan,nan,0
R_5F38AMuOCY994Y9,1,none,feature contribution,age actionable,Age-actionability flexibility,1,0.0,1,selection_nll,0.42964095773032085,0.42777903958450353,0.2870609550451452,0.4583333333333333,2.523364656450461,0.49564279690423707,0.29577536123667114,0.2870609550451452,0.4583333333333333,3.479715233319232,0.06600183917391622,-0.1320036783478324,0.0,0.0,0.956350576868771,0.0,0.0,0.0,nan,nan,1
R_5F38AMuOCY994Y9,1,none,feature contribution,alpha,Global relevance reliance (α),0.0,0.0,0,selection_nll,0.42964095773032085,0.42777903958450353,0.2870609550451452,0.4583333333333333,2.523364656450461,0.42964095773032085,0.42777903958450353,0.2870609550451452,0.4583333333333333,2.523364656450461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0
R_5F38AMuOCY994Y9,1,none,feature contribution,rho,Additive change margin (ρ),0.0,0.0,0,amount_mae,0.42964095773032085,0.42777903958450353,0.2870609550451452,0.4583333333333333,2.523364656450461,0.42964095773032085,0.42777903958450353,0.2870609550451452,0.4583333333333333,2.523364656450461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0
