lapse,pooled_cv_selection_nll
0.0,3.80365456690466
0.01,3.4222331180330907
0.025,3.30989675278286
0.05,3.1843758023745443
0.1,3.059183861704456
0.15,3.0020230360442457
0.2,2.950780974834821
0.3,2.9121153283097394
0.4,2.9068938339955097
0.5,2.926246502935908
0.55,2.9415646509434112
0.6,2.9712760330044103
0.65,3.004949908586153
0.7,3.044325562443069
0.8,3.1420127323998304
