cohort,xai,xai label,parameter,parameter label,parameter value,metric,metric label,applicable participants,mean,95% bootstrap CI low,95% bootstrap CI high
direction-qualified 46,counterfactual,Counterfactual example,eta,Explanation reliance (η),1.0,plausibility,Plausibility,17,0.9443117742496694,0.9387220370701519,0.949781807489817
direction-qualified 46,counterfactual,Counterfactual example,eta,Explanation reliance (η),1.0,actionability,Actionability rate,17,0.9764705882352942,0.9382352941176471,1.0
direction-qualified 46,counterfactual,Counterfactual example,eta,Explanation reliance (η),1.0,edit L1,Normalized edit distance (L1),17,0.43313419357787014,0.35923166163155495,0.5078828845274799
direction-qualified 46,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),0.0,success,Counterfactual success rate,7,0.5499999999999999,0.45696428571428566,0.6357142857142858
direction-qualified 46,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),0.0,target confidence gain,Target-confidence gain,7,0.5169715732198185,0.431143472054161,0.5955258640822276
direction-qualified 46,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),0.0,boundary improvement,Boundary-distance improvement,7,0.0013382989349515467,-0.033188006625486745,0.028048449050770637
direction-qualified 46,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),0.0,plausibility,Plausibility,7,0.9401295238228126,0.9314664302640258,0.9485409969061548
direction-qualified 46,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),0.0,actionability,Actionability rate,7,1.0,1.0,1.0
direction-qualified 46,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),0.0,edit L1,Normalized edit distance (L1),7,0.42785592370858605,0.30048532938511907,0.5610073451184434
direction-qualified 46,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),2.0,success,Counterfactual success rate,7,0.5714285714285714,0.46428571428571425,0.6571428571428573
direction-qualified 46,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),2.0,target confidence gain,Target-confidence gain,7,0.544440758709405,0.4541020944048795,0.6081892937931194
direction-qualified 46,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),2.0,boundary improvement,Boundary-distance improvement,7,-0.00030047709450759755,-0.03925219572544884,0.02916035976635847
direction-qualified 46,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),2.0,plausibility,Plausibility,7,0.94128177590742,0.9315111798970132,0.9504955399537826
direction-qualified 46,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),2.0,actionability,Actionability rate,7,1.0,1.0,1.0
direction-qualified 46,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),2.0,edit L1,Normalized edit distance (L1),7,0.41278470284297647,0.2848373173628427,0.5494253207576705
direction-qualified 46,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),6.0,success,Counterfactual success rate,7,0.5928571428571429,0.4642857142857143,0.692857142857143
direction-qualified 46,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),6.0,target confidence gain,Target-confidence gain,7,0.5898245417602473,0.4814437799858316,0.674860947756526
direction-qualified 46,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),6.0,boundary improvement,Boundary-distance improvement,7,0.007428485025062185,-0.023532475213139874,0.03239089440468539
direction-qualified 46,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),6.0,plausibility,Plausibility,7,0.9437382403299853,0.9354772869290071,0.952603792318988
direction-qualified 46,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),6.0,actionability,Actionability rate,7,1.0,1.0,1.0
direction-qualified 46,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),6.0,edit L1,Normalized edit distance (L1),7,0.40262919380757356,0.2775894633243621,0.5366957245250883
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.0,success,Counterfactual success rate,17,0.41764705882352937,0.35000000000000003,0.4882352941176471
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.0,target confidence gain,Target-confidence gain,17,0.39690242423335176,0.34122766914557146,0.4576887313746508
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.0,boundary improvement,Boundary-distance improvement,17,0.04115168446064718,0.03241751276478845,0.049190129122781714
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.0,plausibility,Plausibility,17,0.9539465712644305,0.9512265171077643,0.9565843942521882
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.0,actionability,Actionability rate,17,0.9,0.7794117647058824,0.9970588235294118
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.0,edit L1,Normalized edit distance (L1),17,0.2947231715628276,0.2515513883947395,0.3388631835208668
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.05,success,Counterfactual success rate,17,0.5676470588235294,0.5235294117647059,0.611764705882353
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.05,target confidence gain,Target-confidence gain,17,0.5352358743081439,0.5008341413489574,0.5733688897289152
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.05,boundary improvement,Boundary-distance improvement,17,0.03451329862886262,0.020703243334077012,0.04808496015082568
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.05,plausibility,Plausibility,17,0.946310351925356,0.9431118688088871,0.9494053767152698
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.05,actionability,Actionability rate,17,0.9,0.7794117647058824,0.9970588235294118
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.05,edit L1,Normalized edit distance (L1),17,0.4006777823383822,0.3517152557441908,0.44862059831976503
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.1,success,Counterfactual success rate,17,0.6235294117647059,0.5705882352941176,0.6765441176470579
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.1,target confidence gain,Target-confidence gain,17,0.6062033753567192,0.5703481267774313,0.6424667970042595
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.1,boundary improvement,Boundary-distance improvement,17,0.013191730816770999,-0.003616396142567841,0.028728244316753786
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.1,plausibility,Plausibility,17,0.9406465901709917,0.9371282652249422,0.9439261811407071
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.1,actionability,Actionability rate,17,0.9,0.7794117647058824,0.9970588235294118
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.1,edit L1,Normalized edit distance (L1),17,0.5063196459186239,0.4515258289043365,0.5577374713597791
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.15,success,Counterfactual success rate,17,0.6823529411764706,0.6323529411764707,0.7323529411764705
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.15,target confidence gain,Target-confidence gain,17,0.6581106501197076,0.6189476437153878,0.6996839764266407
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.15,boundary improvement,Boundary-distance improvement,17,-0.013024527890251903,-0.030058356291469596,0.002950737785269291
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.15,plausibility,Plausibility,17,0.9339331831817361,0.9307947411076666,0.9370384581207065
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.15,actionability,Actionability rate,17,0.9,0.7794117647058824,0.9941176470588234
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.15,edit L1,Normalized edit distance (L1),17,0.6106806684740163,0.5433181081383217,0.6698335540070764
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.2,success,Counterfactual success rate,17,0.7147058823529411,0.6676470588235294,0.7588235294117647
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.2,target confidence gain,Target-confidence gain,17,0.6957545155393924,0.6514283894887708,0.7394748979021419
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.2,boundary improvement,Boundary-distance improvement,17,-0.038967630819033094,-0.05476004693951326,-0.023571254716918705
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.2,plausibility,Plausibility,17,0.9276905303469808,0.9252030627921772,0.9305354396145553
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.2,actionability,Actionability rate,17,0.9,0.7793382352941177,0.9970588235294118
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.2,edit L1,Normalized edit distance (L1),17,0.7106594481635305,0.6388885442864382,0.7787312632028154
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.25,success,Counterfactual success rate,17,0.7352941176470588,0.6794117647058823,0.788235294117647
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.25,target confidence gain,Target-confidence gain,17,0.7190326429330581,0.6680769040637394,0.7672606875712129
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.25,boundary improvement,Boundary-distance improvement,17,-0.06054045034812555,-0.07777759809247875,-0.044036052336447876
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.25,plausibility,Plausibility,17,0.922287702759068,0.9197907387717205,0.9249725682070005
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.25,actionability,Actionability rate,17,0.9,0.7794117647058824,0.9941176470588234
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.25,edit L1,Normalized edit distance (L1),17,0.8062622297695219,0.7255212269460057,0.8820350801069877
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.3,success,Counterfactual success rate,17,0.7588235294117647,0.6970588235294117,0.8176470588235294
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.3,target confidence gain,Target-confidence gain,17,0.735432393679241,0.6802954417640635,0.7855662332115829
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.3,boundary improvement,Boundary-distance improvement,17,-0.07718399932380784,-0.09743158905338925,-0.05829241876448083
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.3,plausibility,Plausibility,17,0.916178227479301,0.9126824543685905,0.9197496295418536
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.3,actionability,Actionability rate,17,0.9,0.776470588235294,0.9970588235294118
direction-qualified 46,counterfactual,Counterfactual example,rho,Additive change margin (ρ),0.3,edit L1,Normalized edit distance (L1),17,0.8961313506011312,0.8064752560916959,0.9834416733747222
direction-qualified 46,none,No XAI,age actionable,Age actionable,0.0,success,Counterfactual success rate,13,0.5530364372469636,0.4884615384615385,0.6214574898785425
direction-qualified 46,none,No XAI,age actionable,Age actionable,0.0,target confidence gain,Target-confidence gain,13,0.5356391527013459,0.48335802208820056,0.5934097867068017
direction-qualified 46,none,No XAI,age actionable,Age actionable,0.0,boundary improvement,Boundary-distance improvement,13,0.00585999608301511,-0.019283454403427575,0.029713039651845144
direction-qualified 46,none,No XAI,age actionable,Age actionable,0.0,plausibility,Plausibility,13,0.9373725889540664,0.9300742005008983,0.9440540927628603
direction-qualified 46,none,No XAI,age actionable,Age actionable,0.0,actionability,Actionability rate,13,1.0,1.0,1.0
direction-qualified 46,none,No XAI,age actionable,Age actionable,0.0,edit L1,Normalized edit distance (L1),13,0.6710641650765707,0.5310624475210473,0.8439370871832483
direction-qualified 46,none,No XAI,age actionable,Age actionable,1.0,success,Counterfactual success rate,13,0.5461538461538462,0.4538461538461539,0.6346153846153848
direction-qualified 46,none,No XAI,age actionable,Age actionable,1.0,target confidence gain,Target-confidence gain,13,0.5306164124662467,0.44701263350131204,0.6084786596534807
direction-qualified 46,none,No XAI,age actionable,Age actionable,1.0,boundary improvement,Boundary-distance improvement,13,0.03472384862399187,0.021424477361173526,0.04724303569014065
direction-qualified 46,none,No XAI,age actionable,Age actionable,1.0,plausibility,Plausibility,13,0.9411401621479618,0.936589718956834,0.9450254491937302
direction-qualified 46,none,No XAI,age actionable,Age actionable,1.0,actionability,Actionability rate,13,0.3230769230769231,0.2692307692307693,0.38086538461538333
direction-qualified 46,none,No XAI,age actionable,Age actionable,1.0,edit L1,Normalized edit distance (L1),13,0.7036134448535337,0.5219291971140297,0.9059111747804399
direction-qualified 46,none,No XAI,alpha,Global relevance reliance (α),0.0,success,Counterfactual success rate,6,0.5833333333333334,0.5166666666666667,0.65
direction-qualified 46,none,No XAI,alpha,Global relevance reliance (α),0.0,target confidence gain,Target-confidence gain,6,0.5438988633383954,0.47238286935448787,0.6126505280881681
direction-qualified 46,none,No XAI,alpha,Global relevance reliance (α),0.0,boundary improvement,Boundary-distance improvement,6,-0.023896050130873103,-0.05172367622965518,-0.0019951718522724284
direction-qualified 46,none,No XAI,alpha,Global relevance reliance (α),0.0,plausibility,Plausibility,6,0.9365733291431323,0.9292168700809756,0.9424883373767323
direction-qualified 46,none,No XAI,alpha,Global relevance reliance (α),0.0,actionability,Actionability rate,6,1.0,1.0,1.0
direction-qualified 46,none,No XAI,alpha,Global relevance reliance (α),0.0,edit L1,Normalized edit distance (L1),6,0.5994083794780042,0.4762110520868409,0.7455074549079971
direction-qualified 46,none,No XAI,alpha,Global relevance reliance (α),0.5,success,Counterfactual success rate,6,0.5833333333333334,0.5083333333333334,0.6583333333333333
direction-qualified 46,none,No XAI,alpha,Global relevance reliance (α),0.5,target confidence gain,Target-confidence gain,6,0.5385950518930348,0.46656598568531965,0.6106241181007501
direction-qualified 46,none,No XAI,alpha,Global relevance reliance (α),0.5,boundary improvement,Boundary-distance improvement,6,-0.033785922974633405,-0.06263321104619828,-0.016666594290708592
direction-qualified 46,none,No XAI,alpha,Global relevance reliance (α),0.5,plausibility,Plausibility,6,0.9351307617019594,0.9230271714681723,0.9441470763033565
direction-qualified 46,none,No XAI,alpha,Global relevance reliance (α),0.5,actionability,Actionability rate,6,1.0,1.0,1.0
direction-qualified 46,none,No XAI,alpha,Global relevance reliance (α),0.5,edit L1,Normalized edit distance (L1),6,0.5246154221713143,0.3764307015987762,0.68984722967566
direction-qualified 46,none,No XAI,alpha,Global relevance reliance (α),1.0,success,Counterfactual success rate,6,0.5333333333333333,0.43333333333333335,0.6333333333333334
direction-qualified 46,none,No XAI,alpha,Global relevance reliance (α),1.0,target confidence gain,Target-confidence gain,6,0.5191031301254551,0.43434535423802356,0.6016159347020958
direction-qualified 46,none,No XAI,alpha,Global relevance reliance (α),1.0,boundary improvement,Boundary-distance improvement,6,-0.05002667718981799,-0.07917367839969659,-0.031557371189118937
direction-qualified 46,none,No XAI,alpha,Global relevance reliance (α),1.0,plausibility,Plausibility,6,0.9279828990715,0.9155702208356402,0.938381110854039
direction-qualified 46,none,No XAI,alpha,Global relevance reliance (α),1.0,actionability,Actionability rate,6,1.0,1.0,1.0
direction-qualified 46,none,No XAI,alpha,Global relevance reliance (α),1.0,edit L1,Normalized edit distance (L1),6,0.4881226890551705,0.345674118924401,0.649331924637582
direction-qualified 46,none,No XAI,lambda,Exemplar locality (λ),0.0,success,Counterfactual success rate,7,0.5999999999999999,0.4785714285714286,0.7142857142857143
direction-qualified 46,none,No XAI,lambda,Exemplar locality (λ),0.0,target confidence gain,Target-confidence gain,7,0.5893234432428164,0.4935973407997154,0.6893893300591419
direction-qualified 46,none,No XAI,lambda,Exemplar locality (λ),0.0,boundary improvement,Boundary-distance improvement,7,0.022191297034756478,-0.008816880766174429,0.048492014044230244
direction-qualified 46,none,No XAI,lambda,Exemplar locality (λ),0.0,plausibility,Plausibility,7,0.9378608235210264,0.9298841023129033,0.9447235158513829
direction-qualified 46,none,No XAI,lambda,Exemplar locality (λ),0.0,actionability,Actionability rate,7,0.6357142857142858,0.39285714285714285,0.8785714285714287
direction-qualified 46,none,No XAI,lambda,Exemplar locality (λ),0.0,edit L1,Normalized edit distance (L1),7,0.8263382999499839,0.5543924105101852,1.1467265567592164
direction-qualified 46,none,No XAI,lambda,Exemplar locality (λ),2.0,success,Counterfactual success rate,7,0.5714285714285714,0.4571428571428572,0.6857142857142857
direction-qualified 46,none,No XAI,lambda,Exemplar locality (λ),2.0,target confidence gain,Target-confidence gain,7,0.5601665694005338,0.46617602595264007,0.6677082824866262
direction-qualified 46,none,No XAI,lambda,Exemplar locality (λ),2.0,boundary improvement,Boundary-distance improvement,7,0.03135068152072512,0.0033172080606070414,0.05618284968109057
direction-qualified 46,none,No XAI,lambda,Exemplar locality (λ),2.0,plausibility,Plausibility,7,0.9380050287877179,0.9304320627964969,0.9449869159192964
direction-qualified 46,none,No XAI,lambda,Exemplar locality (λ),2.0,actionability,Actionability rate,7,0.6357142857142858,0.39285714285714285,0.8785714285714287
direction-qualified 46,none,No XAI,lambda,Exemplar locality (λ),2.0,edit L1,Normalized edit distance (L1),7,0.8154617475854007,0.5460940447099835,1.1382020603222758
direction-qualified 46,none,No XAI,lambda,Exemplar locality (λ),6.0,success,Counterfactual success rate,7,0.5214285714285715,0.41428571428571426,0.65
direction-qualified 46,none,No XAI,lambda,Exemplar locality (λ),6.0,target confidence gain,Target-confidence gain,7,0.5368679562274384,0.44686963945226593,0.6447712170524683
direction-qualified 46,none,No XAI,lambda,Exemplar locality (λ),6.0,boundary improvement,Boundary-distance improvement,7,0.03917144036724085,0.013249087328323838,0.06348700105791907
direction-qualified 46,none,No XAI,lambda,Exemplar locality (λ),6.0,plausibility,Plausibility,7,0.9373601855717982,0.9295640128822903,0.9438657433697497
direction-qualified 46,none,No XAI,lambda,Exemplar locality (λ),6.0,actionability,Actionability rate,7,0.65,0.4142857142857143,0.9071428571428571
direction-qualified 46,none,No XAI,lambda,Exemplar locality (λ),6.0,edit L1,Normalized edit distance (L1),7,0.79826520601799,0.5355543164812121,1.1215829108015805
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.0,success,Counterfactual success rate,13,0.4230769230769231,0.35,0.4884615384615385
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.0,target confidence gain,Target-confidence gain,13,0.41819301076973636,0.37195003435568696,0.4617595942799817
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.0,boundary improvement,Boundary-distance improvement,13,0.036381324685320196,0.021938335345448506,0.050996519894308916
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.0,plausibility,Plausibility,13,0.9472316079155123,0.9456482654676737,0.948740287086413
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.0,actionability,Actionability rate,13,0.8076923076923077,0.6384615384615385,0.9576923076923076
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.0,edit L1,Normalized edit distance (L1),13,0.5077604338690113,0.43644474151638857,0.5892356626010208
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.05,success,Counterfactual success rate,13,0.5076923076923077,0.4538461538461539,0.5615384615384615
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.05,target confidence gain,Target-confidence gain,13,0.4891987225766025,0.451669791388882,0.5249541842754881
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.05,boundary improvement,Boundary-distance improvement,13,0.026590910951086295,0.009931262150885372,0.043925224632900293
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.05,plausibility,Plausibility,13,0.9418572549345146,0.9401958525927233,0.9434090406670299
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.05,actionability,Actionability rate,13,0.8076923076923077,0.6307692307692307,0.9576923076923076
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.05,edit L1,Normalized edit distance (L1),13,0.6144878774358463,0.5346028526826052,0.7116058306324586
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.1,success,Counterfactual success rate,13,0.6038461538461539,0.5538461538461539,0.6499999999999999
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.1,target confidence gain,Target-confidence gain,13,0.5834887566798217,0.5497065320173782,0.6174601754975573
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.1,boundary improvement,Boundary-distance improvement,13,0.007721211849340857,-0.01574755648369702,0.030523842283761586
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.1,plausibility,Plausibility,13,0.934695892513039,0.9330210997956523,0.9363817782030346
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.1,actionability,Actionability rate,13,0.8076923076923077,0.6346153846153846,0.9576923076923076
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.1,edit L1,Normalized edit distance (L1),13,0.7210263389743078,0.6281375887456475,0.8277473935898132
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.15,success,Counterfactual success rate,13,0.6423076923076922,0.6076923076923075,0.6846153846153846
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.15,target confidence gain,Target-confidence gain,13,0.6157936585014478,0.5861843821434253,0.6468807065086337
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.15,boundary improvement,Boundary-distance improvement,13,-0.01679963541122751,-0.04417429806138908,0.009250874508300632
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.15,plausibility,Plausibility,13,0.9303158663143191,0.9277618589957669,0.9330502145604811
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.15,actionability,Actionability rate,13,0.8076923076923077,0.6269230769230769,0.9576923076923076
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.15,edit L1,Normalized edit distance (L1),13,0.8230574568724387,0.7209260541436937,0.9434769757781646
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.2,success,Counterfactual success rate,13,0.6500000000000001,0.6076923076923078,0.6923076923076923
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.2,target confidence gain,Target-confidence gain,13,0.6261984084213719,0.5914816268002621,0.6626383211008892
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.2,boundary improvement,Boundary-distance improvement,13,-0.03012543131188933,-0.05537519289966445,-0.006124260343788799
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.2,plausibility,Plausibility,13,0.9260813174255514,0.922908927785146,0.9297585059787149
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.2,actionability,Actionability rate,13,0.8076923076923077,0.6423076923076922,0.9576923076923076
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.2,edit L1,Normalized edit distance (L1),13,0.9222958824269807,0.7991597423860473,1.053582109884394
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.25,success,Counterfactual success rate,13,0.6615384615384615,0.6076923076923076,0.7192307692307692
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.25,target confidence gain,Target-confidence gain,13,0.6387144292922446,0.5915059784640251,0.6877583761503001
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.25,boundary improvement,Boundary-distance improvement,13,-0.04981526019546501,-0.0726130287714147,-0.028328189034880182
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.25,plausibility,Plausibility,13,0.920433063014294,0.9171564811885854,0.9241245309070536
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.25,actionability,Actionability rate,13,0.8076923076923077,0.6346153846153846,0.9576923076923076
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.25,edit L1,Normalized edit distance (L1),13,1.0186491086006808,0.8780311200374573,1.1676041337197014
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.3,success,Counterfactual success rate,13,0.6692307692307693,0.6038461538461538,0.7385576923076912
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.3,target confidence gain,Target-confidence gain,13,0.6527600902883753,0.5989256774229061,0.7123268870523598
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.3,boundary improvement,Boundary-distance improvement,13,-0.07147068488874701,-0.09041103890642144,-0.05416326115876367
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.3,plausibility,Plausibility,13,0.9126552090071082,0.9089932353279175,0.9163215106278905
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.3,actionability,Actionability rate,13,0.8076923076923077,0.6384615384615384,0.9576923076923076
direction-qualified 46,none,No XAI,rho,Additive change margin (ρ),0.3,edit L1,Normalized edit distance (L1),13,1.112376396874735,0.9607320959076274,1.2705509056096382
all 62,attribution,Feature attribution,age actionable,Age actionable,0.0,success,Counterfactual success rate,16,0.5485197368421053,0.48930921052631576,0.6016447368421052
all 62,attribution,Feature attribution,age actionable,Age actionable,0.0,target confidence gain,Target-confidence gain,16,0.5309773301138736,0.4826538955221873,0.5750842704887542
all 62,attribution,Feature attribution,age actionable,Age actionable,0.0,boundary improvement,Boundary-distance improvement,16,0.008388950224432675,-0.006871626533861251,0.023038827070591763
all 62,attribution,Feature attribution,age actionable,Age actionable,0.0,plausibility,Plausibility,16,0.9430332452851227,0.9390170070305299,0.9468924574481437
all 62,attribution,Feature attribution,age actionable,Age actionable,0.0,actionability,Actionability rate,16,1.0,1.0,1.0
all 62,attribution,Feature attribution,age actionable,Age actionable,0.0,edit L1,Normalized edit distance (L1),16,0.45630335168794706,0.37633105790772736,0.5422074355789904
all 62,attribution,Feature attribution,age actionable,Age actionable,1.0,success,Counterfactual success rate,16,0.5125,0.446875,0.578125
all 62,attribution,Feature attribution,age actionable,Age actionable,1.0,target confidence gain,Target-confidence gain,16,0.5085397225426277,0.4564769106828428,0.5566653811852621
all 62,attribution,Feature attribution,age actionable,Age actionable,1.0,boundary improvement,Boundary-distance improvement,16,0.01370375245541674,0.0020346347740389237,0.02414239055161533
all 62,attribution,Feature attribution,age actionable,Age actionable,1.0,plausibility,Plausibility,16,0.9438132229524292,0.940893548068168,0.9470148349250282
all 62,attribution,Feature attribution,age actionable,Age actionable,1.0,actionability,Actionability rate,16,0.721875,0.615625,0.8218749999999999
all 62,attribution,Feature attribution,age actionable,Age actionable,1.0,edit L1,Normalized edit distance (L1),16,0.46586960185314463,0.38687469877049224,0.5437386161321317
all 62,attribution,Feature attribution,alpha,Global relevance reliance (α),0.0,success,Counterfactual success rate,14,0.5392857142857143,0.4713392857142857,0.6
all 62,attribution,Feature attribution,alpha,Global relevance reliance (α),0.0,target confidence gain,Target-confidence gain,14,0.5199216738544653,0.4634330894529471,0.5732338941951652
all 62,attribution,Feature attribution,alpha,Global relevance reliance (α),0.0,boundary improvement,Boundary-distance improvement,14,0.008540059804109799,-0.007993288053566494,0.023510583696547564
all 62,attribution,Feature attribution,alpha,Global relevance reliance (α),0.0,plausibility,Plausibility,14,0.9425822761383494,0.9382503841118266,0.946918943013976
all 62,attribution,Feature attribution,alpha,Global relevance reliance (α),0.0,actionability,Actionability rate,14,0.9214285714285715,0.8177678571428572,1.0
all 62,attribution,Feature attribution,alpha,Global relevance reliance (α),0.0,edit L1,Normalized edit distance (L1),14,0.5036176839280213,0.43101011430159825,0.5818612710989964
all 62,attribution,Feature attribution,alpha,Global relevance reliance (α),0.5,success,Counterfactual success rate,14,0.567857142857143,0.5000000000000001,0.6321428571428571
all 62,attribution,Feature attribution,alpha,Global relevance reliance (α),0.5,target confidence gain,Target-confidence gain,14,0.5542187518353919,0.4992644719950663,0.6041737481637914
all 62,attribution,Feature attribution,alpha,Global relevance reliance (α),0.5,boundary improvement,Boundary-distance improvement,14,-0.004657607528777337,-0.021539536927662587,0.01049024431143865
all 62,attribution,Feature attribution,alpha,Global relevance reliance (α),0.5,plausibility,Plausibility,14,0.9397637134492325,0.9344895929935021,0.9451501912647516
all 62,attribution,Feature attribution,alpha,Global relevance reliance (α),0.5,actionability,Actionability rate,14,0.9500000000000001,0.8678571428571428,1.0
all 62,attribution,Feature attribution,alpha,Global relevance reliance (α),0.5,edit L1,Normalized edit distance (L1),14,0.4277392626512701,0.34196693437629716,0.5196200137595635
