participant,direction-qualified cohort (0/1),xai,model family,parameter,parameter label,parameter value,testing trials,success,target confidence gain,boundary improvement,plausibility,actionability,edit L1
R_1hF6UnZQsvvwBCX,1,counterfactual,weighted examples,age actionable,Age actionable,1.0,20,0.75,0.6809816380026853,0.05985712758781832,0.9406427923698857,0.55,0.49373111002013276
R_1hF6UnZQsvvwBCX,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,20,0.7,0.6714574135875199,0.0571055814759079,0.9453179620307053,1.0,0.43703024180174543
R_1hF6UnZQsvvwBCX,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.5,20,0.45,0.4434218994617334,0.04716744712934923,0.9543595516312713,1.0,0.2917743738805352
R_1hF6UnZQsvvwBCX,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),1.0,20,0.45,0.40695277681023867,0.011009062683596407,0.9500910032717037,1.0,0.25364088388841
R_1hF6UnZQsvvwBCX,1,counterfactual,weighted examples,eta,Explanation reliance (η),0.0,20,0.7,0.6714574135875199,0.0571055814759079,0.9453179620307053,1.0,0.43703024180174543
R_1hF6UnZQsvvwBCX,1,counterfactual,weighted examples,eta,Explanation reliance (η),0.5,20,0.7,0.6714574135875199,0.0571055814759079,0.9453179620307053,1.0,0.43703024180174543
R_1hF6UnZQsvvwBCX,1,counterfactual,weighted examples,eta,Explanation reliance (η),1.0,20,0.7,0.6714574135875199,0.0571055814759079,0.9453179620307053,1.0,0.43703024180174543
R_1hF6UnZQsvvwBCX,1,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,20,0.7,0.6714574135875199,0.0571055814759079,0.9453179620307053,1.0,0.43703024180174543
R_1hF6UnZQsvvwBCX,1,counterfactual,weighted examples,lambda,Exemplar locality (λ),2.0,20,0.7,0.6405070806152142,0.05624236682756256,0.9441853165602658,1.0,0.42390627536271824
R_1hF6UnZQsvvwBCX,1,counterfactual,weighted examples,lambda,Exemplar locality (λ),6.0,20,0.65,0.5926704916147034,0.04128913554021329,0.9431680876100614,1.0,0.40045681765985036
R_1hF6UnZQsvvwBCX,1,counterfactual,weighted examples,rho,Additive change margin (ρ),0.0,20,0.7,0.6714574135875199,0.0571055814759079,0.9453179620307053,1.0,0.43703024180174543
R_1hF6UnZQsvvwBCX,1,counterfactual,weighted examples,rho,Additive change margin (ρ),0.05,20,0.75,0.6628874247175336,0.049622536246820184,0.9420973651836168,1.0,0.5520302418017453
R_1hF6UnZQsvvwBCX,1,counterfactual,weighted examples,rho,Additive change margin (ρ),0.1,20,0.6,0.5689445181063346,0.04760357951350898,0.9376457951027461,1.0,0.6670302418017454
R_1hF6UnZQsvvwBCX,1,counterfactual,weighted examples,rho,Additive change margin (ρ),0.15,20,0.45,0.4981357321825505,0.03953970935588952,0.9325753779590817,1.0,0.7820302418017455
R_1hF6UnZQsvvwBCX,1,counterfactual,weighted examples,rho,Additive change margin (ρ),0.2,20,0.5,0.47426939814708147,0.017285209584489925,0.9230016905597598,1.0,0.8907444627041624
R_1hF6UnZQsvvwBCX,1,counterfactual,weighted examples,rho,Additive change margin (ρ),0.25,20,0.45,0.472350008378468,-0.0010381560088430885,0.9185416470831133,1.0,0.9982444627041621
R_1hF6UnZQsvvwBCX,1,counterfactual,weighted examples,rho,Additive change margin (ρ),0.3,20,0.45,0.477442073658649,-0.017426339245453434,0.9139196694832803,1.0,1.1057444627041624
R_1ihbKBZG0EAXF8D,1,counterfactual,feature contribution,age actionable,Age actionable,0.0,20,0.5,0.48366261204567573,0.06542201068954367,0.951963980144043,1.0,0.4943733139952945
R_1ihbKBZG0EAXF8D,1,counterfactual,feature contribution,age actionable,Age actionable,1.0,20,0.45,0.45862702010917095,0.06505608431192351,0.9494769720205876,0.4,0.5171556945355336
R_1ihbKBZG0EAXF8D,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.5,0.48366261204567573,0.06542201068954367,0.951963980144043,1.0,0.4943733139952945
R_1ihbKBZG0EAXF8D,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.4,0.425266177274305,0.041363543077459486,0.9493131769361817,1.0,0.46451106411140486
R_1ihbKBZG0EAXF8D,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.55,0.528889134046959,-0.019449181701722273,0.9261088663722143,1.0,0.41385533978841593
R_1ihbKBZG0EAXF8D,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,20,0.55,0.5306621741050788,0.002981688760107175,0.9439774164799569,1.0,0.5158949070521315
R_1ihbKBZG0EAXF8D,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,20,0.5,0.48366261204567573,0.06542201068954367,0.951963980144043,1.0,0.4943733139952945
R_1ihbKBZG0EAXF8D,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,20,0.45,0.48401619848818395,0.07663788101765202,0.954799790366365,1.0,0.37207037510088214
R_1ihbKBZG0EAXF8D,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,20,0.45,0.3893288431331995,0.05978795410891215,0.9534341418310712,1.0,0.39187331399529446
R_1ihbKBZG0EAXF8D,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,20,0.5,0.48366261204567573,0.06542201068954367,0.951963980144043,1.0,0.4943733139952945
R_1ihbKBZG0EAXF8D,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.1,20,0.55,0.5715008482098068,0.043432020803730396,0.9468755613252526,1.0,0.5968733139952944
R_1ihbKBZG0EAXF8D,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.15,20,0.65,0.6276386892081441,-0.002312071081396222,0.9393940848065565,1.0,0.6986599764626789
R_1ihbKBZG0EAXF8D,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.2,20,0.65,0.6659865357588934,-0.0391345476293417,0.9332402339625598,1.0,0.7971730307803353
R_1ihbKBZG0EAXF8D,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.25,20,0.7,0.6760692333506426,-0.0684324295255464,0.9280228571858602,1.0,0.8907889593006562
R_1ihbKBZG0EAXF8D,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.3,20,0.7,0.7009592748339469,-0.09336974613381896,0.9234237551608315,1.0,0.9737347072821129
R_1jEfVgE4WoI6fVO,1,attribution,weighted examples,age actionable,Age actionable,0.0,20,0.5,0.5070198324405786,0.051067106600475434,0.9496261430369589,1.0,0.32091709909982813
R_1jEfVgE4WoI6fVO,1,attribution,weighted examples,age actionable,Age actionable,1.0,20,0.4,0.4403173632529442,0.028696909700591404,0.942361934132269,0.55,0.3845817769908512
R_1jEfVgE4WoI6fVO,1,attribution,weighted examples,eta,Explanation reliance (η),0.0,20,0.4,0.4403173632529442,0.028696909700591404,0.942361934132269,0.55,0.3845817769908512
R_1jEfVgE4WoI6fVO,1,attribution,weighted examples,eta,Explanation reliance (η),0.5,20,0.4,0.4403173632529442,0.028696909700591404,0.942361934132269,0.55,0.3845817769908512
R_1jEfVgE4WoI6fVO,1,attribution,weighted examples,eta,Explanation reliance (η),1.0,20,0.4,0.4403173632529442,0.028696909700591404,0.942361934132269,0.55,0.3845817769908512
R_1jEfVgE4WoI6fVO,1,attribution,weighted examples,lambda,Exemplar locality (λ),0.0,20,0.4,0.4403173632529442,0.028696909700591404,0.942361934132269,0.55,0.3845817769908512
R_1jEfVgE4WoI6fVO,1,attribution,weighted examples,lambda,Exemplar locality (λ),2.0,20,0.4,0.43434611161156933,0.03595931739036,0.9427753885470675,0.55,0.37885294046723017
R_1jEfVgE4WoI6fVO,1,attribution,weighted examples,lambda,Exemplar locality (λ),6.0,20,0.35,0.41058875063912936,0.04015450667066438,0.9427712820655589,0.55,0.3680190726908884
R_1jEfVgE4WoI6fVO,1,attribution,weighted examples,rho,Additive change margin (ρ),0.0,20,0.4,0.4403173632529442,0.028696909700591404,0.942361934132269,0.55,0.3845817769908512
R_1jEfVgE4WoI6fVO,1,attribution,weighted examples,rho,Additive change margin (ρ),0.05,20,0.5,0.46235200183738945,0.025993224690745366,0.9383001690921956,0.55,0.4345817769908512
R_1jEfVgE4WoI6fVO,1,attribution,weighted examples,rho,Additive change margin (ρ),0.1,20,0.5,0.4991389763267165,0.019635028522996666,0.9349989795756282,0.55,0.48458177699085125
R_1jEfVgE4WoI6fVO,1,attribution,weighted examples,rho,Additive change margin (ρ),0.15,20,0.55,0.5194202138310453,-0.0006039272747316137,0.9324514505843761,0.55,0.5345817769908513
R_1jEfVgE4WoI6fVO,1,attribution,weighted examples,rho,Additive change margin (ρ),0.2,20,0.5,0.5093378120969427,-0.0059196812630888385,0.9306927816523508,0.55,0.5845817769908512
R_1jEfVgE4WoI6fVO,1,attribution,weighted examples,rho,Additive change margin (ρ),0.25,20,0.55,0.5241348075121717,-0.023545888481096323,0.9271008008896363,0.55,0.6345817769908513
R_1jEfVgE4WoI6fVO,1,attribution,weighted examples,rho,Additive change margin (ρ),0.3,20,0.55,0.5331188138476506,-0.041187896930542756,0.9216590280638828,0.55,0.6845817769908511
R_1myAGA2v3gStUIS,1,attribution,feature contribution,age actionable,Age actionable,0.0,20,0.6,0.5956553820519541,-0.04869572323208998,0.9322264891595615,1.0,0.7327415460722364
R_1myAGA2v3gStUIS,1,attribution,feature contribution,age actionable,Age actionable,1.0,20,0.55,0.5597873378363434,-0.04554245070081786,0.9337699415432672,0.8,0.7371658771903186
R_1myAGA2v3gStUIS,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.55,0.5597873378363434,-0.04554245070081786,0.9337699415432672,0.8,0.7371658771903186
R_1myAGA2v3gStUIS,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.6,0.5923344917101838,-0.06794129996611163,0.9282537828372867,0.95,0.6875213582179028
R_1myAGA2v3gStUIS,1,attribution,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.6,0.6057043561965945,-0.0999296544630642,0.8977017521587989,1.0,0.6392797761101365
R_1myAGA2v3gStUIS,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,20,0.7,0.618810373270966,0.019559562723771528,0.9268502163450087,0.25,0.8045101494011495
R_1myAGA2v3gStUIS,1,attribution,feature contribution,eta,Explanation reliance (η),0.5,20,0.6,0.5772109593817121,0.002317549093189479,0.9338304312327874,0.4,0.8614607346155896
R_1myAGA2v3gStUIS,1,attribution,feature contribution,eta,Explanation reliance (η),1.0,20,0.55,0.5597873378363434,-0.04554245070081786,0.9337699415432672,0.8,0.7371658771903186
R_1myAGA2v3gStUIS,1,attribution,feature contribution,rho,Additive change margin (ρ),0.0,20,0.35,0.3518572987418779,0.05120350809555605,0.9607718230675728,0.8,0.2516848800768808
R_1myAGA2v3gStUIS,1,attribution,feature contribution,rho,Additive change margin (ρ),0.05,20,0.5,0.5066286296995883,0.056400890452480965,0.9521436460046298,0.8,0.3491848800768808
R_1myAGA2v3gStUIS,1,attribution,feature contribution,rho,Additive change margin (ρ),0.1,20,0.55,0.5124306718325616,0.04044575989621445,0.9477953612541812,0.8,0.44668488007688084
R_1myAGA2v3gStUIS,1,attribution,feature contribution,rho,Additive change margin (ρ),0.15,20,0.55,0.5064496499146173,0.012482226442276673,0.9434994044146372,0.8,0.5441848800768808
R_1myAGA2v3gStUIS,1,attribution,feature contribution,rho,Additive change margin (ρ),0.2,20,0.6,0.5428675608808994,-0.01461575701028176,0.9400695026356705,0.8,0.6416848800768808
R_1myAGA2v3gStUIS,1,attribution,feature contribution,rho,Additive change margin (ρ),0.25,20,0.55,0.5597873378363434,-0.04554245070081786,0.9337699415432672,0.8,0.7371658771903186
R_1myAGA2v3gStUIS,1,attribution,feature contribution,rho,Additive change margin (ρ),0.3,20,0.6,0.5878084070171087,-0.06187777793895242,0.9295604568908402,0.8,0.8274358527445396
R_1vbS8BCLvmrwGHr,1,attribution,feature contribution,age actionable,Age actionable,0.0,20,0.5,0.5039097210855642,0.02752794073480902,0.9452377970095324,1.0,0.44361947233858795
R_1vbS8BCLvmrwGHr,1,attribution,feature contribution,age actionable,Age actionable,1.0,20,0.45,0.48797456165131586,0.02869556531862284,0.9468325888656237,0.85,0.444961892738762
R_1vbS8BCLvmrwGHr,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.5,0.5039097210855642,0.02752794073480902,0.9452377970095324,1.0,0.44361947233858795
R_1vbS8BCLvmrwGHr,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.5,0.5335725972372588,0.02183491756302495,0.9402835691142732,1.0,0.38267450871252934
R_1vbS8BCLvmrwGHr,1,attribution,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.55,0.5478762891223912,-0.021500264993795648,0.9350987825578979,1.0,0.35340024463896497
R_1vbS8BCLvmrwGHr,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,20,0.55,0.5291282572741441,-0.02249174172733625,0.9372616571475062,1.0,0.5510226867414566
R_1vbS8BCLvmrwGHr,1,attribution,feature contribution,eta,Explanation reliance (η),0.5,20,0.5,0.4791926069649498,0.014548388852440442,0.942395763589912,1.0,0.47094887862477064
R_1vbS8BCLvmrwGHr,1,attribution,feature contribution,eta,Explanation reliance (η),1.0,20,0.5,0.5039097210855642,0.02752794073480902,0.9452377970095324,1.0,0.44361947233858795
R_1vbS8BCLvmrwGHr,1,attribution,feature contribution,rho,Additive change margin (ρ),0.0,20,0.2,0.26519523797144373,0.045515860374844105,0.9589282556486038,1.0,0.27361947233858797
R_1vbS8BCLvmrwGHr,1,attribution,feature contribution,rho,Additive change margin (ρ),0.05,20,0.4,0.43201413411535866,0.04547960983799758,0.9512418297771006,1.0,0.358619472338588
R_1vbS8BCLvmrwGHr,1,attribution,feature contribution,rho,Additive change margin (ρ),0.1,20,0.5,0.5039097210855642,0.02752794073480902,0.9452377970095324,1.0,0.44361947233858795
R_1vbS8BCLvmrwGHr,1,attribution,feature contribution,rho,Additive change margin (ρ),0.15,20,0.6,0.5722706595394946,0.009237651182723284,0.9390944848337813,1.0,0.528619472338588
R_1vbS8BCLvmrwGHr,1,attribution,feature contribution,rho,Additive change margin (ρ),0.2,20,0.65,0.6007746806124648,-0.017290429717580443,0.9363537748495693,1.0,0.6099398071700372
R_1vbS8BCLvmrwGHr,1,attribution,feature contribution,rho,Additive change margin (ρ),0.25,20,0.6,0.5987633831875308,-0.051012267939642676,0.9336793521661159,1.0,0.6860005026946694
R_1vbS8BCLvmrwGHr,1,attribution,feature contribution,rho,Additive change margin (ρ),0.3,20,0.6,0.5881632439132087,-0.07032159112753167,0.9309859700309973,1.0,0.7567667512333667
R_1yltjaSsgo0dVO7,1,none,weighted examples,age actionable,Age actionable,0.0,19,0.7894736842105263,0.7308353752827024,-0.042454845090299356,0.9080956538338834,1.0,1.373778394468262
R_1yltjaSsgo0dVO7,1,none,weighted examples,age actionable,Age actionable,1.0,20,0.8,0.7988190101691313,-0.017260206191054304,0.9218435098507936,0.2,1.60644615558748
R_1yltjaSsgo0dVO7,1,none,weighted examples,lambda,Exemplar locality (λ),0.0,20,0.8,0.830206244351085,-0.037527086825179634,0.9263583229480445,0.15,1.6462210089114222
R_1yltjaSsgo0dVO7,1,none,weighted examples,lambda,Exemplar locality (λ),2.0,20,0.8,0.8205652834239128,-0.034777928667544276,0.926525794950382,0.15,1.6290918327422805
R_1yltjaSsgo0dVO7,1,none,weighted examples,lambda,Exemplar locality (λ),6.0,20,0.8,0.7988190101691313,-0.017260206191054304,0.9218435098507936,0.2,1.60644615558748
R_1yltjaSsgo0dVO7,1,none,weighted examples,rho,Additive change margin (ρ),0.0,20,0.55,0.44612541707248277,0.07310702400956552,0.9448555519015576,0.2,0.8165372532376749
R_1yltjaSsgo0dVO7,1,none,weighted examples,rho,Additive change margin (ρ),0.05,20,0.7,0.5698281979426985,0.07357094558004912,0.9429849554918837,0.2,0.9815372532376749
R_1yltjaSsgo0dVO7,1,none,weighted examples,rho,Additive change margin (ρ),0.1,20,0.7,0.6865303504443871,0.060789655160485644,0.9402642300666162,0.2,1.1465372532376745
R_1yltjaSsgo0dVO7,1,none,weighted examples,rho,Additive change margin (ρ),0.15,20,0.8,0.7346809323424806,0.044864561358961164,0.9366276299247014,0.2,1.3014461555874803
R_1yltjaSsgo0dVO7,1,none,weighted examples,rho,Additive change margin (ρ),0.2,20,0.8,0.7552063960831457,0.024253123196269707,0.9292522241984347,0.2,1.4539461555874804
R_1yltjaSsgo0dVO7,1,none,weighted examples,rho,Additive change margin (ρ),0.25,20,0.8,0.7988190101691313,-0.017260206191054304,0.9218435098507936,0.2,1.60644615558748
R_1yltjaSsgo0dVO7,1,none,weighted examples,rho,Additive change margin (ρ),0.3,20,0.9,0.8487138392917981,-0.0636135574771203,0.9164282830816995,0.2,1.7564374882805829
R_3CPW0AmZIfESbrT,0,counterfactual,feature contribution,age actionable,Age actionable,0.0,20,0.55,0.5346914889088207,0.0248132711697163,0.9501011648099393,1.0,0.5505992750229013
R_3CPW0AmZIfESbrT,0,counterfactual,feature contribution,age actionable,Age actionable,1.0,20,0.5,0.5401846935426386,0.047525637276996394,0.9527483049729794,0.6,0.5738014691894325
R_3CPW0AmZIfESbrT,0,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.55,0.5539419768241901,0.05404266212688471,0.9517533807809053,1.0,0.5816122044288459
R_3CPW0AmZIfESbrT,0,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.55,0.5346914889088207,0.0248132711697163,0.9501011648099393,1.0,0.5505992750229013
R_3CPW0AmZIfESbrT,0,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.55,0.5187402926743319,-0.05940490295589533,0.9196464832607492,1.0,0.503877388343673
R_3CPW0AmZIfESbrT,0,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,20,0.6,0.55833496055311,-0.031223213095201114,0.9437554742254666,1.0,0.5209983016411507
R_3CPW0AmZIfESbrT,0,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,20,0.55,0.5346914889088207,0.0248132711697163,0.9501011648099393,1.0,0.5505992750229013
R_3CPW0AmZIfESbrT,0,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,20,0.6,0.6535097206944369,0.060790035165979715,0.9479228666431867,1.0,0.4498975793086474
R_3CPW0AmZIfESbrT,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,20,0.4,0.3644196633531945,0.03303262404160601,0.9562168943801252,1.0,0.3605992750229014
R_3CPW0AmZIfESbrT,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,20,0.45,0.4392195194473814,0.04405211352926716,0.9520120958249223,1.0,0.4555992750229014
R_3CPW0AmZIfESbrT,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.1,20,0.55,0.5346914889088207,0.0248132711697163,0.9501011648099393,1.0,0.5505992750229013
R_3CPW0AmZIfESbrT,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.15,20,0.5,0.5103749747122548,-0.012652238222230347,0.9437998760836293,1.0,0.6440255266931835
R_3CPW0AmZIfESbrT,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.2,20,0.5,0.5025797644259692,-0.05222309445703399,0.9373598878877829,1.0,0.734512335028781
R_3CPW0AmZIfESbrT,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.25,20,0.5,0.49514009911664003,-0.07206535684479569,0.9319584255300952,1.0,0.8186670525751849
R_3CPW0AmZIfESbrT,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.3,20,0.5,0.4931647471932605,-0.07845535145603319,0.9236265048982444,1.0,0.8979196446227447
R_3ENoszlL5q7JglI,1,none,weighted examples,age actionable,Age actionable,0.0,20,0.7,0.67879059775468,-0.007588362561947545,0.9235643977344589,1.0,1.1082693191321824
R_3ENoszlL5q7JglI,1,none,weighted examples,age actionable,Age actionable,1.0,20,0.65,0.6638769618260671,0.017853914920945957,0.9338643516634237,0.35,1.2686910938875662
R_3ENoszlL5q7JglI,1,none,weighted examples,lambda,Exemplar locality (λ),0.0,20,0.75,0.7022980052290206,-0.03649983637535075,0.9200909386614505,1.0,1.1334701802302594
R_3ENoszlL5q7JglI,1,none,weighted examples,lambda,Exemplar locality (λ),2.0,20,0.7,0.6577205395242657,-0.01201163563959381,0.9206413257547746,1.0,1.1222742504204555
R_3ENoszlL5q7JglI,1,none,weighted examples,lambda,Exemplar locality (λ),6.0,20,0.7,0.67879059775468,-0.007588362561947545,0.9235643977344589,1.0,1.1082693191321824
R_3ENoszlL5q7JglI,1,none,weighted examples,rho,Additive change margin (ρ),0.0,20,0.2,0.2959664193534327,0.06736300620597653,0.9482691074975234,1.0,0.5897707464623564
R_3ENoszlL5q7JglI,1,none,weighted examples,rho,Additive change margin (ρ),0.05,20,0.4,0.4175424128373745,0.05316680577074597,0.9446426085498141,1.0,0.7272707464623565
R_3ENoszlL5q7JglI,1,none,weighted examples,rho,Additive change margin (ρ),0.1,20,0.6,0.5496396906754036,0.028916311934417432,0.9363351115380618,1.0,0.8647707464623563
R_3ENoszlL5q7JglI,1,none,weighted examples,rho,Additive change margin (ρ),0.15,20,0.65,0.6113687072708324,0.008055729690046533,0.9306775391804596,1.0,0.9882693191321825
R_3ENoszlL5q7JglI,1,none,weighted examples,rho,Additive change margin (ρ),0.2,20,0.7,0.67879059775468,-0.007588362561947545,0.9235643977344589,1.0,1.1082693191321824
R_3ENoszlL5q7JglI,1,none,weighted examples,rho,Additive change margin (ρ),0.25,20,0.8,0.7519829321741505,-0.03300931462321336,0.9133029264711974,1.0,1.2282693191321825
R_3ENoszlL5q7JglI,1,none,weighted examples,rho,Additive change margin (ρ),0.3,20,0.8,0.7612331451084182,-0.06913322748451474,0.9001301803604609,1.0,1.3444789948630826
R_3FXVdEYgbSYjhFQ,1,counterfactual,weighted examples,age actionable,Age actionable,0.0,20,0.65,0.6645154983340656,-0.07513466087361045,0.925877626473801,1.0,0.7342622914123254
R_3FXVdEYgbSYjhFQ,1,counterfactual,weighted examples,age actionable,Age actionable,1.0,20,0.65,0.6645154983340656,-0.07513466087361045,0.925877626473801,1.0,0.7342622914123254
R_3FXVdEYgbSYjhFQ,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,20,0.6,0.5684869470699812,-0.01426013816145823,0.9302436587197109,0.35,0.9581278899585607
R_3FXVdEYgbSYjhFQ,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.5,20,0.6,0.6083484186316971,0.0036437638879776397,0.9358985387899355,0.35,0.7993553887440547
R_3FXVdEYgbSYjhFQ,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),1.0,20,0.65,0.6645154983340656,-0.07513466087361045,0.925877626473801,1.0,0.7342622914123254
R_3FXVdEYgbSYjhFQ,1,counterfactual,weighted examples,eta,Explanation reliance (η),0.0,20,0.6,0.6113605649819566,-0.08318569023181026,0.9261847278601973,1.0,0.7297825730700771
R_3FXVdEYgbSYjhFQ,1,counterfactual,weighted examples,eta,Explanation reliance (η),0.5,20,0.65,0.6645154983340656,-0.07513466087361045,0.925877626473801,1.0,0.7342622914123254
R_3FXVdEYgbSYjhFQ,1,counterfactual,weighted examples,eta,Explanation reliance (η),1.0,20,0.7,0.7072231566554954,-0.09732991143783515,0.9279848501449555,1.0,0.7372893702007284
R_3FXVdEYgbSYjhFQ,1,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,20,0.6,0.6139744109725085,-0.08742853416342256,0.91996343467034,1.0,0.7537085846659302
R_3FXVdEYgbSYjhFQ,1,counterfactual,weighted examples,lambda,Exemplar locality (λ),2.0,20,0.6,0.6066198036346229,-0.10549776792372986,0.9200627471487908,1.0,0.7427395825018286
R_3FXVdEYgbSYjhFQ,1,counterfactual,weighted examples,lambda,Exemplar locality (λ),6.0,20,0.65,0.6645154983340656,-0.07513466087361045,0.925877626473801,1.0,0.7342622914123254
R_3FXVdEYgbSYjhFQ,1,counterfactual,weighted examples,rho,Additive change margin (ρ),0.0,20,0.55,0.5054833120472846,0.01771782582600441,0.9554940770756601,1.0,0.23032537905051376
R_3FXVdEYgbSYjhFQ,1,counterfactual,weighted examples,rho,Additive change margin (ρ),0.05,20,0.55,0.5629746555630908,-0.013770747303055192,0.9446121763432644,1.0,0.36032537905051376
R_3FXVdEYgbSYjhFQ,1,counterfactual,weighted examples,rho,Additive change margin (ρ),0.1,20,0.65,0.5891305855142793,-0.05123548092119469,0.9379100288760297,1.0,0.4903253790505138
R_3FXVdEYgbSYjhFQ,1,counterfactual,weighted examples,rho,Additive change margin (ρ),0.15,20,0.65,0.6174141590480161,-0.06289147217251903,0.9327438475825849,1.0,0.6154128289396601
R_3FXVdEYgbSYjhFQ,1,counterfactual,weighted examples,rho,Additive change margin (ρ),0.2,20,0.65,0.6645154983340656,-0.07513466087361045,0.925877626473801,1.0,0.7342622914123254
R_3FXVdEYgbSYjhFQ,1,counterfactual,weighted examples,rho,Additive change margin (ρ),0.25,20,0.7,0.6936730261583672,-0.10934196597474928,0.9231008100450498,1.0,0.8483777951586472
R_3FXVdEYgbSYjhFQ,1,counterfactual,weighted examples,rho,Additive change margin (ρ),0.3,20,0.75,0.7245518315297231,-0.11863947547401732,0.9146106539281048,1.0,0.957234156989967
R_3Fo0QmOVx6lcU4W,0,counterfactual,feature contribution,age actionable,Age actionable,0.0,20,0.35,0.3373718981678191,-0.026607740413508198,0.9403239427744294,1.0,0.28115618401501263
R_3Fo0QmOVx6lcU4W,0,counterfactual,feature contribution,age actionable,Age actionable,1.0,20,0.35,0.3373718981678191,-0.026607740413508198,0.9403239427744294,1.0,0.28115618401501263
R_3Fo0QmOVx6lcU4W,0,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.25,0.2600406346948334,0.020896763430539683,0.949665551639821,1.0,0.40024788549033224
R_3Fo0QmOVx6lcU4W,0,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.3,0.30571292509062287,0.004109769726503268,0.947545677744421,1.0,0.34842690960199724
R_3Fo0QmOVx6lcU4W,0,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.35,0.3373718981678191,-0.026607740413508198,0.9403239427744294,1.0,0.28115618401501263
R_3Fo0QmOVx6lcU4W,0,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,20,0.35,0.357082899983003,-0.021627524175552148,0.9461875793816376,1.0,0.23742980959523258
R_3Fo0QmOVx6lcU4W,0,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,20,0.35,0.3373718981678191,-0.026607740413508198,0.9403239427744294,1.0,0.28115618401501263
R_3Fo0QmOVx6lcU4W,0,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,20,0.0,0.05856175119380051,0.008431273952922818,0.9573233203665238,1.0,0.19243663065815125
R_3Fo0QmOVx6lcU4W,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,20,0.35,0.3373718981678191,-0.026607740413508198,0.9403239427744294,1.0,0.28115618401501263
R_3Fo0QmOVx6lcU4W,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,20,0.45,0.42162165216255926,-0.02935842528632241,0.9341344474655783,1.0,0.3211561840150126
R_3Fo0QmOVx6lcU4W,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.1,20,0.5,0.461488412696038,-0.038885157183412324,0.9264237710456305,1.0,0.3611561840150126
R_3Fo0QmOVx6lcU4W,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.15,20,0.45,0.44187387747254936,-0.0409246643653413,0.919860415979827,1.0,0.39888911816262185
R_3Fo0QmOVx6lcU4W,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.2,20,0.45,0.4372844448016651,-0.04691718505368979,0.9143225223991663,1.0,0.4306385278410045
