participant,direction-qualified cohort (0/1),xai,model family,parameter,parameter label,parameter value,case,instance id,success,target confidence gain,boundary improvement,plausibility,actionability,edit L1
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,lambda,Exemplar locality (λ),6.0,11,160206,0.0,0.00034149187078602594,0.3434827538527353,0.9361938534454711,1.0,0.5104690329022235
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,lambda,Exemplar locality (λ),6.0,12,160217,0.0,0.22670310343303834,0.021184246611697988,0.9566694872800168,1.0,0.45666128234651765
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,lambda,Exemplar locality (λ),6.0,13,160216,1.0,0.8493035259879906,-0.0009518756715633236,0.9594231147454333,1.0,0.4643458704913138
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,lambda,Exemplar locality (λ),6.0,14,160208,1.0,0.883649285605166,-0.0384849829913792,0.9519388081083962,1.0,0.2403059594580193
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,lambda,Exemplar locality (λ),6.0,15,160207,0.0,0.3688591811986409,0.1964795330974587,0.9496352964040584,1.0,0.2518235179797078
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,lambda,Exemplar locality (λ),6.0,16,160209,0.0,0.0003286723976643202,0.07226070997603434,0.9481751733852714,1.0,0.4907395046637847
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,lambda,Exemplar locality (λ),6.0,17,160215,0.0,-0.05772056553785154,-0.06975332170237214,0.9660605644086061,1.0,0.3261784797175778
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,lambda,Exemplar locality (λ),6.0,18,160205,0.0,0.015621535002821707,0.044156789986583816,0.9648822486921508,1.0,0.25471670002947444
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,lambda,Exemplar locality (λ),6.0,19,160218,1.0,0.9685850999050404,-0.01508494724989369,0.9607129051049746,1.0,0.19643547447512677
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,lambda,Exemplar locality (λ),6.0,20,160219,0.0,0.43542311451120785,0.03775230869466589,0.9530155430173664,1.0,0.23492228491316802
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,1,160203,1.0,0.9816885870772761,-0.08712741706453314,0.9396649398888373,1.0,0.3701758573918893
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,2,160200,0.0,0.10021928698914213,0.03859723237786526,0.9167066823526463,1.0,0.5258858619492426
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,3,160201,0.0,0.06176436046541721,0.22892403013525492,0.9519843122313919,1.0,0.7872615765159848
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,4,160202,0.0,0.038282777591839526,-0.007248496336293785,0.9565799005273994,1.0,0.21710049736300308
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,5,160211,1.0,0.9696099519795613,0.03436460778963679,0.9340633671937189,1.0,0.2649888851639831
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,6,160213,0.0,0.40866679047174154,0.08356153164320351,0.9448064698790912,1.0,0.5214495716569012
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,7,160210,1.0,0.5479959516367997,0.06142618698947701,0.935110863781242,1.0,0.570921509203898
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,8,160214,1.0,0.6714526979156761,0.029388747788335536,0.9517157903693158,1.0,0.49705631345089246
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,9,160204,1.0,0.6462102218073337,0.02303081286742171,0.9188471007167361,1.0,0.4577360429927684
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,10,160212,1.0,0.6976573043333717,0.02293210201918206,0.9218339438064906,1.0,0.5862093220481684
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,11,160206,1.0,0.7503652043310951,0.5223281123729675,0.9253558401984812,1.0,0.8307277635356316
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,12,160217,1.0,0.841016843344997,-0.0921933095394894,0.9270556023207135,1.0,0.6325912437722467
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,13,160216,1.0,0.8972351688646989,-0.01920693846317048,0.9569550501106147,1.0,0.6273626586228855
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,14,160208,0.0,0.10570489335932931,0.0381388383484232,0.9597140372144077,1.0,0.2756387005945704
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,15,160207,1.0,0.9875803260580255,0.0665753816073347,0.9349883424327553,1.0,0.5159474405238843
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,16,160209,1.0,0.673151110230297,0.19548050249455456,0.9404176477948605,1.0,0.7253525695131167
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,17,160215,0.0,-0.07504695692496133,-0.11954953167388832,0.9621381115721528,1.0,0.466985300626293
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,18,160205,0.0,0.2009790911170235,0.21780194746715803,0.9459735140597614,1.0,0.46088971703346493
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,19,160218,1.0,0.9562739434800052,-0.10411096826515169,0.946448917605925,1.0,0.267755411970375
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,20,160219,0.0,0.05348586565286906,-0.0025131477526627033,0.962423602587207,1.0,0.36207045443855335
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.5,1,160203,1.0,0.9745107439829271,-0.023349094143275295,0.9495050491637217,1.0,0.2911654813647805
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.5,2,160200,0.0,0.1207783650919653,0.045826385105058084,0.9390220321246259,1.0,0.3919597267518251
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.5,3,160201,1.0,0.9661161616882332,0.20133173928332004,0.9308302735960425,1.0,0.5899104276107686
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.5,4,160202,1.0,0.951895371823117,0.005311702585057733,0.971057972345015,1.0,0.14471013827492485
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.5,5,160211,1.0,0.9576576323468956,0.029805027544308665,0.9412160791089248,1.0,0.22922532558795328
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.5,6,160213,0.0,-0.004532393062488489,-0.03220511212230093,0.9540444858819979,1.0,0.3963690940413494
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.5,7,160210,1.0,0.9975602088525158,0.0025902678457334766,0.9652046375686151,1.0,0.3914535788374602
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.5,8,160214,0.0,0.04944718699032563,-0.0056784035391290386,0.9437460068257877,1.0,0.2812699658710618
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.5,9,160204,1.0,0.968478706773297,-0.12270219277319214,0.9414892562813532,1.0,0.2925537185932342
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.5,10,160212,1.0,0.9846050677502205,-0.022674008376334175,0.9091940151585778,1.0,0.45402992420711125
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.5,11,160206,0.0,0.03226304969543137,0.460865057211081,0.9379594379177195,1.0,0.631168865152838
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.5,12,160217,1.0,0.7368153327852547,-0.014720393758060168,0.9404618592802206,1.0,0.5547346816633882
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.5,13,160216,1.0,0.9301459383036694,-0.036137901862558525,0.9559402038800466,1.0,0.48400107115584057
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.5,14,160208,0.0,0.2969893189736911,0.07175735322705414,0.9616311059314663,1.0,0.23970668794717043
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.5,15,160207,1.0,0.8349179436760656,0.15099065041018245,0.9493582085309908,1.0,0.3620823096488496
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.5,16,160209,0.0,0.425730220166477,0.20907873175466746,0.9448750219319119,1.0,0.5676945716381077
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.5,17,160215,0.0,-0.0744383231581186,-0.08914698377903019,0.9593834853910299,1.0,0.38880678585939693
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.5,18,160205,0.0,0.0625074273649242,0.09573289778549485,0.9484661399184992,1.0,0.3383112599702541
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.5,19,160218,1.0,0.5679354275566719,0.07335945293746858,0.9613832897092071,1.0,0.1930835514539645
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.5,20,160219,0.0,0.2360789195206059,0.019991843628889838,0.959387348951932,1.0,0.318400451298115
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),1.0,1,160203,1.0,0.9645728150125132,-0.016535733367851968,0.9575689789324656,1.0,0.21215510533767168
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),1.0,2,160200,0.0,0.30390793814185213,0.0782318804028795,0.9478799240259523,1.0,0.36981869163704295
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),1.0,3,160201,0.0,0.019687162929887835,0.1867481775190707,0.9363442034438201,1.0,0.39412632060778885
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),1.0,4,160202,1.0,0.9764769169294422,-0.04369816644191362,0.9612464178519009,1.0,0.19376791074049549
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),1.0,5,160211,1.0,0.9572764939830559,0.019254424977990903,0.9483687910241307,1.0,0.1934617660119234
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),1.0,6,160213,0.0,0.17144785865803244,0.08268759992856103,0.9599721193910187,1.0,0.3429123071463224
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),1.0,7,160210,1.0,0.9920401854546421,0.015899008659717342,0.8956744860451555,1.0,0.3423684709024367
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),1.0,8,160214,1.0,0.9959523751488976,-0.17266063388085592,0.9319521011941829,1.0,0.3402394940290852
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),1.0,9,160204,1.0,0.9685014776074098,-0.19205278882815055,0.9293578471095497,1.0,0.3532107644522514
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),1.0,10,160212,1.0,0.9854776315789637,-0.21944865535022218,0.910505383835222,1.0,0.5024456912323381
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),1.0,11,160206,0.0,5.398250735311194e-10,0.18951571986148225,0.9525474270825739,1.0,0.45450229317625884
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),1.0,12,160217,0.0,0.05724071242659634,-0.0012311448736586628,0.9560331717019924,1.0,0.4768781195545296
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),1.0,13,160216,1.0,0.9423764925956558,-0.1220569808987654,0.9390735196446708,1.0,0.475752873862463
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),1.0,14,160208,0.0,0.34519338316858483,0.07851897800960961,0.9514101638847536,1.0,0.24294918057623172
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),1.0,15,160207,0.0,0.0034752948572265296,0.11308490011502056,0.9485412121199103,1.0,0.2572939394004484
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),1.0,16,160209,1.0,0.8988224221045774,0.17340635288657036,0.9450352567430638,1.0,0.4593351643075833
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),1.0,17,160215,0.0,-0.04598415132180056,-0.04909228181752389,0.9691706061336215,1.0,0.31062827109250085
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),1.0,18,160205,0.0,-1.8793400234584645e-05,-0.1057564827992244,0.9587060885763529,1.0,0.23722880535304203
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),1.0,19,160218,0.0,0.28695164889802494,0.06595949674815087,0.9501108631803141,1.0,0.24944568409842915
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),1.0,20,160219,0.0,0.38387943188871765,0.03361574026555514,0.9506533483238443,1.0,0.27473044815767667
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,0.0,1,160203,1.0,0.9645728150125132,-0.016535733367851968,0.9575689789324656,1.0,0.21215510533767168
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,0.0,2,160200,0.0,0.30390793814185213,0.0782318804028795,0.9478799240259523,1.0,0.36981869163704295
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,0.0,3,160201,0.0,0.019687162929887835,0.1867481775190707,0.9363442034438201,1.0,0.39412632060778885
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,0.0,4,160202,1.0,0.9764769169294422,-0.04369816644191362,0.9612464178519009,1.0,0.19376791074049549
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,0.0,5,160211,1.0,0.9572764939830559,0.019254424977990903,0.9483687910241307,1.0,0.1934617660119234
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,0.0,6,160213,0.0,0.17144785865803244,0.08268759992856103,0.9599721193910187,1.0,0.3429123071463224
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,0.0,7,160210,1.0,0.9920401854546421,0.015899008659717342,0.8956744860451555,1.0,0.3423684709024367
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,0.0,8,160214,1.0,0.9959523751488976,-0.17266063388085592,0.9319521011941829,1.0,0.3402394940290852
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,0.0,9,160204,1.0,0.9685014776074098,-0.19205278882815055,0.9293578471095497,1.0,0.3532107644522514
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,0.0,10,160212,1.0,0.9854776315789637,-0.21944865535022218,0.910505383835222,1.0,0.5024456912323381
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,0.0,11,160206,0.0,5.398250735311194e-10,0.18951571986148225,0.9525474270825739,1.0,0.45450229317625884
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,0.0,12,160217,0.0,0.05724071242659634,-0.0012311448736586628,0.9560331717019924,1.0,0.4768781195545296
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,0.0,13,160216,1.0,0.9423764925956558,-0.1220569808987654,0.9390735196446708,1.0,0.475752873862463
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,0.0,14,160208,0.0,0.34519338316858483,0.07851897800960961,0.9514101638847536,1.0,0.24294918057623172
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,0.0,15,160207,0.0,0.0034752948572265296,0.11308490011502056,0.9485412121199103,1.0,0.2572939394004484
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,0.0,16,160209,1.0,0.8988224221045774,0.17340635288657036,0.9450352567430638,1.0,0.4593351643075833
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,0.0,17,160215,0.0,-0.04598415132180056,-0.04909228181752389,0.9691706061336215,1.0,0.31062827109250085
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,0.0,18,160205,0.0,-1.8793400234584645e-05,-0.1057564827992244,0.9587060885763529,1.0,0.23722880535304203
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,0.0,19,160218,0.0,0.28695164889802494,0.06595949674815087,0.9501108631803141,1.0,0.24944568409842915
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,0.0,20,160219,0.0,0.38387943188871765,0.03361574026555514,0.9506533483238443,1.0,0.27473044815767667
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,1.0,1,160203,1.0,0.9645728150125132,-0.016535733367851968,0.9575689789324656,1.0,0.21215510533767168
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,1.0,2,160200,0.0,0.30390793814185213,0.0782318804028795,0.9478799240259523,1.0,0.36981869163704295
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,1.0,3,160201,0.0,0.019687162929887835,0.1867481775190707,0.9363442034438201,1.0,0.39412632060778885
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,1.0,4,160202,1.0,0.9764769169294422,-0.04369816644191362,0.9612464178519009,1.0,0.19376791074049549
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,1.0,5,160211,1.0,0.9572764939830559,0.019254424977990903,0.9483687910241307,1.0,0.1934617660119234
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,1.0,6,160213,0.0,0.17144785865803244,0.08268759992856103,0.9599721193910187,1.0,0.3429123071463224
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,1.0,7,160210,1.0,0.9920401854546421,0.015899008659717342,0.8956744860451555,1.0,0.3423684709024367
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,1.0,8,160214,1.0,0.9959523751488976,-0.17266063388085592,0.9319521011941829,1.0,0.3402394940290852
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,1.0,9,160204,1.0,0.9685014776074098,-0.19205278882815055,0.9293578471095497,1.0,0.3532107644522514
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,1.0,10,160212,1.0,0.9854776315789637,-0.21944865535022218,0.910505383835222,1.0,0.5024456912323381
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,1.0,11,160206,0.0,5.398250735311194e-10,0.18951571986148225,0.9525474270825739,1.0,0.45450229317625884
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,1.0,12,160217,0.0,0.05724071242659634,-0.0012311448736586628,0.9560331717019924,1.0,0.4768781195545296
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,1.0,13,160216,1.0,0.9423764925956558,-0.1220569808987654,0.9390735196446708,1.0,0.475752873862463
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,1.0,14,160208,0.0,0.34519338316858483,0.07851897800960961,0.9514101638847536,1.0,0.24294918057623172
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,1.0,15,160207,0.0,0.0034752948572265296,0.11308490011502056,0.9485412121199103,1.0,0.2572939394004484
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,1.0,16,160209,1.0,0.8988224221045774,0.17340635288657036,0.9450352567430638,1.0,0.4593351643075833
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,1.0,17,160215,0.0,-0.04598415132180056,-0.04909228181752389,0.9691706061336215,1.0,0.31062827109250085
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,1.0,18,160205,0.0,-1.8793400234584645e-05,-0.1057564827992244,0.9587060885763529,1.0,0.23722880535304203
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,1.0,19,160218,0.0,0.28695164889802494,0.06595949674815087,0.9501108631803141,1.0,0.24944568409842915
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,1.0,20,160219,0.0,0.38387943188871765,0.03361574026555514,0.9506533483238443,1.0,0.27473044815767667
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,1,160204,1.0,0.9685113067368485,-0.22076809867609315,0.9140622343138922,1.0,0.4296888284305389
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,2,160213,1.0,0.9830050482400222,0.016375387758821885,0.923399705289911,1.0,0.8746319449230329
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,3,160211,1.0,0.9815920488071851,-0.05277530077747411,0.9139598560221339,1.0,0.9985023011540084
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,4,160212,1.0,0.9854776316314111,-0.2996668432442152,0.9165720458023269,1.0,0.6579884792517623
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,5,160210,1.0,0.9979351828800164,-0.2066539671549774,0.9328790470422927,1.0,0.815678542237069
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,6,160200,1.0,0.7424998600401115,0.03848887468297006,0.935334840822211,1.0,0.33608265533512316
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,7,160203,1.0,0.9845946041817598,-0.31255512897470794,0.9014602479528719,1.0,0.7189478085764337
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,8,160201,1.0,0.9731025636057087,0.19011088306726337,0.9294710685456242,1.0,0.9280004286252093
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,9,160202,1.0,0.9773879449656238,-0.12556533858232738,0.9280831960529263,1.0,0.47015681065135784
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,10,160214,1.0,0.995960240668671,-0.2298964314587332,0.9481060148889168,1.0,0.43121518784633983
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,11,160209,1.0,0.9718831466751416,0.17817580959407153,0.92860435571905,1.0,0.35697822140475033
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,12,160218,1.0,0.9249625294718117,0.02892743034126126,0.9649321169298464,1.0,0.17533941535076825
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,13,160208,0.0,0.3957024898787359,0.08352986715069688,0.9412141723409345,1.0,0.5261051118461024
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,14,160215,0.0,-0.07192533928440803,-0.01687256030998479,0.9240276491101448,1.0,1.1281101195887953
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,15,160206,0.0,5.327745662420114e-07,0.21802353268292052,0.8978535113257401,1.0,1.238283630756734
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,16,160219,0.0,-0.050576991823301665,-0.09882295399970806,0.9560047044020696,1.0,1.0362005566289483
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,17,160205,0.0,0.0033616035537242794,0.14855608671546963,0.9588105037313925,1.0,1.1055019366756649
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,18,160207,1.0,0.9627881576425047,0.10813005359635491,0.9375872683416192,1.0,0.4873666999392362
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,19,160216,1.0,0.8611217302743932,-0.02494973981830098,0.9158472827683182,1.0,0.6956521739130435
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,20,160217,0.0,-0.1514448734540491,-0.11194210325213405,0.9251474271126662,1.0,0.5517636053641704
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.5,1,160204,1.0,0.9674097664780146,-0.05454823167844743,0.9688529483440581,1.0,0.15573525827970947
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.5,2,160213,1.0,0.8722530582941544,0.056775884585688774,0.9319021641754011,1.0,0.6943005477108302
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.5,3,160211,1.0,0.9637963473592398,0.005348827988855026,0.9370774918198476,1.0,0.8829141221654401
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.5,4,160212,1.0,0.9854776316316669,-0.3455030255164668,0.9307780509183701,1.0,0.7495441654342156
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.5,5,160210,1.0,0.9979347874810389,-0.1264956525667134,0.9608399738827796,1.0,0.6707061980485504
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.5,6,160200,1.0,0.739659273308289,0.043580986721472134,0.9361545117556814,1.0,0.3407137428336155
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.5,7,160203,1.0,0.9720497806511887,-0.03653663960225362,0.9322772800099638,1.0,0.33861359995018114
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.5,8,160201,1.0,0.6465709319453515,0.2591338822184146,0.9380428225982739,1.0,0.9940056363139449
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.5,9,160202,1.0,0.9773879710139791,-0.1269233909764299,0.928565252046227,1.0,0.472567090617861
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.5,10,160214,1.0,0.9959599457185625,-0.17494526055233842,0.9500464894417673,1.0,0.3213156196321386
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.5,11,160209,1.0,0.9247655790041706,0.18733942918795987,0.9185751235147559,1.0,0.4071243824262204
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.5,12,160218,1.0,0.9253195945686561,0.028914622346916594,0.9648678123544624,1.0,0.17566093822768813
