participant,direction-qualified cohort (0/1),xai,model family,parameter,parameter label,parameter value,case,instance id,success,target confidence gain,boundary improvement,plausibility,actionability,edit L1
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,13,160219,1.0,0.7766737014536507,-0.02256699538125026,0.9541641857531855,0.0,0.581452793658026
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,14,160208,1.0,0.9339376259869979,0.011572120661935914,0.945008803927505,1.0,0.32610511184610247
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,15,160216,1.0,0.9387426706857854,-0.12501897376708623,0.9458275547149295,0.0,0.5128030730164885
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,16,160215,0.0,0.3290618350324932,0.053680764481636396,0.9416806520420167,0.0,0.7433460504203787
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,17,160218,0.0,0.3500796959264286,0.07251305345468244,0.9849321169298464,1.0,0.07533941535076827
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,18,160206,0.0,3.576869953170192e-05,0.4635916019305063,0.9200166571315672,0.0,0.9454880251621205
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,19,160207,1.0,0.9987390287038983,0.11703248167952301,0.9653954577296908,1.0,0.28736669993923625
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,20,160205,0.0,-1.88053460177251e-05,0.048200196865353095,0.8952906463798919,0.0,0.710977209005644
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,1,160212,0.0,0.026073921708254698,-0.009292022346736588,0.9476434907674582,0.0,0.7766265635635015
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,2,160213,1.0,0.6189673775248469,0.05413523607594514,0.947334934234561,0.0,0.4657589641287016
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,3,160200,0.0,0.10061523245839159,0.031244587985859926,0.9268654202207498,0.0,0.12273114089310277
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,4,160201,1.0,0.6428891454162295,0.25372238783694706,0.9450885240876482,1.0,0.7491334330021671
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,5,160204,1.0,0.924720685231964,-0.009947975366915711,0.9528263643549403,0.0,0.25588202383464476
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,6,160203,0.0,0.1129127811609282,0.019298427222652237,0.9646297141217376,0.0,0.17685142939131202
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,7,160211,0.0,0.0805076569617894,0.023659461828649697,0.9392503579141647,1.0,0.5228940516833044
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,8,160202,1.0,0.552499489342658,0.050936563043558404,0.9513711983342712,0.0,0.25023428510728635
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,9,160214,0.0,0.10354561324231953,0.006959590050314303,0.9734440300658078,0.0,0.1327798496709608
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,10,160210,0.0,0.08017564136587099,0.04288958802116398,0.9433111420600078,0.0,0.5140141990214879
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,11,160217,1.0,0.8164672272183354,-0.0351878073671566,0.9254670241665879,0.0,0.8543311993005936
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,12,160209,1.0,0.9987919506826165,-0.06761875846650439,0.9079451339640489,1.0,0.7274332955163656
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,13,160219,1.0,0.6994670298323221,-0.013731028639359322,0.9244169080453726,0.0,0.6852468472009452
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,14,160208,1.0,0.8020224234756976,0.05803908601437513,0.9373807507789812,1.0,0.4306678522920464
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,15,160216,1.0,0.9410972077301342,-0.1403797249399732,0.928245963234693,0.0,0.44809124124220484
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,16,160215,0.0,-0.06470874132281768,-0.029709675076635793,0.9379195030281233,0.0,0.9036460231812731
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,17,160218,1.0,0.49352668905073327,0.08027054920143116,0.982759948707489,1.0,0.08620025646255514
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,18,160206,0.0,2.0809134859689493e-08,0.33333422266465884,0.9482766835516,0.0,1.1394256672212533
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,19,160207,0.0,0.38008347862999936,0.19379638760970497,0.943785539241419,1.0,0.575409880541777
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,20,160205,0.0,0.054523328353470735,0.21630867527257142,0.9554276459247258,1.0,1.0682319093185688
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,1,160212,1.0,0.8928035608087806,0.01656219290627798,0.9639071622158442,0.0,0.18046418892077926
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,2,160213,0.0,-0.002885288983007721,-0.03224145816691443,0.9510014835085632,1.0,0.3811540821741761
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,3,160200,0.0,0.1244482237029296,0.05173453819935865,0.9549969616772814,0.0,0.20283648456304182
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,4,160201,0.0,0.4705112736615601,0.2749777626256255,0.9413162916290332,1.0,0.7302722707090921
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,5,160204,1.0,0.9684642383022974,-0.09675852957615899,0.953876571117098,0.0,0.2306171444145101
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,6,160203,0.0,0.07357018815268551,0.024584044024595353,0.9605635425168829,0.0,0.19718228741558544
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,7,160211,0.0,0.04799544456658293,0.01669871912862106,0.93415788127304,1.0,0.48918200520608396
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,8,160202,1.0,0.9337949085221422,0.018312136096392047,0.9646293068415959,0.0,0.2360947000381277
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,9,160214,1.0,0.9103737817227289,0.015356101380588134,0.9753906918167966,1.0,0.12304654091601674
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,10,160210,1.0,0.6252737633479527,0.06142028883161767,0.9455512316226007,1.0,0.16904999098381918
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,11,160217,1.0,0.7793298036385714,-0.020370777818873587,0.9326545248178345,1.0,0.4038773545184046
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,12,160209,1.0,0.9858220277718459,0.082212553848135,0.911864405350765,1.0,0.5105601052906268
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,13,160219,1.0,0.9320527032662321,-0.08318824858854423,0.9551751978288581,1.0,0.386173863687007
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,14,160208,0.0,0.45269523104135767,0.08741906485654655,0.9552087459044882,1.0,0.5252778708711436
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,15,160216,1.0,0.9187126329649883,-0.06415983464000757,0.9594539021601232,1.0,0.20273048919938447
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,16,160215,1.0,0.5977021086369046,0.04467831898469233,0.9432630104925099,0.0,0.6929606878611982
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,17,160218,0.0,0.36817091724022144,0.07389669113368245,0.9846553893939963,1.0,0.07672305303001842
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,18,160206,0.0,0.017573050750105512,0.46178945620816614,0.9386019057319576,1.0,0.6343812042240278
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,19,160207,0.0,0.19443174390300466,0.17751506829612348,0.9564893919813537,1.0,0.623452688266876
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,20,160205,0.0,0.46423565475504225,0.2795517130420293,0.9220796080177451,1.0,0.9058228126760732
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,1,160212,1.0,0.8928035608087806,0.01656219290627798,0.9639071622158442,0.0,0.18046418892077926
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,2,160213,0.0,-0.002885288983007721,-0.03224145816691443,0.9510014835085632,1.0,0.3811540821741761
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,3,160200,0.0,0.1244482237029296,0.05173453819935865,0.9549969616772814,0.0,0.20283648456304182
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,4,160201,0.0,0.4705112736615601,0.2749777626256255,0.9413162916290332,1.0,0.7302722707090921
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,5,160204,1.0,0.9684642383022974,-0.09675852957615899,0.953876571117098,0.0,0.2306171444145101
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,6,160203,0.0,0.07357018815268551,0.024584044024595353,0.9605635425168829,0.0,0.19718228741558544
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,7,160211,0.0,0.04799544456658293,0.01669871912862106,0.93415788127304,1.0,0.48918200520608396
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,8,160202,1.0,0.9337949085221422,0.018312136096392047,0.9646293068415959,0.0,0.2360947000381277
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,9,160214,1.0,0.9103737817227289,0.015356101380588134,0.9753906918167966,1.0,0.12304654091601674
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,10,160210,1.0,0.6252737633479527,0.06142028883161767,0.9455512316226007,1.0,0.16904999098381918
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,11,160217,1.0,0.7793298036385714,-0.020370777818873587,0.9326545248178345,1.0,0.4038773545184046
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,12,160209,1.0,0.9858220277718459,0.082212553848135,0.911864405350765,1.0,0.5105601052906268
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,13,160219,1.0,0.9320527032662321,-0.08318824858854423,0.9551751978288581,1.0,0.386173863687007
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,14,160208,0.0,0.45269523104135767,0.08741906485654655,0.9552087459044882,1.0,0.5252778708711436
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,15,160216,1.0,0.9187126329649883,-0.06415983464000757,0.9594539021601232,1.0,0.20273048919938447
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,16,160215,1.0,0.5977021086369046,0.04467831898469233,0.9432630104925099,0.0,0.6929606878611982
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,17,160218,0.0,0.36817091724022144,0.07389669113368245,0.9846553893939963,1.0,0.07672305303001842
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,18,160206,0.0,0.017573050750105512,0.46178945620816614,0.9386019057319576,1.0,0.6343812042240278
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,19,160207,0.0,0.19443174390300466,0.17751506829612348,0.9564893919813537,1.0,0.623452688266876
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,20,160205,0.0,0.46423565475504225,0.2795517130420293,0.9220796080177451,1.0,0.9058228126760732
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,1,160212,1.0,0.9638841212462527,0.0007199166763207712,0.9624246839495019,1.0,0.1878765802524907
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,2,160213,0.0,-0.0045895523451431166,-0.035981029809889764,0.9518957362612226,1.0,0.38562534593747333
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,3,160200,0.0,0.24713500800762267,0.07188817182249123,0.9410988361434792,1.0,0.1847758928486396
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,4,160201,0.0,0.11301568865516468,0.22961361517632572,0.9172696520574251,1.0,0.6896151536419852
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,5,160204,1.0,0.9684633436233927,-0.11359240648538163,0.9537784894919114,0.0,0.23110755254044307
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,6,160203,0.0,0.47747056595043824,0.06007984826829629,0.9617944367733503,1.0,0.1910278161332483
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,7,160211,0.0,0.04966934407265916,0.011126061962615091,0.930917573867059,1.0,0.48510998440333636
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,8,160202,1.0,0.9312840727532341,0.01674639236543731,0.9611731000068967,0.0,0.23191499020020107
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,9,160214,1.0,0.9070059669110294,0.015913602905914877,0.9752861049626144,1.0,0.12356947518692818
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,10,160210,1.0,0.6468724456259579,0.06051440848695046,0.9447119977487531,1.0,0.16780967791626877
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,11,160217,1.0,0.6329684253219195,0.009310163511268066,0.9405666936632044,1.0,0.3984677024590583
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,12,160209,1.0,0.9858220277718459,0.082212553848135,0.911864405350765,1.0,0.5105601052906268
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,13,160219,1.0,0.9321341922056606,-0.03737580105518151,0.9531705574954847,1.0,0.3886930497137575
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,14,160208,1.0,0.9867992471705177,-0.052432857938958966,0.9276722206867245,1.0,0.44676061641474163
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,15,160216,1.0,0.919117910877627,-0.06528221178221541,0.959267071688988,1.0,0.20366464155506026
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,16,160215,0.0,0.18608816317114762,0.03407008483299984,0.9579732848826642,1.0,0.6890567331407131
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,17,160218,0.0,0.2926273405422485,0.06791221764968246,0.9858522840909452,1.0,0.07073857954527424
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,18,160206,0.0,0.024482668792945805,0.4606704887206907,0.937675740500604,1.0,0.6297503780672599
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,19,160207,1.0,0.9540483977484052,0.12285574014740216,0.9254345180298562,1.0,0.5538818382741655
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,20,160205,1.0,0.5459290701731893,0.2751032806915313,0.9119273889951462,1.0,0.8997989220202285
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,1,160212,1.0,0.49173929521520876,0.03702974726023079,0.9620460976839461,1.0,0.1897695115802696
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,2,160213,0.0,0.27533461280650506,0.08719276852018035,0.9478962968101569,1.0,0.3780758188659483
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,3,160200,0.0,0.21072160614085358,0.05742808784910451,0.9378401446943572,1.0,0.17834775013981363
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,4,160201,0.0,0.007274075278752274,0.18466483712412854,0.9290627446573926,1.0,0.6648695043126823
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,5,160204,1.0,0.9682663602721358,-0.1012977893876422,0.9523988842460983,1.0,0.23800557876950826
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,6,160203,1.0,0.975025230655274,-0.005134264051467108,0.9621026829275316,1.0,0.1894865853623418
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,7,160211,1.0,0.9804259212263139,7.633455036162862e-05,0.9400334049104669,1.0,0.46144156829775484
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,8,160202,1.0,0.9699070216544674,-0.01474065394052309,0.952111712172031,1.0,0.2394414391398445
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,9,160214,1.0,0.7594531908655233,0.03359082884101506,0.9745762354879122,1.0,0.12711882256043944
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,10,160210,0.0,0.015312845111667282,0.02659753341581196,0.9230185010071676,1.0,0.16570030141469472
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,11,160217,0.0,0.19287816549877612,0.017123773536949105,0.9496631006190953,1.0,0.3922483715040089
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,12,160209,0.0,0.0009109147642855087,0.06982732857105478,0.9304347826086956,1.0,0.34782608695652173
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,13,160219,1.0,0.8902089685419105,-0.03289024171445956,0.959417338638145,1.0,0.3683278042886451
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,14,160208,1.0,0.9222847042452004,0.037091137745618175,0.9284624212867661,1.0,0.3576878935661692
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,15,160216,1.0,0.5374448987805683,0.02809964550825786,0.9618281759002814,1.0,0.1908591204985935
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,16,160215,0.0,0.16688748228674366,0.04016039087214985,0.9567163969798067,1.0,0.7193978491591655
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,17,160218,0.0,0.0856990565616974,0.027359686477040443,0.9868805048189851,1.0,0.06559747590507425
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,18,160206,0.0,1.1775487462895029e-07,0.1790989122550385,0.9252459080313791,1.0,0.520588116139594
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,19,160207,1.0,0.9427012773301474,0.11575804116586355,0.9315850888500752,1.0,0.5241755846326344
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,20,160205,0.0,0.05908662791773378,0.18956449559856497,0.8941283475973971,1.0,0.7226541304213283
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,1,160212,0.0,0.017784848758347384,0.007544519828083691,0.9939071622158442,0.0,0.03046418892077929
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,2,160213,0.0,0.0017845771046673111,0.009344561146753472,0.9437691835651647,1.0,0.2811540821741762
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,3,160200,0.0,0.07478175701130933,0.048691427013569225,0.9349969616772814,0.0,0.10283648456304179
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,4,160201,1.0,0.6646051212082401,0.24999766154181152,0.9327579049763778,1.0,0.5802722707090919
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,5,160204,0.0,0.1159622449782451,0.02174250816224061,0.993876571117098,0.0,0.030617144414510022
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,6,160203,0.0,0.05148763581991522,0.015105324779190937,0.9905635425168829,0.0,0.04718228741558547
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,7,160211,0.0,0.007355883973691472,-0.014443515733726292,0.9429245586479763,1.0,0.3891820052060839
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,8,160202,0.0,0.0020851851925294262,0.006039419306187448,0.9927810599923744,0.0,0.03609470003812765
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,9,160214,0.0,0.00911837659329927,0.013335429534448225,0.9953906918167966,1.0,0.02304654091601674
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,10,160210,0.0,0.0006670585636139878,0.0042047861217340415,0.9355512316226007,1.0,0.019049990983819154
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,11,160217,1.0,0.595699418027927,0.008998169105408627,0.9451329804954071,1.0,0.30387735451840464
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,12,160209,1.0,0.9712168995630269,0.006680251731736031,0.9218644053507649,1.0,0.4605601052906268
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,13,160219,1.0,0.9219448181615063,-0.049891568384785895,0.9529420314297105,1.0,0.286173863687007
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,14,160208,1.0,0.6220035230770898,0.0769468199756893,0.9552087459044882,1.0,0.4252778708711436
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,15,160216,1.0,0.7230638326307033,0.014051548140765618,0.9794539021601231,1.0,0.10273048919938449
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,16,160215,1.0,0.8087554111165686,0.0037112713335210393,0.9624893286983416,0.0,0.4929606878611982
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,17,160218,0.0,0.03435582898012368,0.02389669113368241,0.9946553893939963,1.0,0.02672305303001843
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,18,160206,0.0,0.0005271587067601224,0.36739492517473527,0.9251063905157136,1.0,0.5343812042240277
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,19,160207,1.0,0.769247966716547,0.17456929576016822,0.9364893919813537,1.0,0.5234526882668762
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,20,160205,0.0,0.47492240176532197,0.2806130488337412,0.9259678778394747,1.0,0.8058228126760731
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,1,160212,1.0,0.8928035608087806,0.01656219290627798,0.9639071622158442,0.0,0.18046418892077926
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,2,160213,0.0,-0.002885288983007721,-0.03224145816691443,0.9510014835085632,1.0,0.3811540821741761
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,3,160200,0.0,0.1244482237029296,0.05173453819935865,0.9549969616772814,0.0,0.20283648456304182
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,4,160201,0.0,0.4705112736615601,0.2749777626256255,0.9413162916290332,1.0,0.7302722707090921
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,5,160204,1.0,0.9684642383022974,-0.09675852957615899,0.953876571117098,0.0,0.2306171444145101
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,6,160203,0.0,0.07357018815268551,0.024584044024595353,0.9605635425168829,0.0,0.19718228741558544
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,7,160211,0.0,0.04799544456658293,0.01669871912862106,0.93415788127304,1.0,0.48918200520608396
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,8,160202,1.0,0.9337949085221422,0.018312136096392047,0.9646293068415959,0.0,0.2360947000381277
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,9,160214,1.0,0.9103737817227289,0.015356101380588134,0.9753906918167966,1.0,0.12304654091601674
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,10,160210,1.0,0.6252737633479527,0.06142028883161767,0.9455512316226007,1.0,0.16904999098381918
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,11,160217,1.0,0.7793298036385714,-0.020370777818873587,0.9326545248178345,1.0,0.4038773545184046
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,12,160209,1.0,0.9858220277718459,0.082212553848135,0.911864405350765,1.0,0.5105601052906268
