variant,representation,scope,lapse_global,decay,distance,selection_spread,edit_blend,age_actionable,margin,in_sample_selection_nll,in_sample_expected_selection_f1,in_sample_map_selection_f1,in_sample_exact_subset_accuracy,in_sample_cardinality_mae,in_sample_amount_mae,in_sample_direction_accuracy,in_sample_zero_amount_mae,cv_selection_nll,cv_expected_selection_f1,cv_map_selection_f1,cv_exact_subset_accuracy,cv_cardinality_mae,cv_amount_mae,cv_direction_accuracy,cv_zero_amount_mae,participant,xai,testing_cases,selected_by_cv,locked_feature,fixed_cardinality
base_exemplar,base,exemplar,0.4,1.0,0.0,8.0,0.0,1,0.025,1.283283018977658,0.29755010299670726,0.35,0.35,0.0,0.1456075911735179,0.7,0.2353075445634,1.383920206351832,0.28585521592568375,0.3,0.3,0.0,0.16781713044161145,0.7,0.2353075445634,R_61LUcA8btLtAme9,counterfactual,20,0,glucose,1
base_prototype,base,prototype,0.4,1.0,nan,8.0,0.0,1,0.025,1.283283018977658,0.29755010299670726,0.35,0.35,0.0,0.1456075911735179,0.7,0.2353075445634,1.283283018977658,0.2975501029967073,0.35,0.35,0.0,0.15267535711113528,0.7,0.2353075445634,R_61LUcA8btLtAme9,counterfactual,20,0,glucose,1
counterfactual_exemplar,counterfactual,exemplar,0.4,0.5,0.0,2.0,0.75,1,0.05,0.9859346398684414,0.382079334603814,0.6,0.6,0.0,0.0634116654243081,0.95,0.2353075445634,1.020106166780409,0.3719372971947255,0.5,0.5,0.0,0.06329177257256408,0.95,0.2353075445634,R_61LUcA8btLtAme9,counterfactual,20,0,glucose,1
counterfactual_prototype,counterfactual,prototype,0.4,0.5,nan,2.0,0.75,1,0.05,0.9859346398684414,0.382079334603814,0.6,0.6,0.0,0.0634116654243081,0.95,0.2353075445634,1.020106166780409,0.3719372971947255,0.5,0.5,0.0,0.06329177257256408,0.95,0.2353075445634,R_61LUcA8btLtAme9,counterfactual,20,1,glucose,1
base_exemplar,base,exemplar,0.4,1.0,24.0,8.0,0.0,1,0.05,1.1535692840712843,0.3464158433601297,0.25,0.25,0.0,0.13796808801948274,0.75,0.22169618323725998,1.2649750151060997,0.31591160003711016,0.25,0.25,0.0,0.1313293475356763,0.8,0.22169618323726,R_68hRmSDsu9B7qfv,none,20,0,glucose,1
base_prototype,base,prototype,0.4,1.0,nan,8.0,0.0,1,0.025,1.1667486926255957,0.31594434437193464,0.3,0.3,0.0,0.11419619008422657,0.8,0.22169618323725998,1.2057394746558547,0.3071639094500299,0.3,0.3,0.0,0.12123473233935456,0.8,0.22169618323726,R_68hRmSDsu9B7qfv,none,20,1,glucose,1
base_exemplar,base,exemplar,0.4,0.5,0.0,8.0,0.0,1,0.0,1.1948238406886873,0.30962076413315637,0.35,0.35,0.0,0.13354703885634636,0.9,0.19114953588164502,1.3285513611225759,0.2968811226108202,0.4,0.4,0.0,0.1287087293022168,0.85,0.191149535881645,R_6AFu63hQCRQWzlx,none,20,0,glucose,1
base_prototype,base,prototype,0.4,0.5,nan,8.0,0.0,1,0.0,1.1948238406886873,0.30962076413315637,0.35,0.35,0.0,0.13354703885634636,0.9,0.19114953588164502,1.194823840688687,0.3096207641331563,0.35,0.35,0.0,0.13354703885634633,0.9,0.191149535881645,R_6AFu63hQCRQWzlx,none,20,1,glucose,1
additive_exemplar,additive,exemplar,0.4,1.0,24.0,0.025,0.0,1,0.2,1.3987097255495429,0.24702182063173095,0.1,0.1,0.0,0.15820856106578038,0.95,0.35141926444570004,1.4060460955091925,0.24515952063571228,0.05,0.05,0.0,0.15955162007662557,0.95,0.35141926444570004,R_6ikddGkEAp6v5rs,attribution,20,0,glucose,1
additive_prototype,additive,prototype,0.4,4.0,nan,0.025,0.0,1,0.2,1.4015966043016572,0.2462774779048434,0.1,0.1,0.0,0.14101678651836974,1.0,0.35141926444570004,1.401596604301657,0.24627747790484333,0.1,0.1,0.0,0.1410167865183697,1.0,0.35141926444570004,R_6ikddGkEAp6v5rs,attribution,20,0,glucose,1
base_exemplar,base,exemplar,0.4,0.0,12.0,8.0,0.0,1,0.2,1.2849672825155987,0.3053988514413163,0.35,0.35,0.0,0.10386644615190302,1.0,0.35141926444570004,1.3227675426671852,0.29380949054066036,0.35,0.35,0.0,0.1051134944444605,1.0,0.35141926444570004,R_6ikddGkEAp6v5rs,attribution,20,1,glucose,1
base_prototype,base,prototype,0.4,0.0,nan,0.25,0.0,1,0.1,1.3501408993073323,0.2644507165722446,0.35,0.35,0.0,0.11283655803893519,1.0,0.35141926444570004,1.4223549183491513,0.25307986080423306,0.35,0.35,0.0,0.12228584154553288,1.0,0.35141926444570004,R_6ikddGkEAp6v5rs,attribution,20,0,glucose,1
additive_exemplar,additive,exemplar,0.4,1.0,12.0,1.0,0.0,1,0.1,1.1612833101286681,0.3671867101575894,0.5,0.5,0.0,0.18387417240572204,0.85,0.35035820149715,1.256210289159087,0.3435222699773437,0.35,0.35,0.0,0.20871263496868436,0.85,0.35035820149714997,R_6odNeloeBdVKGdj,counterfactual,20,0,glucose,1
additive_prototype,additive,prototype,0.4,0.0,nan,1.0,0.0,1,0.1,1.2364486057017747,0.3394127795080887,0.45,0.45,0.0,0.17857331995417763,0.85,0.35035820149715,1.2584336104298792,0.3181127834731608,0.45,0.45,0.0,0.20498312607949484,0.85,0.35035820149714997,R_6odNeloeBdVKGdj,counterfactual,20,0,glucose,1
base_exemplar,base,exemplar,0.4,0.5,12.0,4.0,0.0,1,0.1,1.0963514461576367,0.3776045595734757,0.5,0.5,0.0,0.22432480286708428,0.85,0.35035820149715,1.2566666759466218,0.3493799069631339,0.45,0.45,0.0,0.2619793060451133,0.8,0.35035820149714997,R_6odNeloeBdVKGdj,counterfactual,20,0,glucose,1
base_prototype,base,prototype,0.4,0.5,nan,8.0,0.0,1,0.1,1.1881588265685292,0.31741250522770265,0.4,0.4,0.0,0.22453677355518678,0.85,0.35035820149715,1.2522959249417018,0.30973922452990876,0.45,0.45,0.0,0.2356284920665348,0.85,0.35035820149714997,R_6odNeloeBdVKGdj,counterfactual,20,1,glucose,1
counterfactual_exemplar,counterfactual,exemplar,0.4,0.0,24.0,1.0,0.0,1,0.025,1.121313079051181,0.3688551066557128,0.6,0.6,0.0,0.24132772252687168,0.75,0.35035820149715,1.387288158640069,0.30431438805479916,0.45,0.45,0.0,0.22432664652027895,0.85,0.35035820149714997,R_6odNeloeBdVKGdj,counterfactual,20,0,glucose,1
counterfactual_prototype,counterfactual,prototype,0.4,0.0,nan,2.0,0.25,1,0.05,1.164317636771411,0.36734681782535417,0.6,0.6,0.0,0.21729423490699165,0.8,0.35035820149715,1.2950093681036186,0.3359918305426665,0.6,0.6,0.0,0.22080400055050092,0.8,0.35035820149714997,R_6odNeloeBdVKGdj,counterfactual,20,0,glucose,1
additive_exemplar,additive,exemplar,0.4,1.0,24.0,0.5,0.0,1,0.3,1.2823211955980818,0.3186536431863828,0.4,0.4,0.0,0.2415936460575893,0.7,0.35306915898798996,1.3340602795960372,0.2900190936596898,0.4,0.4,0.0,0.25177596578622813,0.7,0.3530691589879901,R_6wXGfWyjo5t4lnH,attribution,20,0,glucose,1
additive_prototype,additive,prototype,0.4,0.0,nan,0.1,0.0,1,0.3,1.3642121911316771,0.2587650965800558,0.35,0.35,0.0,0.24870938588602506,0.75,0.35306915898798996,1.4274474466939786,0.24673077975091143,0.35,0.35,0.0,0.2680572119730077,0.75,0.3530691589879901,R_6wXGfWyjo5t4lnH,attribution,20,0,glucose,1
base_exemplar,base,exemplar,0.4,0.5,12.0,8.0,0.0,1,0.2,1.1899004742125623,0.3277015155978361,0.4,0.4,0.0,0.23661163700395868,0.75,0.35306915898798996,1.2913833747494152,0.30298776395578897,0.45,0.45,0.0,0.26373908449533884,0.75,0.3530691589879901,R_6wXGfWyjo5t4lnH,attribution,20,1,glucose,1
base_prototype,base,prototype,0.4,0.5,nan,8.0,0.0,1,0.1,1.2173620708708035,0.3087793545919357,0.4,0.4,0.0,0.25484103352737847,0.75,0.35306915898798996,1.3268288385379834,0.29384703196740164,0.4,0.4,0.0,0.2806666471892438,0.75,0.3530691589879901,R_6wXGfWyjo5t4lnH,attribution,20,0,glucose,1
base_exemplar,base,exemplar,0.4,0.5,0.0,8.0,0.0,1,0.0,1.2939174069269477,0.2906438380300961,0.25,0.25,0.0,0.17127941892685442,0.55,0.18170874777913,1.6694575229101276,0.24703494040951957,0.3,0.3,0.0,0.16277304668451237,0.55,0.18170874777913,R_71RY4LPSIYx8Hst,none,20,0,glucose,1
base_prototype,base,prototype,0.4,0.5,nan,8.0,0.0,1,0.0,1.2939174069269477,0.2906438380300961,0.25,0.25,0.0,0.17127941892685442,0.55,0.18170874777913,1.4540140767278829,0.27342850484664194,0.25,0.25,0.0,0.177644063433338,0.55,0.18170874777913,R_71RY4LPSIYx8Hst,none,20,1,glucose,1
additive_exemplar,additive,exemplar,0.4,1.0,24.0,0.025,0.0,1,0.2,1.3896950676408648,0.24932585012453728,0.2,0.2,0.0,0.23197235338585234,0.85,0.35484014517995,1.4016427840495216,0.24635016010359947,0.15,0.15,0.0,0.23897042721008685,0.85,0.35484014517995,R_7HbIET5CgcoCLFJ,attribution,20,0,glucose,1
additive_prototype,additive,prototype,0.4,4.0,nan,0.025,0.0,1,0.1,1.3925819463929794,0.24858150739764967,0.2,0.2,0.0,0.26905308064830097,0.8,0.35484014517995,1.3925819463929792,0.24858150739764961,0.2,0.2,0.0,0.27905308064830103,0.8,0.35484014517995,R_7HbIET5CgcoCLFJ,attribution,20,1,glucose,1
base_exemplar,base,exemplar,0.4,0.0,12.0,0.25,0.0,1,0.1,1.362883303511293,0.26438755454037843,0.35,0.35,0.0,0.1953349855245036,0.8,0.35484014517995,1.5018492493805347,0.2410405843249898,0.35,0.35,0.0,0.2131772283749259,0.8,0.35484014517995,R_7HbIET5CgcoCLFJ,attribution,20,0,glucose,1
base_prototype,base,prototype,0.4,0.0,nan,0.1,0.0,1,0.1,1.382701113084795,0.2524480693567427,0.35,0.35,0.0,0.20920215779776216,0.8,0.35484014517995,1.4198721783100656,0.24450433343601147,0.35,0.35,0.0,0.20920215779776216,0.8,0.35484014517995,R_7HbIET5CgcoCLFJ,attribution,20,0,glucose,1
additive_exemplar,additive,exemplar,0.4,2.0,2.0,8.0,0.0,1,0.2,1.0693962921034743,0.401114725833537,0.3,0.3,0.0,0.15794165100436844,0.85,0.27955141295674996,1.1166685711326374,0.3935256748521144,0.3,0.3,0.0,0.1528661600645574,0.85,0.27955141295674996,R_7KJVcP40lic0MLg,counterfactual,20,1,glucose,1
additive_prototype,additive,prototype,0.4,2.0,nan,8.0,0.0,1,0.2,1.0786066730610597,0.3974205338819618,0.35,0.35,0.0,0.1658276401470397,0.85,0.27955141295674996,1.1277182706459978,0.38955364988392055,0.3,0.3,0.0,0.16990978169886845,0.8,0.27955141295674996,R_7KJVcP40lic0MLg,counterfactual,20,0,glucose,1
base_exemplar,base,exemplar,0.4,1.0,0.0,8.0,0.0,1,0.1,1.243779485360203,0.3010649778071208,0.15,0.15,0.0,0.15450433252551884,0.85,0.27955141295674996,1.243779485360203,0.3010649778071208,0.15,0.15,0.0,0.15450433252551887,0.85,0.27955141295674996,R_7KJVcP40lic0MLg,counterfactual,20,0,glucose,1
base_prototype,base,prototype,0.4,1.0,nan,8.0,0.0,1,0.1,1.243779485360203,0.3010649778071208,0.15,0.15,0.0,0.15450433252551884,0.85,0.27955141295674996,1.243779485360203,0.3010649778071208,0.15,0.15,0.0,0.15450433252551887,0.85,0.27955141295674996,R_7KJVcP40lic0MLg,counterfactual,20,0,glucose,1
counterfactual_exemplar,counterfactual,exemplar,0.4,0.0,2.0,4.0,0.75,1,0.1,1.1062798383358259,0.3404968042110565,0.35,0.35,0.0,0.0976833322136994,0.95,0.27955141295674996,1.3088295541651251,0.29241621423335273,0.35,0.35,0.0,0.10380569024068967,0.9,0.27955141295674996,R_7KJVcP40lic0MLg,counterfactual,20,0,glucose,1
counterfactual_prototype,counterfactual,prototype,0.4,0.0,nan,4.0,0.75,1,0.1,1.107011209591936,0.3415197485867998,0.35,0.35,0.0,0.09632611491786577,0.95,0.27955141295674996,1.312672558264754,0.2912325196438596,0.45,0.45,0.0,0.10216483338448015,0.9,0.27955141295674996,R_7KJVcP40lic0MLg,counterfactual,20,0,glucose,1
additive_exemplar,additive,exemplar,0.4,0.0,0.0,8.0,0.0,1,0.05,0.9580256379591816,0.4412924738478311,0.4,0.4,0.0,0.09828866362356939,0.8,0.179893107658885,1.0205271253241546,0.4233407447561186,0.45,0.45,0.0,0.09918477843134518,0.8,0.17989310765888497,R_7OLfrecF1gIsoj7,counterfactual,20,0,glucose,1
additive_prototype,additive,prototype,0.4,0.0,nan,8.0,0.0,1,0.05,0.9580256379591816,0.4412924738478311,0.4,0.4,0.0,0.09828866362356939,0.8,0.179893107658885,0.9602301074725377,0.44078284567594617,0.4,0.4,0.0,0.09877761423180761,0.8,0.17989310765888497,R_7OLfrecF1gIsoj7,counterfactual,20,1,glucose,1
base_exemplar,base,exemplar,0.4,1.0,0.0,8.0,0.0,1,0.0,1.2726691565620465,0.29638435362307564,0.15,0.15,0.0,0.11588058640350167,0.85,0.179893107658885,1.2822858644305086,0.2936837129985043,0.15,0.15,0.0,0.11468359016298904,0.85,0.17989310765888497,R_7OLfrecF1gIsoj7,counterfactual,20,0,glucose,1
base_prototype,base,prototype,0.4,1.0,nan,8.0,0.0,1,0.0,1.2726691565620465,0.29638435362307564,0.15,0.15,0.0,0.11588058640350167,0.85,0.179893107658885,1.2822858644305086,0.2936837129985043,0.15,0.15,0.0,0.11468359016298904,0.85,0.17989310765888497,R_7OLfrecF1gIsoj7,counterfactual,20,0,glucose,1
counterfactual_exemplar,counterfactual,exemplar,0.4,1.0,0.0,8.0,0.75,1,0.025,1.10597461736077,0.33727122773816187,0.2,0.2,0.0,0.09135600213017013,0.9,0.179893107658885,1.3257859673293408,0.28161439526181964,0.05,0.05,0.0,0.11195064574782632,0.9,0.17989310765888497,R_7OLfrecF1gIsoj7,counterfactual,20,0,glucose,1
counterfactual_prototype,counterfactual,prototype,0.4,1.0,nan,8.0,0.75,1,0.025,1.10597461736077,0.33727122773816187,0.2,0.2,0.0,0.09135600213017013,0.9,0.179893107658885,1.3102449055534684,0.28622004900473064,0.05,0.05,0.0,0.11109947380748379,0.9,0.17989310765888497,R_7OLfrecF1gIsoj7,counterfactual,20,0,glucose,1
additive_exemplar,additive,exemplar,0.4,2.0,24.0,0.25,0.0,1,0.0,1.305774910243795,0.2856876745301102,0.45,0.45,0.0,0.24163763055041806,0.3,0.22392284773115495,1.3908678242191506,0.27463307074223947,0.4,0.4,0.0,0.24331270003738528,0.3,0.22392284773115495,R_7Qh7ofV2bDyshsg,attribution,20,0,glucose,1
additive_prototype,additive,prototype,0.4,0.0,nan,0.25,0.0,1,0.0,1.332179956398759,0.2798673940957684,0.4,0.4,0.0,0.27365230212623315,0.3,0.22392284773115495,1.3608984530005521,0.2687208946119786,0.4,0.4,0.0,0.27365230212623315,0.3,0.22392284773115495,R_7Qh7ofV2bDyshsg,attribution,20,0,glucose,1
base_exemplar,base,exemplar,0.4,1.0,12.0,8.0,0.0,1,0.0,1.1354193971805742,0.3289639335042793,0.4,0.4,0.0,0.2485687255657178,0.4,0.22392284773115495,1.1354193971805744,0.3289639335042793,0.4,0.4,0.0,0.2485687255657178,0.4,0.22392284773115495,R_7Qh7ofV2bDyshsg,attribution,20,1,glucose,1
base_prototype,base,prototype,0.4,1.0,nan,8.0,0.0,1,0.0,1.1945177734259773,0.3068597603208416,0.3,0.3,0.0,0.2646841255526909,0.4,0.22392284773115495,1.1945177734259773,0.3068597603208416,0.3,0.3,0.0,0.2646841255526909,0.4,0.22392284773115495,R_7Qh7ofV2bDyshsg,attribution,20,0,glucose,1
additive_exemplar,additive,exemplar,0.4,1.0,24.0,0.5,0.0,1,0.4,1.226925992433641,0.33637736211211916,0.5,0.5,0.0,0.3857725012557558,0.65,0.4727932271109224,1.2774905030629538,0.3345067660253417,0.5,0.5,0.0,0.42729830107763905,0.65,0.4727932271109225,R_7Yxs9v5sGmNaIqa,attribution,20,0,glucose,1
additive_prototype,additive,prototype,0.4,0.0,nan,0.25,0.0,1,0.4,1.297660766779903,0.28982319212769114,0.45,0.45,0.0,0.34747032754863544,0.65,0.4727932271109224,1.389633136417741,0.2726700195932311,0.4,0.4,0.0,0.3473193543704398,0.65,0.4727932271109225,R_7Yxs9v5sGmNaIqa,attribution,20,0,glucose,1
base_exemplar,base,exemplar,0.4,2.0,2.0,1.0,0.0,1,0.4,1.2080224162098183,0.3300151745408,0.55,0.55,0.0,0.3704479173515388,0.65,0.4727932271109224,1.2519045459043343,0.32755511127499065,0.5,0.5,0.0,0.38343005718284645,0.65,0.4727932271109225,R_7Yxs9v5sGmNaIqa,attribution,20,0,glucose,1
base_prototype,base,prototype,0.4,2.0,nan,1.0,0.0,1,0.3,1.2127173333006032,0.32935235502573107,0.5,0.5,0.0,0.37124926570157857,0.65,0.4727932271109224,1.2458014744028534,0.33140693482914985,0.5,0.5,0.0,0.3871604757278392,0.65,0.4727932271109225,R_7Yxs9v5sGmNaIqa,attribution,20,1,glucose,1
base_exemplar,base,exemplar,0.4,1.0,0.0,8.0,0.0,1,0.3,1.1879632354254068,0.31743490115748235,0.35,0.35,0.0,0.3053593578832199,0.75,0.55773078939195,1.332398013402166,0.2904916425542071,0.3,0.3,0.0,0.4041111986525305,0.65,0.5577307893919501,R_7dLf87GYWh7ib3L,none,20,0,glucose,1
base_prototype,base,prototype,0.4,1.0,nan,8.0,0.0,1,0.3,1.1879632354254068,0.31743490115748235,0.35,0.35,0.0,0.3053593578832199,0.75,0.55773078939195,1.1879632354254066,0.31743490115748235,0.35,0.35,0.0,0.3218284338300853,0.75,0.5577307893919501,R_7dLf87GYWh7ib3L,none,20,1,glucose,1
additive_exemplar,additive,exemplar,0.4,4.0,12.0,0.025,0.0,1,0.0,1.406627903256436,0.24499621271460065,0.0,0.0,0.0,0.22437063072019492,0.15,0.185208270073955,1.4118398730400572,0.243697763138829,0.0,0.0,0.0,0.2141718105051876,0.1,0.18520827007395502,R_7g5abNEr7vFVyvi,attribution,20,0,glucose,1
additive_prototype,additive,prototype,0.4,0.0,nan,0.025,0.0,1,0.0,1.4096042324390186,0.24423992626798424,0.0,0.0,0.0,0.23878944164392224,0.1,0.185208270073955,1.4096042324390183,0.24423992626798424,0.0,0.0,0.0,0.23878944164392218,0.1,0.18520827007395502,R_7g5abNEr7vFVyvi,attribution,20,0,glucose,1
base_exemplar,base,exemplar,0.4,1.0,0.0,8.0,0.0,1,0.0,1.1701882789395288,0.31555299098787704,0.3,0.3,0.0,0.29727762283909753,0.25,0.185208270073955,1.3120359093709753,0.29734303940798706,0.35,0.35,0.0,0.3046287722879775,0.25,0.18520827007395502,R_7g5abNEr7vFVyvi,attribution,20,0,glucose,1
base_prototype,base,prototype,0.4,1.0,nan,8.0,0.0,1,0.0,1.1701882789395288,0.31555299098787704,0.3,0.3,0.0,0.29727762283909753,0.25,0.185208270073955,1.3034603811082026,0.2989055148287427,0.35,0.35,0.0,0.3069908269277855,0.25,0.18520827007395502,R_7g5abNEr7vFVyvi,attribution,20,1,glucose,1
base_exemplar,base,exemplar,0.4,4.0,0.0,2.0,0.0,1,0.025,0.9585827849657542,0.4118374218583412,0.55,0.55,0.0,0.26685491503993464,0.6,0.23378874515964995,0.9585827849657541,0.4118374218583411,0.55,0.55,0.0,0.2743549150399346,0.6,0.23378874515965,R_7hgRhwQwSRyqBIR,none,20,0,glucose,1
base_prototype,base,prototype,0.4,4.0,nan,2.0,0.0,1,0.025,0.9585827849657542,0.4118374218583412,0.55,0.55,0.0,0.26685491503993464,0.6,0.23378874515964995,0.9585827849657541,0.4118374218583411,0.55,0.55,0.0,0.2743549150399346,0.6,0.23378874515965,R_7hgRhwQwSRyqBIR,none,20,1,glucose,1
base_exemplar,base,exemplar,0.4,1.0,0.0,8.0,0.0,1,0.3,1.1558379803959882,0.32715040800385475,0.3,0.3,0.0,0.1923354600703016,0.85,0.44231782410114,1.1558379803959882,0.3271504080038548,0.3,0.3,0.0,0.2556647672202249,0.85,0.44231782410114,R_7hmrIdn7RLRi2Rz,none,20,0,glucose,1
base_prototype,base,prototype,0.4,1.0,nan,8.0,0.0,1,0.3,1.1558379803959882,0.32715040800385475,0.3,0.3,0.0,0.1923354600703016,0.85,0.44231782410114,1.1558379803959882,0.3271504080038548,0.3,0.3,0.0,0.2556647672202249,0.85,0.44231782410114,R_7hmrIdn7RLRi2Rz,none,20,1,glucose,1
additive_exemplar,additive,exemplar,0.4,1.0,24.0,0.1,0.0,1,0.2,1.373740525203125,0.25620855706597523,0.3,0.3,0.0,0.2401265742636109,0.75,0.30087244670305,1.5160907163159196,0.22208907314825516,0.25,0.25,0.0,0.26896774428057935,0.65,0.30087244670305,R_7kuDqbBN7bMoK74,attribution,20,0,glucose,1
additive_prototype,additive,prototype,0.4,0.0,nan,0.1,0.0,1,0.0,1.3804714510136702,0.2543825482900279,0.3,0.3,0.0,0.2438753340755156,0.5,0.30087244670305,1.5081693338045563,0.22360235925462052,0.25,0.25,0.0,0.24716016179563596,0.55,0.30087244670305,R_7kuDqbBN7bMoK74,attribution,20,0,glucose,1
base_exemplar,base,exemplar,0.4,4.0,24.0,0.25,0.0,1,0.1,1.3545264935956065,0.26553674068316024,0.4,0.4,0.0,0.2126738892382652,0.75,0.30087244670305,1.3853925813902204,0.25890914589847025,0.4,0.4,0.0,0.21267388923826513,0.75,0.30087244670305,R_7kuDqbBN7bMoK74,attribution,20,1,glucose,1
base_prototype,base,prototype,0.4,4.0,nan,0.05,0.0,1,0.05,1.384317767078356,0.25103702449400833,0.4,0.4,0.0,0.25269120170452014,0.65,0.30087244670305,1.4249633235293695,0.24205734516130945,0.4,0.4,0.0,0.2576912017045202,0.65,0.30087244670305,R_7kuDqbBN7bMoK74,attribution,20,0,glucose,1
base_exemplar,base,exemplar,0.4,1.0,24.0,8.0,0.0,1,0.05,1.1282560817193932,0.35260935601847354,0.3,0.3,0.0,0.11128017908559559,0.8,0.21107995834160503,1.1883349621121124,0.3421037712891465,0.3,0.3,0.0,0.1233056849224408,0.8,0.21107995834160498,R_7syu0dQm97V3Ah8,none,20,1,glucose,1
base_prototype,base,prototype,0.4,1.0,nan,8.0,0.0,1,0.05,1.270418309060365,0.2887310692317584,0.2,0.2,0.0,0.08042373226050549,0.85,0.21107995834160503,1.287656515380801,0.2840957591050035,0.25,0.25,0.0,0.08337095047833751,0.85,0.21107995834160498,R_7syu0dQm97V3Ah8,none,20,0,glucose,1
