lapse,pooled_cv_selection_nll
0.0,1.3482558476026316
0.01,1.2986055745887546
0.025,1.2862733385190253
0.05,1.291684060193941
0.1,1.2666133905767527
0.15,1.254164498295442
0.2,1.2489685665841153
0.3,1.2295782782682867
0.4,1.2247531303557033
0.5,1.2279327063050163
0.55,1.2328724055421965
0.6,1.2406419618523432
0.65,1.2476573522108811
0.7,1.259224754199582
0.8,1.288680208220696
