participant,direction-qualified cohort (0/1),xai,model family held fixed,fold,trial index,selected inverse temperature gamma,current selection NLL,current observed subset probability,current observed subset rank,current top-1 hit,current top-3 hit,current observed subset impossible,current maximum subset probability,current normalized entropy,current effective subset count,current possible subset count,temperature-scaled selection NLL,temperature-scaled observed subset probability,temperature-scaled observed subset rank,temperature-scaled top-1 hit,temperature-scaled top-3 hit,temperature-scaled observed subset impossible,temperature-scaled maximum subset probability,temperature-scaled normalized entropy,temperature-scaled effective subset count,temperature-scaled possible subset count
R_61hCu6g2tcWoJo7,1,attribution,feature contribution,0,5,0.5,0.8792909644595832,0.41507711179436385,1,1,1,0,0.41507711179436385,0.760413018564573,3.905857019904685,6,1.2083415823699866,0.29869222535540085,1,1,1,0,0.29869222535540085,0.9181787876928099,5.181815809876421,6
R_61hCu6g2tcWoJo7,1,attribution,feature contribution,0,10,0.5,0.5510825885001113,0.5763255491206273,1,1,1,0,0.5763255491206273,0.7590123235826265,2.8639864106521054,4,0.8734051460434769,0.4175273841584708,1,1,1,0,0.4175273841584708,0.9227438947460636,3.593744366732111,4
R_61hCu6g2tcWoJo7,1,attribution,feature contribution,0,15,0.5,1.6722431419161277,0.18782527400133556,3,0,1,0,0.542962609587244,0.7950332642387923,3.01063232400039,4,1.4461940489378444,0.23546475219450339,3,0,1,0,0.40034448573577724,0.9304699082682799,3.6324421367764494,4
R_61hCu6g2tcWoJo7,1,attribution,feature contribution,1,1,0.25,1.5184068095482612,0.21906061436301608,2,0,1,0,0.5453796557720496,0.7179447755167047,3.619675387714584,6,1.6130725072942858,0.19927440045692874,2,0,1,0,0.2503140166793963,0.9771977147537064,5.759802919270252,6
R_61hCu6g2tcWoJo7,1,attribution,feature contribution,1,6,0.25,0.6413495346480841,0.5265813045952239,1,1,1,0,0.5265813045952239,0.725595237454477,3.669634763147863,6,1.395271129977569,0.24776585051009917,1,1,1,0,0.24776585051009917,0.9772536365902528,5.760380071683247,6
R_61hCu6g2tcWoJo7,1,attribution,feature contribution,1,11,0.25,0.7697005650102762,0.46315173138383164,1,1,1,0,0.46315173138383164,0.7515070074724558,3.8440242392716573,6,1.432372286173706,0.23874188584849923,1,1,1,0,0.23874188584849923,0.9774493741622657,5.762400675660223,6
R_61hCu6g2tcWoJo7,1,attribution,feature contribution,1,16,0.25,1.6421811838376816,0.19355739725863427,2,0,1,0,0.6254122287450504,0.7309718175092498,2.7547924630489264,4,1.3692904940791837,0.25428731391880305,2,0,1,0,0.34092892030225563,0.9782527690204342,3.8812074258059175,4
R_61hCu6g2tcWoJo7,1,attribution,feature contribution,2,2,0.5,1.165372547572771,0.3118064776454637,2,0,1,0,0.4578344291609527,0.8330650508281685,3.173621555771076,4,1.204250850118523,0.29991659785756863,2,0,1,0,0.36342279039455805,0.9369848373611868,3.6653975316728635,4
R_61hCu6g2tcWoJo7,1,attribution,feature contribution,2,7,0.5,0.7149493381020501,0.4892168958249749,1,1,1,0,0.4892168958249749,0.8268436925945283,3.146367927133322,4,0.9774172853285289,0.37628167315150024,1,1,1,0,0.37628167315150024,0.9362252295732952,3.661539753035791,4
R_61hCu6g2tcWoJo7,1,attribution,feature contribution,2,12,0.5,1.245323274932044,0.2878478390975148,2,0,1,0,0.35728430148383367,0.7792302059579398,4.039791574749411,6,1.39753984556753,0.24720437741459797,2,0,1,0,0.2754112252216895,0.9201502304769682,5.200152169733396,6
